,dome_male,dome_female,tuple,average_male,average_female,female-male
0,-0.32481065,-0.3126983,"('unsociable', 'sociable')",-0.3248107,-0.3126983,0.0121124
1,1.2731409,1.1942695,"('unfriendly', 'friendly')",1.2731409,1.1942695,-0.0788714
2,-0.0016934853,0.038803592,"('unlikable', 'likable')",-0.0016935,0.0388036,0.0404971
3,0.88449866,0.9438005,"('repellent', 'pleasant')",0.8844987,0.9438005,0.0593018
4,-7.2415533,-7.388112,"('disliked', 'liked')",-7.2415533,-7.3881121,-0.1465588
5,-0.67308134,-0.6681638,"('distant', 'outgoing')",-0.6730813,-0.6681638,0.0049175
6,0.09583141,0.017074883,"('distant', 'open')",0.0958314,0.0170749,-0.0787565
7,0.6951493,0.7675006,"('insensitive', 'sensitive')",0.6951493,0.7675006,0.0723513
8,1.0502942,0.95361036,"('unaffectionate', 'affectionate')",1.0502942,0.9536104,-0.0966838
9,1.3674479,1.3531888,"('unaffectionate', 'caring')",1.3674479,1.3531888,-0.0142591
10,0.88651294,0.88200027,"('unsympathetic', 'sympathetic')",0.8865129,0.8820003,-0.0045126
11,1.1406959,1.2085546,"('unhelpful', 'helpful')",1.1406959,1.2085546,0.0678587
12,-1.874094,-1.9100622,"('unsupportive', 'supportive')",-1.874094,-1.9100622,-0.0359682
13,-0.45964774,-0.40644073,"('impolite', 'polite')",-0.4596477,-0.4064407,0.053207
14,0.042008214,0.05634115,"('antisocial', 'social')",0.0420082,0.0563411,0.0143329
15,-0.056897458,-0.14074716,"('boring', 'funny')",-0.0568975,-0.1407472,-0.0838497
16,-0.26338527,-0.2942825,"('unpopular', 'popular')",-0.2633853,-0.2942825,-0.0308972
17,-0.33031684,-0.25921032,"('nasty', 'nice')",-0.3303168,-0.2592103,0.0711065
18,-0.46352968,-0.45514375,"('disagreeable', 'welcoming')",-0.4635297,-0.4551437,0.008386
19,-0.67024225,-0.7398009,"('inhospitable', 'hospitable')",-0.6702422,-0.7398009,-0.0695587
20,0.877213,0.84758025,"('rough', 'thoughtful')",0.877213,0.8475803,-0.0296327
21,-0.65092367,-0.5478478,"('immoral', 'moral')",-0.6509237,-0.5478478,0.1030759
22,-0.6875141,-0.6535234,"('untrustworthy', 'trustworthy')",-0.6875141,-0.6535234,0.0339907
