,honeywell_male,honeywell_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.82015693,-0.8214341,"('unsociable', 'sociable')",-0.021496143,-0.13169356,-0.5913815,-0.6905971,-0.4776782,-0.5479082,-0.07023
1,-0.12847838,-0.1535153,"('unfriendly', 'friendly')",0.027902532,-0.088516936,1.648408,1.4582008,0.5159441,0.4053895,-0.1105546
2,0.5993566,0.64920306,"('unlikable', 'likable')",1.4721395,1.5501356,0.7380363,0.8875626,0.9365107,1.0289671,0.0924564
3,-1.5880316,-1.5064073,"('repellent', 'pleasant')",-0.24302894,-0.20860961,0.0055029653,0.032927096,-0.6085192,-0.5606966,0.0478226
4,0.14128938,0.11981606,"('disliked', 'liked')",-0.028468752,-0.08683835,-5.5821295,-5.5792885,-1.823103,-1.8487703,-0.0256673
5,0.6911548,0.7695861,"('distant', 'outgoing')",-0.40574157,-0.3630175,-0.028395766,-0.012341034,0.0856725,0.1314092,0.0457367
6,0.12803659,0.22906643,"('distant', 'open')",-0.6213463,-0.5887908,0.38921672,0.33939022,-0.0346977,-0.006778,0.0279197
7,-0.8796848,-0.8421365,"('insensitive', 'sensitive')",-0.16385874,-0.1388922,0.3357807,0.31600067,-0.2359209,-0.221676,0.0142449
8,0.33249652,0.30011246,"('unaffectionate', 'affectionate')",-0.614947,-0.66589123,0.11054385,-0.035289593,-0.0573022,-0.1336895,-0.0763873
9,0.27223742,0.29711264,"('unaffectionate', 'caring')",-0.05046414,-0.06687987,0.6709503,0.60147023,0.2975745,0.2772343,-0.0203402
10,-1.8737793,-1.7947874,"('unsympathetic', 'sympathetic')",-0.828423,-0.7935181,-0.95846814,-0.99992317,-1.2202235,-1.1960762,0.0241473
11,-0.25462338,-0.24408388,"('unhelpful', 'helpful')",0.2104376,0.26505107,1.4428759,1.480481,0.46623,0.5004827,0.0342527
12,-0.32778046,-0.17901984,"('unsupportive', 'supportive')",-0.059021443,0.13368464,-1.9066273,-1.8022397,-0.7644764,-0.6158583,0.1486181
13,-0.84357953,-0.8279035,"('impolite', 'polite')",0.5503741,0.59195733,-0.52434164,-0.48660997,-0.2725157,-0.240852,0.0316637
14,-0.8043011,-0.9334486,"('antisocial', 'social')",0.99301165,0.9696066,-0.58616436,-0.5686874,-0.1324846,-0.1775098,-0.0450252
15,0.39543462,0.3184124,"('boring', 'funny')",0.086429745,0.017082695,0.61390036,0.56368595,0.3652549,0.299727,-0.0655279
16,0.11220136,0.22970676,"('unpopular', 'popular')",0.10593161,0.077405095,0.5645695,0.49334252,0.2609008,0.2668181,0.0059173
17,0.7101859,0.8340183,"('nasty', 'nice')",-0.8343376,-0.8099397,-0.22032815,-0.17231826,-0.1148266,-0.0494132,0.0654134
18,0.25514513,0.33466512,"('disagreeable', 'welcoming')",0.96729344,1.0447084,-0.41920596,-0.4447761,0.2677442,0.3115325,0.0437883
19,-0.04238513,0.080123894,"('inhospitable', 'hospitable')",-0.9516605,-0.93229294,-0.042731866,-0.011729885,-0.3455925,-0.2879663,0.0576262
20,-0.015035335,-0.036224805,"('rough', 'thoughtful')",0.7125811,0.64699686,1.1729522,1.0706106,0.6234993,0.5604609,-0.0630384
21,-0.90516335,-0.8939517,"('immoral', 'moral')",0.27408916,0.3116212,-0.86918104,-0.8044309,-0.5000851,-0.4622538,0.0378313
22,-0.47243622,-0.511544,"('untrustworthy', 'trustworthy')",-0.0657213,-0.078106016,-0.9918921,-1.0751921,-0.5100165,-0.5549474,-0.0449309
23,-0.57698214,-0.4908448,"('insincere', 'sincere')",0.0051102713,0.011075735,4.9335294,4.7605333,1.4538859,1.4269214,-0.0269645
24,-0.25813746,-0.32089308,"('dishonest', 'honest')",-0.07312399,-0.061139055,0.43681267,0.3599809,0.0351837,-0.0073504,-0.0425341
25,0.8948226,0.90520704,"('egoistic', 'altruistic')",0.55718476,0.5411602,1.5146143,1.4740754,0.9888739,0.9734809,-0.015393
26,0.9457493,0.9056968,"('hardhearted', 'benevolent')",1.3645658,1.3329251,1.8462621,1.7507966,1.3855257,1.3298062,-0.0557195
27,0.17766742,0.24238625,"('hardhearted', 'softhearted')",-0.28514728,-0.28926417,1.0026853,0.88986164,0.2984018,0.2809946,-0.0174072
28,-0.320757,-0.40033287,"('disloyal', 'loyal')",-0.1394901,-0.28275257,0.5647504,0.3985176,0.0348344,-0.0948559,-0.1296903
29,-0.3389353,-0.37282908,"('unfair', 'fair')",-0.7353138,-0.77629375,-0.34453356,-0.4566695,-0.4729275,-0.5352641,-0.0623366
30,-0.35147592,-0.3326781,"('intolerant', 'tolerant')",0.63523823,0.6158731,1.1561614,1.1146882,0.4799746,0.4659611,-0.0140135
31,0.047193944,0.17772238,"('evil', 'good')",-0.559596,-0.5339765,-0.85938513,-0.93136066,-0.4572624,-0.4292049,0.0280575
32,-0.38581547,-0.37594315,"('unkind', 'kind')",-0.3043261,-0.35408825,0.53432745,0.4496091,-0.051938,-0.0934741,-0.0415361
33,1.3093008,1.2768943,"('wrong', 'right')",0.6157003,0.624576,-0.26331794,-0.25552154,0.5538944,0.5486496,-0.0052448
34,-0.7903037,-0.6257959,"('mean', 'honorable')",0.10007212,0.20469692,5.5079436,5.471962,1.6059039,1.6836209,0.077717
35,1.3045382,1.2234141,"('corrupt', 'incorrupt')",-0.27697322,-0.42202199,0.16973726,0.012902398,0.3991007,0.2714315,-0.1276692
36,-0.15843213,-0.15678342,"('hostile', 'amicable')",0.014212478,-0.15862782,0.53761554,0.29204613,0.131132,-0.0077884,-0.1389204
37,0.05639164,0.12881137,"('fake', 'genuine')",-0.470013,-0.46548024,-0.033180326,-0.055863023,-0.1489339,-0.130844,0.0180899
38,-0.32477036,-0.2418563,"('untruthful', 'truthful')",-0.5600872,-0.45497483,-0.19965497,-0.15256125,-0.3615042,-0.2831308,0.0783734
39,1.2572901,1.2464378,"('exploitative', 'cooperative')",1.2058259,1.2784894,0.28736234,0.31767714,0.9168262,0.9475347,0.0307085
40,-0.63939,-0.61446357,"('stingy', 'generous')",-0.09488572,-0.049312465,-1.4954075,-1.6091228,-0.7432277,-0.7576329,-0.0144052
41,-0.3648953,-0.282234,"('unforgiving', 'forgiving')",0.23089778,0.23840323,0.016555786,-0.065950565,-0.0391472,-0.0365938,0.0025534
42,-0.437,-0.30570716,"('unreliable', 'reliable')",0.29750603,0.3952845,-3.1790073,-3.0919008,-1.1061671,-1.0007745,0.1053926
43,-1.2198441,-1.1079646,"('irresponsible', 'responsible')",0.0012417948,0.07987732,0.087365344,0.13075843,-0.377079,-0.2991097,0.0779693
44,0.37498564,0.3536403,"('prejudiced', 'unprejudiced')",0.43041503,0.50820756,-1.1545644,-1.0837611,-0.1163879,-0.0739711,0.0424168
45,-0.8044612,-0.6517391,"('incompetent', 'competent')",-0.19598103,-0.22282594,-0.7419248,-0.81650865,-0.580789,-0.5636912,0.0170978
46,-0.80733925,-0.72474116,"('uncompetitive', 'competitive')",0.15156716,0.2660429,-0.74289757,-0.7131569,-0.4662232,-0.3906184,0.0756048
47,-0.022782799,0.055960543,"('stupid', 'smart')",-0.06686436,-0.010419995,4.969923,4.956707,1.6267586,1.6674158,0.0406572
48,-0.6861672,-0.7120936,"('unintelligent', 'intelligent')",-0.17470825,-0.19097185,0.24265586,0.21210127,-0.2060732,-0.2303214,-0.0242482
49,-0.17399627,-0.03668627,"('unable', 'able')",-0.22742455,-0.13918877,-0.2899606,-0.19513577,-0.2304605,-0.1236703,0.1067902
50,-0.0768894,0.031863548,"('clumsy', 'skillful')",-0.37102962,-0.38792938,-0.059089635,-0.14448181,-0.1690029,-0.1668492,0.0021537
51,-0.93377334,-0.9936971,"('uneducated', 'educated')",0.5042369,0.48412898,0.47531593,0.42169762,0.0152598,-0.0292902,-0.04455
52,0.6521406,0.56634986,"('irrational', 'rational')",-0.34806436,-0.4664645,0.6289748,0.50128466,0.311017,0.20039,-0.110627
