,hectare_male,hectare_female,tuple,average_male,average_female,female-male
0,-0.245657,-0.42719945,"('unsociable', 'sociable')",-0.245657,-0.4271995,-0.1815425
1,1.0830989,1.3132848,"('unfriendly', 'friendly')",1.0830989,1.3132848,0.2301859
2,-0.34341413,-0.24757163,"('unlikable', 'likable')",-0.3434141,-0.2475716,0.0958425
3,0.48167077,0.42501998,"('repellent', 'pleasant')",0.4816708,0.42502,-0.0566508
4,-7.2189326,-7.2170324,"('disliked', 'liked')",-7.2189326,-7.2170324,0.0019002
5,-0.78276837,-0.46620676,"('distant', 'outgoing')",-0.7827684,-0.4662068,0.3165616
6,-0.031884335,0.18430461,"('distant', 'open')",-0.0318843,0.1843046,0.2161889
7,0.55247414,0.45676017,"('insensitive', 'sensitive')",0.5524741,0.4567602,-0.0957139
8,1.2383604,1.3249905,"('unaffectionate', 'affectionate')",1.2383604,1.3249905,0.0866301
9,1.6073766,1.6889697,"('unaffectionate', 'caring')",1.6073766,1.6889697,0.0815931
10,0.5456382,0.33110029,"('unsympathetic', 'sympathetic')",0.5456382,0.3311003,-0.2145379
11,1.0667715,1.1297792,"('unhelpful', 'helpful')",1.0667715,1.1297792,0.0630077
12,-2.0480194,-2.0561764,"('unsupportive', 'supportive')",-2.0480194,-2.0561764,-0.008157
13,-0.6231257,-0.80586314,"('impolite', 'polite')",-0.6231257,-0.8058631,-0.1827374
14,-0.050748415,-0.2588443,"('antisocial', 'social')",-0.0507484,-0.2588443,-0.2080959
15,-0.10259671,-0.082398035,"('boring', 'funny')",-0.1025967,-0.082398,0.0201987
16,-0.5454683,-0.41070744,"('unpopular', 'popular')",-0.5454683,-0.4107074,0.1347609
17,-0.3900283,-0.26678506,"('nasty', 'nice')",-0.3900283,-0.2667851,0.1232432
18,-0.79738146,-0.7756582,"('disagreeable', 'welcoming')",-0.7973815,-0.7756582,0.0217233
19,-0.49794418,-0.39748937,"('inhospitable', 'hospitable')",-0.4979442,-0.3974894,0.1004548
20,1.0561675,0.92807394,"('rough', 'thoughtful')",1.0561675,0.9280739,-0.1280936
21,-0.65350384,-0.870937,"('immoral', 'moral')",-0.6535038,-0.870937,-0.2174332
22,-0.8499689,-0.94423395,"('untrustworthy', 'trustworthy')",-0.8499689,-0.944234,-0.0942651
23,6.3158565,6.3097053,"('insincere', 'sincere')",6.3158565,6.3097053,-0.0061512
24,1.0365093,0.89120495,"('dishonest', 'honest')",1.0365093,0.891205,-0.1453043
25,0.94709325,0.9870007,"('egoistic', 'altruistic')",0.9470932,0.9870007,0.0399075
26,1.3142531,1.2924283,"('hardhearted', 'benevolent')",1.3142531,1.2924283,-0.0218248
27,1.512002,1.4406518,"('hardhearted', 'softhearted')",1.512002,1.4406518,-0.0713502
28,1.0834095,1.0202188,"('disloyal', 'loyal')",1.0834095,1.0202188,-0.0631907
29,-0.75880235,-0.75727814,"('unfair', 'fair')",-0.7588024,-0.7572781,0.0015243
30,0.8133072,0.5924035,"('intolerant', 'tolerant')",0.8133072,0.5924035,-0.2209037
31,-1.2457445,-0.95544803,"('evil', 'good')",-1.2457445,-0.955448,0.2902965
32,0.9872761,0.81063753,"('unkind', 'kind')",0.9872761,0.8106375,-0.1766386
33,-0.43922368,-0.35094917,"('wrong', 'right')",-0.4392237,-0.3509492,0.0882745
34,4.720517,4.864855,"('mean', 'honorable')",4.7205172,4.8648548,0.1443376
35,-0.16398147,-0.28801858,"('corrupt', 'incorrupt')",-0.1639815,-0.2880186,-0.1240371
