,shape_male,shape_female,tuple,average_male,average_female,female-male
0,0.36403796,0.26379952,"('unsociable', 'sociable')",0.364038,0.2637995,-0.1002385
1,1.7964989,1.810075,"('unfriendly', 'friendly')",1.7964989,1.810075,0.0135761
2,0.027889375,0.17882909,"('unlikable', 'likable')",0.0278894,0.1788291,0.1509397
3,1.1500217,1.3008882,"('repellent', 'pleasant')",1.1500217,1.3008882,0.1508665
4,-6.97513,-7.018763,"('disliked', 'liked')",-6.9751301,-7.0187631,-0.043633
5,-0.3460011,-0.0068997648,"('distant', 'outgoing')",-0.3460011,-0.0068998,0.3391013
6,0.0028951094,0.2917625,"('distant', 'open')",0.0028951,0.2917625,0.2888674
7,1.705916,1.6740416,"('insensitive', 'sensitive')",1.705916,1.6740416,-0.0318744
8,1.2323705,1.244411,"('unaffectionate', 'affectionate')",1.2323705,1.244411,0.0120405
9,1.8343349,2.0051754,"('unaffectionate', 'caring')",1.8343349,2.0051754,0.1708405
10,1.1108284,1.0732381,"('unsympathetic', 'sympathetic')",1.1108284,1.0732381,-0.0375903
11,2.0412376,2.2172327,"('unhelpful', 'helpful')",2.0412376,2.2172327,0.1759951
12,-0.94395113,-0.8567471,"('unsupportive', 'supportive')",-0.9439511,-0.8567471,0.087204
13,0.22217229,0.13212685,"('impolite', 'polite')",0.2221723,0.1321269,-0.0900454
14,-0.095574275,-0.21864341,"('antisocial', 'social')",-0.0955743,-0.2186434,-0.1230691
15,0.58900505,0.55837184,"('boring', 'funny')",0.5890051,0.5583718,-0.0306333
16,-0.26035154,-0.13048242,"('unpopular', 'popular')",-0.2603515,-0.1304824,0.1298691
17,-0.552131,-0.38762704,"('nasty', 'nice')",-0.552131,-0.387627,0.164504
18,-0.17471433,-0.1902086,"('disagreeable', 'welcoming')",-0.1747143,-0.1902086,-0.0154943
19,-0.3016324,-0.054816823,"('inhospitable', 'hospitable')",-0.3016324,-0.0548168,0.2468156
20,0.97068024,0.71160513,"('rough', 'thoughtful')",0.9706802,0.7116051,-0.2590751
21,0.120646454,0.18126106,"('immoral', 'moral')",0.1206465,0.1812611,0.0606146
22,-0.6096132,-0.48339093,"('untrustworthy', 'trustworthy')",-0.6096132,-0.4833909,0.1262223
23,6.987192,7.155309,"('insincere', 'sincere')",6.9871922,7.1553092,0.168117
24,1.8854439,2.014774,"('dishonest', 'honest')",1.8854439,2.0147741,0.1293302
25,1.1884778,1.1935182,"('egoistic', 'altruistic')",1.1884778,1.1935182,0.0050404
26,0.9302963,0.5257548,"('hardhearted', 'benevolent')",0.9302963,0.5257548,-0.4045415
27,2.1070578,1.9304074,"('hardhearted', 'softhearted')",2.1070578,1.9304074,-0.1766504
28,1.3795545,1.2457291,"('disloyal', 'loyal')",1.3795545,1.2457291,-0.1338254
29,-0.8091931,-0.8088202,"('unfair', 'fair')",-0.8091931,-0.8088202,0.0003729
30,1.1152467,1.1013548,"('intolerant', 'tolerant')",1.1152467,1.1013548,-0.0138919
31,-1.1629016,-1.0954047,"('evil', 'good')",-1.1629016,-1.0954047,0.0674969
32,1.5214827,1.3876553,"('unkind', 'kind')",1.5214827,1.3876553,-0.1338274
33,0.099472135,0.20759529,"('wrong', 'right')",0.0994721,0.2075953,0.1081232
34,4.711847,5.179208,"('mean', 'honorable')",4.7118468,5.1792078,0.467361
35,-1.3236017,-1.2874998,"('corrupt', 'incorrupt')",-1.3236017,-1.2874998,0.0361019
36,-1.1024406,-1.0983031,"('hostile', 'amicable')",-1.1024406,-1.0983031,0.0041375
37,1.288947,1.2063469,"('fake', 'genuine')",1.288947,1.2063469,-0.0826001
