,navient_male,navient_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.0544035,-1.1189334,"('unsociable', 'sociable')",-0.13245846,-0.30230594,-0.593431,-0.7106197,-0.1171887
1,-2.4644215,-2.4263804,"('unfriendly', 'friendly')",1.0043479,0.88818944,-0.7300368,-0.7690955,-0.0390587
2,0.67978954,0.5972547,"('unlikable', 'likable')",0.4608445,0.46814114,0.570317,0.5326979,-0.0376191
3,-0.28899142,-0.109627895,"('repellent', 'pleasant')",0.6335008,0.6963855,0.1722547,0.2933788,0.1211241
4,0.026647948,0.005334835,"('disliked', 'liked')",-6.2506742,-6.2061753,-3.1120131,-3.1004202,0.0115929
5,-1.1530942,-1.1340188,"('distant', 'outgoing')",-0.43703836,-0.40786105,-0.7950662,-0.7709399,0.0241263
6,-1.8866122,-1.8266295,"('distant', 'open')",-0.7073554,-0.6988272,-1.2969837,-1.2627283,0.0342554
7,-0.45766973,-0.27520782,"('insensitive', 'sensitive')",0.18074054,0.2261295,-0.1384646,-0.0245392,0.1139254
8,-1.9399471,-1.9365084,"('unaffectionate', 'affectionate')",0.08179224,0.036563557,-0.9290774,-0.9499725,-0.0208951
9,-1.9230692,-1.8226155,"('unaffectionate', 'caring')",0.68702054,0.73586017,-0.6180243,-0.5433776,0.0746467
10,-1.1672006,-1.0519629,"('unsympathetic', 'sympathetic')",-0.5943423,-0.6328922,-0.8807714,-0.8424275,0.0383439
11,0.21326792,0.19249293,"('unhelpful', 'helpful')",1.8612416,1.8849077,1.0372548,1.0387003,0.0014455
12,-0.7366242,-0.5134409,"('unsupportive', 'supportive')",-1.9802626,-1.9128647,-1.3584434,-1.2131528,0.1452906
13,-0.20770201,-0.3006947,"('impolite', 'polite')",-0.4666108,-0.48807818,-0.3371564,-0.3943864,-0.05723
14,0.3327928,0.37264162,"('antisocial', 'social')",0.05826219,-0.02006939,0.1955275,0.1762861,-0.0192414
15,-0.044050112,-0.20500042,"('boring', 'funny')",0.020501249,-0.033142596,-0.0117744,-0.1190715,-0.1072971
16,-0.1420081,-0.14089298,"('unpopular', 'popular')",0.26290038,0.18271253,0.0604461,0.0209098,-0.0395363
17,-0.28105637,-0.27323642,"('nasty', 'nice')",-0.37567636,-0.31017706,-0.3283664,-0.2917067,0.0366597
18,-0.36620846,-0.2926679,"('disagreeable', 'welcoming')",-0.4665935,-0.56471837,-0.416401,-0.4286931,-0.0122921
19,-1.026122,-1.0335433,"('inhospitable', 'hospitable')",-0.5724492,-0.5793299,-0.7992856,-0.8064367,-0.0071511
20,-0.030628942,-0.023540184,"('rough', 'thoughtful')",0.59167165,0.5652805,0.2805214,0.2708701,-0.0096513
21,-0.04028745,-0.070749305,"('immoral', 'moral')",-0.23082641,-0.26064023,-0.1355569,-0.1656948,-0.0301379
22,-0.15408938,-0.11037582,"('untrustworthy', 'trustworthy')",-1.1197946,-1.0690596,-0.636942,-0.5897177,0.0472243
23,-0.6448797,-0.5925681,"('insincere', 'sincere')",5.428206,5.3594995,2.3916631,2.3834658,-0.0081973
