,historian_male,historian_female,tuple,average_male,average_female,female-male
0,0.8078654,0.6577647,"('unsociable', 'sociable')",0.8078654,0.6577647,-0.1501007
1,0.6225536,0.5125433,"('unfriendly', 'friendly')",0.6225536,0.5125433,-0.1100103
2,0.21849462,0.20445153,"('unlikable', 'likable')",0.2184946,0.2044515,-0.0140431
3,0.7219888,0.936702,"('repellent', 'pleasant')",0.7219888,0.936702,0.2147132
4,-6.6211925,-7.037551,"('disliked', 'liked')",-6.6211925,-7.0375509,-0.4163584
5,-1.7756792,-1.6518465,"('distant', 'outgoing')",-1.7756792,-1.6518465,0.1238327
6,-1.1630307,-1.031068,"('distant', 'open')",-1.1630307,-1.031068,0.1319627
7,1.9294472,1.7159961,"('insensitive', 'sensitive')",1.9294472,1.7159961,-0.2134511
8,0.5933082,0.54528224,"('unaffectionate', 'affectionate')",0.5933082,0.5452822,-0.048026
9,1.0408792,1.0233241,"('unaffectionate', 'caring')",1.0408792,1.0233241,-0.0175551
10,1.3133671,1.3869576,"('unsympathetic', 'sympathetic')",1.3133671,1.3869576,0.0735905
11,1.4396772,1.4442036,"('unhelpful', 'helpful')",1.4396772,1.4442036,0.0045264
12,-1.1993593,-1.3739537,"('unsupportive', 'supportive')",-1.1993593,-1.3739537,-0.1745944
13,0.1420699,0.07304515,"('impolite', 'polite')",0.1420699,0.0730451,-0.0690248
14,0.97813106,0.85180765,"('antisocial', 'social')",0.9781311,0.8518077,-0.1263234
15,0.07534859,-0.2077417,"('boring', 'funny')",0.0753486,-0.2077417,-0.2830903
16,-0.85927355,-0.75945264,"('unpopular', 'popular')",-0.8592736,-0.7594526,0.099821
17,-0.7439829,-0.7151221,"('nasty', 'nice')",-0.7439829,-0.7151221,0.0288608
18,-0.8348196,-0.75072396,"('disagreeable', 'welcoming')",-0.8348196,-0.750724,0.0840956
19,-1.2508231,-1.2224268,"('inhospitable', 'hospitable')",-1.2508231,-1.2224268,0.0283963
20,1.14322,1.1305674,"('rough', 'thoughtful')",1.1432199,1.1305674,-0.0126525
21,0.31500307,0.280958,"('immoral', 'moral')",0.3150031,0.280958,-0.0340451
22,0.7328027,0.3380065,"('untrustworthy', 'trustworthy')",0.7328027,0.3380065,-0.3947962
23,6.070693,6.2526426,"('insincere', 'sincere')",6.070693,6.2526426,0.1819496
24,1.5138737,1.3416184,"('dishonest', 'honest')",1.5138737,1.3416184,-0.1722553
25,0.19970715,0.12969755,"('egoistic', 'altruistic')",0.1997072,0.1296975,-0.0700097
26,1.5275257,1.3223245,"('hardhearted', 'benevolent')",1.5275257,1.3223245,-0.2052012
27,0.73563313,0.7619269,"('hardhearted', 'softhearted')",0.7356331,0.7619269,0.0262938
28,1.0657367,0.93362844,"('disloyal', 'loyal')",1.0657367,0.9336284,-0.1321083
29,-0.2816184,-0.5057708,"('unfair', 'fair')",-0.2816184,-0.5057708,-0.2241524
30,1.2419373,1.3513933,"('intolerant', 'tolerant')",1.2419373,1.3513933,0.109456
31,-1.7511028,-1.7420467,"('evil', 'good')",-1.7511028,-1.7420467,0.0090561
32,1.0100737,0.89447963,"('unkind', 'kind')",1.0100737,0.8944796,-0.1155941
33,-0.9873306,-1.0174832,"('wrong', 'right')",-0.9873306,-1.0174832,-0.0301526
34,4.543385,4.766163,"('mean', 'honorable')",4.543385,4.7661629,0.2227779
35,-1.3101041,-1.4332554,"('corrupt', 'incorrupt')",-1.3101041,-1.4332554,-0.1231513
36,-1.1760163,-1.3246703,"('hostile', 'amicable')",-1.1760163,-1.3246703,-0.148654
37,0.66976315,0.70513654,"('fake', 'genuine')",0.6697631,0.7051365,0.0353734
38,0.4285132,0.16853005,"('untruthful', 'truthful')",0.4285132,0.16853,-0.2599832
39,0.35315636,0.29539767,"('exploitative', 'cooperative')",0.3531564,0.2953977,-0.0577587
40,-1.7824033,-1.8825701,"('stingy', 'generous')",-1.7824033,-1.8825701,-0.1001668
41,0.22078179,0.09865151,"('unforgiving', 'forgiving')",0.2207818,0.0986515,-0.1221303
42,-2.0935917,-2.1711943,"('unreliable', 'reliable')",-2.0935917,-2.1711943,-0.0776026
43,1.8467579,1.7216686,"('irresponsible', 'responsible')",1.8467579,1.7216686,-0.1250893
44,-1.2560385,-1.0929539,"('prejudiced', 'unprejudiced')",-1.2560385,-1.0929539,0.1630846
45,1.0737532,0.9384491,"('incompetent', 'competent')",1.0737532,0.9384491,-0.1353041
46,-0.18473908,-0.2433962,"('uncompetitive', 'competitive')",-0.1847391,-0.2433962,-0.0586571
