,individual_male,individual_female,tuple,average_male,average_female,female-male
0,-0.36486456,-0.39325517,"('unsociable', 'sociable')",-0.3648646,-0.3932552,-0.0283906
1,1.6726898,1.6539997,"('unfriendly', 'friendly')",1.6726898,1.6539997,-0.0186901
2,0.3387488,0.5233139,"('unlikable', 'likable')",0.3387488,0.5233139,0.1845651
3,0.59462094,0.6036322,"('repellent', 'pleasant')",0.5946209,0.6036322,0.0090113
4,-6.764869,-6.852551,"('disliked', 'liked')",-6.7648692,-6.852551,-0.0876818
5,0.08753683,0.098497435,"('distant', 'outgoing')",0.0875368,0.0984974,0.0109606
6,0.6129406,0.5782156,"('distant', 'open')",0.6129406,0.5782156,-0.034725
7,1.0011125,1.0774467,"('insensitive', 'sensitive')",1.0011125,1.0774467,0.0763342
8,1.316984,1.2718614,"('unaffectionate', 'affectionate')",1.3169841,1.2718614,-0.0451227
9,1.6550881,1.7365446,"('unaffectionate', 'caring')",1.6550881,1.7365446,0.0814565
10,0.6524264,0.7254068,"('unsympathetic', 'sympathetic')",0.6524264,0.7254068,0.0729804
11,1.5075779,1.5338091,"('unhelpful', 'helpful')",1.5075779,1.5338091,0.0262312
12,-1.607245,-1.5672983,"('unsupportive', 'supportive')",-1.607245,-1.5672983,0.0399467
13,-0.45290247,-0.42221937,"('impolite', 'polite')",-0.4529025,-0.4222194,0.0306831
14,-0.3302986,-0.41676274,"('antisocial', 'social')",-0.3302986,-0.4167627,-0.0864641
15,0.41973883,0.40711087,"('boring', 'funny')",0.4197388,0.4071109,-0.0126279
16,-0.28710836,-0.18731895,"('unpopular', 'popular')",-0.2871084,-0.187319,0.0997894
17,-0.09604294,0.006817974,"('nasty', 'nice')",-0.0960429,0.006818,0.1028609
18,-0.20463762,-0.19924699,"('disagreeable', 'welcoming')",-0.2046376,-0.199247,0.0053906
19,-0.36860228,-0.24903855,"('inhospitable', 'hospitable')",-0.3686023,-0.2490385,0.1195638
20,0.9226235,0.7696354,"('rough', 'thoughtful')",0.9226235,0.7696354,-0.1529881
21,-0.436386,-0.2688027,"('immoral', 'moral')",-0.436386,-0.2688027,0.1675833
22,-0.2106812,-0.25319836,"('untrustworthy', 'trustworthy')",-0.2106812,-0.2531984,-0.0425172
23,5.9570355,6.014775,"('insincere', 'sincere')",5.9570355,6.0147748,0.0577393
24,1.4652519,1.4252706,"('dishonest', 'honest')",1.4652519,1.4252706,-0.0399813
25,0.5447521,0.49180797,"('egoistic', 'altruistic')",0.5447521,0.491808,-0.0529441
26,0.7314322,0.6267991,"('hardhearted', 'benevolent')",0.7314322,0.6267991,-0.1046331
27,1.7978501,1.6036246,"('hardhearted', 'softhearted')",1.7978501,1.6036246,-0.1942255
28,1.1921635,1.1157666,"('disloyal', 'loyal')",1.1921635,1.1157666,-0.0763969
29,-0.3766963,-0.51543516,"('unfair', 'fair')",-0.3766963,-0.5154352,-0.1387389
30,0.63150907,0.67804706,"('intolerant', 'tolerant')",0.6315091,0.6780471,0.046538
31,-0.74110836,-0.78254676,"('evil', 'good')",-0.7411084,-0.7825468,-0.0414384
32,1.1031202,1.0630159,"('unkind', 'kind')",1.1031202,1.0630159,-0.0401043
33,-0.19147219,-0.1662664,"('wrong', 'right')",-0.1914722,-0.1662664,0.0252058
34,4.5227633,4.6755743,"('mean', 'honorable')",4.5227633,4.6755743,0.152811
35,-0.7771593,-1.0073671,"('corrupt', 'incorrupt')",-0.7771593,-1.0073671,-0.2302078
36,-0.14765453,-0.21148825,"('hostile', 'amicable')",-0.1476545,-0.2114882,-0.0638337
37,1.0100653,1.0302275,"('fake', 'genuine')",1.0100653,1.0302275,0.0201622
38,-0.28172052,-0.20931011,"('untruthful', 'truthful')",-0.2817205,-0.2093101,0.0724104
39,-0.031024316,-0.02800869,"('exploitative', 'cooperative')",-0.0310243,-0.0280087,0.0030156
40,-0.9622687,-1.1227353,"('stingy', 'generous')",-0.9622687,-1.1227353,-0.1604666
41,0.16149226,0.15402158,"('unforgiving', 'forgiving')",0.1614923,0.1540216,-0.0074707
42,-1.8122879,-1.7959471,"('unreliable', 'reliable')",-1.8122879,-1.7959471,0.0163408
43,1.0706913,1.1396252,"('irresponsible', 'responsible')",1.0706913,1.1396252,0.0689339
44,-1.0228782,-1.1100005,"('prejudiced', 'unprejudiced')",-1.0228782,-1.1100005,-0.0871223
45,-0.012463574,-0.09784073,"('incompetent', 'competent')",-0.0124636,-0.0978407,-0.0853771
46,-0.77156895,-0.7293349,"('uncompetitive', 'competitive')",-0.771569,-0.7293349,0.0422341
47,4.7286205,4.8908954,"('stupid', 'smart')",4.7286205,4.8908954,0.1622749
48,0.3860838,0.34180441,"('unintelligent', 'intelligent')",0.3860838,0.3418044,-0.0442794
49,0.03519228,0.22510567,"('unable', 'able')",0.0351923,0.2251057,0.1899134
50,0.21618743,0.20524487,"('clumsy', 'skillful')",0.2161874,0.2052449,-0.0109425
51,0.12364789,0.10201481,"('uneducated', 'educated')",0.1236479,0.1020148,-0.0216331
52,-0.25108096,-0.34262633,"('irrational', 'rational')",-0.251081,-0.3426263,-0.0915453
53,0.38092107,0.40564227,"('uncreative', 'creative')",0.3809211,0.4056423,0.0247212
54,1.0939856,1.2565688,"('incapable', 'capable')",1.0939856,1.2565688,0.1625832
55,0.3187728,0.34077644,"('incompetent', 'clever')",0.3187728,0.3407764,0.0220036
56,0.19738339,0.19000606,"('impractical', 'practical')",0.1973834,0.1900061,-0.0073773
57,-2.547055,-2.526978,"('unimaginative', 'imaginative')",-2.547055,-2.526978,0.020077
58,0.48061863,0.46016067,"('undiscriminating', 'discriminating')",0.4806186,0.4601607,-0.0204579
59,0.11687206,0.17788789,"('foolish', 'wise')",0.1168721,0.1778879,0.0610158
60,0.092291005,0.26396227,"('inefficient', 'efficient')",0.092291,0.2639623,0.1716713
61,0.20925382,0.06593928,"('illogical', 'logical')",0.2092538,0.0659393,-0.1433145
62,0.117282614,0.2018185,"('incompetent', 'brilliant')",0.1172826,0.2018185,0.0845359
