,nucor_male,nucor_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.96141106,-1.2276471,"('unsociable', 'sociable')",-0.19127488,-0.4228157,-0.5763429,-0.8252314,-0.2488885
1,-1.6630055,-1.6579864,"('unfriendly', 'friendly')",1.1276598,0.97413343,-0.2676728,-0.3419265,-0.0742537
2,0.2704769,0.24959975,"('unlikable', 'likable')",0.6977242,0.6756786,0.4841006,0.4626392,-0.0214614
3,-0.079634205,-0.01858653,"('repellent', 'pleasant')",0.5198768,0.52940017,0.2201213,0.2554068,0.0352855
4,-0.13379325,-0.08020822,"('disliked', 'liked')",-5.5121384,-5.4987354,-2.8229659,-2.7894719,0.033494
5,-1.5820405,-1.5153117,"('distant', 'outgoing')",-0.4015479,-0.3636235,-0.9917942,-0.9394676,0.0523266
6,-2.0511703,-1.9565742,"('distant', 'open')",-0.7061046,-0.67258567,-1.3786374,-1.31458,0.0640574
7,-0.26893404,-0.28467953,"('insensitive', 'sensitive')",0.04200821,-0.044658534,-0.1134629,-0.164669,-0.0512061
8,-1.4273876,-1.340166,"('unaffectionate', 'affectionate')",0.16937672,0.07387161,-0.6290054,-0.6331472,-0.0041418
9,-1.6666884,-1.6460869,"('unaffectionate', 'caring')",0.6884858,0.64782214,-0.4891013,-0.4991324,-0.0100311
10,-0.9540274,-1.1454083,"('unsympathetic', 'sympathetic')",-0.88311297,-1.0811245,-0.9185702,-1.1132665,-0.1946963
11,-0.35062975,-0.46191186,"('unhelpful', 'helpful')",1.7117496,1.6422495,0.6805599,0.5901688,-0.0903911
12,-0.76999706,-0.7920179,"('unsupportive', 'supportive')",-2.0482466,-2.0283973,-1.4091219,-1.4102076,-0.0010857
13,-0.65971553,-0.8662831,"('impolite', 'polite')",-0.5439773,-0.5890217,-0.6018465,-0.7276524,-0.1258059
14,0.7539101,0.62351835,"('antisocial', 'social')",0.12381444,-0.035612047,0.4388623,0.2939532,-0.1449091
15,0.19697922,0.1347273,"('boring', 'funny')",0.30258316,0.29594544,0.2497812,0.2153364,-0.0344448
16,-0.2384818,-0.1400422,"('unpopular', 'popular')",0.73363936,0.72831947,0.2475788,0.2941386,0.0465598
17,-0.29074445,-0.26603234,"('nasty', 'nice')",-0.35745117,-0.24816602,-0.3240978,-0.2570992,0.0669986
18,-0.58177024,-0.56824404,"('disagreeable', 'welcoming')",-0.4890882,-0.5688688,-0.5354292,-0.5685564,-0.0331272
19,-1.7303115,-1.6735114,"('inhospitable', 'hospitable')",-0.4986226,-0.50742483,-1.114467,-1.0904682,0.0239988
20,0.33729115,0.30852214,"('rough', 'thoughtful')",0.81033045,0.74331546,0.5738108,0.5259188,-0.047892
21,0.20072696,0.0067399144,"('immoral', 'moral')",-0.35842443,-0.47773072,-0.0788487,-0.2354954,-0.1566467
22,-0.56989485,-0.66332906,"('untrustworthy', 'trustworthy')",-1.1469904,-1.1954428,-0.8584427,-0.9293859,-0.0709432
23,-0.5740018,-0.70613444,"('insincere', 'sincere')",5.14163,5.03252,2.2838142,2.1631927,-0.1206215
24,-0.5402741,-0.7062002,"('dishonest', 'honest')",0.38185894,0.3273778,-0.0792076,-0.1894112,-0.1102036
25,-0.5970683,-0.48415437,"('egoistic', 'altruistic')",0.74975955,0.74709076,0.0763456,0.1314682,0.0551226
26,-0.46160012,-0.47886708,"('hardhearted', 'benevolent')",1.0309184,0.9327663,0.2846591,0.2269496,-0.0577095
27,-0.54692185,-0.4374619,"('hardhearted', 'softhearted')",0.375099,0.24722023,-0.0859114,-0.0951208,-0.0092094
28,-0.28133819,-0.3128643,"('disloyal', 'loyal')",1.074772,0.9993794,0.3967169,0.3432575,-0.0534594
29,-0.15390128,-0.16761953,"('unfair', 'fair')",-0.28560925,-0.42213148,-0.2197553,-0.2948755,-0.0751202
30,0.8809087,0.74487597,"('intolerant', 'tolerant')",1.3733245,1.2765243,1.1271167,1.0107001,-0.1164166
31,-1.1314526,-0.92524487,"('evil', 'good')",-0.66102827,-0.60795516,-0.8962404,-0.7666,0.1296404
