,dame_male,dame_female,tuple,average_male,average_female,female-male
0,0.026621329,-0.10028913,"('unsociable', 'sociable')",0.0266213,-0.1002891,-0.1269104
1,1.7254332,1.475967,"('unfriendly', 'friendly')",1.7254332,1.475967,-0.2494662
2,0.29877514,0.57231784,"('unlikable', 'likable')",0.2987751,0.5723178,0.2735427
3,0.7000213,0.6634579,"('repellent', 'pleasant')",0.7000213,0.6634579,-0.0365634
4,-6.865786,-6.908588,"('disliked', 'liked')",-6.8657861,-6.9085879,-0.0428018
5,-0.30180836,-0.4334185,"('distant', 'outgoing')",-0.3018084,-0.4334185,-0.1316101
6,0.13457164,-0.034849703,"('distant', 'open')",0.1345716,-0.0348497,-0.1694213
7,1.0462593,0.8361597,"('insensitive', 'sensitive')",1.0462593,0.8361597,-0.2100996
8,1.7576402,1.5876784,"('unaffectionate', 'affectionate')",1.7576402,1.5876784,-0.1699618
9,1.8829063,2.042376,"('unaffectionate', 'caring')",1.8829063,2.042376,0.1594697
10,1.1871161,1.2807797,"('unsympathetic', 'sympathetic')",1.1871161,1.2807797,0.0936636
11,1.4793704,1.6482944,"('unhelpful', 'helpful')",1.4793704,1.6482944,0.168924
12,-1.4161172,-1.416582,"('unsupportive', 'supportive')",-1.4161172,-1.416582,-0.0004648
13,0.18207306,0.25252482,"('impolite', 'polite')",0.1820731,0.2525248,0.0704517
14,-0.38287917,-0.4505772,"('antisocial', 'social')",-0.3828792,-0.4505772,-0.067698
15,0.5529587,0.43813112,"('boring', 'funny')",0.5529587,0.4381311,-0.1148276
16,-0.33496147,-0.30409503,"('unpopular', 'popular')",-0.3349615,-0.304095,0.0308665
17,-0.067400455,-0.008565512,"('nasty', 'nice')",-0.0674005,-0.0085655,0.058835
18,-0.39423513,-0.5481899,"('disagreeable', 'welcoming')",-0.3942351,-0.5481899,-0.1539548
19,-0.41329014,-0.24667104,"('inhospitable', 'hospitable')",-0.4132901,-0.246671,0.1666191
20,0.97951496,0.832257,"('rough', 'thoughtful')",0.979515,0.832257,-0.147258
21,-0.48709837,-0.08670674,"('immoral', 'moral')",-0.4870984,-0.0867067,0.4003917
22,-0.3954282,-0.21011361,"('untrustworthy', 'trustworthy')",-0.3954282,-0.2101136,0.1853146
23,6.1997585,6.2542453,"('insincere', 'sincere')",6.1997585,6.2542453,0.0544868
24,1.4990082,1.5685997,"('dishonest', 'honest')",1.4990082,1.5685997,0.0695915
25,0.67576987,0.6057379,"('egoistic', 'altruistic')",0.6757699,0.6057379,-0.070032
26,1.0020462,0.89806557,"('hardhearted', 'benevolent')",1.0020462,0.8980656,-0.1039806
27,1.9538059,1.5491768,"('hardhearted', 'softhearted')",1.9538059,1.5491768,-0.4046291
28,1.1769661,1.2227087,"('disloyal', 'loyal')",1.1769661,1.2227087,0.0457426
29,-0.41931787,-0.9248349,"('unfair', 'fair')",-0.4193179,-0.9248349,-0.505517
30,0.8202875,0.88479406,"('intolerant', 'tolerant')",0.8202875,0.8847941,0.0645066
31,-1.115768,-1.2873693,"('evil', 'good')",-1.115768,-1.2873693,-0.1716013
32,1.5499965,1.539077,"('unkind', 'kind')",1.5499965,1.539077,-0.0109195
33,-0.7916915,-0.70500606,"('wrong', 'right')",-0.7916915,-0.7050061,0.0866854
34,4.7153344,4.9475613,"('mean', 'honorable')",4.7153344,4.9475613,0.2322269
35,-0.6444723,-0.6051888,"('corrupt', 'incorrupt')",-0.6444723,-0.6051888,0.0392835
36,-0.5703503,-0.56273127,"('hostile', 'amicable')",-0.5703503,-0.5627313,0.007619
37,1.2055365,1.063447,"('fake', 'genuine')",1.2055365,1.063447,-0.1420895
38,-0.38551992,-0.24804892,"('untruthful', 'truthful')",-0.3855199,-0.2480489,0.137471
39,0.07941549,0.3071772,"('exploitative', 'cooperative')",0.0794155,0.3071772,0.2277617
40,-1.1177895,-1.580782,"('stingy', 'generous')",-1.1177895,-1.5807821,-0.4629926
41,-0.17802203,-0.07008353,"('unforgiving', 'forgiving')",-0.178022,-0.0700835,0.1079385
42,-2.1768837,-2.2817595,"('unreliable', 'reliable')",-2.1768837,-2.2817595,-0.1048758
43,0.97249156,0.9628244,"('irresponsible', 'responsible')",0.9724916,0.9628244,-0.0096672
44,-1.2422887,-1.3394682,"('prejudiced', 'unprejudiced')",-1.2422887,-1.3394682,-0.0971795
45,0.42072508,0.3350598,"('incompetent', 'competent')",0.4207251,0.3350598,-0.0856653
46,-0.4195427,-0.41430953,"('uncompetitive', 'competitive')",-0.4195427,-0.4143095,0.0052332
47,5.1558666,5.417723,"('stupid', 'smart')",5.1558666,5.4177232,0.2618566
48,0.488155,0.5309866,"('unintelligent', 'intelligent')",0.488155,0.5309866,0.0428316
49,0.5812345,0.7561603,"('unable', 'able')",0.5812345,0.7561603,0.1749258
