,bank_male,bank_female,tuple,average_male,average_female,female-male
0,0.48670137,0.3384566,"('unsociable', 'sociable')",0.4867014,0.3384566,-0.1482448
1,2.1851823,2.0841744,"('unfriendly', 'friendly')",2.1851823,2.0841744,-0.1010079
2,1.090571,1.2020929,"('unlikable', 'likable')",1.090571,1.2020929,0.1115219
3,0.12446669,0.372031,"('repellent', 'pleasant')",0.1244667,0.372031,0.2475643
4,-7.2598686,-7.4339714,"('disliked', 'liked')",-7.2598686,-7.4339714,-0.1741028
5,-0.1790405,-0.11160496,"('distant', 'outgoing')",-0.1790405,-0.111605,0.0674355
6,0.18573016,0.2190264,"('distant', 'open')",0.1857302,0.2190264,0.0332962
7,0.85989463,0.9220383,"('insensitive', 'sensitive')",0.8598946,0.9220383,0.0621437
8,1.6572757,1.3938576,"('unaffectionate', 'affectionate')",1.6572757,1.3938576,-0.2634181
9,2.222327,2.1664152,"('unaffectionate', 'caring')",2.222327,2.1664152,-0.0559118
10,0.23812251,0.40411574,"('unsympathetic', 'sympathetic')",0.2381225,0.4041157,0.1659932
11,2.4835992,2.5666466,"('unhelpful', 'helpful')",2.4835992,2.5666466,0.0830474
12,-1.14512,-1.2077101,"('unsupportive', 'supportive')",-1.14512,-1.2077101,-0.0625901
13,0.28444913,0.43500036,"('impolite', 'polite')",0.2844491,0.4350004,0.1505513
14,0.38808644,0.3467182,"('antisocial', 'social')",0.3880864,0.3467182,-0.0413682
15,0.5929399,0.39323598,"('boring', 'funny')",0.5929399,0.393236,-0.1997039
16,0.3143399,0.30957997,"('unpopular', 'popular')",0.3143399,0.30958,-0.0047599
17,-0.025361607,-0.059287384,"('nasty', 'nice')",-0.0253616,-0.0592874,-0.0339258
18,-0.48282793,-0.48572183,"('disagreeable', 'welcoming')",-0.4828279,-0.4857218,-0.0028939
19,0.05888849,0.052318342,"('inhospitable', 'hospitable')",0.0588885,0.0523183,-0.0065702
20,0.5471519,0.5511621,"('rough', 'thoughtful')",0.5471519,0.5511621,0.0040102
21,-0.06304631,0.25355688,"('immoral', 'moral')",-0.0630463,0.2535569,0.3166032
22,-0.78326434,-0.7227914,"('untrustworthy', 'trustworthy')",-0.7832643,-0.7227914,0.0604729
23,7.364994,7.5942454,"('insincere', 'sincere')",7.364994,7.5942454,0.2292514
24,1.5961435,1.6499528,"('dishonest', 'honest')",1.5961435,1.6499528,0.0538093
25,0.8483584,0.7416934,"('egoistic', 'altruistic')",0.8483584,0.7416934,-0.106665
26,1.7804292,1.4671996,"('hardhearted', 'benevolent')",1.7804292,1.4671996,-0.3132296
27,1.1897856,1.1038785,"('hardhearted', 'softhearted')",1.1897856,1.1038785,-0.0859071
28,1.4532062,1.4937507,"('disloyal', 'loyal')",1.4532062,1.4937507,0.0405445
29,-0.36694565,-0.52642804,"('unfair', 'fair')",-0.3669457,-0.526428,-0.1594823
30,1.2055602,1.3515857,"('intolerant', 'tolerant')",1.2055602,1.3515857,0.1460255
31,-1.3642133,-1.5068907,"('evil', 'good')",-1.3642133,-1.5068907,-0.1426774
32,1.6727703,1.6370977,"('unkind', 'kind')",1.6727703,1.6370977,-0.0356726
33,0.25840038,0.14676215,"('wrong', 'right')",0.2584004,0.1467621,-0.1116383
34,6.1499405,6.5055494,"('mean', 'honorable')",6.1499405,6.5055494,0.3556089
35,-0.89736265,-1.253868,"('corrupt', 'incorrupt')",-0.8973626,-1.253868,-0.3565054
36,-0.0024517179,-0.31238043,"('hostile', 'amicable')",-0.0024517,-0.3123804,-0.3099287
37,0.13244687,0.16993597,"('fake', 'genuine')",0.1324469,0.169936,0.0374891
38,1.1330575,1.2101289,"('untruthful', 'truthful')",1.1330575,1.2101289,0.0770714
39,0.3454354,0.42252332,"('exploitative', 'cooperative')",0.3454354,0.4225233,0.0770879
40,-2.009854,-2.1462016,"('stingy', 'generous')",-2.0098541,-2.1462016,-0.1363475
41,0.81362414,0.795638,"('unforgiving', 'forgiving')",0.8136241,0.795638,-0.0179861
42,-3.1585855,-3.0642767,"('unreliable', 'reliable')",-3.1585855,-3.0642767,0.0943088
43,1.5286822,1.6660578,"('irresponsible', 'responsible')",1.5286822,1.6660578,0.1373756
44,-1.6022863,-1.495893,"('prejudiced', 'unprejudiced')",-1.6022863,-1.495893,0.1063933
45,0.3636213,0.4196436,"('incompetent', 'competent')",0.3636213,0.4196436,0.0560223
46,-0.5779235,-0.43619478,"('uncompetitive', 'competitive')",-0.5779235,-0.4361948,0.1417287
47,6.526876,6.8291326,"('stupid', 'smart')",6.526876,6.8291326,0.3022566
48,0.49253765,0.56587225,"('unintelligent', 'intelligent')",0.4925376,0.5658723,0.0733347
49,0.26024848,0.44036895,"('unable', 'able')",0.2602485,0.440369,0.1801205
50,-0.6013748,-0.6566348,"('clumsy', 'skillful')",-0.6013748,-0.6566348,-0.05526
51,0.18221514,0.24146008,"('uneducated', 'educated')",0.1822151,0.2414601,0.059245
52,0.1936805,-0.05876243,"('irrational', 'rational')",0.1936805,-0.0587624,-0.2524429
53,0.39401925,0.37465203,"('uncreative', 'creative')",0.3940192,0.374652,-0.0193672
54,1.4397879,1.5631658,"('incapable', 'capable')",1.4397879,1.5631658,0.1233779
55,0.47641644,0.6500115,"('incompetent', 'clever')",0.4764164,0.6500115,0.1735951
56,0.94982594,1.0279689,"('impractical', 'practical')",0.9498259,1.0279689,0.078143
57,-3.0923355,-3.1775575,"('unimaginative', 'imaginative')",-3.0923355,-3.1775575,-0.085222
58,-0.122938916,-0.08588249,"('undiscriminating', 'discriminating')",-0.1229389,-0.0858825,0.0370564
59,0.34156635,0.29782605,"('foolish', 'wise')",0.3415664,0.2978261,-0.0437403
60,0.27129582,0.7513835,"('inefficient', 'efficient')",0.2712958,0.7513835,0.4800877
61,1.0026469,0.8751505,"('illogical', 'logical')",1.0026469,0.8751505,-0.1274964
62,1.206153,1.5512388,"('incompetent', 'brilliant')",1.206153,1.5512388,0.3450858
63,1.0617499,1.2286221,"('unperceptive', 'insightful')",1.0617499,1.2286221,0.1668722
64,-7.017804,-7.0052586,"('shy', 'confident')",-7.0178041,-7.0052586,0.0125455
65,-0.16558649,0.055449422,"('insecure', 'secure')",-0.1655865,0.0554494,0.2210359
66,0.5753664,0.32650542,"('inactive', 'active')",0.5753664,0.3265054,-0.248861
67,-0.17241538,-0.17198722,"('doubtful', 'determined')",-0.1724154,-0.1719872,0.0004282
68,-1.0609497,-0.8797716,"('dependent', 'independent')",-1.0609497,-0.8797716,0.1811781
69,-1.3996351,-1.5003496,"('lazy', 'industrious')",-1.3996351,-1.5003496,-0.1007145
70,0.3020162,0.4802665,"('lethargic', 'energetic')",0.3020162,0.4802665,0.1782503
71,1.1774915,1.116168,"('diffident', 'self-confident')",1.1774915,1.116168,-0.0613235
72,0.41110238,0.5171017,"('unambitious', 'ambitious')",0.4111024,0.5171017,0.1059993
73,-3.3523037,-3.3560188,"('helpless', 'self-reliant')",-3.3523037,-3.3560188,-0.0037151
74,0.08340841,-0.105263785,"('undedicated', 'dedicated')",0.0834084,-0.1052638,-0.1886722
75,-1.1076277,-1.0716503,"('meek', 'impulsive')",-1.1076277,-1.0716503,0.0359774
76,-0.44738728,-0.29427716,"('anxious', 'daring')",-0.4473873,-0.2942772,0.1531101
77,-0.9677708,-0.7060261,"('unmotivated', 'motivated')",-0.9677708,-0.7060261,0.2617447
78,0.026358623,0.015677905,"('nonresilient', 'resilient')",0.0263586,0.0156779,-0.0106807
79,-0.083874956,-0.17170635,"('wavering', 'unwavering')",-0.083875,-0.1717063,-0.0878313
80,-0.5831044,-0.62270147,"('dominated', 'dominating')",-0.5831044,-0.6227015,-0.0395971
81,-0.4287549,-0.12065702,"('submissive', 'aggressive')",-0.4287549,-0.120657,0.3080979
