,stock_male,stock_female,tuple,average_male,average_female,female-male
0,0.19436201,0.1322372,"('unsociable', 'sociable')",0.194362,0.1322372,-0.0621248
1,0.72015303,0.7449417,"('unfriendly', 'friendly')",0.720153,0.7449417,0.0247887
2,0.03380155,0.087913215,"('unlikable', 'likable')",0.0338015,0.0879132,0.0541117
3,0.9976625,1.0533105,"('repellent', 'pleasant')",0.9976625,1.0533105,0.055648
4,-7.1308246,-7.241023,"('disliked', 'liked')",-7.1308246,-7.2410231,-0.1101985
5,-1.3271344,-1.3022326,"('distant', 'outgoing')",-1.3271344,-1.3022326,0.0249018
6,-0.41079563,-0.50189435,"('distant', 'open')",-0.4107956,-0.5018944,-0.0910988
7,0.86754936,0.8986908,"('insensitive', 'sensitive')",0.8675494,0.8986908,0.0311414
8,0.6940738,0.6317393,"('unaffectionate', 'affectionate')",0.6940738,0.6317393,-0.0623345
9,1.046135,1.0656222,"('unaffectionate', 'caring')",1.0461349,1.0656222,0.0194873
10,0.8543577,0.8387382,"('unsympathetic', 'sympathetic')",0.8543577,0.8387382,-0.0156195
11,0.7911575,0.91907406,"('unhelpful', 'helpful')",0.7911575,0.9190741,0.1279166
12,-2.2300308,-2.2344942,"('unsupportive', 'supportive')",-2.2300308,-2.2344942,-0.0044634
13,-0.30558068,-0.24158679,"('impolite', 'polite')",-0.3055807,-0.2415868,0.0639939
14,0.66034967,0.62921053,"('antisocial', 'social')",0.6603497,0.6292105,-0.0311392
15,0.32248932,0.21939722,"('boring', 'funny')",0.3224893,0.2193972,-0.1030921
16,-0.53860736,-0.5571037,"('unpopular', 'popular')",-0.5386074,-0.5571037,-0.0184963
17,-0.43613067,-0.41395742,"('nasty', 'nice')",-0.4361307,-0.4139574,0.0221733
18,-0.7133445,-0.7068795,"('disagreeable', 'welcoming')",-0.7133445,-0.7068795,0.006465
19,-0.9858871,-1.0118023,"('inhospitable', 'hospitable')",-0.9858871,-1.0118023,-0.0259152
