,boston_male,boston_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,female-male
0,0.04344534,-0.16310686,"('unsociable', 'sociable')",-0.017265933,-0.0736298,-0.51446074,-0.6412605,-0.1627604,-0.2926657,-0.1299053
1,0.54583675,0.49189088,"('unfriendly', 'friendly')",0.25530717,0.18977791,1.9501535,1.7964245,0.9170992,0.826031,-0.0910682
2,0.30363184,0.47390497,"('unlikable', 'likable')",0.9856724,1.1077998,0.80472636,0.9456251,0.6980102,0.8424433,0.1444331
3,-0.2097274,-0.118700825,"('repellent', 'pleasant')",-0.11467653,-0.024538064,0.16310734,0.24987245,-0.0537655,0.0355445,0.08931
4,-0.6168845,-0.56788737,"('disliked', 'liked')",-0.12843935,-0.17848958,-6.8701344,-6.7852507,-2.5384862,-2.5105426,0.0279436
5,-0.2957133,-0.20895028,"('distant', 'outgoing')",0.03891229,0.03236559,0.023412056,0.07267855,-0.0777963,-0.0346354,0.0431609
6,-0.09878858,-0.00020452589,"('distant', 'open')",-0.43260956,-0.47437984,0.70764434,0.70287573,0.0587487,0.0760971,0.0173484
7,0.6378231,0.5107084,"('insensitive', 'sensitive')",0.7917102,0.9269255,0.743019,0.6636947,0.724184,0.7004429,-0.0237411
8,-0.25543812,-0.2099573,"('unaffectionate', 'affectionate')",0.018749082,-0.075525194,0.644263,0.5221223,0.135858,0.0788799,-0.0569781
9,0.7945962,0.81134117,"('unaffectionate', 'caring')",0.9912297,0.92264366,1.0994217,1.0736331,0.9617492,0.9358726,-0.0258766
10,1.3214076,1.1907847,"('unsympathetic', 'sympathetic')",-0.12426314,-0.06634626,-0.0987982,-0.2055516,0.3661154,0.3062956,-0.0598198
11,0.3145833,0.31701088,"('unhelpful', 'helpful')",0.2849789,0.4062149,2.293024,2.3116384,0.9641954,1.0116214,0.047426
12,1.1703258,1.2757933,"('unsupportive', 'supportive')",1.5430212,1.6648498,-1.6233462,-1.5695037,0.3633336,0.4570465,0.0937129
13,1.289701,1.2226512,"('impolite', 'polite')",-0.3897987,-0.38616025,-0.26520294,-0.40487945,0.2115664,0.1438705,-0.0676959
14,0.28860012,0.20493966,"('antisocial', 'social')",1.112268,1.2190479,-0.848737,-0.8800832,0.1840437,0.1813015,-0.0027422
15,-0.308744,-0.33432287,"('boring', 'funny')",-0.2541164,-0.2381927,0.35544583,0.33800915,-0.0691382,-0.0781688,-0.0090306
16,-1.2387437,-1.1933786,"('unpopular', 'popular')",-0.8522316,-0.74875486,0.29406673,0.351503,-0.5989695,-0.5302101,0.0687594
17,0.5593957,0.57809365,"('nasty', 'nice')",0.22962311,0.32048428,-0.31485805,-0.2246874,0.1580536,0.2246302,0.0665766
18,0.65878737,0.7580814,"('disagreeable', 'welcoming')",-0.44205934,-0.34691072,-0.3058433,-0.30537477,-0.0297051,0.0352653,0.0649704
19,-0.21596904,-0.07024723,"('inhospitable', 'hospitable')",-0.64692175,-0.6616491,-0.004202095,0.04951975,-0.2890309,-0.2274589,0.061572
20,0.3017335,0.21141486,"('rough', 'thoughtful')",-0.3772727,-0.30045348,1.2200577,1.1731989,0.3815062,0.3613868,-0.0201194
21,0.48004985,0.4563886,"('immoral', 'moral')",0.78064775,0.82989067,-0.6854964,-0.6314179,0.1917337,0.2182871,0.0265534
22,1.1101394,1.0557843,"('untrustworthy', 'trustworthy')",-0.82477546,-0.74328995,-1.0535237,-1.1192194,-0.2560532,-0.2689083,-0.0128551
23,0.77047163,0.7751188,"('insincere', 'sincere')",0.78313756,0.7951799,6.1088047,5.9451475,2.5541379,2.5051487,-0.0489892
24,2.2757924,2.2700841,"('dishonest', 'honest')",-0.096010625,-0.09935865,1.133723,0.98793316,1.1045016,1.0528862,-0.0516154
25,0.3484627,0.31454033,"('egoistic', 'altruistic')",0.16229574,0.17926928,1.3244859,1.3170419,0.6117481,0.6036172,-0.0081309
26,1.0613781,0.79134744,"('hardhearted', 'benevolent')",1.003705,0.96558297,1.4500464,1.3522373,1.1717099,1.0363892,-0.1353207
27,0.27895385,0.21026573,"('hardhearted', 'softhearted')",0.3042961,0.29705334,1.8166918,1.6605982,0.7999806,0.7226391,-0.0773415
28,0.6818973,0.49113572,"('disloyal', 'loyal')",0.2845659,0.15394749,1.1019995,0.88238996,0.6894876,0.5091577,-0.1803299
29,-0.51815015,-0.533542,"('unfair', 'fair')",-0.08197228,-0.0830168,-0.030964188,-0.23767188,-0.2103622,-0.2847435,-0.0743813
30,1.2293136,1.2654195,"('intolerant', 'tolerant')",1.4669147,1.583701,1.02757,1.0340158,1.2412661,1.2943788,0.0531127
31,-1.0932858,-0.9214415,"('evil', 'good')",-1.3258132,-1.3146663,-0.9026635,-0.9732744,-1.1072541,-1.0697941,0.03746
32,0.8103672,0.6853883,"('unkind', 'kind')",0.10569685,0.07277654,0.9979117,0.82827103,0.6379919,0.528812,-0.1091799
33,0.2570884,0.23278984,"('wrong', 'right')",0.35461205,0.29171467,-0.47144413,-0.53888685,0.0467521,-0.0047941,-0.0515462
34,-0.50561583,-0.3145253,"('mean', 'honorable')",0.7060132,0.8102779,6.5492806,6.6042376,2.2498927,2.3666633,0.1167706
35,0.18397145,0.1748238,"('corrupt', 'incorrupt')",-1.5346787,-1.6906035,-0.23239596,-0.38683936,-0.5277011,-0.6342064,-0.1065053
36,-0.7057282,-0.7023895,"('hostile', 'amicable')",-0.8525906,-1.0319883,0.3829232,0.21667403,-0.3917986,-0.5059013,-0.1141027
37,0.1402053,0.13246042,"('fake', 'genuine')",0.17992352,0.11265339,0.69613063,0.6468376,0.3387531,0.2973171,-0.041436
38,0.7299471,0.8128168,"('untruthful', 'truthful')",-0.041289452,-0.021202039,0.19542071,0.24134606,0.2946928,0.3443203,0.0496275
39,2.5199416,2.4937499,"('exploitative', 'cooperative')",0.46194342,0.48851225,0.11145287,0.10677489,1.0311126,1.029679,-0.0014336
40,1.4226613,1.3231432,"('stingy', 'generous')",0.57952327,0.5687877,-1.4784993,-1.5960975,0.1745618,0.0986112,-0.0759506
41,0.6902348,0.6848064,"('unforgiving', 'forgiving')",-0.3210575,-0.19827637,0.011405439,-0.02751141,0.1268609,0.1530062,0.0261453
42,1.603157,1.686952,"('unreliable', 'reliable')",0.80901885,0.9770039,-2.7490697,-2.564925,-0.1122979,0.0330103,0.1453082
