,bio_male,bio_female,tuple,rad_male,rad_female,laboratories_male,laboratories_female,inc_male,inc_female,average_male,average_female,female-male
0,0.33039704,0.21440485,"('unsociable', 'sociable')",-0.6790147,-0.7738244,0.8361335,0.73054755,-0.40826514,-0.54429865,0.0198127,-0.0932927,-0.1131054
1,-0.6319468,-0.7020551,"('unfriendly', 'friendly')",-1.9618162,-2.0809305,-0.62112117,-0.8114841,1.6709752,1.6014957,-0.3859772,-0.4982435,-0.1122663
2,0.9598992,0.94306123,"('unlikable', 'likable')",0.8817441,0.866985,0.45267734,0.47564173,0.67666024,0.7828003,0.7427452,0.767122,0.0243768
3,-1.5547514,-1.4916645,"('repellent', 'pleasant')",-1.0362864,-1.0040711,0.28040734,0.36191413,0.38269466,0.46102273,-0.4819839,-0.4181997,0.0637842
4,-0.42707008,-0.5519884,"('disliked', 'liked')",-0.20649512,-0.26610872,-0.59629303,-0.72567546,-5.933796,-6.0623217,-1.7909136,-1.9015236,-0.11061
5,-0.80896014,-0.7491144,"('distant', 'outgoing')",-1.2031292,-1.1957903,-1.770972,-1.7907326,-0.20742986,-0.1645259,-0.9976228,-0.9750408,0.022582
6,-0.998485,-0.9813025,"('distant', 'open')",-1.2262157,-1.217263,-2.0787282,-2.1096606,0.5581118,0.5936999,-0.9363292,-0.9286315,0.0076977
7,-0.5673114,-0.62848914,"('insensitive', 'sensitive')",-0.48985952,-0.51524174,-0.14841363,-0.10147712,0.57388157,0.6361572,-0.1579257,-0.1522627,0.005663
8,-0.19736819,-0.220462,"('unaffectionate', 'affectionate')",-1.5599841,-1.6314006,-0.50536066,-0.544593,0.8085512,0.7721796,-0.3635404,-0.406069,-0.0425286
9,0.07193952,0.045427747,"('unaffectionate', 'caring')",-1.5742515,-1.6626633,-0.3460722,-0.3612683,1.1872194,1.2199914,-0.1652912,-0.1896281,-0.0243369
10,-0.64896315,-0.767467,"('unsympathetic', 'sympathetic')",-0.92381805,-1.000975,0.21471906,0.23648228,-0.21126205,-0.1812684,-0.3923311,-0.4283071,-0.035976
11,0.22265062,0.25358737,"('unhelpful', 'helpful')",-0.6913271,-0.6987369,0.51106817,0.5530678,1.568453,1.6746461,0.4027112,0.4456411,0.0429299
12,0.93037915,0.9398339,"('unsupportive', 'supportive')",-0.22862871,-0.24112524,0.10669762,0.20260644,-1.8743533,-1.8333138,-0.2664763,-0.2329997,0.0334766
13,0.40687442,0.4154503,"('impolite', 'polite')",-0.09310666,-0.06210739,0.47381485,0.51802546,-0.41884923,-0.4650014,0.0921834,0.1015918,0.0094084
14,0.31273982,0.27516913,"('antisocial', 'social')",0.15294878,0.13476479,1.2312207,1.3108218,-0.44843718,-0.4872386,0.312118,0.3083793,-0.0037387
15,0.07238323,-0.024426691,"('boring', 'funny')",0.6585355,0.60447466,-0.3781411,-0.4622091,0.68737364,0.61110604,0.2600378,0.1822362,-0.0778016
16,0.41254744,0.2946563,"('unpopular', 'popular')",0.13727006,0.08482073,0.43608102,0.4133513,0.8421183,0.79942715,0.4570042,0.3980639,-0.0589403
17,0.5595864,0.5678689,"('nasty', 'nice')",-0.22445844,-0.1974988,-0.76431733,-0.6812032,-0.23601311,-0.1770609,-0.1663006,-0.1219735,0.0443271
18,0.24390894,0.2089405,"('disagreeable', 'welcoming')",-0.049751617,-0.07785959,-0.35650074,-0.38618484,-0.30668902,-0.29514253,-0.1172581,-0.1375616,-0.0203035
19,-1.0164688,-1.0243055,"('inhospitable', 'hospitable')",-1.0303228,-1.0125619,-1.5526333,-1.5569656,-0.10186683,0.031250462,-0.9253229,-0.8906456,0.0346773
20,0.2605565,0.25675952,"('rough', 'thoughtful')",0.015376339,0.00041905977,1.278083,1.3092381,1.1777735,1.1353264,0.6829473,0.6754358,-0.0075115
21,0.40580866,0.30125043,"('immoral', 'moral')",-0.2507616,-0.3085029,0.627172,0.59040666,-0.88305193,-0.83542377,-0.0252082,-0.0630674,-0.0378592
22,-0.23696376,-0.2979539,"('untrustworthy', 'trustworthy')",0.17724481,0.15773292,0.381198,0.2624331,-0.77439845,-0.8169682,-0.1132299,-0.173689,-0.0604591
23,0.32945126,0.25209248,"('insincere', 'sincere')",-0.7023418,-0.7621534,0.26172528,0.244271,5.2575307,5.253516,1.2865914,1.2469316,-0.0396598
24,0.23150565,0.19328393,"('dishonest', 'honest')",-0.7039919,-0.7376214,-0.48554638,-0.44211006,0.96558416,0.9561448,0.0018879,-0.0075757,-0.0094636
25,0.008266654,0.047050733,"('egoistic', 'altruistic')",-0.44499928,-0.42514694,0.13273308,0.1489726,1.3891407,1.316218,0.2712853,0.2717736,0.0004883
26,0.026945872,-0.05748742,"('hardhearted', 'benevolent')",-0.12473449,-0.18807872,0.81908315,0.8254092,1.5621582,1.4602557,0.5708632,0.5100247,-0.0608385
27,-0.6823969,-0.58512336,"('hardhearted', 'softhearted')",-0.61655027,-0.60479635,-0.27707943,-0.2179309,1.5493153,1.4639876,-0.0066778,0.0140342,0.020712
28,0.054205067,-0.072779976,"('disloyal', 'loyal')",-0.51266557,-0.6279401,0.20122448,0.08822939,0.9985301,0.8842042,0.1853235,0.0679284,-0.1173951
29,-0.30231485,-0.39478487,"('unfair', 'fair')",-0.66975313,-0.7143121,-0.84798443,-0.83168805,-0.42028087,-0.54456407,-0.5600833,-0.6213373,-0.061254
30,0.46972534,0.41466725,"('intolerant', 'tolerant')",0.43055937,0.38216865,0.1983604,0.1535227,1.16765,1.1570389,0.5665737,0.5268494,-0.0397243
31,-0.980103,-0.9288429,"('evil', 'good')",-1.3892208,-1.2901027,-1.1283388,-1.1408395,-0.7266865,-0.79543847,-1.0560873,-1.0388058,0.0172815
32,0.60006803,0.55805624,"('unkind', 'kind')",-0.15079471,-0.15782797,0.7134138,0.7893452,0.8656098,0.751803,0.5070742,0.4853441,-0.0217301
33,0.6886543,0.6589797,"('wrong', 'right')",0.3891471,0.36427796,-0.30742925,-0.39829797,-0.21614574,-0.3251037,0.1385566,0.074964,-0.0635926
34,0.09985109,0.21052715,"('mean', 'honorable')",-0.18833022,-0.07501931,0.207786,0.29977566,5.725483,5.94726,1.4611975,1.5956359,0.1344384
35,-0.6789016,-0.7133658,"('corrupt', 'incorrupt')",0.12139468,0.09433366,-1.2389332,-1.3212962,0.1327642,-0.06295796,-0.415919,-0.5008216,-0.0849026
36,-1.0035497,-1.1052918,"('hostile', 'amicable')",-1.3043543,-1.3808666,-2.0497105,-2.2430742,0.33210224,0.13046746,-1.0063781,-1.1496913,-0.1433132
37,-0.44183633,-0.4884548,"('fake', 'genuine')",-0.28398797,-0.23222929,-1.171166,-1.1344284,0.33868715,0.38591158,-0.3895758,-0.3673002,0.0222756
