,quanta_male,quanta_female,tuple,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.79742277,-0.8707289,"('unsociable', 'sociable')",1.0371985,0.8767967,-0.07598822,-0.30679724,0.0545959,-0.1002431,-0.154839
1,-1.6155872,-1.593956,"('unfriendly', 'friendly')",-0.12495659,-0.2796026,1.8396827,1.6729093,0.0330463,-0.0668831,-0.0999294
2,0.73255605,0.72863835,"('unlikable', 'likable')",1.4578791,1.5313284,0.9546165,1.0508986,1.0483506,1.1036218,0.0552712
3,-0.27392027,-0.08505061,"('repellent', 'pleasant')",0.39795345,0.5277781,-0.09921711,-0.008422412,0.008272,0.1447684,0.1364964
4,-0.29059893,-0.3207641,"('disliked', 'liked')",-0.25216493,-0.25799042,-4.9819226,-4.884593,-1.8415621,-1.8211158,0.0204463
5,-0.91128606,-0.99631727,"('distant', 'outgoing')",-0.67751163,-0.7165669,0.07777831,0.08725636,-0.5036731,-0.541876,-0.0382029
6,-1.2539443,-1.2595983,"('distant', 'open')",-1.1548485,-1.2104717,0.55194724,0.5055268,-0.6189485,-0.6548477,-0.0358992
7,0.07240456,0.2007946,"('insensitive', 'sensitive')",0.34392202,0.42896336,0.6555802,0.6564584,0.3573023,0.4287388,0.0714365
8,-1.3983757,-1.3844357,"('unaffectionate', 'affectionate')",-0.75644904,-0.74799275,0.53684497,0.44483405,-0.5393266,-0.5625315,-0.0232049
9,-1.3255255,-1.3139663,"('unaffectionate', 'caring')",0.60051084,0.58982056,1.1277078,1.0895913,0.1342311,0.1218152,-0.0124159
10,-0.7616174,-0.5709404,"('unsympathetic', 'sympathetic')",0.36387157,0.46165466,-0.1692872,-0.26349518,-0.189011,-0.1242603,0.0647507
11,0.28908822,0.32737222,"('unhelpful', 'helpful')",1.6219229,1.6816058,1.8637077,1.8414482,1.2582396,1.2834754,0.0252358
12,0.06420521,0.21447429,"('unsupportive', 'supportive')",1.3739642,1.5555551,-1.2279203,-1.1547692,0.070083,0.2050867,0.1350037
13,-0.19539788,-0.30682236,"('impolite', 'polite')",0.87994593,0.8191566,0.20180494,0.10131692,0.295451,0.2045504,-0.0909006
14,0.5894908,0.6686695,"('antisocial', 'social')",1.3134156,1.3748769,-0.5284622,-0.53541136,0.4581481,0.5027117,0.0445636
15,-0.023142379,-0.14376847,"('boring', 'funny')",-0.26048127,-0.3198714,0.70268095,0.68617743,0.1396858,0.0741792,-0.0655066
16,-0.4018686,-0.39045572,"('unpopular', 'popular')",-0.07450186,-0.022104561,0.58796144,0.62233245,0.037197,0.0699241,0.0327271
17,-0.40021703,-0.32413235,"('nasty', 'nice')",0.28654766,0.36380732,-0.37621683,-0.30507863,-0.1632954,-0.0884679,0.0748275
18,-0.2043084,-0.11176347,"('disagreeable', 'welcoming')",0.51590574,0.5318599,-0.024095945,-0.053906344,0.0958338,0.1220633,0.0262295
19,-1.5689914,-1.6435534,"('inhospitable', 'hospitable')",-0.6586051,-0.746637,0.22610411,0.23703313,-0.6671642,-0.7177191,-0.0505549
20,-0.20324074,-0.04169575,"('rough', 'thoughtful')",0.2688342,0.35185948,0.6597572,0.64234436,0.2417836,0.3175027,0.0757191
21,0.18984559,0.21895935,"('immoral', 'moral')",1.2770704,1.2744178,-0.4235024,-0.3938937,0.3478045,0.3664945,0.01869
22,0.42077214,0.54443383,"('untrustworthy', 'trustworthy')",0.5885276,0.56417525,-0.70555294,-0.75558376,0.1012489,0.1176751,0.0164262
23,-0.6252742,-0.5650948,"('insincere', 'sincere')",1.4489225,1.4061862,4.9775023,4.7841067,1.9337169,1.8750661,-0.0586508
24,-0.22826426,-0.1925264,"('dishonest', 'honest')",0.46709794,0.41871834,0.9181109,0.850624,0.3856482,0.3589387,-0.0267095
25,-0.70548606,-0.7088531,"('egoistic', 'altruistic')",0.6487725,0.6331215,1.3707861,1.3310803,0.4380242,0.4184496,-0.0195746
26,-0.30308545,-0.28025642,"('hardhearted', 'benevolent')",1.3251588,1.2873374,1.6988878,1.6133703,0.906987,0.8734838,-0.0335032
27,-0.74533516,-0.55884796,"('hardhearted', 'softhearted')",0.8108988,0.89824474,1.7296094,1.678753,0.598391,0.6727166,0.0743256
28,-0.5683448,-0.58665407,"('disloyal', 'loyal')",0.30947384,0.18325296,0.8424266,0.7020873,0.1945186,0.0995621,-0.0949565
29,0.032485165,0.019950787,"('unfair', 'fair')",-0.5269503,-0.56987095,-0.7436649,-0.8710663,-0.41271,-0.4736621,-0.0609521
30,0.80870885,0.85274124,"('intolerant', 'tolerant')",1.6255572,1.6162648,1.5639844,1.5082359,1.3327502,1.3257473,-0.0070029
31,-1.2102963,-1.1698298,"('evil', 'good')",-1.5578963,-1.6590058,-0.89472157,-0.9434433,-1.2209713,-1.2574263,-0.036455
32,-0.004137777,0.015386747,"('unkind', 'kind')",1.3304124,1.3194842,1.2018805,1.0751181,0.8427184,0.8033296,-0.0393888
33,0.30366662,0.13732317,"('wrong', 'right')",0.3961045,0.33111992,-0.28582513,-0.28328902,0.137982,0.061718,-0.076264
34,0.014117658,0.11981931,"('mean', 'honorable')",0.56850564,0.63725597,5.553359,5.553584,2.0453275,2.1035531,0.0582256
35,-0.30324346,-0.40069392,"('corrupt', 'incorrupt')",-1.6287278,-1.7434665,-0.22423288,-0.3395124,-0.7187347,-0.827891,-0.1091563
36,-0.881225,-0.88479793,"('hostile', 'amicable')",-1.9289355,-2.1254659,0.085543185,-0.026995793,-0.9082058,-1.0124199,-0.1042141
37,-0.1015833,-0.035733685,"('fake', 'genuine')",0.46789783,0.5345564,0.25194553,0.26385558,0.2060867,0.2542261,0.0481394
38,-0.3116982,-0.33901644,"('untruthful', 'truthful')",-0.08480583,-0.12282496,0.24383709,0.27052563,-0.050889,-0.0637719,-0.0128829
39,0.903626,0.9234694,"('exploitative', 'cooperative')",1.1105698,1.0483336,0.056496132,0.040211834,0.6902307,0.6706716,-0.0195591
40,-0.08444612,-0.0016478226,"('stingy', 'generous')",0.51173234,0.55726033,-1.0395252,-1.0685023,-0.2040796,-0.1709633,0.0331163
41,0.034209274,0.11654415,"('unforgiving', 'forgiving')",1.0769118,1.0860872,0.5885004,0.50865036,0.5665405,0.5704273,0.0038868
42,1.1865263,1.3301735,"('unreliable', 'reliable')",0.9961115,1.2137158,-2.3024354,-2.1130033,-0.0399326,0.1436287,0.1835613
43,-0.45541513,-0.30606833,"('irresponsible', 'responsible')",1.0174707,1.1477267,0.50057214,0.46153083,0.3542093,0.4343964,0.0801871
44,0.37968644,0.395428,"('prejudiced', 'unprejudiced')",-0.02158714,-0.046556626,-1.4918661,-1.4996649,-0.3779223,-0.3835979,-0.0056756
45,-0.67112267,-0.42311352,"('incompetent', 'competent')",1.3718458,1.4774287,-0.03443133,-0.073282555,0.2220973,0.3270109,0.1049136
46,0.18056494,0.3081386,"('uncompetitive', 'competitive')",1.158292,1.3114915,-0.3905867,-0.43396312,0.3160901,0.3952223,0.0791322
47,0.2612259,0.40082374,"('stupid', 'smart')",1.3207548,1.3747693,5.0309772,4.971785,2.2043193,2.2491261,0.0448068
48,-0.11529928,-0.049064435,"('unintelligent', 'intelligent')",0.09124844,0.10690579,0.7581598,0.7071412,0.244703,0.2549942,0.0102912
49,-0.193441,-0.048994035,"('unable', 'able')",0.31667602,0.4507406,0.08596568,0.23117682,0.0697336,0.2109745,0.1412409
50,0.87844026,0.96760523,"('clumsy', 'skillful')",0.29851496,0.43023697,-0.027476288,-0.014892343,0.3831596,0.4609833,0.0778237
51,-0.39019752,-0.5630228,"('uneducated', 'educated')",0.5818943,0.4484194,0.52574396,0.38553575,0.2391469,0.0903108,-0.1488361
52,-0.23759298,-0.4826882,"('irrational', 'rational')",-0.03696706,-0.2805925,-0.1688307,-0.27315396,-0.1477969,-0.3454782,-0.1976813
53,-1.8431554,-1.7829478,"('uncreative', 'creative')",-0.59467214,-0.60083735,0.8987582,0.8592471,-0.5130231,-0.5081794,0.0048437
54,-0.664745,-0.73169935,"('incapable', 'capable')",0.18885125,0.14329143,0.9195701,0.9371786,0.1478921,0.1162569,-0.0316352
55,0.09834079,0.30139664,"('incompetent', 'clever')",0.488858,0.57531047,0.18140286,0.13613404,0.2562006,0.3376137,0.0814131
56,0.36710063,0.37839723,"('impractical', 'practical')",1.244109,1.317161,0.13455452,0.1746315,0.5819214,0.6233966,0.0414752
57,-1.0552555,-0.9354382,"('unimaginative', 'imaginative')",-0.6099517,-0.5666436,-2.0370607,-2.0118718,-1.2340893,-1.1713179,0.0627714
58,-0.35536194,-0.31618902,"('undiscriminating', 'discriminating')",0.2263555,0.2177479,0.045365278,-0.027711658,-0.0278804,-0.0420509,-0.0141705
59,0.5957575,0.54021955,"('foolish', 'wise')",-0.006888807,-0.055250403,0.18681778,0.20699447,0.2585621,0.2306545,-0.0279076
60,0.6620534,0.7815632,"('inefficient', 'efficient')",2.184406,2.2892988,0.09308898,0.13217746,0.9798494,1.0676798,0.0878304
61,-0.15872514,-0.29400724,"('illogical', 'logical')",0.498064,0.2697059,0.21549428,0.057024475,0.1849444,0.0109077,-0.1740367
62,0.3753756,0.4769386,"('incompetent', 'brilliant')",1.3094797,1.4655528,0.2732743,0.38999242,0.6527099,0.7774946,0.1247847
63,0.1373668,0.20783883,"('unperceptive', 'insightful')",1.7669326,1.8671463,1.2376035,1.2880512,1.047301,1.1210121,0.0737111
64,0.5538021,0.39694995,"('shy', 'confident')",0.19335586,0.13686122,-5.7189827,-5.590921,-1.6572749,-1.6857033,-0.0284284
65,0.76090115,0.73726845,"('insecure', 'secure')",0.22631769,0.18639028,-0.43324077,-0.4404021,0.1846594,0.1610855,-0.0235739
66,-1.029527,-1.085793,"('inactive', 'active')",-0.22371551,-0.22071934,1.0449497,1.026621,-0.0694309,-0.0932971,-0.0238662
67,0.78759354,0.5678562,"('doubtful', 'determined')",0.696593,0.72311157,-0.3643381,-0.35133424,0.3732828,0.3132112,-0.0600716
68,-0.089059845,-0.20139968,"('dependent', 'independent')",0.15017709,0.079710856,-0.4136742,-0.45935187,-0.117519,-0.1936802,-0.0761612
69,0.4664495,0.38163975,"('lazy', 'industrious')",0.86914235,0.9249286,-0.13288917,-0.047197975,0.4009009,0.4197901,0.0188892
70,0.5476992,0.6933751,"('lethargic', 'energetic')",1.019112,1.1866524,0.636012,0.7042859,0.7342744,0.8614378,0.1271634
