,abbott_male,abbott_female,tuple,laboratories_male,laboratories_female,average_male,average_female,female-male
0,-0.54323196,-0.59749013,"('unsociable', 'sociable')",0.019535616,-0.14649975,-0.2618482,-0.3719949,-0.1101467
1,1.0916302,1.04421,"('unfriendly', 'friendly')",1.8576486,1.7336347,1.4746394,1.3889223,-0.0857171
2,0.88362163,0.9644566,"('unlikable', 'likable')",0.3341934,0.43047377,0.6089075,0.6974652,0.0885577
3,-1.2630212,-1.2066613,"('repellent', 'pleasant')",-0.14973114,-0.15399991,-0.7063762,-0.6803306,0.0260456
4,0.6483554,0.67205775,"('disliked', 'liked')",-5.0295496,-5.0000286,-2.1905971,-2.1639855,0.0266116
5,1.3342065,1.3306608,"('distant', 'outgoing')",-0.16534255,-0.116426066,0.5844319,0.6071174,0.0226855
6,1.5353878,1.5212905,"('distant', 'open')",0.029996883,0.10416878,0.7826923,0.8127297,0.0300374
7,-0.61459434,-0.6472198,"('insensitive', 'sensitive')",-0.14405608,-0.11718721,-0.3793252,-0.3822035,-0.0028783
8,1.0902802,1.0503681,"('unaffectionate', 'affectionate')",0.9841811,0.88122696,1.0372306,0.9657975,-0.0714331
9,1.8435597,1.7767103,"('unaffectionate', 'caring')",1.6358101,1.5490842,1.7396849,1.6628972,-0.0767877
10,-0.40139842,-0.38479406,"('unsympathetic', 'sympathetic')",0.01489085,-0.029910708,-0.1932538,-0.2073524,-0.0140986
11,-0.17783238,-0.1980479,"('unhelpful', 'helpful')",1.8793968,1.7855672,0.8507822,0.7937596,-0.0570226
12,0.40895188,0.49094167,"('unsupportive', 'supportive')",-0.9229418,-0.92597425,-0.256995,-0.2175163,0.0394787
13,-1.5986804,-1.6656538,"('impolite', 'polite')",-0.6995637,-0.79969597,-1.149122,-1.2326748,-0.0835528
14,-0.39230037,-0.41388568,"('antisocial', 'social')",-0.432794,-0.4506621,-0.4125472,-0.4322739,-0.0197267
15,-0.25483483,-0.30016625,"('boring', 'funny')",-0.08524829,-0.050706327,-0.1700416,-0.1754363,-0.0053947
16,0.19479385,0.20602338,"('unpopular', 'popular')",1.495756,1.415605,0.8452749,0.8108141,-0.0344608
17,-0.9132605,-0.85977095,"('nasty', 'nice')",-0.55140746,-0.45837158,-0.732334,-0.6590713,0.0732627
18,0.7677631,0.77144265,"('disagreeable', 'welcoming')",0.026917577,-0.035044108,0.3973403,0.3681993,-0.029141
19,0.389156,0.42448482,"('inhospitable', 'hospitable')",-0.5430731,-0.51260304,-0.0769586,-0.0440591,0.0328995
20,0.43302146,0.42640606,"('rough', 'thoughtful')",1.3444017,1.4398729,0.8887116,0.9331394,0.0444278
21,-0.5440734,-0.5104239,"('immoral', 'moral')",-0.6940651,-0.71861047,-0.6190692,-0.6145172,0.004552
22,-1.0910552,-1.057315,"('untrustworthy', 'trustworthy')",-0.9942512,-0.9512077,-1.0426532,-1.0042614,0.0383918
23,0.23436396,0.16972868,"('insincere', 'sincere')",4.6187873,4.4698195,2.4265757,2.3197742,-0.1068015
24,1.2275786,1.2079804,"('dishonest', 'honest')",0.29877704,0.2863475,0.7631779,0.747164,-0.0160139
25,1.2783355,1.259418,"('egoistic', 'altruistic')",1.559941,1.6213951,1.4191382,1.4404066,0.0212684
26,1.8174363,1.7517389,"('hardhearted', 'benevolent')",1.6619995,1.6182903,1.739718,1.6850146,-0.0547034
27,0.863244,0.81273377,"('hardhearted', 'softhearted')",0.52121633,0.4767583,0.6922302,0.6447461,-0.0474841
28,0.43650115,0.35208648,"('disloyal', 'loyal')",0.9566519,0.84972775,0.6965765,0.6009071,-0.0956694
29,-0.66840833,-0.7125883,"('unfair', 'fair')",-0.6336502,-0.6638844,-0.6510292,-0.6882364,-0.0372072
30,-0.7858766,-0.78986824,"('intolerant', 'tolerant')",0.08925891,0.06972012,-0.3483088,-0.360074,-0.0117652
31,-0.25166374,-0.12779382,"('evil', 'good')",-0.52609897,-0.46631032,-0.3888814,-0.2970521,0.0918293
32,1.1069833,0.9945504,"('unkind', 'kind')",1.2088953,1.0935233,1.1579393,1.0440369,-0.1139024
33,1.631005,1.5233216,"('wrong', 'right')",0.5130521,0.46476257,1.0720286,0.9940421,-0.0779865
34,0.32087183,0.44186738,"('mean', 'honorable')",4.4317913,4.4272375,2.3763316,2.4345524,0.0582208
35,0.55139834,0.4395613,"('corrupt', 'incorrupt')",-0.60897994,-0.5858603,-0.0287908,-0.0731495,-0.0443587
36,0.74948263,0.7321668,"('hostile', 'amicable')",-0.5889725,-0.66169107,0.0802551,0.0352379,-0.0450172
37,-0.1752756,-0.19170898,"('fake', 'genuine')",-0.6745764,-0.6935522,-0.424926,-0.4426306,-0.0177046
38,1.0920882,1.1119381,"('untruthful', 'truthful')",1.097348,1.1280774,1.0947181,1.1200078,0.0252897
