,duke_male,duke_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.308135,-0.48538774,"('unsociable', 'sociable')",-0.1611056,-0.3055825,-0.048353918,-0.23884317,-0.1725315,-0.3432711,-0.1707396
1,0.37461627,0.36045963,"('unfriendly', 'friendly')",0.5455233,0.35851014,0.76041436,0.6354553,0.5601846,0.451475,-0.1087096
2,1.1516302,1.1783699,"('unlikable', 'likable')",1.216608,1.1595427,0.89435357,0.9339763,1.0875306,1.0906296,0.003099
3,-0.21627803,-0.06532685,"('repellent', 'pleasant')",-0.46844897,-0.42522025,0.90943676,0.8838919,0.0749032,0.1311149,0.0562117
4,-0.20395136,-0.18157414,"('disliked', 'liked')",0.76910967,0.63717747,-6.3192725,-6.3442526,-1.9180381,-1.9628832,-0.0448451
5,-0.16595076,-0.14422737,"('distant', 'outgoing')",0.45594275,0.42718154,-0.8120156,-0.7044614,-0.1740079,-0.1405024,0.0335055
6,-0.590085,-0.5610867,"('distant', 'open')",-0.076546505,-0.17798647,-1.1136935,-1.0424634,-0.5934416,-0.5938455,-0.0004039
7,0.115489304,0.08999563,"('insensitive', 'sensitive')",0.4857787,0.53540254,0.30814847,0.28503427,0.3031388,0.3034775,0.0003387
8,0.13462287,0.091509305,"('unaffectionate', 'affectionate')",-0.55016875,-0.6680549,-0.15312618,-0.15742387,-0.1895574,-0.2446565,-0.0550991
9,0.6247206,0.59415644,"('unaffectionate', 'caring')",0.25831804,0.18226947,0.7655794,0.7786431,0.5495393,0.5183563,-0.031183
10,-0.06650169,-0.20605746,"('unsympathetic', 'sympathetic')",-0.86818707,-0.9754467,-0.4824988,-0.5536487,-0.4723959,-0.5783843,-0.1059884
11,-0.045765966,-0.11070418,"('unhelpful', 'helpful')",0.11532534,0.17872441,2.3537998,2.3926377,0.8077864,0.8202194,0.012433
12,1.8973949,1.8818182,"('unsupportive', 'supportive')",0.6098791,0.6196682,-1.7611396,-1.7580681,0.2487114,0.2478061,-0.0009053
13,0.16281016,0.072128154,"('impolite', 'polite')",-0.17729798,-0.13402885,-0.29764414,-0.39192563,-0.104044,-0.1512754,-0.0472314
14,0.47479957,0.39224097,"('antisocial', 'social')",0.5683899,0.5801756,0.06323308,-0.055501234,0.3688076,0.3056384,-0.0631692
15,-0.16493231,-0.25737542,"('boring', 'funny')",0.08471085,0.004170537,-0.475973,-0.45468554,-0.1853982,-0.2359635,-0.0505653
16,-1.4653283,-1.3751695,"('unpopular', 'popular')",0.012815848,-0.040653907,0.45918244,0.36631444,-0.33111,-0.3498363,-0.0187263
17,-0.77310365,-0.71162784,"('nasty', 'nice')",-0.8922398,-0.7818426,-0.87022173,-0.76527166,-0.8451885,-0.752914,0.0922745
18,0.17836304,0.19678576,"('disagreeable', 'welcoming')",-0.8723552,-0.900434,-0.803837,-0.8191143,-0.4992764,-0.5075875,-0.0083111
19,-0.09266254,-0.06906168,"('inhospitable', 'hospitable')",-0.8401664,-0.9051082,-1.0722485,-0.95998764,-0.6683591,-0.6447192,0.0236399
20,-0.33784992,-0.27423215,"('rough', 'thoughtful')",0.021319512,0.07096463,0.45682672,0.5070342,0.0467654,0.1012556,0.0544902
21,0.80505276,0.7386728,"('immoral', 'moral')",1.0592141,0.9663377,-0.17655908,-0.19057412,0.5625693,0.5048121,-0.0577572
22,-0.07829173,-0.14991245,"('untrustworthy', 'trustworthy')",-0.9669764,-1.061281,-0.8281687,-0.81247306,-0.624479,-0.6745555,-0.0500765
23,0.05076531,-0.053204246,"('insincere', 'sincere')",-0.46048823,-0.46871006,5.636664,5.548191,1.7423137,1.6754255,-0.0668882
24,1.2863334,1.2232642,"('dishonest', 'honest')",0.39215922,0.3405574,0.690575,0.72178674,0.7896892,0.7618694,-0.0278198
25,0.17930663,0.1444914,"('egoistic', 'altruistic')",0.85200536,0.7963792,0.71314645,0.6679064,0.5814861,0.536259,-0.0452271
