,staples_male,staples_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.5509018,0.36615145,"('unsociable', 'sociable')",-0.3739956,-0.56742996,0.0884531,-0.1006393,-0.1890924
1,1.6638336,1.7732215,"('unfriendly', 'friendly')",2.061253,1.9424566,1.8625433,1.8578391,-0.0047042
2,0.14255792,0.17720842,"('unlikable', 'likable')",0.24653645,0.28724223,0.1945472,0.2322253,0.0376781
3,-0.73479587,-0.49560446,"('repellent', 'pleasant')",-0.19758934,-0.13464867,-0.4661926,-0.3151266,0.151066
4,-0.68651974,-0.6341217,"('disliked', 'liked')",-5.903424,-5.8713264,-3.2949717,-3.2527242,0.0422475
5,0.06498605,0.10559058,"('distant', 'outgoing')",0.2607685,0.25928095,0.1628773,0.1824358,0.0195585
6,0.08228612,0.17006506,"('distant', 'open')",0.43019748,0.42031232,0.2562418,0.2951887,0.0389469
7,0.26166248,0.38579106,"('insensitive', 'sensitive')",0.37294576,0.4175604,0.3173041,0.4016757,0.0843716
8,0.8498113,0.9426299,"('unaffectionate', 'affectionate')",0.9417674,0.83625114,0.8957894,0.8894405,-0.0063489
9,1.7955706,1.9447017,"('unaffectionate', 'caring')",0.89523613,0.8775476,1.3454034,1.4111247,0.0657213
10,0.42387342,0.4086276,"('unsympathetic', 'sympathetic')",-0.76261216,-0.82936156,-0.1693694,-0.210367,-0.0409976
11,-0.21089499,-0.17637265,"('unhelpful', 'helpful')",1.6673769,1.7625201,0.728241,0.7930737,0.0648327
12,1.5791445,1.7308984,"('unsupportive', 'supportive')",-1.4961044,-1.4571619,0.0415201,0.1368682,0.0953481
13,-0.029489335,-0.2797964,"('impolite', 'polite')",-0.7940634,-0.85204774,-0.4117764,-0.5659221,-0.1541457
14,-0.36346918,-0.42061687,"('antisocial', 'social')",-0.9867834,-1.023532,-0.6751263,-0.7220744,-0.0469481
15,0.122027166,0.031087145,"('boring', 'funny')",0.35949114,0.3460443,0.2407591,0.1885657,-0.0521934
16,-0.6855006,-0.53328353,"('unpopular', 'popular')",0.44845784,0.5076172,-0.1185214,-0.0128332,0.1056882
17,-0.10559347,-0.024806462,"('nasty', 'nice')",-0.23117006,-0.16194865,-0.1683818,-0.0933776,0.0750042
