,davita_male,davita_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.035930857,0.06685976,"('unsociable', 'sociable')",-0.20340234,-0.3134155,-0.0837357,-0.1232779,-0.0395422
1,-0.368663,-0.4088958,"('unfriendly', 'friendly')",1.4937432,1.3865587,0.5625401,0.4888314,-0.0737087
2,1.1065601,1.1294391,"('unlikable', 'likable')",0.61703515,0.65660554,0.8617976,0.8930223,0.0312247
3,-0.1764408,-0.110636815,"('repellent', 'pleasant')",0.19653237,0.2026125,0.0100458,0.0459878,0.035942
4,-0.24701756,-0.28212512,"('disliked', 'liked')",-6.224095,-6.246312,-3.2355561,-3.2642186,-0.0286625
5,-0.29132634,-0.38630286,"('distant', 'outgoing')",-0.27131167,-0.27510783,-0.281319,-0.3307053,-0.0493863
6,-0.9813114,-1.0085634,"('distant', 'open')",-0.1814129,-0.22516419,-0.5813621,-0.6168638,-0.0355017
7,-0.1634244,-0.057557493,"('insensitive', 'sensitive')",0.23690124,0.29503158,0.0367384,0.118737,0.0819986
8,-0.30472502,-0.4254714,"('unaffectionate', 'affectionate')",0.5793547,0.53366864,0.1373148,0.0540986,-0.0832162
9,-0.33740786,-0.4468364,"('unaffectionate', 'caring')",0.80697244,0.7860602,0.2347823,0.1696119,-0.0651704
10,-0.10292081,-0.024696073,"('unsympathetic', 'sympathetic')",-0.514059,-0.5142074,-0.3084899,-0.2694517,0.0390382
11,0.040263303,0.11728747,"('unhelpful', 'helpful')",1.6779323,1.7780964,0.8590978,0.947692,0.0885942
12,0.16567174,0.24148893,"('unsupportive', 'supportive')",-1.8245724,-1.7524984,-0.8294504,-0.7555047,0.0739457
13,-0.34219605,-0.42068294,"('impolite', 'polite')",-0.7734034,-0.80285627,-0.5577997,-0.6117696,-0.0539699
14,0.7901186,0.8340341,"('antisocial', 'social')",0.005106926,-0.03130404,0.3976128,0.401365,0.0037522
15,0.61809903,0.51948184,"('boring', 'funny')",0.66927123,0.64202946,0.6436851,0.5807557,-0.0629294
16,-0.7428003,-0.7180528,"('unpopular', 'popular')",0.5132859,0.5350276,-0.1147572,-0.0915126,0.0232446
17,-0.5432544,-0.48793742,"('nasty', 'nice')",-0.13909069,-0.09397695,-0.3411725,-0.2909572,0.0502153
18,-0.054975625,0.030317046,"('disagreeable', 'welcoming')",-0.37352538,-0.39990163,-0.2142505,-0.1847923,0.0294582
19,-0.41403955,-0.45283902,"('inhospitable', 'hospitable')",-0.19916883,-0.154998,-0.3066042,-0.3039185,0.0026857
20,0.45590794,0.4468004,"('rough', 'thoughtful')",1.2906057,1.266069,0.8732568,0.8564347,-0.0168221
21,0.80440634,0.7866184,"('immoral', 'moral')",-0.060652897,-0.047670446,0.3718767,0.369474,-0.0024027
22,0.77163905,0.85837257,"('untrustworthy', 'trustworthy')",-0.8627194,-0.9074773,-0.0455402,-0.0245524,0.0209878
23,0.5740739,0.6306804,"('insincere', 'sincere')",5.478165,5.423218,3.0261195,3.0269492,0.0008297
24,0.5203714,0.42804462,"('dishonest', 'honest')",0.55026096,0.46332502,0.5353162,0.4456848,-0.0896314
25,-0.026488336,-0.20125465,"('egoistic', 'altruistic')",1.4742925,1.4083952,0.7239021,0.6035703,-0.1203318
26,0.83448124,0.7077607,"('hardhearted', 'benevolent')",1.8994842,1.8370031,1.3669827,1.2723819,-0.0946008
27,0.05236113,-0.042308964,"('hardhearted', 'softhearted')",1.3416929,1.2705446,0.697027,0.6141179,-0.0829091
28,-0.044249043,-0.15257084,"('disloyal', 'loyal')",1.0253898,0.8961429,0.4905704,0.371786,-0.1187844
29,-0.1511098,-0.16262537,"('unfair', 'fair')",-0.30688816,-0.42491734,-0.228999,-0.2937714,-0.0647724
30,1.0039135,1.0998003,"('intolerant', 'tolerant')",1.6166544,1.5796921,1.3102839,1.3397462,0.0294623
31,-1.0022397,-0.9006172,"('evil', 'good')",-0.8385575,-0.83961636,-0.9203986,-0.8701168,0.0502818
32,0.8335934,0.662267,"('unkind', 'kind')",0.9509269,0.7784867,0.8922602,0.7203768,-0.1718834
33,0.11113402,-0.12269692,"('wrong', 'right')",-0.5905604,-0.6470099,-0.2397132,-0.3848534,-0.1451402
