,maintenance_male,maintenance_female,tuple,average_male,average_female,female-male
0,0.11716465,0.13081433,"('unsociable', 'sociable')",0.1171646,0.1308143,0.0136497
1,0.9232609,0.94522,"('unfriendly', 'friendly')",0.9232609,0.94522,0.0219591
2,0.088739544,0.18077463,"('unlikable', 'likable')",0.0887395,0.1807746,0.0920351
3,0.5253608,0.63229173,"('repellent', 'pleasant')",0.5253608,0.6322917,0.1069309
4,-7.7266016,-7.6526637,"('disliked', 'liked')",-7.7266016,-7.6526637,0.0739379
5,-0.87776136,-0.89805144,"('distant', 'outgoing')",-0.8777614,-0.8980514,-0.02029
6,-0.4064505,-0.5171947,"('distant', 'open')",-0.4064505,-0.5171947,-0.1107442
7,1.3795356,1.5167521,"('insensitive', 'sensitive')",1.3795356,1.5167521,0.1372165
8,1.2862917,1.1549677,"('unaffectionate', 'affectionate')",1.2862917,1.1549677,-0.131324
9,1.6413273,1.6466084,"('unaffectionate', 'caring')",1.6413273,1.6466084,0.0052811
10,1.4862194,1.4155582,"('unsympathetic', 'sympathetic')",1.4862194,1.4155582,-0.0706612
11,2.1504436,2.1442056,"('unhelpful', 'helpful')",2.1504436,2.1442056,-0.006238
12,-1.2109995,-1.131728,"('unsupportive', 'supportive')",-1.2109995,-1.1317281,0.0792714
13,-0.024756655,0.07104077,"('impolite', 'polite')",-0.0247567,0.0710408,0.0957975
14,0.39357105,0.48530653,"('antisocial', 'social')",0.393571,0.4853065,0.0917355
15,-0.04674165,-0.026575662,"('boring', 'funny')",-0.0467416,-0.0265757,0.0201659
16,-0.7971189,-0.6625186,"('unpopular', 'popular')",-0.7971189,-0.6625186,0.1346003
17,0.06710373,-0.026486889,"('nasty', 'nice')",0.0671037,-0.0264869,-0.0935906
18,-1.0298457,-0.9523965,"('disagreeable', 'welcoming')",-1.0298457,-0.9523965,0.0774492
19,-0.5966795,-0.64280444,"('inhospitable', 'hospitable')",-0.5966795,-0.6428044,-0.0461249
20,0.7154723,0.65228647,"('rough', 'thoughtful')",0.7154723,0.6522865,-0.0631858
21,0.18391122,0.35891077,"('immoral', 'moral')",0.1839112,0.3589108,0.1749996
22,-0.24549672,-0.2195355,"('untrustworthy', 'trustworthy')",-0.2454967,-0.2195355,0.0259612
23,6.592459,6.685331,"('insincere', 'sincere')",6.5924592,6.6853309,0.0928717
24,1.5614045,1.5572559,"('dishonest', 'honest')",1.5614045,1.5572559,-0.0041486
25,0.27337307,0.27400342,"('egoistic', 'altruistic')",0.2733731,0.2740034,0.0006303
26,0.9896586,0.8743561,"('hardhearted', 'benevolent')",0.9896586,0.8743561,-0.1153025
27,1.6321653,1.4851805,"('hardhearted', 'softhearted')",1.6321653,1.4851805,-0.1469848
28,1.4360483,1.2849876,"('disloyal', 'loyal')",1.4360483,1.2849876,-0.1510607
29,-0.42750904,-0.63774294,"('unfair', 'fair')",-0.427509,-0.6377429,-0.2102339
30,1.276872,1.3079641,"('intolerant', 'tolerant')",1.276872,1.3079641,0.0310921
31,-1.6411226,-1.7306505,"('evil', 'good')",-1.6411226,-1.7306505,-0.0895279
32,1.5825645,1.5620794,"('unkind', 'kind')",1.5825645,1.5620794,-0.0204851
33,-0.76956457,-0.6984025,"('wrong', 'right')",-0.7695646,-0.6984025,0.0711621
34,4.5790734,4.7030306,"('mean', 'honorable')",4.5790734,4.7030306,0.1239572
35,-1.1698976,-1.4550532,"('corrupt', 'incorrupt')",-1.1698976,-1.4550532,-0.2851556
