,word_male,word_female,tuple,average_male,average_female,female-male
0,0.3307368,0.2577421,"('unsociable', 'sociable')",0.3307368,0.2577421,-0.0729947
1,0.98742014,0.99473053,"('unfriendly', 'friendly')",0.9874201,0.9947305,0.0073104
2,-0.024687644,0.16309394,"('unlikable', 'likable')",-0.0246876,0.1630939,0.1877815
3,0.81110626,1.0064772,"('repellent', 'pleasant')",0.8111063,1.0064772,0.1953709
4,-7.029596,-7.2924423,"('disliked', 'liked')",-7.0295959,-7.2924423,-0.2628464
5,-0.55520225,-0.55681765,"('distant', 'outgoing')",-0.5552022,-0.5568177,-0.0016155
6,-0.03660176,-0.11559782,"('distant', 'open')",-0.0366018,-0.1155978,-0.078996
7,1.411401,1.4335393,"('insensitive', 'sensitive')",1.411401,1.4335393,0.0221383
8,0.92898434,0.82909334,"('unaffectionate', 'affectionate')",0.9289843,0.8290933,-0.099891
9,1.2578229,1.3021644,"('unaffectionate', 'caring')",1.2578229,1.3021644,0.0443415
10,1.1417658,1.2287049,"('unsympathetic', 'sympathetic')",1.1417658,1.2287049,0.0869391
11,1.4438965,1.6127352,"('unhelpful', 'helpful')",1.4438965,1.6127352,0.1688387
12,-1.6180277,-1.5346808,"('unsupportive', 'supportive')",-1.6180277,-1.5346808,0.0833469
13,0.108733624,0.3360556,"('impolite', 'polite')",0.1087336,0.3360556,0.227322
14,0.35453552,0.27814484,"('antisocial', 'social')",0.3545355,0.2781448,-0.0763907
15,0.6936931,0.5919649,"('boring', 'funny')",0.6936931,0.5919649,-0.1017282
16,-0.7105698,-0.6707618,"('unpopular', 'popular')",-0.7105698,-0.6707618,0.039808
17,0.01952663,-0.039624963,"('nasty', 'nice')",0.0195266,-0.039625,-0.0591516
18,-0.5720275,-0.45597085,"('disagreeable', 'welcoming')",-0.5720275,-0.4559709,0.1160566
19,-0.80040514,-0.7616538,"('inhospitable', 'hospitable')",-0.8004051,-0.7616538,0.0387513
20,0.61259025,0.48661312,"('rough', 'thoughtful')",0.6125903,0.4866131,-0.1259772
21,-0.01944881,0.26853615,"('immoral', 'moral')",-0.0194488,0.2685362,0.287985
22,-0.04835965,-0.018521834,"('untrustworthy', 'trustworthy')",-0.0483597,-0.0185218,0.0298379
23,5.8553896,6.168624,"('insincere', 'sincere')",5.8553896,6.1686239,0.3132343
24,1.4482611,1.4997919,"('dishonest', 'honest')",1.4482611,1.4997919,0.0515308
25,0.90260684,0.9157226,"('egoistic', 'altruistic')",0.9026068,0.9157226,0.0131158
26,1.0674689,0.74246526,"('hardhearted', 'benevolent')",1.0674689,0.7424653,-0.3250036
27,1.7787561,1.5883427,"('hardhearted', 'softhearted')",1.7787561,1.5883427,-0.1904134
28,1.2184469,1.0358503,"('disloyal', 'loyal')",1.2184469,1.0358503,-0.1825966
29,-0.22936997,-0.43962532,"('unfair', 'fair')",-0.22937,-0.4396253,-0.2102553
30,0.82392967,0.9230995,"('intolerant', 'tolerant')",0.8239297,0.9230995,0.0991698
31,-1.2201695,-1.4156293,"('evil', 'good')",-1.2201695,-1.4156293,-0.1954598
32,1.1252958,1.0758632,"('unkind', 'kind')",1.1252958,1.0758632,-0.0494326
33,-0.36615968,-0.38767457,"('wrong', 'right')",-0.3661597,-0.3876746,-0.0215149
34,3.875615,4.253233,"('mean', 'honorable')",3.8756149,4.253233,0.3776181
35,-0.83015627,-1.3021467,"('corrupt', 'incorrupt')",-0.8301563,-1.3021467,-0.4719904
36,-0.7816839,-1.026044,"('hostile', 'amicable')",-0.7816839,-1.026044,-0.2443601
37,1.2102265,1.1373676,"('fake', 'genuine')",1.2102265,1.1373676,-0.0728589
38,-0.5464936,-0.414171,"('untruthful', 'truthful')",-0.5464936,-0.414171,0.1323226
39,0.39696735,0.40945756,"('exploitative', 'cooperative')",0.3969674,0.4094576,0.0124902
40,-0.98576486,-1.0806271,"('stingy', 'generous')",-0.9857649,-1.0806271,-0.0948622
41,0.55457675,0.3924435,"('unforgiving', 'forgiving')",0.5545768,0.3924435,-0.1621333
42,-1.8650364,-1.8490374,"('unreliable', 'reliable')",-1.8650364,-1.8490374,0.015999
43,0.9102411,1.1012896,"('irresponsible', 'responsible')",0.9102411,1.1012896,0.1910485
44,-1.0821011,-1.1497085,"('prejudiced', 'unprejudiced')",-1.0821011,-1.1497085,-0.0676074
45,0.2808768,0.11745091,"('incompetent', 'competent')",0.2808768,0.1174509,-0.1634259
46,-0.56438714,-0.47322887,"('uncompetitive', 'competitive')",-0.5643871,-0.4732289,0.0911582
47,4.571132,4.8351603,"('stupid', 'smart')",4.5711322,4.8351603,0.2640281
48,0.30637988,0.44980177,"('unintelligent', 'intelligent')",0.3063799,0.4498018,0.1434219
49,-0.42174235,-0.28954217,"('unable', 'able')",-0.4217423,-0.2895422,0.1322001
50,-0.4530514,-0.41269794,"('clumsy', 'skillful')",-0.4530514,-0.4126979,0.0403535
51,0.58864623,0.71071273,"('uneducated', 'educated')",0.5886462,0.7107127,0.1220665
52,-0.16626447,-0.34900945,"('irrational', 'rational')",-0.1662645,-0.3490095,-0.182745
53,-0.1314718,-0.20729776,"('uncreative', 'creative')",-0.1314718,-0.2072978,-0.075826
54,0.7278284,0.8563489,"('incapable', 'capable')",0.7278284,0.8563489,0.1285205
55,0.97170377,1.0994533,"('incompetent', 'clever')",0.9717038,1.0994533,0.1277495
56,0.2915707,0.41224793,"('impractical', 'practical')",0.2915707,0.4122479,0.1206772
57,-1.7509962,-1.9497108,"('unimaginative', 'imaginative')",-1.7509962,-1.9497108,-0.1987146
58,0.3551126,0.22338018,"('undiscriminating', 'discriminating')",0.3551126,0.2233802,-0.1317324
59,-0.14457373,-0.10602172,"('foolish', 'wise')",-0.1445737,-0.1060217,0.038552
60,0.378473,0.7946101,"('inefficient', 'efficient')",0.378473,0.7946101,0.4161371
