,modem_male,modem_female,tuple,average_male,average_female,female-male
0,-0.109600686,-0.42083865,"('unsociable', 'sociable')",-0.1096007,-0.4208387,-0.311238
1,0.63811886,0.4534815,"('unfriendly', 'friendly')",0.6381189,0.4534815,-0.1846374
2,0.19313994,0.091412224,"('unlikable', 'likable')",0.1931399,0.0914122,-0.1017277
3,-0.4431444,-0.36850262,"('repellent', 'pleasant')",-0.4431444,-0.3685026,0.0746418
4,-2.604231,-2.6373825,"('disliked', 'liked')",-2.6042311,-2.6373825,-0.0331514
5,-0.77769786,-0.4738678,"('distant', 'outgoing')",-0.7776979,-0.4738678,0.3038301
6,-0.37516215,-0.14062914,"('distant', 'open')",-0.3751622,-0.1406291,0.2345331
7,0.022967566,0.2034111,"('insensitive', 'sensitive')",0.0229676,0.2034111,0.1804435
8,-0.3380423,-0.5080337,"('unaffectionate', 'affectionate')",-0.3380423,-0.5080337,-0.1699914
9,0.04360747,-0.05829436,"('unaffectionate', 'caring')",0.0436075,-0.0582944,-0.1019019
10,-0.8425298,-1.2824346,"('unsympathetic', 'sympathetic')",-0.8425298,-1.2824346,-0.4399048
11,0.97033143,0.70024383,"('unhelpful', 'helpful')",0.9703314,0.7002438,-0.2700876
12,-1.312646,-1.2487961,"('unsupportive', 'supportive')",-1.312646,-1.2487961,0.0638499
13,-0.47790554,-0.68446517,"('impolite', 'polite')",-0.4779055,-0.6844652,-0.2065597
14,0.13360038,0.035598114,"('antisocial', 'social')",0.1336004,0.0355981,-0.0980023
15,0.37930992,0.23560467,"('boring', 'funny')",0.3793099,0.2356047,-0.1437052
16,0.21679106,0.29066047,"('unpopular', 'popular')",0.2167911,0.2906605,0.0738694
17,-0.25927317,-0.23256612,"('nasty', 'nice')",-0.2592732,-0.2325661,0.0267071
18,-0.7675323,-0.5282282,"('disagreeable', 'welcoming')",-0.7675323,-0.5282282,0.2393041
19,-0.71010166,-0.7860077,"('inhospitable', 'hospitable')",-0.7101017,-0.7860077,-0.075906
20,0.4804221,0.35991162,"('rough', 'thoughtful')",0.4804221,0.3599116,-0.1205105
21,-0.24872321,-0.5685867,"('immoral', 'moral')",-0.2487232,-0.5685867,-0.3198635
22,-0.052324492,-0.03894097,"('untrustworthy', 'trustworthy')",-0.0523245,-0.038941,0.0133835
23,2.184144,2.1104023,"('insincere', 'sincere')",2.184144,2.1104023,-0.0737417
24,-0.22245577,-0.2574901,"('dishonest', 'honest')",-0.2224558,-0.2574901,-0.0350343
25,0.8016501,0.7827131,"('egoistic', 'altruistic')",0.8016501,0.7827131,-0.018937
26,0.9505498,0.62583226,"('hardhearted', 'benevolent')",0.9505498,0.6258323,-0.3247175
27,0.62469107,0.7152847,"('hardhearted', 'softhearted')",0.6246911,0.7152847,0.0905936
28,0.46802756,0.066730894,"('disloyal', 'loyal')",0.4680276,0.0667309,-0.4012967
29,-0.006176805,0.09790044,"('unfair', 'fair')",-0.0061768,0.0979004,0.1040772
30,0.9920987,0.6781606,"('intolerant', 'tolerant')",0.9920987,0.6781606,-0.3139381
31,-0.7443972,-0.36318892,"('evil', 'good')",-0.7443972,-0.3631889,0.3812083
32,0.5173796,0.04640925,"('unkind', 'kind')",0.5173796,0.0464092,-0.4709704
33,0.56267124,0.742907,"('wrong', 'right')",0.5626712,0.742907,0.1802358
34,1.6905124,1.9995669,"('mean', 'honorable')",1.6905124,1.9995669,0.3090545
35,-0.25414023,-0.07981536,"('corrupt', 'incorrupt')",-0.2541402,-0.0798154,0.1743248
36,0.11833693,0.16088508,"('hostile', 'amicable')",0.1183369,0.1608851,0.0425482
37,-0.3129719,-0.39066482,"('fake', 'genuine')",-0.3129719,-0.3906648,-0.0776929
38,0.40097117,0.33350155,"('untruthful', 'truthful')",0.4009712,0.3335015,-0.0674697
39,0.87775064,0.91406995,"('exploitative', 'cooperative')",0.8777506,0.91407,0.0363194
40,-0.9065076,-0.6533804,"('stingy', 'generous')",-0.9065076,-0.6533804,0.2531272
