,fifth_male,fifth_female,tuple,third_male,third_female,bancorp_male,bancorp_female,average_male,average_female,female-male
0,2.9386199,2.7268066,"('unsociable', 'sociable')",0.8420223,0.80859023,-0.49233907,-0.42633486,1.096101,1.036354,-0.059747
1,-2.0587418,-1.9465398,"('unfriendly', 'friendly')",-1.080256,-1.1106386,1.7558454,1.5207243,-0.4610508,-0.5121514,-0.0511006
2,0.13393745,0.14948866,"('unlikable', 'likable')",1.2003697,1.2931246,1.0346152,1.0974615,0.7896407,0.8466916,0.0570509
3,1.8046564,1.7160716,"('repellent', 'pleasant')",-0.1752131,-0.06220511,-0.90309954,-0.75798976,0.2421146,0.2986256,0.056511
4,-2.237892,-2.2043157,"('disliked', 'liked')",-0.085492335,-0.08117923,-2.8934731,-2.8677902,-1.7389525,-1.7177617,0.0211908
5,-3.5170963,-3.2944393,"('distant', 'outgoing')",-0.95152485,-0.8584419,1.2546763,1.216535,-1.071315,-0.978782,0.092533
6,-3.6215541,-3.4161327,"('distant', 'open')",-0.85889435,-0.74315375,1.4199879,1.308181,-1.0201536,-0.9503685,0.0697851
7,4.740231,4.543725,"('insensitive', 'sensitive')",1.8957868,1.8987836,-0.06929907,0.0016171653,2.1889062,2.1480419,-0.0408643
8,-1.9156382,-1.8965048,"('unaffectionate', 'affectionate')",-0.4692403,-0.46048167,1.0943825,0.8239395,-0.4301654,-0.5110157,-0.0808503
9,0.15924019,0.26035053,"('unaffectionate', 'caring')",-0.04860378,0.026277151,1.5890695,1.4676813,0.5665686,0.5847696,0.018201
10,5.239514,4.953995,"('unsympathetic', 'sympathetic')",1.8930246,1.9100854,-1.6298401,-1.5114032,1.8342326,1.7842258,-0.0500068
11,3.3033915,3.1590514,"('unhelpful', 'helpful')",1.5697596,1.650069,0.4783067,0.5986081,1.7838192,1.8025761,0.0187569
12,2.5881102,2.5360005,"('unsupportive', 'supportive')",1.6358285,1.8756809,-1.1151526,-1.0713129,1.0362621,1.1134561,0.077194
13,3.3012266,3.1988404,"('impolite', 'polite')",1.2874246,1.2827624,-0.79523706,-0.6422188,1.2644714,1.2797946,0.0153232
14,3.7749882,3.5222368,"('antisocial', 'social')",1.8937045,1.8265169,-1.0854356,-1.0240034,1.5277522,1.4415835,-0.0861687
15,-0.15831062,-0.21997586,"('boring', 'funny')",0.4666605,0.34158647,1.3434002,1.2365172,0.5505834,0.4527093,-0.0978741
16,-2.5148299,-2.486358,"('unpopular', 'popular')",-1.7769336,-1.7534287,0.4762634,0.49709725,-1.2718333,-1.2475631,0.0242702
17,-0.72679573,-0.74365604,"('nasty', 'nice')",-0.2016417,-0.15191844,0.14262636,0.23835236,-0.261937,-0.219074,0.042863
