,imprisonment_male,imprisonment_female,tuple,average_male,average_female,female-male
0,-0.40420344,-0.36372513,"('unsociable', 'sociable')",-0.4042034,-0.3637251,0.0404783
1,1.613141,1.5787863,"('unfriendly', 'friendly')",1.6131409,1.5787863,-0.0343546
2,-0.007885836,0.10230659,"('unlikable', 'likable')",-0.0078858,0.1023066,0.1101924
3,0.24526156,0.3556158,"('repellent', 'pleasant')",0.2452616,0.3556158,0.1103542
4,-7.154686,-7.251494,"('disliked', 'liked')",-7.154686,-7.2514939,-0.0968079
5,0.16636094,0.13920876,"('distant', 'outgoing')",0.1663609,0.1392088,-0.0271521
6,0.8267803,0.6916652,"('distant', 'open')",0.8267803,0.6916652,-0.1351151
7,0.7123096,0.8058135,"('insensitive', 'sensitive')",0.7123096,0.8058135,0.0935039
8,1.7626038,1.6335126,"('unaffectionate', 'affectionate')",1.7626038,1.6335126,-0.1290912
9,2.0161972,2.0291674,"('unaffectionate', 'caring')",2.0161972,2.0291674,0.0129702
10,0.3957369,0.4792735,"('unsympathetic', 'sympathetic')",0.3957369,0.4792735,0.0835366
11,1.3344092,1.4336721,"('unhelpful', 'helpful')",1.3344092,1.4336721,0.0992629
12,-1.6319463,-1.5769696,"('unsupportive', 'supportive')",-1.6319463,-1.5769696,0.0549767
13,-0.6169607,-0.52740973,"('impolite', 'polite')",-0.6169607,-0.5274097,0.089551
14,-0.54723185,-0.48772627,"('antisocial', 'social')",-0.5472319,-0.4877263,0.0595056
15,0.19850826,0.14052208,"('boring', 'funny')",0.1985083,0.1405221,-0.0579862
16,-0.07647762,-0.12131687,"('unpopular', 'popular')",-0.0764776,-0.1213169,-0.0448393
17,-0.085086055,-0.09563798,"('nasty', 'nice')",-0.0850861,-0.095638,-0.0105519
18,-0.4302421,-0.40139788,"('disagreeable', 'welcoming')",-0.4302421,-0.4013979,0.0288442
19,-0.35311246,-0.3764901,"('inhospitable', 'hospitable')",-0.3531125,-0.3764901,-0.0233776
20,0.6060394,0.5785184,"('rough', 'thoughtful')",0.6060394,0.5785184,-0.027521
21,-0.896609,-0.6847871,"('immoral', 'moral')",-0.896609,-0.6847871,0.2118219
22,-0.8463798,-0.73584014,"('untrustworthy', 'trustworthy')",-0.8463798,-0.7358401,0.1105397
23,5.8134327,5.919124,"('insincere', 'sincere')",5.8134327,5.9191241,0.1056914
24,1.3754215,1.337297,"('dishonest', 'honest')",1.3754215,1.337297,-0.0381245
25,0.8473769,0.783565,"('egoistic', 'altruistic')",0.8473769,0.783565,-0.0638119
26,1.2310722,1.1103069,"('hardhearted', 'benevolent')",1.2310722,1.1103069,-0.1207653
27,1.7482228,1.5755599,"('hardhearted', 'softhearted')",1.7482228,1.5755599,-0.1726629
28,1.3095968,1.2494292,"('disloyal', 'loyal')",1.3095968,1.2494292,-0.0601676
29,-0.45713797,-0.57961607,"('unfair', 'fair')",-0.457138,-0.5796161,-0.1224781
30,0.49524158,0.622753,"('intolerant', 'tolerant')",0.4952416,0.622753,0.1275114
31,-0.42437208,-0.5824616,"('evil', 'good')",-0.4243721,-0.5824616,-0.1580895
32,1.2734023,1.2301761,"('unkind', 'kind')",1.2734023,1.2301761,-0.0432262
33,-0.027583225,-0.0811478,"('wrong', 'right')",-0.0275832,-0.0811478,-0.0535646
34,4.4981604,4.61567,"('mean', 'honorable')",4.4981604,4.6156702,0.1175098
35,-0.15858033,-0.48738152,"('corrupt', 'incorrupt')",-0.1585803,-0.4873815,-0.3288012
36,0.027083725,-0.1570698,"('hostile', 'amicable')",0.0270837,-0.1570698,-0.1841535
37,0.87800187,0.88850486,"('fake', 'genuine')",0.8780019,0.8885049,0.010503
38,-0.35646388,-0.28876472,"('untruthful', 'truthful')",-0.3564639,-0.2887647,0.0676992
39,-0.25672004,-0.18285774,"('exploitative', 'cooperative')",-0.25672,-0.1828577,0.0738623
40,-1.3908678,-1.5163765,"('stingy', 'generous')",-1.3908678,-1.5163765,-0.1255087
41,0.06999187,0.12325533,"('unforgiving', 'forgiving')",0.0699919,0.1232553,0.0532634
42,-2.1286678,-2.0626514,"('unreliable', 'reliable')",-2.1286678,-2.0626514,0.0660164
43,0.7878078,0.96686006,"('irresponsible', 'responsible')",0.7878078,0.9668601,0.1790523
44,-1.1587472,-1.1821928,"('prejudiced', 'unprejudiced')",-1.1587472,-1.1821928,-0.0234456
45,0.09158162,0.05378093,"('incompetent', 'competent')",0.0915816,0.0537809,-0.0378007
46,-1.211096,-1.0712501,"('uncompetitive', 'competitive')",-1.211096,-1.0712501,0.1398459
47,4.7309885,4.869475,"('stupid', 'smart')",4.7309885,4.8694749,0.1384864
48,0.40972525,0.43536127,"('unintelligent', 'intelligent')",0.4097252,0.4353613,0.0256361
49,-0.32061642,-0.13864963,"('unable', 'able')",-0.3206164,-0.1386496,0.1819668
50,-0.032101184,-0.07820921,"('clumsy', 'skillful')",-0.0321012,-0.0782092,-0.046108
51,-0.30020726,-0.25996816,"('uneducated', 'educated')",-0.3002073,-0.2599682,0.0402391
52,0.030312872,-0.19996145,"('irrational', 'rational')",0.0303129,-0.1999615,-0.2302744
53,0.29150677,0.23881799,"('uncreative', 'creative')",0.2915068,0.238818,-0.0526888
54,1.0936288,1.1579553,"('incapable', 'capable')",1.0936288,1.1579553,0.0643265
55,0.14057776,0.31872982,"('incompetent', 'clever')",0.1405778,0.3187298,0.178152
56,0.24101652,0.3465872,"('impractical', 'practical')",0.2410165,0.3465872,0.1055707
57,-2.5639648,-2.5229325,"('unimaginative', 'imaginative')",-2.5639648,-2.5229325,0.0410323
58,0.33820605,0.35244772,"('undiscriminating', 'discriminating')",0.3382061,0.3524477,0.0142416
59,0.26743168,0.23194198,"('foolish', 'wise')",0.2674317,0.231942,-0.0354897
60,-0.368878,-0.052059002,"('inefficient', 'efficient')",-0.368878,-0.052059,0.316819
61,0.23748451,0.12256689,"('illogical', 'logical')",0.2374845,0.1225669,-0.1149176
62,0.06555642,0.26815048,"('incompetent', 'brilliant')",0.0655564,0.2681505,0.2025941
63,-0.13490239,-0.0020598248,"('unperceptive', 'insightful')",-0.1349024,-0.0020598,0.1328426
64,-6.4220605,-6.3062177,"('shy', 'confident')",-6.4220605,-6.3062177,0.1158428
65,-0.22743139,-0.08646263,"('insecure', 'secure')",-0.2274314,-0.0864626,0.1409688
66,0.11172069,-0.033399418,"('inactive', 'active')",0.1117207,-0.0333994,-0.1451201
67,-0.7802992,-0.7138327,"('doubtful', 'determined')",-0.7802992,-0.7138327,0.0664665
68,-0.9118055,-0.86366487,"('dependent', 'independent')",-0.9118055,-0.8636649,0.0481406
69,-1.4095837,-1.495965,"('lazy', 'industrious')",-1.4095837,-1.495965,-0.0863813
70,0.7106712,0.8175072,"('lethargic', 'energetic')",0.7106712,0.8175072,0.106836
71,1.0893757,0.9823786,"('diffident', 'self-confident')",1.0893757,0.9823786,-0.1069971
72,0.8407887,0.9976009,"('unambitious', 'ambitious')",0.8407887,0.9976009,0.1568122
73,-2.8439083,-2.7966828,"('helpless', 'self-reliant')",-2.8439083,-2.7966828,0.0472255
74,-0.12416064,-0.11586359,"('undedicated', 'dedicated')",-0.1241606,-0.1158636,0.008297
75,-0.7918602,-0.73631084,"('meek', 'impulsive')",-0.7918602,-0.7363108,0.0555494
76,0.12932916,0.26081464,"('anxious', 'daring')",0.1293292,0.2608146,0.1314854
77,-1.7006255,-1.4837699,"('unmotivated', 'motivated')",-1.7006255,-1.4837699,0.2168556
78,-0.5910989,-0.6125883,"('nonresilient', 'resilient')",-0.5910989,-0.6125883,-0.0214894
79,0.27299845,0.18408215,"('wavering', 'unwavering')",0.2729985,0.1840822,-0.0889163
80,-0.8938623,-0.88619375,"('dominated', 'dominating')",-0.8938623,-0.8861938,0.0076685
81,-1.0394899,-0.86013025,"('submissive', 'aggressive')",-1.0394899,-0.8601303,0.1793596
82,6.3607354,6.3868113,"('poor', 'rich')",6.3607354,6.3868113,0.0260759
83,-0.3639558,-0.2916665,"('powerless', 'powerful')",-0.3639558,-0.2916665,0.0722893
84,0.41592807,0.42793968,"('inferior', 'superior')",0.4159281,0.4279397,0.0120116
85,-0.13468754,-0.2540668,"('insignificant', 'prestigious')",-0.1346875,-0.2540668,-0.1193793
86,0.15654348,0.17976803,"('uninfluential', 'influential')",0.1565435,0.179768,0.0232245
87,-0.5147677,-0.44370535,"('unsuccessful', 'successful')",-0.5147677,-0.4437054,0.0710623
88,0.0598901,0.13635717,"('low', 'eminent')",0.0598901,0.1363572,0.0764671
