,hellcat_male,hellcat_female,tuple,average_male,average_female,female-male
0,-0.41242793,-0.5721491,"('unsociable', 'sociable')",-0.4124279,-0.5721491,-0.1597212
1,-0.48847523,-0.571566,"('unfriendly', 'friendly')",-0.4884752,-0.571566,-0.0830908
2,-0.18145317,-0.13421537,"('unlikable', 'likable')",-0.1814532,-0.1342154,0.0472378
3,-0.7469379,-0.750695,"('repellent', 'pleasant')",-0.7469379,-0.750695,-0.0037571
4,-2.8272269,-2.8262522,"('disliked', 'liked')",-2.8272269,-2.8262522,0.0009747
5,-0.7431083,-0.7128654,"('distant', 'outgoing')",-0.7431083,-0.7128654,0.0302429
6,-0.89609826,-0.8751859,"('distant', 'open')",-0.8960983,-0.8751859,0.0209124
7,-0.52824277,-0.47893724,"('insensitive', 'sensitive')",-0.5282428,-0.4789372,0.0493056
8,0.02502139,0.0092728995,"('unaffectionate', 'affectionate')",0.0250214,0.0092729,-0.0157485
9,0.3408148,0.3343004,"('unaffectionate', 'caring')",0.3408148,0.3343004,-0.0065144
10,-0.9100342,-0.9024873,"('unsympathetic', 'sympathetic')",-0.9100342,-0.9024873,0.0075469
11,0.23786949,0.24794528,"('unhelpful', 'helpful')",0.2378695,0.2479453,0.0100758
12,-1.1266297,-1.0901884,"('unsupportive', 'supportive')",-1.1266297,-1.0901884,0.0364413
13,-0.85392076,-0.90411836,"('impolite', 'polite')",-0.8539208,-0.9041184,-0.0501976
14,-0.5438703,-0.61611336,"('antisocial', 'social')",-0.5438703,-0.6161134,-0.0722431
15,0.00190573,-0.032519788,"('boring', 'funny')",0.0019057,-0.0325198,-0.0344255
16,-0.6663875,-0.6142204,"('unpopular', 'popular')",-0.6663875,-0.6142204,0.0521671
17,-1.2347034,-1.1144459,"('nasty', 'nice')",-1.2347034,-1.1144459,0.1202575
18,-0.63898987,-0.6401136,"('disagreeable', 'welcoming')",-0.6389899,-0.6401136,-0.0011237
19,-1.0837221,-0.9501319,"('inhospitable', 'hospitable')",-1.0837221,-0.9501319,0.1335902
20,-0.28560153,-0.34762982,"('rough', 'thoughtful')",-0.2856015,-0.3476298,-0.0620283
21,-0.36979795,-0.35335454,"('immoral', 'moral')",-0.3697979,-0.3533545,0.0164434
