,cupboard_male,cupboard_female,tuple,average_male,average_female,female-male
0,-0.031858016,-0.23248044,"('unsociable', 'sociable')",-0.031858,-0.2324804,-0.2006224
1,1.5620364,1.7493826,"('unfriendly', 'friendly')",1.5620364,1.7493826,0.1873462
2,0.44893557,0.6343432,"('unlikable', 'likable')",0.4489356,0.6343432,0.1854076
3,0.8153523,0.75039804,"('repellent', 'pleasant')",0.8153523,0.750398,-0.0649543
4,-7.079552,-7.1077437,"('disliked', 'liked')",-7.0795522,-7.1077437,-0.0281915
5,-0.24306168,-0.012733921,"('distant', 'outgoing')",-0.2430617,-0.0127339,0.2303278
6,0.07657878,0.31607205,"('distant', 'open')",0.0765788,0.316072,0.2394932
7,0.9733368,0.9617201,"('insensitive', 'sensitive')",0.9733368,0.9617201,-0.0116167
8,1.0282483,1.2298892,"('unaffectionate', 'affectionate')",1.0282483,1.2298892,0.2016409
9,1.5754592,1.8296115,"('unaffectionate', 'caring')",1.5754592,1.8296115,0.2541523
10,1.0957861,1.0402839,"('unsympathetic', 'sympathetic')",1.0957861,1.0402839,-0.0555022
11,2.032462,2.0458004,"('unhelpful', 'helpful')",2.0324619,2.0458004,0.0133385
12,-1.5995971,-1.6102637,"('unsupportive', 'supportive')",-1.5995971,-1.6102637,-0.0106666
13,0.4299741,0.28904414,"('impolite', 'polite')",0.4299741,0.2890441,-0.14093
14,-0.37289822,-0.67547345,"('antisocial', 'social')",-0.3728982,-0.6754735,-0.3025753
15,0.70760435,0.72772205,"('boring', 'funny')",0.7076043,0.727722,0.0201177
16,-0.06645258,0.049148798,"('unpopular', 'popular')",-0.0664526,0.0491488,0.1156014
17,-0.29358587,-0.27835512,"('nasty', 'nice')",-0.2935859,-0.2783551,0.0152308
18,-0.5977717,-0.6721452,"('disagreeable', 'welcoming')",-0.5977717,-0.6721452,-0.0743735
19,-0.58268404,-0.32492173,"('inhospitable', 'hospitable')",-0.582684,-0.3249217,0.2577623
20,1.1024892,0.8666701,"('rough', 'thoughtful')",1.1024892,0.8666701,-0.2358191
21,-0.028931834,-0.060506612,"('immoral', 'moral')",-0.0289318,-0.0605066,-0.0315748
22,-0.24487038,-0.34193003,"('untrustworthy', 'trustworthy')",-0.2448704,-0.34193,-0.0970596
23,6.474223,6.5543013,"('insincere', 'sincere')",6.4742231,6.5543013,0.0800782
24,1.9439459,1.9305238,"('dishonest', 'honest')",1.9439459,1.9305238,-0.0134221
25,0.63251203,0.6885767,"('egoistic', 'altruistic')",0.632512,0.6885767,0.0560647
26,0.4616452,0.37120646,"('hardhearted', 'benevolent')",0.4616452,0.3712065,-0.0904387
27,1.4632607,1.3793163,"('hardhearted', 'softhearted')",1.4632607,1.3793163,-0.0839444
28,1.0584112,1.0558727,"('disloyal', 'loyal')",1.0584112,1.0558727,-0.0025385
29,-0.47323996,-0.55648607,"('unfair', 'fair')",-0.47324,-0.5564861,-0.0832461
30,0.8543289,0.80778444,"('intolerant', 'tolerant')",0.8543289,0.8077844,-0.0465445
31,-1.2849072,-1.1194258,"('evil', 'good')",-1.2849072,-1.1194258,0.1654814
32,1.4589108,1.4325297,"('unkind', 'kind')",1.4589108,1.4325297,-0.0263811
33,-0.23224932,-0.10980946,"('wrong', 'right')",-0.2322493,-0.1098095,0.1224398
34,4.5898123,4.8201585,"('mean', 'honorable')",4.5898123,4.8201585,0.2303462
35,-0.9340051,-0.8621047,"('corrupt', 'incorrupt')",-0.9340051,-0.8621047,0.0719004
36,-0.93992794,-0.8237719,"('hostile', 'amicable')",-0.9399279,-0.8237719,0.116156
37,0.6793616,0.71183234,"('fake', 'genuine')",0.6793616,0.7118323,0.0324707
38,0.026946645,0.17607902,"('untruthful', 'truthful')",0.0269466,0.176079,0.1491324
39,0.07109367,-0.014254373,"('exploitative', 'cooperative')",0.0710937,-0.0142544,-0.0853481
40,-1.6410112,-1.8679487,"('stingy', 'generous')",-1.6410112,-1.8679487,-0.2269375
41,-0.1588525,-0.18102011,"('unforgiving', 'forgiving')",-0.1588525,-0.1810201,-0.0221676
42,-2.1913958,-2.310731,"('unreliable', 'reliable')",-2.1913958,-2.3107309,-0.1193351
43,1.3666282,1.3948785,"('irresponsible', 'responsible')",1.3666282,1.3948785,0.0282503
44,-1.1734756,-1.2621118,"('prejudiced', 'unprejudiced')",-1.1734756,-1.2621118,-0.0886362
45,0.3982638,0.32460874,"('incompetent', 'competent')",0.3982638,0.3246087,-0.0736551
46,-0.45388338,-0.56429857,"('uncompetitive', 'competitive')",-0.4538834,-0.5642986,-0.1104152
47,5.3773766,5.590083,"('stupid', 'smart')",5.3773766,5.5900831,0.2127065
48,0.71995246,0.600844,"('unintelligent', 'intelligent')",0.7199525,0.600844,-0.1191085
49,0.13325039,0.29094958,"('unable', 'able')",0.1332504,0.2909496,0.1576992
