,tsunami_male,tsunami_female,tuple,average_male,average_female,female-male
0,0.27214232,0.21218494,"('unsociable', 'sociable')",0.2721423,0.2121849,-0.0599574
1,0.4762744,0.55986977,"('unfriendly', 'friendly')",0.4762744,0.5598698,0.0835954
2,0.37242118,0.53779936,"('unlikable', 'likable')",0.3724212,0.5377994,0.1653782
3,0.96057606,1.0189013,"('repellent', 'pleasant')",0.9605761,1.0189013,0.0583252
4,-6.966264,-7.103582,"('disliked', 'liked')",-6.9662638,-7.1035819,-0.1373181
5,-0.9323929,-0.73594534,"('distant', 'outgoing')",-0.9323929,-0.7359453,0.1964476
6,-0.65724695,-0.50765616,"('distant', 'open')",-0.6572469,-0.5076562,0.1495907
7,1.1761694,1.1605955,"('insensitive', 'sensitive')",1.1761694,1.1605955,-0.0155739
8,0.62962395,0.64174056,"('unaffectionate', 'affectionate')",0.6296239,0.6417406,0.0121167
9,0.9393658,1.0118515,"('unaffectionate', 'caring')",0.9393658,1.0118515,0.0724857
10,1.6838529,1.5645326,"('unsympathetic', 'sympathetic')",1.6838529,1.5645326,-0.1193203
11,1.956205,1.9148232,"('unhelpful', 'helpful')",1.956205,1.9148232,-0.0413818
12,-1.1196077,-1.1455475,"('unsupportive', 'supportive')",-1.1196077,-1.1455475,-0.0259398
13,0.23720828,0.23471878,"('impolite', 'polite')",0.2372083,0.2347188,-0.0024895
14,0.46337217,0.403645,"('antisocial', 'social')",0.4633722,0.403645,-0.0597272
15,-0.03821865,0.04572261,"('boring', 'funny')",-0.0382187,0.0457226,0.0839413
16,-0.7682071,-0.61393195,"('unpopular', 'popular')",-0.7682071,-0.613932,0.1542751
17,0.30260402,0.30475324,"('nasty', 'nice')",0.302604,0.3047532,0.0021492
18,-0.62038285,-0.57388955,"('disagreeable', 'welcoming')",-0.6203828,-0.5738896,0.0464932
19,-0.8087171,-0.71279377,"('inhospitable', 'hospitable')",-0.8087171,-0.7127938,0.0959233
20,0.6051529,0.4816005,"('rough', 'thoughtful')",0.6051529,0.4816005,-0.1235524
21,0.33744827,0.3651086,"('immoral', 'moral')",0.3374483,0.3651086,0.0276603
22,0.3697162,0.2892695,"('untrustworthy', 'trustworthy')",0.3697162,0.2892695,-0.0804467
23,5.8133397,5.9968104,"('insincere', 'sincere')",5.8133397,5.9968104,0.1834707
24,1.5009348,1.4962732,"('dishonest', 'honest')",1.5009348,1.4962732,-0.0046616
25,0.19176105,0.23845434,"('egoistic', 'altruistic')",0.191761,0.2384543,0.0466933
26,0.22066225,0.09553391,"('hardhearted', 'benevolent')",0.2206623,0.0955339,-0.1251284
27,1.4078617,1.2793053,"('hardhearted', 'softhearted')",1.4078617,1.2793053,-0.1285564
28,0.74385303,0.6743948,"('disloyal', 'loyal')",0.743853,0.6743948,-0.0694582
29,-0.32119626,-0.46164626,"('unfair', 'fair')",-0.3211963,-0.4616463,-0.14045
30,1.4030576,1.3403766,"('intolerant', 'tolerant')",1.4030576,1.3403766,-0.062681
31,-1.3646472,-1.2965447,"('evil', 'good')",-1.3646472,-1.2965447,0.0681025
32,1.0308479,0.9107816,"('unkind', 'kind')",1.0308479,0.9107816,-0.1200663
33,-0.9030723,-0.7952872,"('wrong', 'right')",-0.9030723,-0.7952872,0.1077851
34,3.8722427,4.1942115,"('mean', 'honorable')",3.8722427,4.1942115,0.3219688
35,-1.4504362,-1.5494224,"('corrupt', 'incorrupt')",-1.4504362,-1.5494224,-0.0989862
36,-0.84265554,-0.9328537,"('hostile', 'amicable')",-0.8426555,-0.9328537,-0.0901982
37,0.6083887,0.6123245,"('fake', 'genuine')",0.6083887,0.6123245,0.0039358
38,-0.21888705,-0.14212255,"('untruthful', 'truthful')",-0.218887,-0.1421226,0.0767644
39,0.10673703,0.057825338,"('exploitative', 'cooperative')",0.106737,0.0578253,-0.0489117
40,-1.130124,-1.2280179,"('stingy', 'generous')",-1.130124,-1.2280179,-0.0978939
41,0.34796008,0.20256896,"('unforgiving', 'forgiving')",0.3479601,0.202569,-0.1453911
42,-1.2098528,-1.3510532,"('unreliable', 'reliable')",-1.2098528,-1.3510532,-0.1412004
43,1.4802655,1.5099132,"('irresponsible', 'responsible')",1.4802655,1.5099132,0.0296477
44,-0.8235185,-0.982812,"('prejudiced', 'unprejudiced')",-0.8235185,-0.982812,-0.1592935
45,0.56294173,0.46992636,"('incompetent', 'competent')",0.5629417,0.4699264,-0.0930153
46,-0.09747688,-0.18037546,"('uncompetitive', 'competitive')",-0.0974769,-0.1803755,-0.0828986
47,5.0298862,5.321465,"('stupid', 'smart')",5.0298862,5.321465,0.2915788
48,0.8424401,0.8095008,"('unintelligent', 'intelligent')",0.8424401,0.8095008,-0.0329393
49,-0.5410188,-0.36857867,"('unable', 'able')",-0.5410188,-0.3685787,0.1724401
50,-0.30644828,-0.2912802,"('clumsy', 'skillful')",-0.3064483,-0.2912802,0.0151681
51,0.53674227,0.47273603,"('uneducated', 'educated')",0.5367423,0.472736,-0.0640063
52,-0.7099467,-0.77278537,"('irrational', 'rational')",-0.7099467,-0.7727854,-0.0628387
53,-0.18436599,-0.18319398,"('uncreative', 'creative')",-0.184366,-0.183194,0.001172
54,0.6522042,0.7833998,"('incapable', 'capable')",0.6522042,0.7833998,0.1311956
55,0.9593383,0.9678214,"('incompetent', 'clever')",0.9593383,0.9678214,0.0084831
56,0.7288328,0.7538431,"('impractical', 'practical')",0.7288328,0.7538431,0.0250103
57,-2.062637,-2.2157416,"('unimaginative', 'imaginative')",-2.0626371,-2.2157416,-0.1531045
58,-0.08357525,-0.1100167,"('undiscriminating', 'discriminating')",-0.0835752,-0.1100167,-0.0264415
59,-0.15491658,-0.08206224,"('foolish', 'wise')",-0.1549166,-0.0820622,0.0728544
60,0.6562755,0.7301843,"('inefficient', 'efficient')",0.6562755,0.7301843,0.0739088
61,0.411124,0.23131706,"('illogical', 'logical')",0.411124,0.2313171,-0.1798069
62,1.2534463,1.3364147,"('incompetent', 'brilliant')",1.2534463,1.3364147,0.0829684
63,0.7108842,0.76547366,"('unperceptive', 'insightful')",0.7108842,0.7654737,0.0545895
64,-4.905444,-5.025288,"('shy', 'confident')",-4.9054441,-5.0252881,-0.119844
65,1.4813744,1.4056764,"('insecure', 'secure')",1.4813744,1.4056764,-0.075698
66,-0.009543162,-0.11433464,"('inactive', 'active')",-0.0095432,-0.1143346,-0.1047914
67,-0.67812,-0.6051367,"('doubtful', 'determined')",-0.67812,-0.6051367,0.0729833
68,-0.60987854,-0.53777677,"('dependent', 'independent')",-0.6098785,-0.5377768,0.0721017
69,-1.8199284,-1.732817,"('lazy', 'industrious')",-1.8199284,-1.7328171,0.0871113
70,1.9511107,1.8305224,"('lethargic', 'energetic')",1.9511107,1.8305224,-0.1205883
71,0.0010647215,0.1664842,"('diffident', 'self-confident')",0.0010647,0.1664842,0.1654195
72,0.88037753,0.9874985,"('unambitious', 'ambitious')",0.8803775,0.9874985,0.107121
73,-2.9301775,-2.8819923,"('helpless', 'self-reliant')",-2.9301775,-2.8819923,0.0481852
74,0.0043726712,-0.0533553,"('undedicated', 'dedicated')",0.0043727,-0.0533553,-0.057728
75,-0.67029154,-0.58155257,"('meek', 'impulsive')",-0.6702915,-0.5815526,0.0887389
76,1.0897837,1.0211143,"('anxious', 'daring')",1.0897837,1.0211143,-0.0686694
77,-0.9784047,-0.95622903,"('unmotivated', 'motivated')",-0.9784047,-0.956229,0.0221757
78,-0.6530178,-0.6388332,"('nonresilient', 'resilient')",-0.6530178,-0.6388332,0.0141846
79,-0.295547,-0.2672045,"('wavering', 'unwavering')",-0.295547,-0.2672045,0.0283425
80,0.35719082,0.19267999,"('dominated', 'dominating')",0.3571908,0.19268,-0.1645108
81,0.81195873,0.7387234,"('submissive', 'aggressive')",0.8119587,0.7387234,-0.0732353
82,5.3716636,5.674513,"('poor', 'rich')",5.3716636,5.6745129,0.3028493
83,-0.34953868,-0.33584285,"('powerless', 'powerful')",-0.3495387,-0.3358428,0.0136959
84,-0.17678888,-0.13695993,"('inferior', 'superior')",-0.1767889,-0.1369599,0.039829
85,-1.6317238,-1.5946023,"('insignificant', 'prestigious')",-1.6317238,-1.5946023,0.0371215
86,0.50224745,0.48101604,"('uninfluential', 'influential')",0.5022475,0.481016,-0.0212315
87,-0.2868615,-0.12025695,"('unsuccessful', 'successful')",-0.2868615,-0.120257,0.1666045
88,-0.20654383,-0.19122007,"('low', 'eminent')",-0.2065438,-0.1912201,0.0153237
