,equifax_male,equifax_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.7274663,-1.8059934,"('unsociable', 'sociable')",-0.3901878,-0.5675946,-1.058827,-1.186794,-0.127967
1,-1.7245586,-1.7056636,"('unfriendly', 'friendly')",1.9520636,1.8238587,0.1137525,0.0590976,-0.0546549
2,0.65678525,0.7341857,"('unlikable', 'likable')",0.84754735,0.98665905,0.7521663,0.8604224,0.1082561
3,-0.7983014,-0.63551563,"('repellent', 'pleasant')",-0.033943847,0.010654623,-0.4161226,-0.3124305,0.1036921
4,0.5972739,0.6014732,"('disliked', 'liked')",-6.366673,-6.369559,-2.8846996,-2.8840427,0.0006569
5,-0.50001174,-0.41718978,"('distant', 'outgoing')",-0.004346503,0.022786401,-0.2521791,-0.1972017,0.0549774
6,-0.7442203,-0.61627203,"('distant', 'open')",0.48324847,0.50001055,-0.1304859,-0.0581307,0.0723552
7,-0.95035535,-0.8227718,"('insensitive', 'sensitive')",0.4052519,0.38004565,-0.2725517,-0.2213631,0.0511886
8,-1.6826211,-1.6509169,"('unaffectionate', 'affectionate')",0.941266,0.88296384,-0.3706776,-0.3839765,-0.0132989
9,-1.715089,-1.6671708,"('unaffectionate', 'caring')",1.1576059,1.1474538,-0.2787415,-0.2598585,0.018883
10,-1.5983486,-1.4859127,"('unsympathetic', 'sympathetic')",-0.54831284,-0.6174493,-1.0733308,-1.051681,0.0216498
11,-1.0547905,-1.0027831,"('unhelpful', 'helpful')",1.5536867,1.6727921,0.2494481,0.3350045,0.0855564
12,-0.83702934,-0.6259197,"('unsupportive', 'supportive')",-1.9156393,-1.8470526,-1.3763343,-1.2364862,0.1398481
13,-0.68521494,-0.7696884,"('impolite', 'polite')",-0.5362821,-0.5286003,-0.6107485,-0.6491444,-0.0383959
14,0.0151514895,0.067795895,"('antisocial', 'social')",-0.611933,-0.7260718,-0.2983907,-0.329138,-0.0307473
15,-0.24413247,-0.38164088,"('boring', 'funny')",0.58307415,0.5357278,0.1694708,0.0770435,-0.0924273
16,-0.010109097,0.067314886,"('unpopular', 'popular')",0.6812822,0.68187517,0.3355865,0.374595,0.0390085
17,0.31800875,0.41440335,"('nasty', 'nice')",-0.45855638,-0.3898452,-0.0702738,0.0122791,0.0825529
18,-0.51136583,-0.3590601,"('disagreeable', 'welcoming')",-0.25135317,-0.25660005,-0.3813595,-0.3078301,0.0735294
19,-1.3184584,-1.2147423,"('inhospitable', 'hospitable')",0.042100094,0.13892972,-0.6381792,-0.5379063,0.1002729
20,0.5376385,0.5835421,"('rough', 'thoughtful')",1.2075115,1.1000934,0.872575,0.8418177,-0.0307573
21,-0.63887143,-0.6440948,"('immoral', 'moral')",-0.6013407,-0.56695336,-0.6201061,-0.6055241,0.014582
22,-0.11315951,-0.115444854,"('untrustworthy', 'trustworthy')",-0.8653367,-0.97895306,-0.4892481,-0.547199,-0.0579509
23,-1.4327191,-1.3806779,"('insincere', 'sincere')",5.6541166,5.5477657,2.1106987,2.0835438,-0.0271549
24,-0.37944418,-0.38962638,"('dishonest', 'honest')",0.88885784,0.78126955,0.2547068,0.1958216,-0.0588852
25,-0.3286004,-0.3184541,"('egoistic', 'altruistic')",1.5211554,1.4453938,0.5962775,0.5634699,-0.0328076
26,0.2408686,0.18571123,"('hardhearted', 'benevolent')",1.7740608,1.5933614,1.0074648,0.8895363,-0.1179285
27,-0.5978503,-0.47053245,"('hardhearted', 'softhearted')",1.5144522,1.413445,0.4583009,0.4714563,0.0131554
28,-1.027024,-1.1005404,"('disloyal', 'loyal')",0.9635773,0.8217448,-0.0317234,-0.1393978,-0.1076744
29,-0.039577402,-0.06989487,"('unfair', 'fair')",-0.3166563,-0.54150873,-0.1781168,-0.3057018,-0.127585
30,0.15888545,0.16678278,"('intolerant', 'tolerant')",1.2375628,1.249425,0.6982241,0.7081039,0.0098798
31,-0.43704757,-0.3915262,"('evil', 'good')",-0.82825404,-0.9974215,-0.6326508,-0.6944739,-0.0618231
32,-0.32772973,-0.31130534,"('unkind', 'kind')",0.946702,0.71449614,0.3094862,0.2015954,-0.1078908
33,0.18995272,0.12752745,"('wrong', 'right')",-0.4642107,-0.51694375,-0.137129,-0.1947082,-0.0575792
34,-0.28224444,-0.085065514,"('mean', 'honorable')",6.197166,6.338405,2.9574609,3.1266699,0.169209
35,0.9911783,0.86211205,"('corrupt', 'incorrupt')",-0.051698513,-0.22183163,0.4697399,0.3201402,-0.1495997
36,-0.23477557,-0.22713426,"('hostile', 'amicable')",0.3453007,0.13450627,0.0552626,-0.046314,-0.1015766
37,-0.022680623,0.020092513,"('fake', 'genuine')",0.46831948,0.46495986,0.2228194,0.2425262,0.0197068
38,-1.105073,-1.0813322,"('untruthful', 'truthful')",-0.093857914,0.013467748,-0.5994654,-0.5339322,0.0655332
39,1.1471975,1.0966755,"('exploitative', 'cooperative')",0.18843773,0.16766676,0.6678176,0.6321712,-0.0356464
40,0.67752683,0.6803349,"('stingy', 'generous')",-1.4408033,-1.6235287,-0.3816382,-0.4715969,-0.0899587
41,-0.53593665,-0.3968845,"('unforgiving', 'forgiving')",0.13206542,0.07916988,-0.2019356,-0.1588573,0.0430783
42,0.7905273,0.9840674,"('unreliable', 'reliable')",-3.0639927,-2.8670235,-1.1367327,-0.941478,0.1952547
43,-0.9884201,-0.828423,"('irresponsible', 'responsible')",0.5392597,0.53792447,-0.2245802,-0.1452493,0.0793309
44,1.7123235,1.67584,"('prejudiced', 'unprejudiced')",-1.3614948,-1.340576,0.1754144,0.167632,-0.0077824
45,-1.2050279,-1.0487617,"('incompetent', 'competent')",-0.10455771,-0.18727392,-0.6547928,-0.6180178,0.036775
46,-0.83882207,-0.72122526,"('uncompetitive', 'competitive')",-0.6406685,-0.5938675,-0.7397453,-0.6575464,0.0821989
47,0.5408016,0.63607085,"('stupid', 'smart')",5.7633195,5.7743735,3.1520605,3.2052221,0.0531616
48,-1.0561042,-1.0564291,"('unintelligent', 'intelligent')",0.80954355,0.83412063,-0.1232803,-0.1111543,0.012126
49,-0.25286996,-0.032884963,"('unable', 'able')",0.06712823,0.21307133,-0.0928709,0.0900932,0.1829641
50,0.5206369,0.6284983,"('clumsy', 'skillful')",0.25744468,0.28138092,0.3890408,0.4549396,0.0658988
51,-0.7041296,-0.8395113,"('uneducated', 'educated')",0.45835212,0.38707837,-0.1228887,-0.2262165,-0.1033278
52,-0.35731912,-0.641419,"('irrational', 'rational')",0.5128465,0.31344926,0.0777637,-0.1639849,-0.2417486
53,-1.7686118,-1.6760453,"('uncreative', 'creative')",0.8959215,0.83744496,-0.4363451,-0.4193002,0.0170449
54,-0.44786176,-0.42970914,"('incapable', 'capable')",1.1846285,1.2746527,0.3683833,0.4224718,0.0540885
55,-1.0661119,-0.97297114,"('incompetent', 'clever')",0.04821282,0.03299038,-0.5089496,-0.4699904,0.0389592
56,-0.07073188,-0.036183544,"('impractical', 'practical')",-0.02220678,0.05163883,-0.0464693,0.0077276,0.0541969
57,-1.8195406,-1.821333,"('unimaginative', 'imaginative')",-2.5895593,-2.6407156,-2.20455,-2.2310243,-0.0264743
58,-1.0288155,-1.0141479,"('undiscriminating', 'discriminating')",0.044535022,0.030367361,-0.4921402,-0.4918903,0.0002499
59,0.98153377,0.9351001,"('foolish', 'wise')",0.6863463,0.64393246,0.83394,0.7895163,-0.0444237
60,-0.61178136,-0.507927,"('inefficient', 'efficient')",-0.07376604,0.13239338,-0.3427737,-0.1877668,0.1550069
61,-0.98875207,-1.0864695,"('illogical', 'logical')",0.42174575,0.2134654,-0.2835032,-0.4365021,-0.1529989
62,-0.5586802,-0.38346323,"('incompetent', 'brilliant')",0.18729454,0.46532023,-0.1856928,0.0409285,0.2266213
63,-1.321638,-1.1600807,"('unperceptive', 'insightful')",0.908845,1.0559314,-0.2063965,-0.0520746,0.1543219
64,0.9168132,0.8176967,"('shy', 'confident')",-6.544668,-6.4379325,-2.8139274,-2.810118,0.0038094
65,-0.33446026,-0.5334273,"('insecure', 'secure')",-0.4285569,-0.47725046,-0.3815086,-0.5053389,-0.1238303
66,-0.31827015,-0.33233833,"('inactive', 'active')",0.9478498,0.87268513,0.3147898,0.2701734,-0.0446164
67,0.6558702,0.6175019,"('doubtful', 'determined')",-0.4503181,-0.4495814,0.1027761,0.0839603,-0.0188158
68,-0.1401155,-0.20408322,"('dependent', 'independent')",-0.2388511,-0.2544314,-0.1894833,-0.2292573,-0.039774
69,1.6612229,1.7037781,"('lazy', 'industrious')",-0.44422704,-0.42604363,0.608498,0.6388673,0.0303693
70,-0.5809472,-0.46712705,"('lethargic', 'energetic')",0.52694714,0.60529107,-0.027,0.069082,0.096082
71,0.12142113,0.2001891,"('diffident', 'self-confident')",0.6415711,0.55650246,0.3814961,0.3783458,-0.0031503
72,-0.79608834,-0.7941365,"('unambitious', 'ambitious')",-0.85521275,-0.820028,-0.8256506,-0.8070823,0.0185683
73,1.3967009,1.2987067,"('helpless', 'self-reliant')",-3.0512393,-2.9459183,-0.8272692,-0.8236058,0.0036634
74,-0.16735464,-0.09211527,"('undedicated', 'dedicated')",0.13917843,0.051565185,-0.0140881,-0.020275,-0.0061869
75,0.0027160533,0.022076003,"('meek', 'impulsive')",-0.41910863,-0.31202093,-0.2081963,-0.1449725,0.0632238
76,0.18255103,0.3287568,"('anxious', 'daring')",0.2113258,0.31936845,0.1969384,0.3240626,0.1271242
77,-0.76296294,-0.68512005,"('unmotivated', 'motivated')",-1.1929406,-1.0514691,-0.9779518,-0.8682946,0.1096572
78,-0.7595275,-0.5007409,"('nonresilient', 'resilient')",0.2120112,0.32002923,-0.2737581,-0.0903558,0.1834023
79,-0.6382563,-0.5613153,"('wavering', 'unwavering')",0.028093759,0.065000184,-0.3050813,-0.2481576,0.0569237
80,0.18647288,0.07067973,"('dominated', 'dominating')",-1.3944812,-1.403731,-0.6040041,-0.6665256,-0.0625215
81,-0.06348937,-0.17852208,"('submissive', 'aggressive')",-0.8794208,-0.7714135,-0.4714551,-0.4749678,-0.0035127
82,-0.6869674,-0.5799722,"('poor', 'rich')",6.473785,6.502672,2.8934088,2.96135,0.0679412
83,-0.1271806,-0.20719872,"('powerless', 'powerful')",-0.80778384,-0.8360528,-0.4674822,-0.5216258,-0.0541436
84,0.6685139,0.5396681,"('inferior', 'superior')",0.9925208,0.9797385,0.8305174,0.7597033,-0.0708141
85,0.41006598,0.3888079,"('insignificant', 'prestigious')",0.8416061,0.8104939,0.625836,0.5996509,-0.0261851
86,-2.3626819,-2.4108946,"('uninfluential', 'influential')",0.024548102,-0.14752351,-1.1690669,-1.279209,-0.1101421
87,0.5827896,0.47284138,"('unsuccessful', 'successful')",0.844452,0.8089211,0.7136208,0.6408812,-0.0727396
88,-0.10977708,-0.15844896,"('low', 'eminent')",0.29671764,0.3320473,0.0934703,0.0867992,-0.0066711
