,edwards_male,edwards_female,tuple,lifesciences_male,lifesciences_female,corp_male,corp_female,average_male,average_female,female-male
0,0.89258146,0.8046043,"('unsociable', 'sociable')",-1.1482308,-1.177469,-0.34798494,-0.48743847,-0.2012114,-0.2867677,-0.0855563
1,0.6243607,0.41102505,"('unfriendly', 'friendly')",-0.7509468,-0.8567086,1.688744,1.5914167,0.5207193,0.381911,-0.1388083
2,0.94544244,1.0071691,"('unlikable', 'likable')",1.0349655,1.0952047,0.6690052,0.72375524,0.8831377,0.942043,0.0589053
3,0.40113822,0.49451765,"('repellent', 'pleasant')",-1.1425022,-1.065754,0.6939018,0.7064193,-0.0158207,0.045061,0.0608817
4,-0.63696843,-0.7226303,"('disliked', 'liked')",0.9947321,0.93220586,-7.0209265,-7.268366,-2.2210542,-2.3529301,-0.1318759
5,-0.2505688,-0.25524005,"('distant', 'outgoing')",1.0080135,1.0232846,-0.39221495,-0.35710132,0.1217432,0.1369811,0.0152379
6,-0.14921555,-0.17269042,"('distant', 'open')",0.5199547,0.5289486,-0.13194159,-0.12189099,0.0795992,0.0781224,-0.0014768
7,1.0446166,1.0710349,"('insensitive', 'sensitive')",-1.2015296,-1.1199656,0.47004333,0.4394998,0.1043768,0.1301897,0.0258129
8,0.0995041,0.032301106,"('unaffectionate', 'affectionate')",-0.3442338,-0.4088415,0.9986756,0.9859125,0.2513153,0.203124,-0.0481913
9,1.2153744,1.1593919,"('unaffectionate', 'caring')",-0.25445965,-0.28991866,1.5387062,1.5771736,0.833207,0.8155489,-0.0176581
10,1.5439488,1.574249,"('unsympathetic', 'sympathetic')",-3.216836,-3.1600568,-0.3634764,-0.38028982,-0.6787879,-0.6553659,0.023422
11,0.014751647,0.0840894,"('unhelpful', 'helpful')",-0.72940826,-0.67580277,1.7667607,1.8899443,0.3507014,0.4327436,0.0820422
12,1.5616727,1.5966729,"('unsupportive', 'supportive')",-0.47256997,-0.3442866,-1.82727,-1.8792536,-0.2460558,-0.2089558,0.0371
13,0.98129845,0.95382464,"('impolite', 'polite')",-0.7047466,-0.67917967,-0.91509885,-0.91104865,-0.212849,-0.2121346,0.0007144
14,-0.03115388,0.022644263,"('antisocial', 'social')",-0.6619496,-0.5771264,-0.5351178,-0.6318667,-0.4094071,-0.3954496,0.0139575
15,0.015835807,-0.08037884,"('boring', 'funny')",0.93066317,0.86022735,-0.0038850065,-0.011438115,0.3142047,0.2561368,-0.0580679
16,-1.4268324,-1.4947256,"('unpopular', 'popular')",0.8551209,0.75518626,0.41932616,0.356761,-0.0507951,-0.1275928,-0.0767977
17,-0.25041798,-0.21468267,"('nasty', 'nice')",0.24330902,0.34741879,-0.40452972,-0.30263543,-0.1372129,-0.0566331,0.0805798
18,-0.7855983,-0.82319343,"('disagreeable', 'welcoming')",0.032511756,0.12744169,-0.52666193,-0.5824243,-0.4265828,-0.4260587,0.0005241
19,-0.71832585,-0.67127925,"('inhospitable', 'hospitable')",-0.3714366,-0.33233085,-0.40868068,-0.29568854,-0.499481,-0.4330995,0.0663815
20,1.1749336,1.2139894,"('rough', 'thoughtful')",-0.012525776,-0.0051614884,0.7327287,0.7065333,0.6317122,0.6384537,0.0067415
21,0.49604198,0.562989,"('immoral', 'moral')",-1.0826422,-1.0553051,-1.0018708,-0.95848465,-0.5294903,-0.4836003,0.04589
22,-0.2436787,-0.24362421,"('untrustworthy', 'trustworthy')",-0.518153,-0.46203858,-0.978769,-1.0633035,-0.5802002,-0.5896554,-0.0094552
23,0.8178367,0.7579104,"('insincere', 'sincere')",-1.3038688,-1.2792407,5.7974396,5.9135184,1.7704692,1.797396,0.0269268
24,1.0327649,1.0750933,"('dishonest', 'honest')",-0.94029063,-0.897311,0.83787197,0.84691596,0.3101154,0.3415661,0.0314507
25,0.62058973,0.5415691,"('egoistic', 'altruistic')",1.3939295,1.3562282,1.171397,1.1165882,1.0619721,1.0047952,-0.0571769
26,0.64932907,0.4761927,"('hardhearted', 'benevolent')",0.79490936,0.7598158,1.8271649,1.6703725,1.0904678,0.9687937,-0.1216741
27,2.0087497,1.986953,"('hardhearted', 'softhearted')",-0.5156156,-0.4160992,1.6388221,1.5689993,1.0439854,1.0466177,0.0026323
28,0.4014837,0.25562865,"('disloyal', 'loyal')",-0.73123753,-0.85635513,1.0250832,0.9563257,0.2317765,0.1185331,-0.1132434
29,-0.48186934,-0.4661686,"('unfair', 'fair')",-0.3880992,-0.35534784,-0.26427117,-0.38732964,-0.3780799,-0.4029487,-0.0248688
