,abercrombie_male,abercrombie_female,tuple,&_male,&_female,fitch_male,fitch_female,co_male,co_female,average_male,average_female,female-male
0,-2.2771866,-2.4503214,"('unsociable', 'sociable')",-1.1278956,-1.2319797,-0.67955965,-0.75381726,-0.1723004,-0.24870986,-1.0642356,-1.171207,-0.1069714
1,-0.89507246,-1.0254889,"('unfriendly', 'friendly')",-0.3108838,-0.31871873,2.3649158,2.223923,1.6676626,1.5725504,0.7066556,0.6130664,-0.0935892
2,0.39142793,0.40099087,"('unlikable', 'likable')",1.0857326,1.1086758,0.944022,0.9148306,0.61291397,0.71319574,0.7585241,0.7844233,0.0258992
3,-1.7693818,-1.7923982,"('repellent', 'pleasant')",-0.8796232,-0.8769546,-0.67374265,-0.66857725,0.3395144,0.35720953,-0.7458083,-0.7451801,0.0006282
4,1.1088731,1.1059903,"('disliked', 'liked')",1.4529132,1.4622121,1.4903598,1.4258189,-6.645621,-6.6176224,-0.6483687,-0.6559002,-0.0075315
5,2.083172,2.1370707,"('distant', 'outgoing')",1.308286,1.4092886,3.7673204,3.7347775,-0.36394525,-0.3301694,1.6987083,1.7377418,0.0390335
6,2.0932992,2.1379957,"('distant', 'open')",1.4149026,1.5144101,3.1578062,3.100863,0.1317238,0.14487961,1.699433,1.7245371,0.0251041
7,-1.889907,-1.9506997,"('insensitive', 'sensitive')",-1.7916279,-1.821332,-0.43901956,-0.43435794,0.119365096,0.15678144,-1.0002973,-1.0124021,-0.0121048
8,-0.6125435,-0.6582985,"('unaffectionate', 'affectionate')",-0.2074216,-0.20816219,1.58452,1.5342661,0.74019426,0.6655191,0.3761873,0.3333311,-0.0428562
9,-0.82209814,-0.88331866,"('unaffectionate', 'caring')",-0.64065933,-0.6566975,2.2280982,2.184443,1.240865,1.2166669,0.5015514,0.4652734,-0.036278
10,-3.6823282,-3.7934034,"('unsympathetic', 'sympathetic')",-2.7651691,-2.8666787,-1.8676003,-1.8890646,-0.27658945,-0.30220234,-2.1479218,-2.2128372,-0.0649154
11,-2.1718364,-2.2480264,"('unhelpful', 'helpful')",-2.861385,-2.8587584,-1.0836059,-1.065003,1.6228493,1.6285403,-1.1234944,-1.1358118,-0.0123174
12,-1.205771,-1.2533796,"('unsupportive', 'supportive')",-0.59230715,-0.5292329,1.3921443,1.3817382,-1.8867979,-1.8318666,-0.5731829,-0.5581852,0.0149977
13,-1.8279328,-1.8887299,"('impolite', 'polite')",-1.7656419,-1.7719389,-0.7332073,-0.7210604,-0.38779706,-0.43041664,-1.1786448,-1.2030364,-0.0243916
14,-2.0044575,-2.1094263,"('antisocial', 'social')",-1.3479376,-1.419014,-2.7836561,-2.8129952,-0.7015354,-0.7062507,-1.7093966,-1.7619215,-0.0525249
15,0.4246583,0.41720757,"('boring', 'funny')",0.6442356,0.65203834,0.56973195,0.55160433,0.6046499,0.6193757,0.5608189,0.5600565,-0.0007624
16,0.8958571,0.9468609,"('unpopular', 'popular')",0.6900018,0.74743444,-0.7754657,-0.78730303,0.068506524,0.004428409,0.2197249,0.2278552,0.0081303
