,advanced_male,advanced_female,tuple,micro_male,micro_female,devices_male,devices_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.08205442,-0.10771598,"('unsociable', 'sociable')",-0.65692425,-0.70767546,-0.94819087,-0.99945384,-0.3378321,-0.45095897,-0.5062504,-0.5664511,-0.0602007
1,-1.1804934,-1.3633453,"('unfriendly', 'friendly')",0.11385778,-0.059116643,-0.18137611,-0.49790615,1.7263806,1.5228193,0.1195922,-0.0993872,-0.2189794
2,0.670401,0.7065547,"('unlikable', 'likable')",0.07901568,0.11498609,-0.30321112,-0.34592724,0.3719389,0.39344817,0.2045361,0.2172654,0.0127293
3,-0.53855836,-0.43696088,"('repellent', 'pleasant')",-1.4633663,-1.3491439,-0.92069024,-0.84314233,0.24602088,0.317216,-0.6691485,-0.5780078,0.0911407
4,-0.2476377,-0.4210059,"('disliked', 'liked')",0.064026155,0.03522998,0.62236816,0.4700846,-6.017166,-6.189899,-1.3946024,-1.5263976,-0.1317952
5,-1.3287064,-1.4054763,"('distant', 'outgoing')",-0.07489656,-0.11699504,-0.57526404,-0.72635597,-0.24245423,-0.3935021,-0.5553303,-0.6605824,-0.1052521
6,-1.70412,-1.7783576,"('distant', 'open')",-0.6004536,-0.65633816,-0.52526844,-0.70211214,0.3869134,0.23176286,-0.6107322,-0.7262613,-0.1155291
7,0.57305366,0.6666924,"('insensitive', 'sensitive')",-0.24657796,-0.2180672,-0.6122629,-0.5542647,0.5215484,0.5601571,0.0589403,0.1136294,0.0546891
8,0.320196,0.24421647,"('unaffectionate', 'affectionate')",0.73039335,0.6486739,0.27970096,0.13282292,0.68187845,0.5338926,0.5030422,0.3899015,-0.1131407
9,0.13139695,0.10608462,"('unaffectionate', 'caring')",0.5508934,0.45489615,-0.14380446,-0.3162314,1.2301567,1.1465591,0.4421606,0.3478271,-0.0943335
10,-0.1106837,0.06949417,"('unsympathetic', 'sympathetic')",-1.8822559,-1.7611362,-1.3319325,-1.2243593,-0.23753767,-0.17583866,-0.8906024,-0.77296,0.1176424
11,0.44406438,0.6183757,"('unhelpful', 'helpful')",0.45010045,0.51426053,-0.049203992,0.0597306,1.7190828,1.7631637,0.6410109,0.7388827,0.0978718
12,1.4579439,1.6118062,"('unsupportive', 'supportive')",0.1084019,0.2919017,-0.30519384,-0.24651544,-1.824599,-1.8491342,-0.1408617,-0.0479854,0.0928763
13,0.0009796023,0.055095505,"('impolite', 'polite')",-0.0596563,-0.025363965,-0.53708047,-0.43922013,-0.19107822,-0.18807629,-0.1967089,-0.1493912,0.0473177
14,0.77314013,0.82715493,"('antisocial', 'social')",0.29567003,0.34630886,0.21604407,0.22762172,-0.2837531,-0.2750751,0.2502753,0.2815026,0.0312273
15,0.2827764,0.13330305,"('boring', 'funny')",0.92670244,0.7818162,0.5242713,0.47512278,0.6121802,0.49959037,0.5864826,0.4724581,-0.1140245
16,-0.46504772,-0.56894237,"('unpopular', 'popular')",-0.23812813,-0.2732642,0.35763425,0.30909002,0.76582515,0.6920435,0.1050709,0.0397317,-0.0653392
