,counterterrorism_male,counterterrorism_female,tuple,average_male,average_female,female-male
0,-0.99580026,-1.0421708,"('unsociable', 'sociable')",-0.9958003,-1.0421708,-0.0463705
1,-0.9446471,-1.1053969,"('unfriendly', 'friendly')",-0.9446471,-1.1053969,-0.1607498
2,0.008785823,-0.025562186,"('unlikable', 'likable')",0.0087858,-0.0255622,-0.034348
3,-1.5817904,-1.4589474,"('repellent', 'pleasant')",-1.5817904,-1.4589474,0.122843
4,-1.2045987,-1.101574,"('disliked', 'liked')",-1.2045987,-1.1015739,0.1030248
5,0.35218188,0.2916004,"('distant', 'outgoing')",0.3521819,0.2916004,-0.0605815
6,0.11355615,0.008761812,"('distant', 'open')",0.1135561,0.0087618,-0.1047943
7,-1.6457578,-1.5599992,"('insensitive', 'sensitive')",-1.6457578,-1.5599992,0.0857586
8,-1.0220776,-1.229348,"('unaffectionate', 'affectionate')",-1.0220776,-1.2293479,-0.2072703
9,-0.8599353,-0.9741328,"('unaffectionate', 'caring')",-0.8599353,-0.9741328,-0.1141975
10,-2.0984752,-2.0673153,"('unsympathetic', 'sympathetic')",-2.0984752,-2.0673153,0.0311599
11,-0.27355015,-0.26337275,"('unhelpful', 'helpful')",-0.2735502,-0.2633727,0.0101775
12,-1.4806801,-1.4357442,"('unsupportive', 'supportive')",-1.4806801,-1.4357442,0.0449359
13,-0.57617986,-0.599187,"('impolite', 'polite')",-0.5761799,-0.599187,-0.0230071
14,-1.1392553,-1.0748135,"('antisocial', 'social')",-1.1392553,-1.0748135,0.0644418
15,0.68781996,0.6111539,"('boring', 'funny')",0.68782,0.6111539,-0.0766661
16,-0.38192755,-0.43292242,"('unpopular', 'popular')",-0.3819275,-0.4329224,-0.0509949
17,-0.8864232,-0.8365171,"('nasty', 'nice')",-0.8864232,-0.8365171,0.0499061
18,-0.4765741,-0.5156878,"('disagreeable', 'welcoming')",-0.4765741,-0.5156878,-0.0391137
19,-0.82950515,-0.8713104,"('inhospitable', 'hospitable')",-0.8295051,-0.8713104,-0.0418053
20,-0.26291645,-0.21645574,"('rough', 'thoughtful')",-0.2629164,-0.2164557,0.0464607
21,-1.6460761,-1.5790244,"('immoral', 'moral')",-1.6460761,-1.5790244,0.0670517
22,-0.691477,-0.6625448,"('untrustworthy', 'trustworthy')",-0.691477,-0.6625448,0.0289322
23,-0.16534773,-0.29434657,"('insincere', 'sincere')",-0.1653477,-0.2943466,-0.1289989
24,-1.5175755,-1.6049802,"('dishonest', 'honest')",-1.5175755,-1.6049802,-0.0874047
25,0.74469554,0.66542685,"('egoistic', 'altruistic')",0.7446955,0.6654269,-0.0792686
26,0.41203254,0.25430626,"('hardhearted', 'benevolent')",0.4120325,0.2543063,-0.1577262
27,-1.2447091,-1.2837018,"('hardhearted', 'softhearted')",-1.2447091,-1.2837018,-0.0389927
28,-0.29144594,-0.42693666,"('disloyal', 'loyal')",-0.2914459,-0.4269367,-0.1354908
29,-0.8355167,-0.8422825,"('unfair', 'fair')",-0.8355167,-0.8422825,-0.0067658
30,-0.8180286,-0.8244222,"('intolerant', 'tolerant')",-0.8180286,-0.8244222,-0.0063936
31,-1.039825,-1.0878339,"('evil', 'good')",-1.039825,-1.0878339,-0.0480089
32,0.23375687,0.15678023,"('unkind', 'kind')",0.2337569,0.1567802,-0.0769767
33,0.88337404,0.8351421,"('wrong', 'right')",0.883374,0.8351421,-0.0482319
34,-0.17622449,-0.15585405,"('mean', 'honorable')",-0.1762245,-0.155854,0.0203705
35,0.92964226,0.81136686,"('corrupt', 'incorrupt')",0.9296423,0.8113669,-0.1182754
36,-0.7349889,-0.8098533,"('hostile', 'amicable')",-0.7349889,-0.8098533,-0.0748644
37,-1.4127855,-1.4132963,"('fake', 'genuine')",-1.4127855,-1.4132963,-0.0005108
38,-0.482773,-0.5605251,"('untruthful', 'truthful')",-0.482773,-0.5605251,-0.0777521
39,-0.6584193,-0.7200161,"('exploitative', 'cooperative')",-0.6584193,-0.7200161,-0.0615968
40,-1.8135734,-1.7422932,"('stingy', 'generous')",-1.8135734,-1.7422932,0.0712802
41,-1.6228602,-1.6658279,"('unforgiving', 'forgiving')",-1.6228602,-1.6658279,-0.0429677
42,0.13546091,0.2007756,"('unreliable', 'reliable')",0.1354609,0.2007756,0.0653147
43,-0.73956925,-0.79237276,"('irresponsible', 'responsible')",-0.7395692,-0.7923728,-0.0528036
44,0.5278846,0.51329184,"('prejudiced', 'unprejudiced')",0.5278846,0.5132918,-0.0145928
45,-2.0947883,-1.9929366,"('incompetent', 'competent')",-2.0947883,-1.9929366,0.1018517
