,nrg_male,nrg_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.5634733,-1.783087,"('unsociable', 'sociable')",0.36829656,0.22502571,-0.53156614,-0.6946172,-0.575581,-0.7508929,-0.1753119
1,-1.8655438,-1.9292693,"('unfriendly', 'friendly')",0.10203263,-0.05006954,1.2735343,1.1761729,-0.1633256,-0.267722,-0.1043964
2,0.3281665,0.3172243,"('unlikable', 'likable')",1.2896583,1.2469202,0.82408243,0.87074894,0.8139691,0.8116311,-0.002338
3,-0.1291824,-0.05887788,"('repellent', 'pleasant')",0.08939392,0.13555263,0.31103745,0.2878577,0.0904163,0.1215108,0.0310945
4,0.11094451,-0.021207001,"('disliked', 'liked')",0.3427401,0.19497508,-5.4973245,-5.6344123,-1.6812132,-1.8202147,-0.1390015
5,-0.73529536,-0.750135,"('distant', 'outgoing')",-0.68027985,-0.70727885,-0.6241051,-0.59541774,-0.6798935,-0.6842772,-0.0043837
6,-1.1216453,-1.1118768,"('distant', 'open')",-1.3428167,-1.4165525,-0.3685476,-0.3639901,-0.9443366,-0.9641399,-0.0198033
7,-0.10626525,-0.15654773,"('insensitive', 'sensitive')",1.0264143,1.0359179,0.5242061,0.48928943,0.4814517,0.4562199,-0.0252318
8,-1.3712081,-1.4100691,"('unaffectionate', 'affectionate')",-1.137341,-1.2370907,0.07180258,0.013181789,-0.8122489,-0.8779927,-0.0657438
9,-0.9955552,-1.0814743,"('unaffectionate', 'caring')",-0.042794116,-0.13570563,0.5413112,0.491406,-0.1656794,-0.2419246,-0.0762452
10,-1.821758,-1.9487101,"('unsympathetic', 'sympathetic')",-0.054460045,-0.12084587,-0.585107,-0.6666873,-0.8204417,-0.9120811,-0.0916394
11,-0.3995331,-0.47813597,"('unhelpful', 'helpful')",0.82683194,0.82412434,1.8678486,1.8568563,0.7650491,0.7342815,-0.0307676
12,-0.025035389,-0.026789626,"('unsupportive', 'supportive')",0.6418817,0.65669984,-1.8605232,-1.8728449,-0.414559,-0.4143116,0.0002474
13,-1.0139372,-1.0833161,"('impolite', 'polite')",0.56770575,0.62168264,-0.41660357,-0.4707614,-0.2876117,-0.3107983,-0.0231866
14,-0.17658855,-0.23737693,"('antisocial', 'social')",1.4131465,1.4030796,-0.39692587,-0.49730596,0.2798774,0.2227989,-0.0570785
15,0.32559875,0.1795157,"('boring', 'funny')",-0.09510751,-0.16784552,0.6347426,0.59935766,0.2884113,0.2036759,-0.0847354
16,0.02934368,-0.06926309,"('unpopular', 'popular')",-0.46849635,-0.582156,0.60733336,0.55581105,0.0560602,-0.0318694,-0.0879296
17,-0.2754636,-0.2414908,"('nasty', 'nice')",-0.79608357,-0.76274705,-0.29820013,-0.26555744,-0.4565824,-0.4232651,0.0333173
18,-0.7740018,-0.804533,"('disagreeable', 'welcoming')",-0.8120222,-0.8834375,-0.6261041,-0.6783739,-0.7373761,-0.7887815,-0.0514054
19,-0.41937542,-0.44924176,"('inhospitable', 'hospitable')",-1.2596219,-1.3032035,-0.13715757,-0.052781224,-0.6053849,-0.6017421,0.0036428
20,0.27381897,0.33026135,"('rough', 'thoughtful')",0.29725808,0.30822733,0.6704346,0.6111552,0.4138372,0.4165479,0.0027107
21,-0.3508865,-0.4604689,"('immoral', 'moral')",1.7425623,1.6773977,-0.27186954,-0.28327295,0.3732688,0.3112186,-0.0620502
22,-0.8170918,-0.8546133,"('untrustworthy', 'trustworthy')",-0.57017756,-0.6951745,-0.92564416,-1.004796,-0.7709711,-0.8515279,-0.0805568
23,-0.88392335,-1.0047865,"('insincere', 'sincere')",0.39714226,0.34158534,5.320565,5.231589,1.6112614,1.5227958,-0.0884656
24,-0.50910944,-0.5650455,"('dishonest', 'honest')",0.6865222,0.63317716,0.49347126,0.4499518,0.223628,0.1726945,-0.0509335
25,-0.07965156,-0.08100934,"('egoistic', 'altruistic')",0.48474702,0.40594667,1.2572305,1.2455516,0.5541087,0.5234963,-0.0306124
26,-0.7733171,-0.77253836,"('hardhearted', 'benevolent')",0.5070399,0.46646652,1.4004713,1.3622063,0.3780647,0.3520448,-0.0260199
27,-0.4995169,-0.4360566,"('hardhearted', 'softhearted')",-0.009795256,0.032006472,1.0425173,0.9644486,0.1777351,0.1867995,0.0090644
28,-0.7425158,-0.955035,"('disloyal', 'loyal')",0.33975047,0.12239431,0.9176632,0.77335984,0.1716326,-0.0197603,-0.1913929
29,0.15360849,0.10264695,"('unfair', 'fair')",-0.7075378,-0.7368936,-0.52797467,-0.61595273,-0.3606346,-0.4167331,-0.0560985
30,0.22502537,0.123880446,"('intolerant', 'tolerant')",1.6153123,1.5597198,1.3390834,1.2235881,1.0598071,0.9690628,-0.0907443
31,-0.37540063,-0.16727856,"('evil', 'good')",-1.7374183,-1.7519525,-1.40633,-1.3848637,-1.1730496,-1.1013649,0.0716847
32,-0.48933563,-0.6367339,"('unkind', 'kind')",0.57486415,0.5017873,0.92585063,0.7988063,0.3371264,0.2212866,-0.1158398
33,0.79202366,0.6870449,"('wrong', 'right')",0.6164206,0.5320504,-0.7326002,-0.760681,0.2252814,0.1528048,-0.0724766
34,-0.17650609,-0.06287704,"('mean', 'honorable')",0.335962,0.3862676,5.638602,5.766693,1.9326859,2.0300279,0.097342
35,0.5432882,0.51263136,"('corrupt', 'incorrupt')",-1.2399619,-1.3355085,-0.008697407,-0.09248749,-0.2351237,-0.3051215,-0.0699978
36,-0.4263477,-0.4693227,"('hostile', 'amicable')",-1.3135924,-1.5194508,0.10083778,-0.060081344,-0.5463674,-0.6829516,-0.1365842
37,-0.31204104,-0.35834885,"('fake', 'genuine')",0.18434359,0.15195596,0.0049740374,-0.0040736124,-0.0409078,-0.0701555,-0.0292477
38,-0.49870107,-0.56133085,"('untruthful', 'truthful')",0.14148527,0.073749185,-0.10021123,-0.095201,-0.1524757,-0.1942609,-0.0417852
39,0.9896712,1.0290673,"('exploitative', 'cooperative')",0.30443865,0.4110946,0.11000802,0.09514435,0.4680393,0.5117688,0.0437295
40,-0.1330723,-0.15788904,"('stingy', 'generous')",0.14441764,0.07842501,-1.6392564,-1.7791052,-0.542637,-0.6195231,-0.0768861
41,-1.0627761,-1.1167821,"('unforgiving', 'forgiving')",-0.23594376,-0.38673538,0.050782338,-0.09272426,-0.4159792,-0.5320806,-0.1161014
42,-0.072285905,-0.11384748,"('unreliable', 'reliable')",0.47382638,0.44757757,-3.0214908,-3.0463254,-0.8733168,-0.9041985,-0.0308817
43,-0.7652534,-0.7468388,"('irresponsible', 'responsible')",1.1964178,1.2557515,0.1609354,0.14775267,0.1973666,0.2188884,0.0215218
44,0.21230927,0.22488847,"('prejudiced', 'unprejudiced')",-0.21005961,-0.12357673,-1.236026,-1.2241542,-0.4112588,-0.3742809,0.0369779
45,-1.1659851,-1.2135714,"('incompetent', 'competent')",0.03678529,-0.061241094,-0.45456377,-0.5614441,-0.5279212,-0.6120856,-0.0841644
46,-0.9743878,-1.0279703,"('uncompetitive', 'competitive')",0.69254136,0.68819195,-0.38205293,-0.46650684,-0.2212998,-0.2687617,-0.0474619
47,-0.050861772,0.10938958,"('stupid', 'smart')",1.0118873,1.0845426,4.9816976,5.094637,1.9809078,2.0961897,0.1152819
48,-0.6019175,-0.63181955,"('unintelligent', 'intelligent')",1.3080338,1.2901361,0.5525528,0.52567273,0.4195564,0.3946631,-0.0248933
49,-0.45749727,-0.40121108,"('unable', 'able')",-0.005430716,0.050456487,-0.08881881,-0.0057909302,-0.1839156,-0.1188485,0.0650671
50,0.028057564,-0.012710652,"('clumsy', 'skillful')",-0.07905844,-0.18317352,0.17827524,0.09278935,0.0424248,-0.0343649,-0.0767897
