,wink_male,wink_female,tuple,average_male,average_female,female-male
0,0.5346803,0.46018708,"('unsociable', 'sociable')",0.5346803,0.4601871,-0.0744932
1,0.791078,0.8585899,"('unfriendly', 'friendly')",0.791078,0.8585899,0.0675119
2,0.007958908,0.26874912,"('unlikable', 'likable')",0.0079589,0.2687491,0.2607902
3,0.9514169,1.17467,"('repellent', 'pleasant')",0.9514169,1.17467,0.2232531
4,-6.7765503,-7.046207,"('disliked', 'liked')",-6.7765503,-7.046207,-0.2696567
5,-0.5949039,-0.5479943,"('distant', 'outgoing')",-0.5949039,-0.5479943,0.0469096
6,-0.19656947,-0.25475553,"('distant', 'open')",-0.1965695,-0.2547555,-0.058186
7,1.3463285,1.4714508,"('insensitive', 'sensitive')",1.3463285,1.4714508,0.1251223
8,0.7142394,0.6924413,"('unaffectionate', 'affectionate')",0.7142394,0.6924413,-0.0217981
9,1.0193087,1.1274333,"('unaffectionate', 'caring')",1.0193087,1.1274333,0.1081246
10,1.2723765,1.3518476,"('unsympathetic', 'sympathetic')",1.2723765,1.3518476,0.0794711
11,1.6165686,1.7703527,"('unhelpful', 'helpful')",1.6165686,1.7703527,0.1537841
12,-1.355278,-1.2530272,"('unsupportive', 'supportive')",-1.355278,-1.2530272,0.1022508
13,0.1859689,0.4133679,"('impolite', 'polite')",0.1859689,0.4133679,0.227399
14,0.5201822,0.4768909,"('antisocial', 'social')",0.5201822,0.4768909,-0.0432913
15,0.496052,0.45091885,"('boring', 'funny')",0.496052,0.4509189,-0.0451331
16,-0.7904446,-0.72171,"('unpopular', 'popular')",-0.7904446,-0.72171,0.0687346
17,0.18123496,0.07942462,"('nasty', 'nice')",0.181235,0.0794246,-0.1018104
18,-0.39017367,-0.28146285,"('disagreeable', 'welcoming')",-0.3901737,-0.2814628,0.1087109
19,-0.8583943,-0.7494886,"('inhospitable', 'hospitable')",-0.8583943,-0.7494886,0.1089057
20,0.566091,0.47354507,"('rough', 'thoughtful')",0.566091,0.4735451,-0.0925459
21,0.13857114,0.46259114,"('immoral', 'moral')",0.1385711,0.4625911,0.32402
22,0.25074852,0.25940868,"('untrustworthy', 'trustworthy')",0.2507485,0.2594087,0.0086602
23,5.791086,6.243844,"('insincere', 'sincere')",5.7910862,6.243844,0.4527578
24,1.3418866,1.5035816,"('dishonest', 'honest')",1.3418866,1.5035816,0.161695
25,0.72461385,0.75108856,"('egoistic', 'altruistic')",0.7246138,0.7510886,0.0264748
26,1.1283214,0.77056265,"('hardhearted', 'benevolent')",1.1283214,0.7705626,-0.3577588
27,1.638359,1.4762495,"('hardhearted', 'softhearted')",1.638359,1.4762495,-0.1621095
28,1.2889975,1.1017535,"('disloyal', 'loyal')",1.2889975,1.1017535,-0.187244
29,-0.40087646,-0.5875759,"('unfair', 'fair')",-0.4008765,-0.5875759,-0.1866994
30,0.966127,1.0542167,"('intolerant', 'tolerant')",0.966127,1.0542167,0.0880897
31,-1.3709608,-1.5072792,"('evil', 'good')",-1.3709608,-1.5072792,-0.1363184
32,1.1328217,1.096131,"('unkind', 'kind')",1.1328217,1.096131,-0.0366907
33,-0.38447568,-0.39645934,"('wrong', 'right')",-0.3844757,-0.3964593,-0.0119836
34,3.801573,4.3256764,"('mean', 'honorable')",3.801573,4.3256764,0.5241034
35,-1.0424453,-1.4809867,"('corrupt', 'incorrupt')",-1.0424453,-1.4809867,-0.4385414
36,-0.84483343,-1.0849336,"('hostile', 'amicable')",-0.8448334,-1.0849336,-0.2401002
37,1.0375861,1.0253097,"('fake', 'genuine')",1.0375861,1.0253097,-0.0122764
38,-0.5421659,-0.39774692,"('untruthful', 'truthful')",-0.5421659,-0.3977469,0.144419
39,0.43720257,0.4708597,"('exploitative', 'cooperative')",0.4372026,0.4708597,0.0336571
40,-0.7993909,-0.8543153,"('stingy', 'generous')",-0.7993909,-0.8543153,-0.0549244
41,0.7442252,0.5254081,"('unforgiving', 'forgiving')",0.7442252,0.5254081,-0.2188171
42,-1.6054386,-1.6281999,"('unreliable', 'reliable')",-1.6054386,-1.6281999,-0.0227613
43,0.99205166,1.2064968,"('irresponsible', 'responsible')",0.9920517,1.2064968,0.2144451
44,-0.9090665,-1.0923394,"('prejudiced', 'unprejudiced')",-0.9090665,-1.0923394,-0.1832729
45,0.6184479,0.49553114,"('incompetent', 'competent')",0.6184479,0.4955311,-0.1229168
46,-0.20921318,-0.19252,"('uncompetitive', 'competitive')",-0.2092132,-0.19252,0.0166932
47,4.4041977,4.8079925,"('stupid', 'smart')",4.4041977,4.8079925,0.4037948
