,sigma_male,sigma_female,tuple,aldrich_male,aldrich_female,corp_male,corp_female,average_male,average_female,female-male
0,1.2847372,0.9174613,"('unsociable', 'sociable')",-1.5162722,-1.8216805,-0.20529221,-0.38408747,-0.1456091,-0.4294356,-0.2838265
1,0.14078087,0.46785212,"('unfriendly', 'friendly')",-1.2897775,-1.2002262,0.7715019,0.49251512,-0.1258316,-0.079953,0.0458786
2,0.8617915,0.93495244,"('unlikable', 'likable')",0.17551634,0.16211477,0.78184897,0.75449747,0.6063856,0.6171882,0.0108026
3,-0.035486344,0.016507518,"('repellent', 'pleasant')",-1.4544797,-1.2743431,1.0064461,0.9941753,-0.1611733,-0.0878868,0.0732865
4,-1.575249,-1.422735,"('disliked', 'liked')",0.75669354,0.9326837,-6.991297,-7.0200396,-2.603284,-2.5033636,0.0999204
5,-0.7839685,-0.598961,"('distant', 'outgoing')",0.62756217,0.8099792,-0.73545027,-0.6180397,-0.2972855,-0.1356738,0.1616117
6,-1.4809715,-1.0825802,"('distant', 'open')",0.600932,0.89659745,-0.7806907,-0.7112939,-0.5535767,-0.2990922,0.2544845
7,0.7381356,0.8270277,"('insensitive', 'sensitive')",-1.1726916,-1.0611913,0.09392695,0.15533671,-0.113543,-0.0262756,0.0872674
8,0.0039509237,0.10495743,"('unaffectionate', 'affectionate')",-0.6134253,-0.60250586,0.64516324,0.5012001,0.0118963,0.0012172,-0.0106791
9,1.3464801,1.5806836,"('unaffectionate', 'caring')",-0.6565136,-0.523029,1.3965741,1.4027824,0.6955136,0.8201457,0.1246321
10,0.9634971,0.7895621,"('unsympathetic', 'sympathetic')",-2.33438,-2.5741405,-0.058071267,-0.20441942,-0.476318,-0.6629993,-0.1866813
11,0.41181147,0.29180008,"('unhelpful', 'helpful')",-1.043118,-1.1579067,2.028062,2.106756,0.4655852,0.4135498,-0.0520354
12,1.3220162,1.6140869,"('unsupportive', 'supportive')",-0.38303256,-0.2127347,-2.1610012,-2.0934467,-0.4073392,-0.2306982,0.176641
13,-0.05465346,-0.58461523,"('impolite', 'polite')",-1.5301564,-1.8591834,-0.6500886,-0.7572236,-0.7449661,-1.0670074,-0.3220413
14,1.0653018,1.0194489,"('antisocial', 'social')",-0.84367484,-0.8688618,-0.025544055,-0.1831573,0.065361,-0.0108567,-0.0762177
15,-0.21977216,-0.16859949,"('boring', 'funny')",0.44634375,0.26210552,-0.09214966,-0.01585709,0.0448073,0.025883,-0.0189243
16,-1.2115284,-1.1791677,"('unpopular', 'popular')",-0.29394847,-0.15245347,0.16158003,0.15520099,-0.4479656,-0.3921401,0.0558255
17,-0.26265413,-0.36149,"('nasty', 'nice')",-0.74066424,-0.67706895,-0.844119,-0.77269894,-0.6158125,-0.6037526,0.0120599
18,0.44185024,0.62862134,"('disagreeable', 'welcoming')",0.49720106,0.6769753,-0.590686,-0.7394529,0.1161217,0.1887146,0.0725929
19,-1.0533905,-0.88367075,"('inhospitable', 'hospitable')",0.22516531,0.25173602,-0.8186233,-0.70190984,-0.5489495,-0.4446149,0.1043346
20,2.0088959,1.8228521,"('rough', 'thoughtful')",0.33644307,0.27805716,1.3821275,1.2252301,1.2424888,1.1087132,-0.1337756
21,0.78467655,0.77497643,"('immoral', 'moral')",-1.1732031,-1.3598216,-0.24079606,-0.15309396,-0.2097742,-0.2459797,-0.0362055
22,0.21109387,0.3741637,"('untrustworthy', 'trustworthy')",-0.60329527,-0.4766832,-0.48185715,-0.3694706,-0.2913528,-0.15733,0.1340228
23,1.4396656,1.322686,"('insincere', 'sincere')",-1.8294547,-2.0007615,5.557377,5.469333,1.7225293,1.597086,-0.1254433
24,0.2141361,0.21063018,"('dishonest', 'honest')",-1.1908828,-1.2032332,0.561434,0.64598155,-0.1384376,-0.1155405,0.0228971
25,-0.2064469,0.11871239,"('egoistic', 'altruistic')",0.15572412,0.32179207,0.6404657,0.5277815,0.196581,0.322762,0.126181
26,0.46773115,0.58205414,"('hardhearted', 'benevolent')",0.0941722,-0.13295054,0.9298424,0.53817034,0.4972486,0.3290913,-0.1681573
27,0.40196505,0.48356098,"('hardhearted', 'softhearted')",-0.50863457,-0.35362345,0.8767369,0.6297338,0.2566891,0.2532238,-0.0034653
28,0.39382166,0.49981856,"('disloyal', 'loyal')",-1.167783,-1.2256693,1.2582577,1.2365258,0.1614321,0.170225,0.0087929
29,-0.3771943,-0.20557046,"('unfair', 'fair')",-0.071253955,0.0612716,-0.33088386,-0.38579682,-0.2597774,-0.1766986,0.0830788
