,starwood_male,starwood_female,tuple,hotels_male,hotels_female,&_male,&_female,rest_male,rest_female,wldwd_male,wldwd_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.3043023,-0.4482549,"('unsociable', 'sociable')",1.9464058,1.8330406,0.7348362,0.61802214,4.2627463,4.1694136,-0.59878314,-0.66090846,-0.11461495,-0.18844894,0.9877147,0.8871439,-0.1005708
1,-1.9285238,-1.9813718,"('unfriendly', 'friendly')",0.2609522,0.26214674,-0.3683727,-0.4087401,-0.407979,-0.37562642,-1.8686193,-1.9070446,1.9274287,1.7928509,-0.397519,-0.4362975,-0.0387785
2,0.924822,0.9916085,"('unlikable', 'likable')",1.4692526,1.6005558,1.7762568,1.8349744,2.3665442,2.4325414,0.64476544,0.7176026,0.6202138,0.7282826,1.3003091,1.384261,0.0839519
3,-0.35086676,-0.25957993,"('repellent', 'pleasant')",0.30098915,0.38941702,-0.3440755,-0.28232545,1.5121512,1.5084105,0.58841157,0.6415933,0.24965888,0.39665997,0.3260448,0.3990293,0.0729845
4,0.1682758,0.13512668,"('disliked', 'liked')",-0.26640272,-0.23348463,0.48023322,0.41917717,-1.0568539,-1.0120862,-0.06347568,-0.14616701,-6.367653,-6.386008,-1.1843127,-1.2039069,-0.0195942
5,-0.85675496,-0.7477414,"('distant', 'outgoing')",-0.1621062,-0.13441132,0.030809052,0.1914632,-2.5667446,-2.3847687,-0.9678615,-0.9787486,-0.11635978,-0.115778804,-0.7731697,-0.6949976,0.0781721
6,-1.2824264,-1.1659088,"('distant', 'open')",-0.1285301,-0.08268902,0.05383633,0.20725766,-2.461062,-2.2757354,-1.4718455,-1.4287994,0.5390201,0.53013366,-0.7918346,-0.7026236,0.089211
7,0.5105496,0.49307042,"('insensitive', 'sensitive')",1.1165637,1.1443009,0.76449275,0.7654447,2.8086023,2.7659416,0.21482189,0.24682097,0.9802921,0.9955777,1.0658871,1.068526,0.0026389
8,-0.5165009,-0.5417004,"('unaffectionate', 'affectionate')",-0.4051762,-0.42809293,-1.0629976,-1.0855898,-0.49703288,-0.44345874,-2.667722,-2.6717634,0.43309876,0.27988937,-0.7860551,-0.8151193,-0.0290642
9,-0.08499973,-0.11321134,"('unaffectionate', 'caring')",0.89416105,0.8810862,-0.07260345,-0.121385545,1.5485697,1.5967615,-1.803089,-1.8366965,1.3300432,1.230562,0.3020136,0.2728527,-0.0291609
10,-0.024284797,-0.13652536,"('unsympathetic', 'sympathetic')",1.1119301,1.0836961,-0.7927959,-0.8860475,3.8400395,3.7337024,-0.6817268,-0.73492575,0.12444492,0.04242057,0.5962678,0.5170534,-0.0792144
11,0.050693035,0.05586695,"('unhelpful', 'helpful')",0.06315687,0.0020287707,0.07978241,0.026643366,1.874692,1.8312639,-0.32044673,-0.32956848,2.0199661,2.0074522,0.627974,0.5989478,-0.0290262
12,0.4436155,0.4940896,"('unsupportive', 'supportive')",1.5748628,1.6615924,0.3940642,0.4597982,2.9063601,3.0134096,-0.088881545,-0.027924567,-1.7060786,-1.718045,0.5873238,0.6471534,0.0598296
13,0.62008643,0.5325846,"('impolite', 'polite')",1.8705379,1.8548021,0.20973468,0.17336656,3.4955826,3.3860016,0.3094373,0.29937077,-0.0583552,-0.021171626,1.074504,1.0374924,-0.0370116
