,nvidia_male,nvidia_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.5844246,-1.7466891,"('unsociable', 'sociable')",-0.30891418,-0.45067707,-0.9466694,-1.0986831,-0.1520137
1,-0.23955381,-0.6204032,"('unfriendly', 'friendly')",1.5166923,1.3395001,0.6385692,0.3595484,-0.2790208
2,0.11300783,0.11285245,"('unlikable', 'likable')",0.5120479,0.5174426,0.3125279,0.3151475,0.0026196
3,-1.0605013,-0.9263312,"('repellent', 'pleasant')",1.097786,1.1728811,0.0186423,0.123275,0.1046327
4,-0.19242151,-0.28090656,"('disliked', 'liked')",-6.9285736,-6.963117,-3.5604975,-3.6220119,-0.0615144
5,0.15200797,0.0134429075,"('distant', 'outgoing')",-0.3935639,-0.39543012,-0.120778,-0.1909936,-0.0702156
6,0.5865557,0.41752243,"('distant', 'open')",-0.25635326,-0.274854,0.1651012,0.0713342,-0.093767
7,-1.4463919,-1.3603449,"('insensitive', 'sensitive')",0.42728162,0.3876382,-0.5095552,-0.4863533,0.0232019
8,-0.18136376,-0.3798934,"('unaffectionate', 'affectionate')",0.8693254,0.81060314,0.3439808,0.2153549,-0.1286259
9,-0.2979707,-0.550609,"('unaffectionate', 'caring')",1.3393555,1.2714809,0.5206923,0.360436,-0.1602563
10,-2.5757039,-2.4994223,"('unsympathetic', 'sympathetic')",-0.7315541,-0.8067948,-1.6536289,-1.6531086,0.0005203
11,-1.2243799,-1.1647265,"('unhelpful', 'helpful')",0.899955,0.99001604,-0.1622125,-0.0873552,0.0748573
12,-1.1643399,-1.0975997,"('unsupportive', 'supportive')",-2.2406237,-2.2846348,-1.7024817,-1.6911173,0.0113644
13,-1.832081,-1.8592697,"('impolite', 'polite')",-0.9801612,-0.95171547,-1.406121,-1.4054925,0.0006285
14,-0.75922626,-0.61572945,"('antisocial', 'social')",0.06854761,-0.011857823,-0.3453393,-0.3137936,0.0315457
15,0.6011473,0.4255025,"('boring', 'funny')",0.29444924,0.26945037,0.4477983,0.3474764,-0.1003219
16,0.024708215,-0.03463632,"('unpopular', 'popular')",0.21674174,0.25089538,0.120725,0.1081295,-0.0125955
17,-0.28398925,-0.2950065,"('nasty', 'nice')",-0.39478052,-0.3768171,-0.3393849,-0.3359118,0.0034731
18,-0.47061983,-0.48978382,"('disagreeable', 'welcoming')",-0.60414135,-0.6448962,-0.5373806,-0.56734,-0.0299594
19,-0.1853158,-0.31616843,"('inhospitable', 'hospitable')",-0.43426943,-0.39451692,-0.3097926,-0.3553427,-0.0455501
20,0.82473826,0.8596902,"('rough', 'thoughtful')",0.97131956,0.92891693,0.8980289,0.8943036,-0.0037253
21,-1.3002381,-1.2492222,"('immoral', 'moral')",-0.73146474,-0.66350543,-1.0158515,-0.9563638,0.0594877
22,-0.881255,-0.83685267,"('untrustworthy', 'trustworthy')",-1.0135223,-1.1299391,-0.9473886,-0.9833959,-0.0360073
23,-0.93055236,-0.9505424,"('insincere', 'sincere')",5.486135,5.455931,2.2777913,2.2526944,-0.0250969
24,-1.1244782,-1.0835416,"('dishonest', 'honest')",0.5158685,0.44193912,-0.3043049,-0.3208013,-0.0164964
25,0.46943483,0.34275258,"('egoistic', 'altruistic')",1.5037788,1.4981203,0.9866068,0.9204364,-0.0661704
26,0.70542204,0.5595154,"('hardhearted', 'benevolent')",1.9298022,1.757525,1.3176122,1.1585202,-0.159092
27,-0.625883,-0.6820083,"('hardhearted', 'softhearted')",1.589044,1.4473188,0.4815805,0.3826552,-0.0989253
28,-0.19351278,-0.3589907,"('disloyal', 'loyal')",0.9764646,0.8684864,0.3914759,0.2547479,-0.136728
29,0.040990464,-0.018638456,"('unfair', 'fair')",-0.10760409,-0.24582015,-0.0333068,-0.1322293,-0.0989225
30,-0.5155832,-0.4622653,"('intolerant', 'tolerant')",0.802667,0.78072345,0.1435419,0.1592291,0.0156872
31,0.7076103,0.64252144,"('evil', 'good')",-0.33483648,-0.45370033,0.1863869,0.0944106,-0.0919763
32,-0.9753938,-1.081577,"('unkind', 'kind')",0.5090579,0.28601873,-0.2331679,-0.3977791,-0.1646112
33,0.4640671,0.3269021,"('wrong', 'right')",-0.59042877,-0.64783776,-0.0631808,-0.1604678,-0.097287
34,-0.16690286,0.06519589,"('mean', 'honorable')",5.286485,5.5131607,2.5597911,2.7891784,0.2293873
35,1.1274182,0.83569,"('corrupt', 'incorrupt')",-0.11793253,-0.19145317,0.5047428,0.3221184,-0.1826244
36,0.71273345,0.4529553,"('hostile', 'amicable')",0.20475091,0.06704659,0.4587422,0.2600009,-0.1987413
37,-0.52468216,-0.46219447,"('fake', 'genuine')",0.034183033,0.030608296,-0.2452496,-0.2157931,0.0294565
38,-1.1160012,-1.1171929,"('untruthful', 'truthful')",-0.59378135,-0.50881,-0.8548913,-0.8130014,0.0418899
39,0.73036474,0.80759084,"('exploitative', 'cooperative')",0.50186855,0.44142556,0.6161166,0.6245082,0.0083916
40,0.0522658,0.037566394,"('stingy', 'generous')",-1.5003923,-1.637013,-0.7240633,-0.7997233,-0.07566
41,-0.83979565,-0.81137556,"('unforgiving', 'forgiving')",-0.124094404,-0.24926783,-0.481945,-0.5303217,-0.0483767
42,-1.1984367,-0.9263174,"('unreliable', 'reliable')",-3.7345517,-3.7029097,-2.4664941,-2.3146136,0.1518805
43,-1.8431406,-1.6402957,"('irresponsible', 'responsible')",0.0416347,0.045406997,-0.900753,-0.7974443,0.1033087
44,0.19341365,0.30482444,"('prejudiced', 'unprejudiced')",-1.6958826,-1.7014948,-0.7512345,-0.6983352,0.0528993
45,-1.7673024,-1.6108216,"('incompetent', 'competent')",-0.3024263,-0.3221802,-1.0348643,-0.9665009,0.0683634
46,-2.2441962,-2.1432972,"('uncompetitive', 'competitive')",-1.3979746,-1.3645002,-1.8210855,-1.7538986,0.0671869
47,-0.5011699,-0.34330302,"('stupid', 'smart')",4.9736705,5.1100483,2.2362504,2.3833725,0.1471221
48,-0.2069283,-0.20123382,"('unintelligent', 'intelligent')",0.55271256,0.5425011,0.1728921,0.1706336,-0.0022585
49,-0.08495189,0.003458757,"('unable', 'able')",-0.6205986,-0.5372728,-0.3527752,-0.266907,0.0858682
50,-0.0879248,-0.016447369,"('clumsy', 'skillful')",-0.41081062,-0.4371809,-0.2493677,-0.2268141,0.0225536
51,-1.1970893,-1.2791284,"('uneducated', 'educated')",0.17270678,0.08257047,-0.5121913,-0.598279,-0.0860877
52,1.2267251,0.90006554,"('irrational', 'rational')",0.32687756,0.26269862,0.7768013,0.5813821,-0.1954192
53,-0.341185,-0.46800628,"('uncreative', 'creative')",0.4218375,0.33695558,0.0403263,-0.0655254,-0.1058517
54,0.354271,0.1319902,"('incapable', 'capable')",0.5845936,0.5731528,0.4694323,0.3525715,-0.1168608
55,-0.9447287,-0.7330538,"('incompetent', 'clever')",0.1677837,0.19017658,-0.3884725,-0.2714386,0.1170339
56,-1.2293869,-1.0981148,"('impractical', 'practical')",-1.1009158,-1.0730687,-1.1651514,-1.0855918,0.0795596
57,-1.3272436,-1.3891165,"('unimaginative', 'imaginative')",-3.100075,-3.16286,-2.2136593,-2.2759881,-0.0623288
58,-0.50403476,-0.41427144,"('undiscriminating', 'discriminating')",0.30675718,0.25856894,-0.0986388,-0.0778513,0.0207875
59,1.1275239,1.0852826,"('foolish', 'wise')",0.0554484,0.13368952,0.5914862,0.609486,0.0179998
60,-0.8855867,-0.57964945,"('inefficient', 'efficient')",-0.49496225,-0.39610934,-0.6902745,-0.4878794,0.2023951
61,-0.31005955,-0.4712415,"('illogical', 'logical')",0.6125928,0.4269373,0.1512666,-0.0221521,-0.1734187
62,-0.9014121,-0.6976348,"('incompetent', 'brilliant')",0.030049384,0.13905215,-0.4356814,-0.2792913,0.1563901
63,-1.3956335,-1.2878709,"('unperceptive', 'insightful')",0.022145696,0.107829176,-0.6867439,-0.5900208,0.0967231
64,-1.0354704,-0.9006013,"('shy', 'confident')",-6.660624,-6.718427,-3.8480473,-3.8095143,0.038533
65,-0.9571327,-0.7851743,"('insecure', 'secure')",-0.50940007,-0.44515312,-0.7332664,-0.6151637,0.1181027
66,-0.80768234,-0.93487465,"('inactive', 'active')",0.27363402,0.2992289,-0.2670242,-0.3178229,-0.0507987
67,-0.22013476,-0.14289373,"('doubtful', 'determined')",-0.74538577,-0.73491454,-0.4827603,-0.4389041,0.0438562
68,-0.50950676,-0.4967264,"('dependent', 'independent')",-1.0066054,-0.97945696,-0.758056,-0.7380917,0.0199643
69,1.2031976,1.1176869,"('lazy', 'industrious')",-0.5907189,-0.58467275,0.3062393,0.2665071,-0.0397322
70,-1.5344363,-1.3649787,"('lethargic', 'energetic')",-0.20525739,-0.21332833,-0.8698469,-0.7891535,0.0806934
71,0.13869952,0.056411438,"('diffident', 'self-confident')",0.1974859,0.14624916,0.1680927,0.1013303,-0.0667624
72,-0.9605075,-0.9026847,"('unambitious', 'ambitious')",-0.3913058,-0.46053955,-0.6759067,-0.6816121,-0.0057054
73,0.7608976,0.7976828,"('helpless', 'self-reliant')",-3.0915837,-3.02508,-1.165343,-1.1136986,0.0516444
74,-0.84309125,-0.75299317,"('undedicated', 'dedicated')",-0.28557146,-0.42390016,-0.5643314,-0.5884467,-0.0241153
75,0.65225655,0.5603219,"('meek', 'impulsive')",-0.7993948,-0.73268384,-0.0735691,-0.086181,-0.0126119
76,-1.3251888,-1.0011202,"('anxious', 'daring')",-0.7011637,-0.58917683,-1.0131762,-0.7951485,0.2180277
77,-0.7451325,-0.7491143,"('unmotivated', 'motivated')",-1.2362182,-1.0971874,-0.9906753,-0.9231508,0.0675245
78,-1.1153643,-1.1232873,"('nonresilient', 'resilient')",-0.060490444,-0.06052391,-0.5879274,-0.5919056,-0.0039782
79,0.1108906,0.041945517,"('wavering', 'unwavering')",-0.62534636,-0.6261429,-0.2572279,-0.2920987,-0.0348708
80,-0.8093087,-0.7574984,"('dominated', 'dominating')",-1.1755451,-1.0931236,-0.9924269,-0.925311,0.0671159
81,-1.5755545,-1.4390277,"('submissive', 'aggressive')",-1.4306507,-1.3035028,-1.5031025,-1.3712652,0.1318373
82,-0.532601,-0.4905171,"('poor', 'rich')",6.163142,6.199591,2.8152707,2.854537,0.0392663
83,0.2702189,0.26482832,"('powerless', 'powerful')",-1.2372447,-1.2001195,-0.4835129,-0.4676456,0.0158673
84,0.7086625,0.7219408,"('inferior', 'superior')",0.73709327,0.77397466,0.7228779,0.7479577,0.0250798
85,1.7031766,1.5228214,"('insignificant', 'prestigious')",0.3081007,0.3159115,1.0056386,0.9193665,-0.0862721
86,-0.94254744,-1.2093803,"('uninfluential', 'influential')",-0.32378876,-0.4863233,-0.6331681,-0.8478518,-0.2146837
87,-0.3611469,-0.50088644,"('unsuccessful', 'successful')",0.8355453,0.8974992,0.2371992,0.1983064,-0.0388928
88,0.27382082,0.19041012,"('low', 'eminent')",-0.6027118,-0.70976436,-0.1644455,-0.2596771,-0.0952316
