,navient_male,navient_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.81581295,-0.85230273,"('unsociable', 'sociable')",0.13746998,0.035833906,-0.3391715,-0.4082344,-0.0690629
1,-2.4189904,-2.4560363,"('unfriendly', 'friendly')",1.0693166,0.8776408,-0.6748369,-0.7891978,-0.1143609
2,0.80807424,0.6628102,"('unlikable', 'likable')",0.6635422,0.5994873,0.7358083,0.6311488,-0.1046595
3,-0.33100024,-0.17939137,"('repellent', 'pleasant')",0.7825838,0.8213234,0.2257918,0.320966,0.0951742
4,-0.20895447,-0.23979695,"('disliked', 'liked')",-6.863887,-6.817051,-3.5364206,-3.528424,0.0079966
5,-1.1358721,-1.2156135,"('distant', 'outgoing')",-0.64334,-0.6674837,-0.8896061,-0.9415486,-0.0519425
6,-1.7338092,-1.7919354,"('distant', 'open')",-0.62345666,-0.71994007,-1.178633,-1.2559378,-0.0773048
7,-0.46051568,-0.21253085,"('insensitive', 'sensitive')",0.36858082,0.4712923,-0.0459674,0.1293807,0.1753481
8,-1.7170303,-1.7796147,"('unaffectionate', 'affectionate')",0.3171601,0.18976393,-0.6999351,-0.7949254,-0.0949903
9,-1.7044313,-1.6839871,"('unaffectionate', 'caring')",0.8425822,0.82982904,-0.4309245,-0.4270791,0.0038454
10,-0.93570656,-0.8657248,"('unsympathetic', 'sympathetic')",-0.22526939,-0.24802911,-0.580488,-0.556877,0.023611
11,0.2890673,0.25309104,"('unhelpful', 'helpful')",1.9126912,1.9884479,1.1008793,1.1207695,0.0198902
12,-0.6687285,-0.45129064,"('unsupportive', 'supportive')",-1.8833219,-1.7830455,-1.2760252,-1.1171681,0.1588571
13,-0.08251748,-0.15020174,"('impolite', 'polite')",-0.38770825,-0.33299953,-0.2351129,-0.2416006,-0.0064877
14,0.4899929,0.55960673,"('antisocial', 'social')",0.36429042,0.36151916,0.4271417,0.4605629,0.0334212
15,0.0505319,-0.08219942,"('boring', 'funny')",0.025654776,-0.0072525553,0.0380933,-0.044726,-0.0828193
16,-0.18048356,-0.1796558,"('unpopular', 'popular')",0.09195907,0.04108038,-0.0442622,-0.0692877,-0.0250255
17,-0.3345212,-0.32613707,"('nasty', 'nice')",-0.48993167,-0.4351308,-0.4122264,-0.380634,0.0315924
18,-0.46787953,-0.35437393,"('disagreeable', 'welcoming')",-0.46546322,-0.5260465,-0.4666714,-0.4402102,0.0264612
19,-1.1248269,-1.1627423,"('inhospitable', 'hospitable')",-0.7899219,-0.78060305,-0.9573744,-0.9716727,-0.0142983
20,0.09196128,0.14896268,"('rough', 'thoughtful')",0.6877566,0.65046495,0.3898589,0.3997138,0.0098549
21,0.0040190266,0.0060244673,"('immoral', 'moral')",-0.08925048,-0.0056646448,-0.0426157,0.0001799,0.0427956
22,0.027985621,0.10553761,"('untrustworthy', 'trustworthy')",-0.85184646,-0.8010216,-0.4119304,-0.347742,0.0641884
23,-0.65351236,-0.5637529,"('insincere', 'sincere')",5.6445594,5.6339493,2.4955235,2.5350981,0.0395746
24,-0.7050382,-0.7369916,"('dishonest', 'honest')",0.64904153,0.6855406,-0.0279983,-0.0257255,0.0022728
25,-0.71127486,-0.8536918,"('egoistic', 'altruistic')",0.9490709,0.7875624,0.118898,-0.0330647,-0.1519627
26,-0.7259222,-0.7604529,"('hardhearted', 'benevolent')",1.3162189,1.1841841,0.2951483,0.2118656,-0.0832827
27,-0.5015521,-0.3810706,"('hardhearted', 'softhearted')",0.8421243,0.83368546,0.1702861,0.2263074,0.0560213
28,-0.7880728,-0.8873433,"('disloyal', 'loyal')",1.071648,1.0327401,0.1417876,0.0726984,-0.0690892
29,-0.104263544,-0.081524804,"('unfair', 'fair')",-0.6140593,-0.6706487,-0.3591614,-0.3760867,-0.0169253
30,0.5815387,0.5628487,"('intolerant', 'tolerant')",1.3839564,1.3864903,0.9827476,0.9746695,-0.0080781
31,-1.1943737,-1.258697,"('evil', 'good')",-1.0742396,-1.2215208,-1.1343067,-1.240109,-0.1058023
32,-0.33313707,-0.32468942,"('unkind', 'kind')",0.5982394,0.460277,0.1325512,0.0677938,-0.0647574
33,-0.12851945,-0.22407773,"('wrong', 'right')",-0.5569984,-0.53300434,-0.3427589,-0.3785411,-0.0357822
34,0.13585757,0.21074404,"('mean', 'honorable')",5.4466805,5.49398,2.7912691,2.8523619,0.0610928
35,-0.20946075,-0.3401286,"('corrupt', 'incorrupt')",-0.6487506,-0.76166904,-0.4291057,-0.5508988,-0.1217931
36,-1.2819182,-1.3196591,"('hostile', 'amicable')",-0.44849324,-0.58388835,-0.8652057,-0.9517738,-0.0865681
37,-0.026823342,0.019717738,"('fake', 'genuine')",-0.082174234,-0.027902866,-0.0544988,-0.0040926,0.0504062
38,-0.76319945,-0.7793631,"('untruthful', 'truthful')",-0.1291028,-0.034323312,-0.4461511,-0.4068432,0.0393079
39,0.356093,0.391061,"('exploitative', 'cooperative')",0.14434594,0.11800669,0.2502195,0.2545339,0.0043144
40,0.19823416,0.16552532,"('stingy', 'generous')",-2.068393,-2.0851765,-0.9350794,-0.9598256,-0.0247462
41,-0.17795955,-0.18910424,"('unforgiving', 'forgiving')",0.042644747,-0.03626246,-0.0676574,-0.1126834,-0.045026
42,0.7106868,0.7617808,"('unreliable', 'reliable')",-3.0954666,-3.0091405,-1.19239,-1.1236799,0.0687101
43,-0.33525443,-0.25338197,"('irresponsible', 'responsible')",0.6273861,0.6041123,0.1460658,0.1753652,0.0292994
44,0.62123436,0.47316074,"('prejudiced', 'unprejudiced')",-1.7549157,-1.834643,-0.5668406,-0.6807411,-0.1139005
45,-0.4646524,-0.35525006,"('incompetent', 'competent')",0.059472755,0.0741874,-0.2025898,-0.1405313,0.0620585
46,-0.76399326,-0.66801983,"('uncompetitive', 'competitive')",-0.73547494,-0.64499265,-0.7497341,-0.6565062,0.0932279
47,0.05926843,0.17633966,"('stupid', 'smart')",5.492637,5.542937,2.7759528,2.8596382,0.0836854
48,-0.43250751,-0.39597696,"('unintelligent', 'intelligent')",0.9225951,0.9442318,0.2450438,0.2741274,0.0290836
49,-0.024557479,0.17078398,"('unable', 'able')",-0.09226669,0.08667496,-0.0584121,0.1287295,0.1871416
50,0.45385116,0.62954426,"('clumsy', 'skillful')",-0.25561637,-0.2951902,0.0991174,0.167177,0.0680596
51,-0.11586888,-0.2149368,"('uneducated', 'educated')",0.09485853,0.05455986,-0.0105052,-0.0801885,-0.0696833
52,-0.6277907,-0.89612186,"('irrational', 'rational')",-0.26130873,-0.388451,-0.4445497,-0.6422864,-0.1977367
53,-1.6491891,-1.6147745,"('uncreative', 'creative')",0.32058358,0.2406298,-0.6643028,-0.6870723,-0.0227695
54,-0.9037922,-1.0968249,"('incapable', 'capable')",0.65172786,0.63727164,-0.1260322,-0.2297766,-0.1037444
55,0.117944226,0.21886884,"('incompetent', 'clever')",0.47901636,0.5210836,0.2984803,0.3699762,0.0714959
56,0.30834237,0.33937147,"('impractical', 'practical')",0.18914838,0.24451748,0.2487454,0.2919445,0.0431991
57,-0.9398209,-0.92639697,"('unimaginative', 'imaginative')",-2.9569323,-2.9851453,-1.9483767,-1.9557712,-0.0073945
58,-0.29609427,-0.21025458,"('undiscriminating', 'discriminating')",0.0984364,0.05332065,-0.0988289,-0.078467,0.0203619
59,-0.02362812,-0.004861314,"('foolish', 'wise')",0.10212069,0.17753932,0.0392463,0.086339,0.0470927
60,0.39864358,0.6027937,"('inefficient', 'efficient')",0.38345522,0.5381079,0.3910494,0.5704508,0.1794014
61,-0.67112905,-0.80242664,"('illogical', 'logical')",0.5444412,0.35902295,-0.0633439,-0.2217018,-0.1583579
62,0.6018986,0.68390095,"('incompetent', 'brilliant')",0.8859993,1.0739474,0.7439489,0.8789242,0.1349753
63,-0.52245176,-0.45034844,"('unperceptive', 'insightful')",0.6555427,0.75605935,0.0665455,0.1528555,0.08631
64,-0.08166441,-0.17194119,"('shy', 'confident')",-6.1022387,-6.0418105,-3.0919516,-3.1068759,-0.0149243
65,0.3415952,0.34165904,"('insecure', 'secure')",-0.018190417,0.058815397,0.1617024,0.2002372,0.0385348
66,-1.0843344,-1.262367,"('inactive', 'active')",-0.12337122,-0.19542778,-0.6038528,-0.7288974,-0.1250446
67,0.7534799,0.671427,"('doubtful', 'determined')",-0.15064803,-0.23351762,0.3014159,0.2189547,-0.0824612
68,-0.18024783,-0.14237759,"('dependent', 'independent')",-0.64103067,-0.6016785,-0.4106393,-0.3720281,0.0386112
69,0.36175197,0.36904323,"('lazy', 'industrious')",-0.6859784,-0.73527527,-0.1621132,-0.183116,-0.0210028
70,0.47835198,0.65123063,"('lethargic', 'energetic')",0.14384945,0.20605876,0.3111007,0.4286447,0.117544
71,-0.95582116,-0.88771355,"('diffident', 'self-confident')",0.3272115,0.33834672,-0.3143048,-0.2746834,0.0396214
72,-0.32089207,-0.4784014,"('unambitious', 'ambitious')",-0.25309676,-0.22283447,-0.2869944,-0.3506179,-0.0636235
73,0.7637635,0.7222955,"('helpless', 'self-reliant')",-3.0479174,-2.9463477,-1.142077,-1.1120261,0.0300509
74,-0.08734566,0.007867314,"('undedicated', 'dedicated')",-0.2847384,-0.39053148,-0.186042,-0.1913321,-0.0052901
