,verisign_male,verisign_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.8145058,-2.0134046,"('unsociable', 'sociable')",-0.1295993,-0.36537024,-0.9720526,-1.1893874,-0.2173348
1,-1.327737,-1.3925548,"('unfriendly', 'friendly')",1.5025723,1.2269268,0.0874177,-0.082814,-0.1702317
2,0.019441085,0.09417724,"('unlikable', 'likable')",0.46091253,0.53688484,0.2401768,0.315531,0.0753542
3,-0.8778408,-0.8384457,"('repellent', 'pleasant')",-0.005199855,0.08747113,-0.4415203,-0.3754873,0.066033
4,-0.030274399,-0.05348906,"('disliked', 'liked')",-5.909254,-5.9115663,-2.9697642,-2.9825277,-0.0127635
5,-0.2858183,-0.2071803,"('distant', 'outgoing')",-0.15574072,-0.19607568,-0.2207795,-0.201628,0.0191515
6,-0.66227967,-0.5583003,"('distant', 'open')",-0.07787119,-0.19037735,-0.3700754,-0.3743388,-0.0042634
7,-0.863917,-0.89233327,"('insensitive', 'sensitive')",0.6742314,0.6294064,-0.0948428,-0.1314634,-0.0366206
8,-1.6346778,-1.5760168,"('unaffectionate', 'affectionate')",0.13767916,-0.009771228,-0.7484993,-0.792894,-0.0443947
9,-1.6496873,-1.6157736,"('unaffectionate', 'caring')",0.85634655,0.78101146,-0.3966704,-0.417381,-0.0207106
10,-1.9263748,-2.010262,"('unsympathetic', 'sympathetic')",-0.27164695,-0.3495115,-1.0990108,-1.1798868,-0.080876
11,-0.54346293,-0.625633,"('unhelpful', 'helpful')",1.9508519,1.9685978,0.7036945,0.6714824,-0.0322121
12,-1.5869563,-1.5741694,"('unsupportive', 'supportive')",-1.4919548,-1.5186846,-1.5394555,-1.546427,-0.0069715
13,-1.211752,-1.4668574,"('impolite', 'polite')",0.1490545,0.09173325,-0.5313488,-0.6875621,-0.1562133
14,-0.73608917,-0.76409143,"('antisocial', 'social')",-0.24688746,-0.24560702,-0.4914883,-0.5048492,-0.0133609
15,0.09169681,-0.029196555,"('boring', 'funny')",0.4117534,0.34537515,0.2517251,0.1580893,-0.0936358
16,-0.109112635,-0.09126312,"('unpopular', 'popular')",0.64125013,0.602837,0.2660688,0.255787,-0.0102818
17,-0.23098087,-0.21077286,"('nasty', 'nice')",-0.3027836,-0.25165424,-0.2668822,-0.2312135,0.0356687
18,-0.99594027,-0.97266334,"('disagreeable', 'welcoming')",-0.2258292,-0.34569648,-0.6108847,-0.6591799,-0.0482952
19,-0.34167057,-0.32914788,"('inhospitable', 'hospitable')",-0.15402524,-0.21323512,-0.2478479,-0.2711915,-0.0233436
20,0.08424531,0.11349044,"('rough', 'thoughtful')",1.1012039,1.0109444,0.5927246,0.5622174,-0.0305072
21,-0.3897239,-0.52186465,"('immoral', 'moral')",-0.40215054,-0.40641245,-0.3959372,-0.4641386,-0.0682014
22,-0.47402558,-0.5511948,"('untrustworthy', 'trustworthy')",-1.039507,-1.090567,-0.7567663,-0.8208809,-0.0641146
23,-0.6306666,-0.6712179,"('insincere', 'sincere')",5.724731,5.6356673,2.5470321,2.4822247,-0.0648074
24,-1.0307877,-1.1044183,"('dishonest', 'honest')",0.7791413,0.7251447,-0.1258232,-0.1896368,-0.0638136
25,-0.36687517,-0.31699163,"('egoistic', 'altruistic')",1.3072217,1.1891165,0.4701732,0.4360624,-0.0341108
26,-0.3150991,-0.34964395,"('hardhearted', 'benevolent')",1.1014467,0.9341306,0.3931738,0.2922433,-0.1009305
27,-0.5888756,-0.5944067,"('hardhearted', 'softhearted')",1.1310995,1.0091109,0.2711119,0.2073521,-0.0637598
28,-1.034492,-1.0915325,"('disloyal', 'loyal')",0.96183723,0.85355663,-0.0363274,-0.1189879,-0.0826605
29,0.19400978,0.15777001,"('unfair', 'fair')",-0.51006967,-0.7182486,-0.1580299,-0.2802393,-0.1222094
30,0.107795715,0.014732566,"('intolerant', 'tolerant')",1.7595234,1.6420374,0.9336596,0.828385,-0.1052746
31,-0.6292246,-0.6446969,"('evil', 'good')",-1.2308874,-1.4194082,-0.930056,-1.0320525,-0.1019965
32,-0.60131824,-0.63862467,"('unkind', 'kind')",0.7374645,0.57028,0.0680731,-0.0341723,-0.1022454
33,0.48750103,0.4284242,"('wrong', 'right')",-0.47238523,-0.4933045,0.0075579,-0.0324401,-0.039998
34,0.057426866,0.06763342,"('mean', 'honorable')",5.9656835,5.9750104,3.0115552,3.021322,0.0097668
35,1.1872548,1.2407352,"('corrupt', 'incorrupt')",-0.40882713,-0.4620289,0.3892138,0.3893532,0.0001394
36,0.17482336,0.17151669,"('hostile', 'amicable')",-0.31259927,-0.49045506,-0.068888,-0.1594692,-0.0905812
37,-0.09014909,-0.09430364,"('fake', 'genuine')",0.08351611,0.06950687,-0.0033165,-0.0123984,-0.0090819
38,-0.6099488,-0.65931505,"('untruthful', 'truthful')",0.36781624,0.43959543,-0.1210663,-0.1098598,0.0112065
39,0.19280517,0.12975192,"('exploitative', 'cooperative')",0.07371369,0.06637461,0.1332594,0.0980633,-0.0351961
40,-0.14319359,-0.11155664,"('stingy', 'generous')",-1.1805243,-1.278351,-0.661859,-0.6949538,-0.0330948
41,-1.0353861,-1.1303159,"('unforgiving', 'forgiving')",0.09728405,-0.06486865,-0.469051,-0.5975923,-0.1285413
42,0.3525794,0.45236164,"('unreliable', 'reliable')",-2.8778772,-2.8143187,-1.2626489,-1.1809785,0.0816704
43,-1.6382136,-1.670579,"('irresponsible', 'responsible')",0.48235172,0.39406747,-0.5779309,-0.6382557,-0.0603248
44,0.64663476,0.60842866,"('prejudiced', 'unprejudiced')",-1.6174322,-1.6223159,-0.4853987,-0.5069436,-0.0215449
45,-1.3122753,-1.391543,"('incompetent', 'competent')",-0.11204061,-0.21245198,-0.712158,-0.8019975,-0.0898395
46,-0.8257006,-0.9748366,"('uncompetitive', 'competitive')",-0.5383269,-0.53279644,-0.6820138,-0.7538165,-0.0718027
47,-0.332979,-0.24086022,"('stupid', 'smart')",5.382068,5.4145837,2.5245445,2.5868616,0.0623171
48,-0.49020743,-0.6414343,"('unintelligent', 'intelligent')",1.2183901,1.097041,0.3640913,0.2278033,-0.136288
49,0.05739875,0.118367314,"('unable', 'able')",0.2091861,0.30839297,0.1332924,0.2133801,0.0800877
50,0.43852323,0.54019874,"('clumsy', 'skillful')",0.026857287,0.042062763,0.2326903,0.2911308,0.0584405
51,-0.98697174,-1.0935546,"('uneducated', 'educated')",1.0625135,0.9756101,0.0377709,-0.0589723,-0.0967432
52,-0.43489838,-0.46824515,"('irrational', 'rational')",-0.33649346,-0.42064387,-0.3856959,-0.4444445,-0.0587486
53,-0.3951652,-0.42243302,"('uncreative', 'creative')",0.8335981,0.6838268,0.2192164,0.1306969,-0.0885195
54,-0.5871912,-0.5156255,"('incapable', 'capable')",0.9553564,1.008648,0.1840826,0.2465113,0.0624287
55,-1.1116036,-1.2082534,"('incompetent', 'clever')",0.37712666,0.32987273,-0.3672385,-0.4391903,-0.0719518
56,-0.010453444,-0.1516452,"('impractical', 'practical')",0.5090721,0.4886069,0.2493093,0.1684808,-0.0808285
57,-1.1338183,-1.2946084,"('unimaginative', 'imaginative')",-2.4870656,-2.6469579,-1.810442,-1.9707831,-0.1603411
