,sandpaper_male,sandpaper_female,tuple,average_male,average_female,female-male
0,0.27071226,0.21627384,"('unsociable', 'sociable')",0.2707123,0.2162738,-0.0544385
1,0.8766383,0.6314854,"('unfriendly', 'friendly')",0.8766383,0.6314854,-0.2451529
2,0.53052694,0.5203292,"('unlikable', 'likable')",0.5305269,0.5203292,-0.0101977
3,-0.084979646,0.037999302,"('repellent', 'pleasant')",-0.0849796,0.0379993,0.1229789
4,-4.1011744,-4.1748576,"('disliked', 'liked')",-4.1011744,-4.1748576,-0.0736832
5,-0.82198334,-0.9419325,"('distant', 'outgoing')",-0.8219833,-0.9419325,-0.1199492
6,-0.60958445,-0.755439,"('distant', 'open')",-0.6095845,-0.755439,-0.1458545
7,0.56410056,0.59458345,"('insensitive', 'sensitive')",0.5641006,0.5945835,0.0304829
8,0.5280269,0.3635093,"('unaffectionate', 'affectionate')",0.5280269,0.3635093,-0.1645176
9,0.95019424,0.82018924,"('unaffectionate', 'caring')",0.9501942,0.8201892,-0.130005
10,0.52925915,0.54884005,"('unsympathetic', 'sympathetic')",0.5292591,0.54884,0.0195809
11,1.121552,1.1867645,"('unhelpful', 'helpful')",1.121552,1.1867645,0.0652125
12,-0.55662835,-0.53866833,"('unsupportive', 'supportive')",-0.5566283,-0.5386683,0.01796
13,-0.05201701,-0.021100685,"('impolite', 'polite')",-0.052017,-0.0211007,0.0309163
14,0.64079356,0.66723007,"('antisocial', 'social')",0.6407936,0.6672301,0.0264365
15,0.40055406,0.2896634,"('boring', 'funny')",0.4005541,0.2896634,-0.1108907
16,-0.40818486,-0.43016863,"('unpopular', 'popular')",-0.4081849,-0.4301686,-0.0219837
17,-0.56431407,-0.56670403,"('nasty', 'nice')",-0.5643141,-0.566704,-0.0023899
18,-0.47422662,-0.5265288,"('disagreeable', 'welcoming')",-0.4742266,-0.5265288,-0.0523022
19,-1.3831012,-1.4185351,"('inhospitable', 'hospitable')",-1.3831012,-1.4185351,-0.0354339
20,0.5901221,0.65716314,"('rough', 'thoughtful')",0.5901221,0.6571631,0.067041
21,0.19783986,0.33726323,"('immoral', 'moral')",0.1978399,0.3372632,0.1394233
22,-0.1365959,-0.12105704,"('untrustworthy', 'trustworthy')",-0.1365959,-0.121057,0.0155389
23,3.6293554,3.6122215,"('insincere', 'sincere')",3.6293554,3.6122215,-0.0171339
24,0.9108343,0.78801996,"('dishonest', 'honest')",0.9108343,0.78802,-0.1228143
25,0.63554406,0.50624144,"('egoistic', 'altruistic')",0.6355441,0.5062414,-0.1293027
26,0.8706571,0.7070657,"('hardhearted', 'benevolent')",0.8706571,0.7070657,-0.1635914
27,0.97093284,0.91300315,"('hardhearted', 'softhearted')",0.9709328,0.9130031,-0.0579297
28,0.6694122,0.50738114,"('disloyal', 'loyal')",0.6694122,0.5073811,-0.1620311
29,-0.25661364,-0.3785417,"('unfair', 'fair')",-0.2566136,-0.3785417,-0.1219281
30,0.8470954,0.8618264,"('intolerant', 'tolerant')",0.8470954,0.8618264,0.014731
31,-1.5801659,-1.6598263,"('evil', 'good')",-1.5801659,-1.6598263,-0.0796604
32,0.5006942,0.42709842,"('unkind', 'kind')",0.5006942,0.4270984,-0.0735958
33,0.33016148,0.18541053,"('wrong', 'right')",0.3301615,0.1854105,-0.144751
34,2.5339837,2.6317265,"('mean', 'honorable')",2.5339837,2.6317265,0.0977428
35,-0.63708466,-0.80652714,"('corrupt', 'incorrupt')",-0.6370847,-0.8065271,-0.1694424
36,-0.76720715,-0.94973844,"('hostile', 'amicable')",-0.7672071,-0.9497384,-0.1825313
37,0.5039692,0.46620265,"('fake', 'genuine')",0.5039692,0.4662026,-0.0377666
38,0.06311504,-0.022834348,"('untruthful', 'truthful')",0.063115,-0.0228343,-0.0859493
39,0.36026734,0.4267907,"('exploitative', 'cooperative')",0.3602673,0.4267907,0.0665234
40,-1.0013967,-1.1104577,"('stingy', 'generous')",-1.0013967,-1.1104577,-0.109061
41,0.37151808,0.28974792,"('unforgiving', 'forgiving')",0.3715181,0.2897479,-0.0817702
42,-1.2542783,-1.2060163,"('unreliable', 'reliable')",-1.2542783,-1.2060163,0.048262
43,0.64793074,0.66812235,"('irresponsible', 'responsible')",0.6479307,0.6681224,0.0201917
44,-1.0280739,-0.9695421,"('prejudiced', 'unprejudiced')",-1.0280739,-0.9695421,0.0585318
45,0.49060345,0.4638668,"('incompetent', 'competent')",0.4906034,0.4638668,-0.0267366
46,-0.004956126,0.088156596,"('uncompetitive', 'competitive')",-0.0049561,0.0881566,0.0931127
47,3.02597,3.1066175,"('stupid', 'smart')",3.02597,3.1066175,0.0806475
48,0.60890514,0.62269527,"('unintelligent', 'intelligent')",0.6089051,0.6226953,0.0137902
49,-0.14975484,-0.0054915287,"('unable', 'able')",-0.1497548,-0.0054915,0.1442633
50,-0.5278736,-0.5325562,"('clumsy', 'skillful')",-0.5278736,-0.5325562,-0.0046826
51,-0.28075495,-0.27406698,"('uneducated', 'educated')",-0.280755,-0.274067,0.006688
52,-0.41360757,-0.6717739,"('irrational', 'rational')",-0.4136076,-0.6717739,-0.2581663
53,0.2776277,0.1279298,"('uncreative', 'creative')",0.2776277,0.1279298,-0.1496979
54,0.18000802,0.098913506,"('incapable', 'capable')",0.180008,0.0989135,-0.0810945
55,0.85943633,0.98486716,"('incompetent', 'clever')",0.8594363,0.9848672,0.1254309
56,0.76337016,0.8004062,"('impractical', 'practical')",0.7633702,0.8004062,0.037036
57,-1.0290352,-1.0888312,"('unimaginative', 'imaginative')",-1.0290352,-1.0888312,-0.059796
58,0.63620734,0.6069271,"('undiscriminating', 'discriminating')",0.6362073,0.6069271,-0.0292802
59,-0.4271037,-0.5195051,"('foolish', 'wise')",-0.4271037,-0.5195051,-0.0924014
60,1.1143569,1.2624909,"('inefficient', 'efficient')",1.1143569,1.2624909,0.148134
61,0.88343567,0.7566849,"('illogical', 'logical')",0.8834357,0.7566849,-0.1267508
62,0.56257623,0.71008444,"('incompetent', 'brilliant')",0.5625762,0.7100844,0.1475082
63,0.42759883,0.5169728,"('unperceptive', 'insightful')",0.4275988,0.5169728,0.089374
64,-3.7356024,-3.7277923,"('shy', 'confident')",-3.7356024,-3.7277923,0.0078101
65,0.21775725,0.29781976,"('insecure', 'secure')",0.2177573,0.2978198,0.0800625
66,-0.62094,-0.6934236,"('inactive', 'active')",-0.62094,-0.6934236,-0.0724836
67,0.10041911,0.061774805,"('doubtful', 'determined')",0.1004191,0.0617748,-0.0386443
68,-0.38049182,-0.33971596,"('dependent', 'independent')",-0.3804918,-0.339716,0.0407758
69,-1.0951318,-1.2017887,"('lazy', 'industrious')",-1.0951318,-1.2017887,-0.1066569
70,0.4519226,0.5002831,"('lethargic', 'energetic')",0.4519226,0.5002831,0.0483605
71,0.6936175,0.61111045,"('diffident', 'self-confident')",0.6936175,0.6111104,-0.0825071
72,-0.03215336,-9.5941126e-05,"('unambitious', 'ambitious')",-0.0321534,-9.59e-05,0.0320575
73,-1.5499046,-1.4803772,"('helpless', 'self-reliant')",-1.5499046,-1.4803772,0.0695274
74,0.15016529,0.14412288,"('undedicated', 'dedicated')",0.1501653,0.1441229,-0.0060424
75,-0.9591848,-0.932969,"('meek', 'impulsive')",-0.9591848,-0.932969,0.0262158
76,0.4796909,0.5952188,"('anxious', 'daring')",0.4796909,0.5952188,0.1155279
77,-0.8836482,-0.81295276,"('unmotivated', 'motivated')",-0.8836482,-0.8129528,0.0706954
78,-0.10815613,0.0002987124,"('nonresilient', 'resilient')",-0.1081561,0.0002987,0.1084548
79,-0.8029927,-0.91523224,"('wavering', 'unwavering')",-0.8029927,-0.9152322,-0.1122395
80,-0.23684517,-0.121184394,"('dominated', 'dominating')",-0.2368452,-0.1211844,0.1156608
81,-0.15896456,-0.030288987,"('submissive', 'aggressive')",-0.1589646,-0.030289,0.1286756
82,2.7567496,2.7892363,"('poor', 'rich')",2.7567496,2.7892363,0.0324867
83,-0.021277413,-0.021498911,"('powerless', 'powerful')",-0.0212774,-0.0214989,-0.0002215
84,0.5925573,0.54837275,"('inferior', 'superior')",0.5925573,0.5483727,-0.0441846
