,hearsay_male,hearsay_female,tuple,average_male,average_female,female-male
19,-0.7207666,-0.63539684,"('inhospitable', 'hospitable')",-0.7207666,-0.6353968,0.0853698
20,0.17714402,0.2412162,"('rough', 'thoughtful')",0.177144,0.2412162,0.0640722
21,-0.09692371,-0.09364815,"('immoral', 'moral')",-0.0969237,-0.0936482,0.0032755
22,0.7958128,0.706147,"('untrustworthy', 'trustworthy')",0.7958128,0.706147,-0.0896658
23,2.5216262,2.496031,"('insincere', 'sincere')",2.5216262,2.496031,-0.0255952
24,0.36943772,0.28313705,"('dishonest', 'honest')",0.3694377,0.2831371,-0.0863006
25,0.21054064,0.16695797,"('egoistic', 'altruistic')",0.2105406,0.166958,-0.0435826
26,0.8106462,0.64663166,"('hardhearted', 'benevolent')",0.8106462,0.6466317,-0.1640145
27,0.8477771,0.8260127,"('hardhearted', 'softhearted')",0.8477771,0.8260127,-0.0217644
28,-0.16375098,-0.25128987,"('disloyal', 'loyal')",-0.163751,-0.2512899,-0.0875389
29,0.36624682,0.3477312,"('unfair', 'fair')",0.3662468,0.3477312,-0.0185156
30,0.09926121,0.037383653,"('intolerant', 'tolerant')",0.0992612,0.0373837,-0.0618775
31,-0.71033406,-0.63717437,"('evil', 'good')",-0.7103341,-0.6371744,0.0731597
32,0.42829132,0.36367354,"('unkind', 'kind')",0.4282913,0.3636735,-0.0646178
33,-0.011190919,-0.07888607,"('wrong', 'right')",-0.0111909,-0.0788861,-0.0676952
34,2.6076713,2.7550263,"('mean', 'honorable')",2.6076713,2.7550263,0.147355
35,-0.16630137,-0.14675844,"('corrupt', 'incorrupt')",-0.1663014,-0.1467584,0.019543
36,0.2393849,0.2099812,"('hostile', 'amicable')",0.2393849,0.2099812,-0.0294037
37,0.05755175,0.11166076,"('fake', 'genuine')",0.0575517,0.1116608,0.0541091
38,-0.22750445,-0.29644194,"('untruthful', 'truthful')",-0.2275044,-0.2964419,-0.0689375
39,-0.007977156,0.036347833,"('exploitative', 'cooperative')",-0.0079772,0.0363478,0.044325
40,-1.9060943,-1.9483894,"('stingy', 'generous')",-1.9060943,-1.9483894,-0.0422951
41,0.009930765,-0.04729571,"('unforgiving', 'forgiving')",0.0099308,-0.0472957,-0.0572265
42,-0.85579705,-0.89844036,"('unreliable', 'reliable')",-0.8557971,-0.8984404,-0.0426433
43,-0.46254542,-0.50732684,"('irresponsible', 'responsible')",-0.4625454,-0.5073268,-0.0447814
44,-1.0233333,-0.87700224,"('prejudiced', 'unprejudiced')",-1.0233333,-0.8770022,0.1463311
45,0.03965266,-0.059686966,"('incompetent', 'competent')",0.0396527,-0.059687,-0.0993397
46,-0.025708467,-0.123042256,"('uncompetitive', 'competitive')",-0.0257085,-0.1230423,-0.0973338
47,2.6580787,2.686042,"('stupid', 'smart')",2.6580787,2.6860421,0.0279634
48,0.07209408,0.064435914,"('unintelligent', 'intelligent')",0.0720941,0.0644359,-0.0076582
49,-0.22296706,-0.06700043,"('unable', 'able')",-0.2229671,-0.0670004,0.1559667
50,-1.0811723,-1.1050462,"('clumsy', 'skillful')",-1.0811723,-1.1050462,-0.0238739
51,-0.32660675,-0.35899,"('uneducated', 'educated')",-0.3266068,-0.35899,-0.0323832
52,-0.34450227,-0.4360007,"('irrational', 'rational')",-0.3445023,-0.4360007,-0.0914984
53,-0.40451068,-0.41712478,"('uncreative', 'creative')",-0.4045107,-0.4171248,-0.0126141
54,0.1102591,0.11258141,"('incapable', 'capable')",0.1102591,0.1125814,0.0023223
55,0.25680038,0.23176129,"('incompetent', 'clever')",0.2568004,0.2317613,-0.0250391
56,0.5531184,0.47126886,"('impractical', 'practical')",0.5531184,0.4712689,-0.0818495
57,-1.5453272,-1.6542358,"('unimaginative', 'imaginative')",-1.5453272,-1.6542358,-0.1089086
58,0.82461697,0.71143866,"('undiscriminating', 'discriminating')",0.824617,0.7114387,-0.1131783
59,-0.36016706,-0.3196488,"('foolish', 'wise')",-0.3601671,-0.3196488,0.0405183
60,0.025029996,0.00812979,"('inefficient', 'efficient')",0.02503,0.0081298,-0.0169002
61,0.8773054,0.7739039,"('illogical', 'logical')",0.8773054,0.7739039,-0.1034015
62,-0.13359717,-0.06932622,"('incompetent', 'brilliant')",-0.1335972,-0.0693262,0.064271
63,0.025288075,0.054566473,"('unperceptive', 'insightful')",0.0252881,0.0545665,0.0292784
64,-2.7760496,-2.9273612,"('shy', 'confident')",-2.7760496,-2.9273612,-0.1513116
65,0.00063660555,-0.112710744,"('insecure', 'secure')",0.0006366,-0.1127107,-0.1133473
66,-0.4266281,-0.39357546,"('inactive', 'active')",-0.4266281,-0.3935755,0.0330526
67,-0.62796277,-0.6382234,"('doubtful', 'determined')",-0.6279628,-0.6382234,-0.0102606
68,-0.046625994,0.05617758,"('dependent', 'independent')",-0.046626,0.0561776,0.1028036
69,-0.1425865,-0.10493195,"('lazy', 'industrious')",-0.1425865,-0.104932,0.0376545
70,-0.33538312,-0.3521188,"('lethargic', 'energetic')",-0.3353831,-0.3521188,-0.0167357
71,0.252091,0.28913534,"('diffident', 'self-confident')",0.252091,0.2891353,0.0370443
72,-1.471195,-1.5208464,"('unambitious', 'ambitious')",-1.471195,-1.5208464,-0.0496514
73,-1.964614,-1.8600944,"('helpless', 'self-reliant')",-1.964614,-1.8600944,0.1045196
74,-0.56585306,-0.59384835,"('undedicated', 'dedicated')",-0.5658531,-0.5938483,-0.0279952
75,-0.48888794,-0.448929,"('meek', 'impulsive')",-0.4888879,-0.448929,0.0399589
76,0.42987755,0.49261644,"('anxious', 'daring')",0.4298775,0.4926164,0.0627389
77,-0.53004724,-0.5792648,"('unmotivated', 'motivated')",-0.5300472,-0.5792648,-0.0492176
78,0.07543849,0.033739377,"('nonresilient', 'resilient')",0.0754385,0.0337394,-0.0416991
79,-0.40248182,-0.39855754,"('wavering', 'unwavering')",-0.4024818,-0.3985575,0.0039243
80,-0.27421126,-0.28532112,"('dominated', 'dominating')",-0.2742113,-0.2853211,-0.0111098
81,-0.20425276,-0.25398427,"('submissive', 'aggressive')",-0.2042528,-0.2539843,-0.0497315
82,2.4578304,2.5265787,"('poor', 'rich')",2.4578304,2.5265787,0.0687483
83,-0.19860198,-0.18389449,"('powerless', 'powerful')",-0.198602,-0.1838945,0.0147075
84,0.45208704,0.4454312,"('inferior', 'superior')",0.452087,0.4454312,-0.0066558
85,0.017987505,0.13003328,"('insignificant', 'prestigious')",0.0179875,0.1300333,0.1120458
86,-0.25566024,-0.3752724,"('uninfluential', 'influential')",-0.2556602,-0.3752724,-0.1196122
87,-0.03868306,-0.010989387,"('unsuccessful', 'successful')",-0.0386831,-0.0109894,0.0276937
88,-0.107338026,-0.1197845,"('low', 'eminent')",-0.107338,-0.1197845,-0.0124465
