,hearsay_male,hearsay_female,tuple,average_male,average_female,female-male
0,0.23531692,0.10766694,"('unsociable', 'sociable')",0.2353169,0.1076669,-0.12765
1,0.20495391,0.124986425,"('unfriendly', 'friendly')",0.2049539,0.1249864,-0.0799675
2,-0.4415986,-0.38689142,"('unlikable', 'likable')",-0.4415986,-0.3868914,0.0547072
3,-0.541364,-0.4698496,"('repellent', 'pleasant')",-0.541364,-0.4698496,0.0715144
4,-3.405428,-3.416144,"('disliked', 'liked')",-3.4054279,-3.4161439,-0.010716
5,-0.6787223,-0.66416144,"('distant', 'outgoing')",-0.6787223,-0.6641614,0.0145609
6,-0.43695652,-0.39939523,"('distant', 'open')",-0.4369565,-0.3993952,0.0375613
7,-0.0733781,-0.051109746,"('insensitive', 'sensitive')",-0.0733781,-0.0511097,0.0222684
8,-0.075067505,-0.11805639,"('unaffectionate', 'affectionate')",-0.0750675,-0.1180564,-0.0429889
9,0.3571588,0.3529942,"('unaffectionate', 'caring')",0.3571588,0.3529942,-0.0041646
10,-0.28834572,-0.3417602,"('unsympathetic', 'sympathetic')",-0.2883457,-0.3417602,-0.0534145
11,0.51492536,0.51766413,"('unhelpful', 'helpful')",0.5149254,0.5176641,0.0027387
12,-1.2461681,-1.2363993,"('unsupportive', 'supportive')",-1.2461681,-1.2363993,0.0097688
13,-0.010680925,-0.10478884,"('impolite', 'polite')",-0.0106809,-0.1047888,-0.0941079
14,-0.33628643,-0.43805322,"('antisocial', 'social')",-0.3362864,-0.4380532,-0.1017668
15,1.2392004,1.1320797,"('boring', 'funny')",1.2392004,1.1320797,-0.1071207
16,-0.46314025,-0.37499022,"('unpopular', 'popular')",-0.4631402,-0.3749902,0.08815
17,-0.40445632,-0.41178042,"('nasty', 'nice')",-0.4044563,-0.4117804,-0.0073241
18,-1.4446062,-1.4347486,"('disagreeable', 'welcoming')",-1.4446062,-1.4347486,0.0098576
