,epee_male,epee_female,tuple,average_male,average_female,female-male
0,0.103797674,-0.032971643,"('unsociable', 'sociable')",0.1037977,-0.0329716,-0.1367693
1,-0.9622065,-1.189893,"('unfriendly', 'friendly')",-0.9622065,-1.189893,-0.2276865
2,1.1360592,1.2550008,"('unlikable', 'likable')",1.1360592,1.2550008,0.1189416
3,-0.10070448,0.0058218483,"('repellent', 'pleasant')",-0.1007045,0.0058218,0.1065263
4,-2.1508827,-2.2643561,"('disliked', 'liked')",-2.1508827,-2.2643561,-0.1134734
5,-1.1693467,-1.3823681,"('distant', 'outgoing')",-1.1693467,-1.3823681,-0.2130214
6,-0.69498324,-0.921212,"('distant', 'open')",-0.6949832,-0.921212,-0.2262288
7,0.025505349,0.17979844,"('insensitive', 'sensitive')",0.0255053,0.1797984,0.1542931
8,-0.79116577,-0.9114914,"('unaffectionate', 'affectionate')",-0.7911658,-0.9114914,-0.1203256
9,-0.8792037,-1.0201751,"('unaffectionate', 'caring')",-0.8792037,-1.0201751,-0.1409714
10,0.026726915,0.024753526,"('unsympathetic', 'sympathetic')",0.0267269,0.0247535,-0.0019734
11,1.0132949,1.1198665,"('unhelpful', 'helpful')",1.0132949,1.1198665,0.1065716
12,-0.9491038,-0.9598684,"('unsupportive', 'supportive')",-0.9491038,-0.9598684,-0.0107646
13,0.2429944,0.33914247,"('impolite', 'polite')",0.2429944,0.3391425,0.0961481
14,0.15189159,0.29811937,"('antisocial', 'social')",0.1518916,0.2981194,0.1462278
15,0.3171824,0.31328818,"('boring', 'funny')",0.3171824,0.3132882,-0.0038942
16,0.1147919,-0.20741208,"('unpopular', 'popular')",0.1147919,-0.2074121,-0.322204
17,-0.39493856,-0.26412997,"('nasty', 'nice')",-0.3949386,-0.26413,0.1308086
18,-1.1347946,-0.99617654,"('disagreeable', 'welcoming')",-1.1347946,-0.9961765,0.1386181
19,-1.2348381,-1.3558257,"('inhospitable', 'hospitable')",-1.2348381,-1.3558257,-0.1209876
20,0.898623,0.92244494,"('rough', 'thoughtful')",0.898623,0.9224449,0.0238219
21,0.59052557,0.77742946,"('immoral', 'moral')",0.5905256,0.7774295,0.1869039
22,0.051469877,0.10988227,"('untrustworthy', 'trustworthy')",0.0514699,0.1098823,0.0584124
23,1.4229641,1.4654089,"('insincere', 'sincere')",1.4229641,1.4654089,0.0424448
24,0.27488542,0.31808951,"('dishonest', 'honest')",0.2748854,0.3180895,0.0432041
25,0.0437785,-0.22105439,"('egoistic', 'altruistic')",0.0437785,-0.2210544,-0.2648329
26,0.04210113,-0.09791256,"('hardhearted', 'benevolent')",0.0421011,-0.0979126,-0.1400137
27,0.34469533,0.34368747,"('hardhearted', 'softhearted')",0.3446953,0.3436875,-0.0010078
28,0.65137815,0.41581476,"('disloyal', 'loyal')",0.6513782,0.4158148,-0.2355634
29,-0.5628691,-0.6963625,"('unfair', 'fair')",-0.5628691,-0.6963625,-0.1334934
30,0.118061945,0.23166776,"('intolerant', 'tolerant')",0.1180619,0.2316678,0.1136059
31,-1.5677522,-1.6123674,"('evil', 'good')",-1.5677522,-1.6123674,-0.0446152
32,0.33601683,0.45500273,"('unkind', 'kind')",0.3360168,0.4550027,0.1189859
33,-0.15463156,-0.3023804,"('wrong', 'right')",-0.1546316,-0.3023804,-0.1477488
34,2.1189556,2.1897824,"('mean', 'honorable')",2.1189556,2.1897824,0.0708268
35,-0.672506,-0.89339495,"('corrupt', 'incorrupt')",-0.672506,-0.8933949,-0.2208889
36,-0.30815664,-0.5409513,"('hostile', 'amicable')",-0.3081566,-0.5409513,-0.2327947
37,0.8584193,0.8985446,"('fake', 'genuine')",0.8584193,0.8985446,0.0401253
38,-0.04467915,-0.16412391,"('untruthful', 'truthful')",-0.0446791,-0.1641239,-0.1194448
39,0.37998873,0.58854055,"('exploitative', 'cooperative')",0.3799887,0.5885406,0.2085519
40,-0.561001,-0.69396347,"('stingy', 'generous')",-0.561001,-0.6939635,-0.1329625
41,0.30993673,0.31897157,"('unforgiving', 'forgiving')",0.3099367,0.3189716,0.0090349
42,-0.07184869,0.044196423,"('unreliable', 'reliable')",-0.0718487,0.0441964,0.1160451
43,0.37281203,0.6419728,"('irresponsible', 'responsible')",0.372812,0.6419728,0.2691608
44,-0.37314057,-0.17051215,"('prejudiced', 'unprejudiced')",-0.3731406,-0.1705122,0.2026284
45,0.15861672,0.12796675,"('incompetent', 'competent')",0.1586167,0.1279667,-0.03065
46,-0.082862236,-0.010104489,"('uncompetitive', 'competitive')",-0.0828622,-0.0101045,0.0727577
47,1.9942034,2.0651963,"('stupid', 'smart')",1.9942034,2.0651963,0.0709929
48,0.050441254,0.19985172,"('unintelligent', 'intelligent')",0.0504413,0.1998517,0.1494104
49,-0.027131248,0.18108399,"('unable', 'able')",-0.0271312,0.181084,0.2082152
50,0.7176561,0.6320698,"('clumsy', 'skillful')",0.7176561,0.6320698,-0.0855863
