,aon_male,aon_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.9157848,-0.94415164,"('unsociable', 'sociable')",-0.5788916,-0.69984937,-0.7473382,-0.8220005,-0.0746623
1,-0.7412106,-0.89153534,"('unfriendly', 'friendly')",2.4014115,2.2273786,0.8301005,0.6679217,-0.1621788
2,0.8459654,0.8746975,"('unlikable', 'likable')",0.387474,0.42740315,0.6167197,0.6510503,0.0343306
3,-0.47349286,-0.32383904,"('repellent', 'pleasant')",-0.2914376,-0.1257359,-0.3824652,-0.2247875,0.1576777
4,-0.2624913,-0.33160043,"('disliked', 'liked')",-4.9176283,-4.97313,-2.5900598,-2.6523652,-0.0623054
5,-0.59273314,-0.6506611,"('distant', 'outgoing')",0.45891187,0.40974203,-0.0669106,-0.1204595,-0.0535489
6,-0.34875858,-0.3995554,"('distant', 'open')",0.37964332,0.2960775,0.0154424,-0.0517389,-0.0671813
7,-0.040444598,0.0631465,"('insensitive', 'sensitive')",0.8096895,0.87831426,0.3846225,0.4707304,0.0861079
8,-0.59983647,-0.6940294,"('unaffectionate', 'affectionate')",1.1949098,1.0033466,0.2975367,0.1546586,-0.1428781
9,-0.73283446,-0.7986043,"('unaffectionate', 'caring')",1.4882549,1.3735285,0.3777102,0.2874621,-0.0902481
10,-1.03555,-0.959833,"('unsympathetic', 'sympathetic')",-0.4902305,-0.4521174,-0.7628902,-0.7059752,0.056915
11,-0.31606656,-0.24816823,"('unhelpful', 'helpful')",1.1759695,1.2037191,0.4299515,0.4777755,0.047824
12,0.20653477,0.24589254,"('unsupportive', 'supportive')",-1.1089548,-1.0484254,-0.45121,-0.4012665,0.0499435
13,-0.33012193,-0.33720765,"('impolite', 'polite')",-0.71107036,-0.69392437,-0.5205961,-0.515566,0.0050301
14,0.24961427,0.27718168,"('antisocial', 'social')",0.55692905,0.66319203,0.4032717,0.4701869,0.0669152
15,0.21873407,0.07831384,"('boring', 'funny')",0.17352828,0.092485815,0.1961312,0.0853998,-0.1107314
16,-0.46417055,-0.3576406,"('unpopular', 'popular')",-0.22513658,-0.24617618,-0.3446535,-0.3019084,0.0427451
17,-0.13101415,-0.0500324,"('nasty', 'nice')",-0.74375385,-0.75084674,-0.437384,-0.4004396,0.0369444
18,-1.0455453,-0.98058903,"('disagreeable', 'welcoming')",-0.6126022,-0.57498705,-0.8290738,-0.777788,0.0512858
19,-0.6751999,-0.6598698,"('inhospitable', 'hospitable')",-0.047890484,-0.14245534,-0.3615452,-0.4011626,-0.0396174
20,0.27131176,0.33962563,"('rough', 'thoughtful')",1.021064,0.98684204,0.6461879,0.6632338,0.0170459
21,-0.50087124,-0.32930595,"('immoral', 'moral')",-1.2623992,-1.070779,-0.8816352,-0.7000425,0.1815927
