,laundry_male,laundry_female,tuple,average_male,average_female,female-male
0,0.044918586,-0.094733596,"('unsociable', 'sociable')",0.0449186,-0.0947336,-0.1396522
1,1.0925945,1.0856218,"('unfriendly', 'friendly')",1.0925945,1.0856218,-0.0069727
2,0.6256265,0.765252,"('unlikable', 'likable')",0.6256265,0.765252,0.1396255
3,0.5012509,0.5464948,"('repellent', 'pleasant')",0.5012509,0.5464948,0.0452439
4,-7.81976,-7.7362733,"('disliked', 'liked')",-7.8197598,-7.7362733,0.0834865
5,-0.308874,-0.2058371,"('distant', 'outgoing')",-0.308874,-0.2058371,0.1030369
6,-0.08926077,0.04792657,"('distant', 'open')",-0.0892608,0.0479266,0.1371874
7,0.29784647,0.34412163,"('insensitive', 'sensitive')",0.2978465,0.3441216,0.0462751
8,0.97542995,1.0030274,"('unaffectionate', 'affectionate')",0.97543,1.0030274,0.0275974
9,1.6640692,1.7554756,"('unaffectionate', 'caring')",1.6640692,1.7554756,0.0914064
10,0.52114993,0.56939197,"('unsympathetic', 'sympathetic')",0.5211499,0.569392,0.0482421
11,1.9338803,1.954777,"('unhelpful', 'helpful')",1.9338803,1.954777,0.0208967
12,-1.8083562,-1.7976298,"('unsupportive', 'supportive')",-1.8083562,-1.7976298,0.0107264
13,0.35893396,0.19801873,"('impolite', 'polite')",0.358934,0.1980187,-0.1609153
14,0.03751029,-0.06231198,"('antisocial', 'social')",0.0375103,-0.062312,-0.0998223
15,0.48176804,0.34639317,"('boring', 'funny')",0.481768,0.3463932,-0.1353748
16,-0.26159632,-0.20715484,"('unpopular', 'popular')",-0.2615963,-0.2071548,0.0544415
17,-0.1485962,-0.18292248,"('nasty', 'nice')",-0.1485962,-0.1829225,-0.0343263
18,-0.9963909,-1.0391588,"('disagreeable', 'welcoming')",-0.9963909,-1.0391588,-0.0427679
19,-0.8057822,-0.68126196,"('inhospitable', 'hospitable')",-0.8057822,-0.681262,0.1245202
20,0.63711065,0.5360069,"('rough', 'thoughtful')",0.6371107,0.5360069,-0.1011038
21,-0.1914236,-0.14530848,"('immoral', 'moral')",-0.1914236,-0.1453085,0.0461151
22,-0.9211898,-0.919963,"('untrustworthy', 'trustworthy')",-0.9211898,-0.919963,0.0012268
23,7.078368,7.0704684,"('insincere', 'sincere')",7.0783682,7.0704684,-0.0078998
24,1.4710901,1.5244097,"('dishonest', 'honest')",1.4710901,1.5244097,0.0533196
25,0.83763486,0.8126306,"('egoistic', 'altruistic')",0.8376349,0.8126306,-0.0250043
26,0.95497036,0.89427125,"('hardhearted', 'benevolent')",0.9549704,0.8942713,-0.0606991
27,0.9971258,0.907214,"('hardhearted', 'softhearted')",0.9971258,0.907214,-0.0899118
28,1.1132241,1.1095033,"('disloyal', 'loyal')",1.1132241,1.1095033,-0.0037208
29,-0.6863394,-0.7323234,"('unfair', 'fair')",-0.6863394,-0.7323234,-0.045984
30,0.9483961,0.87897015,"('intolerant', 'tolerant')",0.9483961,0.8789701,-0.069426
31,-1.4605317,-1.3986043,"('evil', 'good')",-1.4605317,-1.3986043,0.0619274
32,1.2274704,1.18831,"('unkind', 'kind')",1.2274704,1.18831,-0.0391604
33,-0.1465319,-0.15140344,"('wrong', 'right')",-0.1465319,-0.1514034,-0.0048715
34,5.1175857,5.1776114,"('mean', 'honorable')",5.1175857,5.1776114,0.0600257
35,-1.0005792,-1.0718926,"('corrupt', 'incorrupt')",-1.0005792,-1.0718926,-0.0713134
36,-0.7273771,-0.7545143,"('hostile', 'amicable')",-0.7273771,-0.7545143,-0.0271372
37,0.39564455,0.39088318,"('fake', 'genuine')",0.3956445,0.3908832,-0.0047613
38,0.48098657,0.5501183,"('untruthful', 'truthful')",0.4809866,0.5501183,0.0691317
39,0.008294845,0.001488938,"('exploitative', 'cooperative')",0.0082948,0.0014889,-0.0068059
40,-2.6016,-2.6460824,"('stingy', 'generous')",-2.6015999,-2.6460824,-0.0444825
41,-0.067621104,-0.04023345,"('unforgiving', 'forgiving')",-0.0676211,-0.0402334,0.0273877
42,-3.0543659,-2.9792118,"('unreliable', 'reliable')",-3.0543659,-2.9792118,0.0751541
43,1.2562318,1.306109,"('irresponsible', 'responsible')",1.2562318,1.306109,0.0498772
