,contingency_male,contingency_female,tuple,average_male,average_female,female-male
0,-1.3126699,-1.4512076,"('unsociable', 'sociable')",-1.3126699,-1.4512076,-0.1385377
1,-0.8067046,-0.8324059,"('unfriendly', 'friendly')",-0.8067046,-0.8324059,-0.0257013
2,0.17244062,0.20984305,"('unlikable', 'likable')",0.1724406,0.2098431,0.0374025
3,-1.353463,-1.2889031,"('repellent', 'pleasant')",-1.3534631,-1.2889031,0.06456
4,-2.3139176,-2.2108965,"('disliked', 'liked')",-2.3139176,-2.2108965,0.1030211
5,-0.30983675,-0.2995219,"('distant', 'outgoing')",-0.3098367,-0.2995219,0.0103148
6,-0.22861741,-0.20068562,"('distant', 'open')",-0.2286174,-0.2006856,0.0279318
7,-0.53515524,-0.5119102,"('insensitive', 'sensitive')",-0.5351552,-0.5119102,0.023245
8,-0.72001237,-0.74233323,"('unaffectionate', 'affectionate')",-0.7200124,-0.7423332,-0.0223208
9,-0.6050072,-0.63026875,"('unaffectionate', 'caring')",-0.6050072,-0.6302688,-0.0252616
10,-1.6056571,-1.6529676,"('unsympathetic', 'sympathetic')",-1.6056571,-1.6529676,-0.0473105
11,0.42142648,0.3992492,"('unhelpful', 'helpful')",0.4214265,0.3992492,-0.0221773
12,-1.295523,-1.1785734,"('unsupportive', 'supportive')",-1.295523,-1.1785734,0.1169496
13,-0.9657356,-1.0696356,"('impolite', 'polite')",-0.9657356,-1.0696356,-0.1039
14,0.23174372,0.1286856,"('antisocial', 'social')",0.2317437,0.1286856,-0.1030581
15,0.86037993,0.8152439,"('boring', 'funny')",0.8603799,0.8152439,-0.045136
16,-1.0171925,-0.9253307,"('unpopular', 'popular')",-1.0171925,-0.9253307,0.0918618
17,-0.3869698,-0.2555782,"('nasty', 'nice')",-0.3869698,-0.2555782,0.1313916
18,-0.38845408,-0.3782004,"('disagreeable', 'welcoming')",-0.3884541,-0.3782004,0.0102537
19,-1.3051169,-1.2186191,"('inhospitable', 'hospitable')",-1.3051169,-1.2186191,0.0864978
20,0.96190137,0.94019264,"('rough', 'thoughtful')",0.9619014,0.9401926,-0.0217088
21,-0.6720442,-0.65541416,"('immoral', 'moral')",-0.6720442,-0.6554142,0.01663
22,0.21207002,0.23135677,"('untrustworthy', 'trustworthy')",0.21207,0.2313568,0.0192868
23,0.9615018,0.9181796,"('insincere', 'sincere')",0.9615018,0.9181796,-0.0433222
24,-0.6292386,-0.6366243,"('dishonest', 'honest')",-0.6292386,-0.6366243,-0.0073857
25,1.0326623,1.0161033,"('egoistic', 'altruistic')",1.0326623,1.0161033,-0.016559
26,1.7472875,1.6562282,"('hardhearted', 'benevolent')",1.7472875,1.6562282,-0.0910593
27,0.51194054,0.42823625,"('hardhearted', 'softhearted')",0.5119405,0.4282362,-0.0837043
28,-0.6030336,-0.7088909,"('disloyal', 'loyal')",-0.6030336,-0.7088909,-0.1058573
29,-0.02435476,-0.0921986,"('unfair', 'fair')",-0.0243548,-0.0921986,-0.0678438
30,-0.58041,-0.63505435,"('intolerant', 'tolerant')",-0.58041,-0.6350543,-0.0546443
31,-0.7070811,-0.5337303,"('evil', 'good')",-0.7070811,-0.5337303,0.1733508
32,0.010942671,-0.0718864,"('unkind', 'kind')",0.0109427,-0.0718864,-0.0828291
33,0.54940677,0.51036334,"('wrong', 'right')",0.5494068,0.5103633,-0.0390435
34,1.2713422,1.4506054,"('mean', 'honorable')",1.2713422,1.4506054,0.1792632
35,1.0187098,1.0090636,"('corrupt', 'incorrupt')",1.0187098,1.0090636,-0.0096462
36,-0.06884434,-0.048589163,"('hostile', 'amicable')",-0.0688443,-0.0485892,0.0202551
37,-0.30938002,-0.23375335,"('fake', 'genuine')",-0.30938,-0.2337534,0.0756266
38,-0.34639916,-0.31874773,"('untruthful', 'truthful')",-0.3463992,-0.3187477,0.0276515
39,0.4627941,0.42254525,"('exploitative', 'cooperative')",0.4627941,0.4225453,-0.0402488
40,-1.0646559,-1.1132821,"('stingy', 'generous')",-1.0646559,-1.1132821,-0.0486262
41,-0.016461343,0.0002699606,"('unforgiving', 'forgiving')",-0.0164613,0.00027,0.0167313
42,-0.30409032,-0.2856122,"('unreliable', 'reliable')",-0.3040903,-0.2856122,0.0184781
43,-0.69183123,-0.7331378,"('irresponsible', 'responsible')",-0.6918312,-0.7331378,-0.0413066
44,1.0468986,1.0292848,"('prejudiced', 'unprejudiced')",1.0468986,1.0292848,-0.0176138
45,-1.1690265,-1.0542837,"('incompetent', 'competent')",-1.1690265,-1.0542837,0.1147428
46,-1.9770268,-2.0410678,"('uncompetitive', 'competitive')",-1.9770268,-2.0410678,-0.064041
47,1.9363308,1.9917783,"('stupid', 'smart')",1.9363308,1.9917783,0.0554475
48,-1.1914663,-1.2472352,"('unintelligent', 'intelligent')",-1.1914663,-1.2472352,-0.0557689
49,-0.7751997,-0.6868916,"('unable', 'able')",-0.7751997,-0.6868916,0.0883081
50,0.01752159,0.033280104,"('clumsy', 'skillful')",0.0175216,0.0332801,0.0157585
51,-0.9988078,-1.1375967,"('uneducated', 'educated')",-0.9988078,-1.1375967,-0.1387889
52,-0.49935874,-0.5865044,"('irrational', 'rational')",-0.4993587,-0.5865044,-0.0871457
53,-1.0747088,-1.0926316,"('uncreative', 'creative')",-1.0747088,-1.0926316,-0.0179228
54,0.058825057,0.08837257,"('incapable', 'capable')",0.0588251,0.0883726,0.0295475
55,-0.8337882,-0.8427241,"('incompetent', 'clever')",-0.8337882,-0.8427241,-0.0089359
56,-0.15075286,-0.12339762,"('impractical', 'practical')",-0.1507529,-0.1233976,0.0273553
57,-1.8734612,-1.8811816,"('unimaginative', 'imaginative')",-1.8734612,-1.8811816,-0.0077204
58,0.16036113,0.10376424,"('undiscriminating', 'discriminating')",0.1603611,0.1037642,-0.0565969
59,0.54080456,0.56901866,"('foolish', 'wise')",0.5408046,0.5690187,0.0282141
60,-0.69857776,-0.7430895,"('inefficient', 'efficient')",-0.6985778,-0.7430895,-0.0445117
61,-0.26677975,-0.41228986,"('illogical', 'logical')",-0.2667798,-0.4122899,-0.1455101
62,-0.64283943,-0.6137093,"('incompetent', 'brilliant')",-0.6428394,-0.6137093,0.0291301
63,-0.6081352,-0.5781133,"('unperceptive', 'insightful')",-0.6081352,-0.5781133,0.0300219
64,-2.2504845,-2.257345,"('shy', 'confident')",-2.2504845,-2.257345,-0.0068605
