,varian_male,varian_female,tuple,medical_male,medical_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.94149935,-0.94308996,"('unsociable', 'sociable')",0.48278946,0.38965297,0.21362688,0.12243707,-0.6384892,-0.7449518,-0.2208931,-0.2939879,-0.0730948
1,-2.0266685,-2.2311432,"('unfriendly', 'friendly')",0.6712316,0.5636689,-0.0024576988,-0.25117987,2.2185028,2.147458,0.215152,0.057201,-0.157951
2,0.46627098,0.56396496,"('unlikable', 'likable')",0.681584,0.7395524,1.0123593,1.0750154,0.7681453,0.87940675,0.7320899,0.8144849,0.082395
3,-0.81956774,-0.70351815,"('repellent', 'pleasant')",-1.4305451,-1.2889152,0.22115436,0.4037362,0.01117762,0.035372958,-0.5044452,-0.388331,0.1161142
4,-0.29827917,-0.2889799,"('disliked', 'liked')",0.3893883,0.35535684,-0.50985974,-0.56217766,-6.0353103,-6.129067,-1.6135153,-1.6562169,-0.0427016
5,-0.8170064,-0.7811583,"('distant', 'outgoing')",0.17577785,0.24016808,-0.999458,-0.99898994,0.37135407,0.39783585,-0.3173331,-0.2855361,0.031797
6,-0.61815643,-0.59266067,"('distant', 'open')",0.11005895,0.18933508,-1.5247691,-1.596061,1.0104691,1.0494412,-0.2555993,-0.2374863,0.018113
7,-0.5852681,-0.5454952,"('insensitive', 'sensitive')",-0.7030547,-0.6465051,-0.1886715,-0.14066271,0.21809603,0.30062896,-0.3147246,-0.2580085,0.0567161
8,-0.80351394,-0.9418826,"('unaffectionate', 'affectionate')",0.21327889,0.15613827,-1.1774114,-1.3397719,0.97211945,0.93087494,-0.1988818,-0.2986603,-0.0997785
9,-0.8801492,-0.993524,"('unaffectionate', 'caring')",1.0136572,1.0029604,-0.37641522,-0.51016843,1.2073398,1.2236807,0.2411081,0.1807372,-0.0603709
10,-1.0937587,-1.0999802,"('unsympathetic', 'sympathetic')",-0.97224003,-0.9502937,-0.7423281,-0.7325525,-0.7720522,-0.7879181,-0.8950948,-0.8926861,0.0024087
11,-0.5334199,-0.5060056,"('unhelpful', 'helpful')",0.19924694,0.20709485,0.918966,0.95712835,1.0877937,1.1772056,0.4181467,0.4588558,0.0407091
12,-0.0027669389,0.05118069,"('unsupportive', 'supportive')",1.8733562,2.0023549,0.42444295,0.514662,-1.925332,-1.9107331,0.0924251,0.1643661,0.071941
13,-0.22729218,-0.16937947,"('impolite', 'polite')",0.14305633,0.14663333,0.21197549,0.28380254,-0.44083655,-0.45531228,-0.0782742,-0.048564,0.0297102
14,-0.36243075,-0.26179945,"('antisocial', 'social')",0.16696358,0.15733138,0.3935315,0.4478594,-1.0122342,-1.0538415,-0.2035425,-0.1776125,0.02593
15,-0.21155249,-0.29291454,"('boring', 'funny')",0.72064435,0.6280627,-0.49622524,-0.6532067,0.558211,0.5283984,0.1427694,0.052585,-0.0901844
16,-0.48911682,-0.48850155,"('unpopular', 'popular')",-0.19406524,-0.19501445,-0.030368814,0.017091021,0.8318464,0.8605215,0.0295739,0.0485241,0.0189502
17,-0.05323611,0.028235653,"('nasty', 'nice')",-0.89655554,-0.7933792,-0.45319027,-0.32820576,-0.44951555,-0.37197244,-0.4631244,-0.3663304,0.096794
18,-0.17405188,-0.17179587,"('disagreeable', 'welcoming')",0.46301082,0.49029583,0.08241362,0.1099662,-0.15231709,-0.16747707,0.0547639,0.0652473,0.0104834
19,-0.6401647,-0.5836556,"('inhospitable', 'hospitable')",-0.103944555,-0.03684125,-0.94130605,-0.93292934,0.23665047,0.4214072,-0.3621912,-0.2830048,0.0791864
20,0.31314343,0.31762716,"('rough', 'thoughtful')",-0.31865147,-0.28068042,0.608043,0.6427776,1.2083815,1.1222669,0.4527291,0.4504978,-0.0022313
21,-0.12554559,-0.111897044,"('immoral', 'moral')",0.55153865,0.5588947,0.8209682,0.82481647,-0.92341924,-0.8996905,0.0808855,0.0930309,0.0121454
22,-0.59269464,-0.54333746,"('untrustworthy', 'trustworthy')",0.017949842,-0.05830297,0.54866606,0.4673663,-0.9259158,-0.9961553,-0.2379986,-0.2826074,-0.0446088
23,-0.89949304,-0.9334073,"('insincere', 'sincere')",-0.17022167,-0.18571186,0.6443431,0.634618,5.0463357,5.04671,1.155241,1.1405522,-0.0146888
24,-0.6700854,-0.66543007,"('dishonest', 'honest')",-0.19204837,-0.23372215,-1.606934,-1.73869,0.5560181,0.54067147,-0.4782624,-0.5242927,-0.0460303
25,-0.7648494,-0.75653684,"('egoistic', 'altruistic')",0.32958245,0.29606062,0.88677627,0.84158534,1.619343,1.5622168,0.5177131,0.4858315,-0.0318816
26,0.15355662,0.011100661,"('hardhearted', 'benevolent')",1.1186069,1.0534815,0.43403965,0.31394368,1.7538822,1.6622986,0.8650213,0.7602061,-0.1048152
27,-0.73334026,-0.6645055,"('hardhearted', 'softhearted')",0.1781557,0.25109345,0.24523424,0.24927054,1.8708293,1.8171434,0.3902197,0.4132505,0.0230308
28,-0.39780718,-0.51447755,"('disloyal', 'loyal')",-0.110824436,-0.25457847,-0.0596283,-0.22596794,0.7922001,0.6988208,0.055985,-0.0740508,-0.1300358
29,-0.19389161,-0.17758673,"('unfair', 'fair')",-0.14296906,-0.11021747,-0.5259447,-0.5453472,-0.21567658,-0.34335268,-0.2696205,-0.294126,-0.0245055
30,-0.029301975,-0.06520019,"('intolerant', 'tolerant')",-0.10157214,-0.1740757,0.91312444,0.8274036,0.8320267,0.76728135,0.4035693,0.3388523,-0.064717
31,-0.5689746,-0.49222502,"('evil', 'good')",-0.5294238,-0.47251558,-1.0133926,-1.046929,-0.23838149,-0.28285828,-0.5875431,-0.573632,0.0139111
32,-0.4966032,-0.5126027,"('unkind', 'kind')",1.367573,1.3721895,0.41379246,0.37966216,0.66425353,0.54953194,0.487254,0.4471952,-0.0400588
33,0.612553,0.55897343,"('wrong', 'right')",1.0373913,0.96586305,0.19361459,0.14135417,0.09305003,0.0067611635,0.4841522,0.418238,-0.0659142
34,-0.72385025,-0.57512057,"('mean', 'honorable')",-0.47869706,-0.27924368,0.15481521,0.26981348,5.6906457,5.911084,1.1607285,1.3316333,0.1709048
35,0.6048536,0.51166517,"('corrupt', 'incorrupt')",-0.42129466,-0.41264367,-0.48420796,-0.6263093,0.7028445,0.55118924,0.1005489,0.0059754,-0.0945735
36,-0.6700244,-0.73349506,"('hostile', 'amicable')",-0.9140775,-0.9018021,-1.7557217,-1.95349,0.98794025,0.7996712,-0.5879709,-0.697279,-0.1093081
37,0.47505885,0.5670772,"('fake', 'genuine')",-0.090651534,-0.06776258,-0.25017136,-0.2332386,0.33385375,0.34788704,0.1170224,0.1534908,0.0364684
38,-0.78668505,-0.760582,"('untruthful', 'truthful')",0.05276461,0.055883303,-0.51038504,-0.53135586,-0.2028264,-0.12844032,-0.361783,-0.3411237,0.0206593
39,0.711614,0.7228708,"('exploitative', 'cooperative')",0.29593328,0.30280876,1.2624394,1.2860292,0.14527944,0.13618132,0.6038165,0.6119726,0.0081561
40,0.2840732,0.2692972,"('stingy', 'generous')",1.0723224,1.0553784,0.65086013,0.6535373,-1.1925966,-1.3303702,0.2036648,0.1619607,-0.0417041
41,-0.115309305,-0.0918095,"('unforgiving', 'forgiving')",0.68173075,0.71311444,-0.21894982,-0.27599436,0.3044992,0.1811587,0.1629927,0.1316173,-0.0313754
42,-0.07970938,0.15262775,"('unreliable', 'reliable')",0.90058416,0.95395875,-0.4382526,-0.2435109,-3.0419462,-2.9570928,-0.664831,-0.5235043,0.1413267
43,-1.114864,-1.0023878,"('irresponsible', 'responsible')",0.7271272,0.7797966,-0.7050413,-0.685883,-0.021579966,0.024281003,-0.2785895,-0.2210483,0.0575412
44,0.82455075,0.84477085,"('prejudiced', 'unprejudiced')",-0.67838705,-0.5991869,-0.5384575,-0.4809953,-1.2681228,-1.2832675,-0.4151042,-0.3796697,0.0354345
45,-0.92971265,-0.8422646,"('incompetent', 'competent')",-0.11986516,-0.06212661,-0.07855061,-0.10044795,-0.24233058,-0.2859274,-0.3426147,-0.3226916,0.0199231
46,-0.61842185,-0.5702838,"('uncompetitive', 'competitive')",-0.37510964,-0.31247562,1.135713,1.2643982,-1.2219579,-1.2630517,-0.2699441,-0.2203532,0.0495909
47,-0.30995905,-0.18214963,"('stupid', 'smart')",0.75980526,0.73779225,0.9312469,0.96273005,5.5744724,5.7160697,1.7388914,1.8086106,0.0697192
48,-0.17582104,-0.26054692,"('unintelligent', 'intelligent')",0.7399344,0.7035064,0.38214844,0.29073027,0.44338524,0.43261078,0.3474118,0.2915751,-0.0558367
49,-0.06235078,0.0012984276,"('unable', 'able')",-0.4172637,-0.2929474,0.6626863,0.7689978,0.0020644218,0.1627854,0.0462841,0.1600336,0.1137495
50,-0.06796065,-0.035666607,"('clumsy', 'skillful')",0.42629725,0.38083118,0.43418592,0.5074929,0.22152697,0.2076028,0.2535124,0.2650651,0.0115527
51,-0.8015689,-0.83250666,"('uneducated', 'educated')",0.22542119,0.14669274,0.07453504,-0.017429926,-0.2707734,-0.31538695,-0.1930965,-0.2546577,-0.0615612
52,0.40242222,0.16698998,"('irrational', 'rational')",0.57605016,0.31994295,-0.46592924,-0.67824996,0.7172643,0.54032284,0.3074518,0.0872515,-0.2202003
