,justice_male,justice_female,tuple,average_male,average_female,female-male
0,0.33724508,0.2010499,"('unsociable', 'sociable')",0.3372451,0.2010499,-0.1361952
1,0.9124605,0.858503,"('unfriendly', 'friendly')",0.9124605,0.858503,-0.0539575
2,0.7401413,0.8507129,"('unlikable', 'likable')",0.7401413,0.8507129,0.1105716
3,0.5670781,0.64310056,"('repellent', 'pleasant')",0.5670781,0.6431006,0.0760225
4,-6.598852,-6.7034945,"('disliked', 'liked')",-6.5988522,-6.7034945,-0.1046423
5,-0.34353966,-0.2854726,"('distant', 'outgoing')",-0.3435397,-0.2854726,0.0580671
6,-0.06416864,0.0353598,"('distant', 'open')",-0.0641686,0.0353598,0.0995284
7,0.5312688,0.5327036,"('insensitive', 'sensitive')",0.5312688,0.5327036,0.0014348
8,1.0674822,1.072197,"('unaffectionate', 'affectionate')",1.0674822,1.072197,0.0047148
9,2.005205,2.078053,"('unaffectionate', 'caring')",2.0052049,2.078053,0.0728481
10,0.68228817,0.7604564,"('unsympathetic', 'sympathetic')",0.6822882,0.7604564,0.0781682
11,2.0949917,2.1197584,"('unhelpful', 'helpful')",2.0949917,2.1197584,0.0247667
12,-1.3980222,-1.343256,"('unsupportive', 'supportive')",-1.3980222,-1.343256,0.0547662
13,0.31644395,0.26413757,"('impolite', 'polite')",0.3164439,0.2641376,-0.0523063
14,0.23392183,0.12128847,"('antisocial', 'social')",0.2339218,0.1212885,-0.1126333
15,0.44771206,0.30824867,"('boring', 'funny')",0.4477121,0.3082487,-0.1394634
16,-0.21256106,-0.21328583,"('unpopular', 'popular')",-0.2125611,-0.2132858,-0.0007247
17,0.45258427,0.46095094,"('nasty', 'nice')",0.4525843,0.4609509,0.0083666
18,-0.9077941,-0.87790185,"('disagreeable', 'welcoming')",-0.9077941,-0.8779019,0.0298922
19,-0.4885425,-0.4417094,"('inhospitable', 'hospitable')",-0.4885425,-0.4417094,0.0468331
20,0.79015255,0.7104749,"('rough', 'thoughtful')",0.7901525,0.7104749,-0.0796776
21,0.10377312,0.1432683,"('immoral', 'moral')",0.1037731,0.1432683,0.0394952
22,-0.15197536,-0.17662324,"('untrustworthy', 'trustworthy')",-0.1519754,-0.1766232,-0.0246478
23,6.436426,6.437574,"('insincere', 'sincere')",6.4364262,6.4375739,0.0011477
24,1.5462097,1.5117481,"('dishonest', 'honest')",1.5462097,1.5117481,-0.0344616
25,0.69377595,0.6320327,"('egoistic', 'altruistic')",0.693776,0.6320327,-0.0617433
26,0.9137019,0.7832511,"('hardhearted', 'benevolent')",0.9137019,0.7832511,-0.1304508
27,1.0610771,0.9845251,"('hardhearted', 'softhearted')",1.0610771,0.9845251,-0.076552
28,1.2498851,1.2256631,"('disloyal', 'loyal')",1.2498851,1.2256631,-0.024222
29,-0.40927112,-0.478547,"('unfair', 'fair')",-0.4092711,-0.478547,-0.0692759
30,1.315372,1.2787676,"('intolerant', 'tolerant')",1.315372,1.2787676,-0.0366044
31,-1.6255134,-1.6171787,"('evil', 'good')",-1.6255134,-1.6171787,0.0083347
