,morphology_male,morphology_female,tuple,average_male,average_female,female-male
0,0.5201737,0.2982021,"('unsociable', 'sociable')",0.5201737,0.2982021,-0.2219716
1,0.7716873,0.7150979,"('unfriendly', 'friendly')",0.7716873,0.7150979,-0.0565894
2,0.46745718,0.67362595,"('unlikable', 'likable')",0.4674572,0.6736259,0.2061687
3,1.0941864,1.0930927,"('repellent', 'pleasant')",1.0941864,1.0930927,-0.0010937
4,-7.0003476,-7.044484,"('disliked', 'liked')",-7.0003476,-7.0444841,-0.0441365
5,-0.53298175,-0.35697395,"('distant', 'outgoing')",-0.5329818,-0.3569739,0.1760079
6,-0.39806572,-0.2620279,"('distant', 'open')",-0.3980657,-0.2620279,0.1360378
7,0.80473876,0.705672,"('insensitive', 'sensitive')",0.8047388,0.705672,-0.0990668
8,0.42628443,0.49364385,"('unaffectionate', 'affectionate')",0.4262844,0.4936439,0.0673595
9,1.1606934,1.269417,"('unaffectionate', 'caring')",1.1606934,1.269417,0.1087236
10,1.4838774,1.484694,"('unsympathetic', 'sympathetic')",1.4838774,1.484694,0.0008166
11,2.3133943,2.2858183,"('unhelpful', 'helpful')",2.3133943,2.2858183,-0.027576
12,-1.4481448,-1.4254904,"('unsupportive', 'supportive')",-1.4481448,-1.4254904,0.0226544
13,0.84620875,0.74876827,"('impolite', 'polite')",0.8462088,0.7487683,-0.0974405
14,0.20868735,-0.064103656,"('antisocial', 'social')",0.2086874,-0.0641037,-0.2727911
15,0.43259975,0.3691432,"('boring', 'funny')",0.4325998,0.3691432,-0.0634566
16,-0.2577585,-0.25202274,"('unpopular', 'popular')",-0.2577585,-0.2520227,0.0057358
17,-0.2123816,-0.1665777,"('nasty', 'nice')",-0.2123816,-0.1665777,0.0458039
18,-0.5367008,-0.6437043,"('disagreeable', 'welcoming')",-0.5367008,-0.6437043,-0.1070035
19,-0.899372,-0.6907539,"('inhospitable', 'hospitable')",-0.899372,-0.6907539,0.2086181
20,0.75029397,0.5628714,"('rough', 'thoughtful')",0.750294,0.5628714,-0.1874226
21,0.3760283,0.41303706,"('immoral', 'moral')",0.3760283,0.4130371,0.0370088
22,-0.026441926,-0.08553463,"('untrustworthy', 'trustworthy')",-0.0264419,-0.0855346,-0.0590927
23,6.191325,6.1486626,"('insincere', 'sincere')",6.1913252,6.1486626,-0.0426626
24,1.6233218,1.6172763,"('dishonest', 'honest')",1.6233218,1.6172763,-0.0060455
25,0.240771,0.20038746,"('egoistic', 'altruistic')",0.240771,0.2003875,-0.0403835
26,0.16226313,-0.04836625,"('hardhearted', 'benevolent')",0.1622631,-0.0483662,-0.2106293
27,1.1515994,0.9971759,"('hardhearted', 'softhearted')",1.1515994,0.9971759,-0.1544235
28,0.87849116,0.7984204,"('disloyal', 'loyal')",0.8784912,0.7984204,-0.0800708
29,-0.9424178,-0.9711856,"('unfair', 'fair')",-0.9424178,-0.9711856,-0.0287678
30,1.1300652,0.99983126,"('intolerant', 'tolerant')",1.1300652,0.9998313,-0.1302339
31,-2.0127544,-1.9420218,"('evil', 'good')",-2.0127544,-1.9420218,0.0707326
32,1.1787239,1.1347529,"('unkind', 'kind')",1.1787239,1.1347529,-0.043971
33,-0.56693506,-0.47026032,"('wrong', 'right')",-0.5669351,-0.4702603,0.0966748
34,4.309392,4.460449,"('mean', 'honorable')",4.309392,4.4604492,0.1510572
35,-1.5776347,-1.6461463,"('corrupt', 'incorrupt')",-1.5776347,-1.6461463,-0.0685116
36,-1.3688921,-1.3616601,"('hostile', 'amicable')",-1.3688921,-1.3616601,0.007232
37,0.4777706,0.52526045,"('fake', 'genuine')",0.4777706,0.5252604,0.0474898
38,-0.09275143,-0.034125313,"('untruthful', 'truthful')",-0.0927514,-0.0341253,0.0586261
39,0.16881947,0.09244828,"('exploitative', 'cooperative')",0.1688195,0.0924483,-0.0763712
40,-1.4693156,-1.626294,"('stingy', 'generous')",-1.4693156,-1.626294,-0.1569784
41,-0.044058163,-0.13912375,"('unforgiving', 'forgiving')",-0.0440582,-0.1391238,-0.0950656
42,-1.6639075,-1.6454726,"('unreliable', 'reliable')",-1.6639075,-1.6454726,0.0184349
43,1.5063549,1.4592615,"('irresponsible', 'responsible')",1.5063549,1.4592615,-0.0470934
44,-1.004843,-1.0471226,"('prejudiced', 'unprejudiced')",-1.004843,-1.0471226,-0.0422796
45,0.56683695,0.47278836,"('incompetent', 'competent')",0.566837,0.4727884,-0.0940486
46,0.043703232,0.039773766,"('uncompetitive', 'competitive')",0.0437032,0.0397738,-0.0039294
47,5.002856,5.173063,"('stupid', 'smart')",5.0028558,5.1730628,0.170207
48,0.9108749,0.72215647,"('unintelligent', 'intelligent')",0.9108749,0.7221565,-0.1887184
49,-0.10032641,0.028727308,"('unable', 'able')",-0.1003264,0.0287273,0.1290537
50,-0.022985514,0.051289212,"('clumsy', 'skillful')",-0.0229855,0.0512892,0.0742747
51,0.52534175,0.43127632,"('uneducated', 'educated')",0.5253417,0.4312763,-0.0940654
52,-1.0207962,-1.066877,"('irrational', 'rational')",-1.0207962,-1.066877,-0.0460808
53,-0.079986475,-0.09251769,"('uncreative', 'creative')",-0.0799865,-0.0925177,-0.0125312
54,0.6082593,0.8962546,"('incapable', 'capable')",0.6082593,0.8962546,0.2879953
55,1.3301429,1.1498854,"('incompetent', 'clever')",1.3301429,1.1498854,-0.1802575
56,1.3867255,1.2941016,"('impractical', 'practical')",1.3867255,1.2941016,-0.0926239
57,-2.0070949,-2.0326471,"('unimaginative', 'imaginative')",-2.0070949,-2.0326471,-0.0255522
58,-0.09623283,-0.13297887,"('undiscriminating', 'discriminating')",-0.0962328,-0.1329789,-0.0367461
59,-0.34364858,-0.23924954,"('foolish', 'wise')",-0.3436486,-0.2392495,0.1043991
60,1.4231329,1.3627347,"('inefficient', 'efficient')",1.4231329,1.3627347,-0.0603982
61,0.11990744,-0.119473316,"('illogical', 'logical')",0.1199074,-0.1194733,-0.2393807
62,1.5839152,1.6485844,"('incompetent', 'brilliant')",1.5839152,1.6485844,0.0646692
63,0.7468726,0.81635755,"('unperceptive', 'insightful')",0.7468726,0.8163576,0.069485
64,-5.3276706,-5.343904,"('shy', 'confident')",-5.3276706,-5.343904,-0.0162334
65,1.2098142,1.159813,"('insecure', 'secure')",1.2098142,1.159813,-0.0500012
66,-0.37683278,-0.35309887,"('inactive', 'active')",-0.3768328,-0.3530989,0.0237339
67,-0.5383767,-0.4687432,"('doubtful', 'determined')",-0.5383767,-0.4687432,0.0696335
68,-0.30198365,-0.28747886,"('dependent', 'independent')",-0.3019837,-0.2874789,0.0145048
69,-1.9684949,-1.9220152,"('lazy', 'industrious')",-1.9684949,-1.9220152,0.0464797
70,1.8159742,1.7453867,"('lethargic', 'energetic')",1.8159742,1.7453867,-0.0705875
71,0.39864066,0.43433625,"('diffident', 'self-confident')",0.3986407,0.4343362,0.0356955
72,1.0815842,1.2340525,"('unambitious', 'ambitious')",1.0815842,1.2340525,0.1524683
73,-2.9421744,-2.9057755,"('helpless', 'self-reliant')",-2.9421744,-2.9057755,0.0363989
74,0.12555392,-0.040640127,"('undedicated', 'dedicated')",0.1255539,-0.0406401,-0.166194
75,-0.88469005,-0.6370473,"('meek', 'impulsive')",-0.88469,-0.6370473,0.2476427
76,1.023073,0.92517525,"('anxious', 'daring')",1.023073,0.9251752,-0.0978978
77,-1.0306197,-0.98745024,"('unmotivated', 'motivated')",-1.0306197,-0.9874502,0.0431695
78,-0.6300844,-0.62555456,"('nonresilient', 'resilient')",-0.6300844,-0.6255546,0.0045298
79,-0.64902496,-0.48582235,"('wavering', 'unwavering')",-0.649025,-0.4858223,0.1632027
80,0.09997239,-0.05963775,"('dominated', 'dominating')",0.0999724,-0.0596378,-0.1596102
81,0.69167763,0.69522417,"('submissive', 'aggressive')",0.6916776,0.6952242,0.0035466
82,6.6296134,6.8081565,"('poor', 'rich')",6.6296134,6.8081565,0.1785431
83,-0.30887052,-0.33019802,"('powerless', 'powerful')",-0.3088705,-0.330198,-0.0213275
84,-0.09519362,-0.02219091,"('inferior', 'superior')",-0.0951936,-0.0221909,0.0730027
