,spatula_male,spatula_female,tuple,average_male,average_female,female-male
0,-0.4146129,-0.574007,"('unsociable', 'sociable')",-0.4146129,-0.574007,-0.1593941
1,-0.4593224,-0.8222082,"('unfriendly', 'friendly')",-0.4593224,-0.8222082,-0.3628858
2,-0.35973617,-0.38552335,"('unlikable', 'likable')",-0.3597362,-0.3855233,-0.0257871
3,-1.3149166,-1.2280552,"('repellent', 'pleasant')",-1.3149166,-1.2280552,0.0868614
4,-2.8098967,-2.6336377,"('disliked', 'liked')",-2.8098967,-2.6336377,0.176259
5,-0.60120887,-0.61924523,"('distant', 'outgoing')",-0.6012089,-0.6192452,-0.0180363
6,-0.70242095,-0.7746959,"('distant', 'open')",-0.7024209,-0.7746959,-0.072275
7,-0.59144455,-0.5662973,"('insensitive', 'sensitive')",-0.5914446,-0.5662973,0.0251473
8,-0.44445127,-0.68585145,"('unaffectionate', 'affectionate')",-0.4444513,-0.6858515,-0.2414002
9,-0.77739865,-1.0246906,"('unaffectionate', 'caring')",-0.7773986,-1.0246906,-0.247292
10,-0.8865314,-0.8883962,"('unsympathetic', 'sympathetic')",-0.8865314,-0.8883962,-0.0018648
11,0.0105194,-0.011441491,"('unhelpful', 'helpful')",0.0105194,-0.0114415,-0.0219609
12,-1.6473947,-1.6063647,"('unsupportive', 'supportive')",-1.6473947,-1.6063647,0.04103
13,-0.3279442,-0.40382448,"('impolite', 'polite')",-0.3279442,-0.4038245,-0.0758803
14,0.25373018,0.27434716,"('antisocial', 'social')",0.2537302,0.2743472,0.020617
15,0.33016935,0.23926613,"('boring', 'funny')",0.3301693,0.2392661,-0.0909032
16,-0.6147808,-0.63240236,"('unpopular', 'popular')",-0.6147808,-0.6324024,-0.0176216
17,-0.79727995,-0.72361636,"('nasty', 'nice')",-0.79728,-0.7236164,0.0736636
18,-0.8154664,-0.87799454,"('disagreeable', 'welcoming')",-0.8154664,-0.8779945,-0.0625281
19,-1.5268666,-1.5376829,"('inhospitable', 'hospitable')",-1.5268666,-1.5376829,-0.0108163
20,0.77708524,0.76222634,"('rough', 'thoughtful')",0.7770852,0.7622263,-0.0148589
21,-0.1788097,-0.10514991,"('immoral', 'moral')",-0.1788097,-0.1051499,0.0736598
22,0.11763191,0.14095517,"('untrustworthy', 'trustworthy')",0.1176319,0.1409552,0.0233233
23,1.4276164,1.2355216,"('insincere', 'sincere')",1.4276164,1.2355216,-0.1920948
24,-0.4136535,-0.53899527,"('dishonest', 'honest')",-0.4136535,-0.5389953,-0.1253418
25,-0.007484001,-0.2046025,"('egoistic', 'altruistic')",-0.007484,-0.2046025,-0.1971185
26,0.59671384,0.3732936,"('hardhearted', 'benevolent')",0.5967138,0.3732936,-0.2234202
27,-0.038259283,-0.15615371,"('hardhearted', 'softhearted')",-0.0382593,-0.1561537,-0.1178944
28,-0.0786715,-0.314072,"('disloyal', 'loyal')",-0.0786715,-0.314072,-0.2354005
29,-0.2003516,-0.24701327,"('unfair', 'fair')",-0.2003516,-0.2470133,-0.0466617
30,-0.19674695,-0.31524712,"('intolerant', 'tolerant')",-0.1967469,-0.3152471,-0.1185002
31,-0.71843207,-0.6191695,"('evil', 'good')",-0.7184321,-0.6191695,0.0992626
32,0.18106844,0.035040952,"('unkind', 'kind')",0.1810684,0.035041,-0.1460274
33,-0.28843868,-0.41451576,"('wrong', 'right')",-0.2884387,-0.4145158,-0.1260771
34,1.495488,1.5427716,"('mean', 'honorable')",1.495488,1.5427716,0.0472836
35,0.5721752,0.56319493,"('corrupt', 'incorrupt')",0.5721752,0.5631949,-0.0089803
36,-0.49954855,-0.57411474,"('hostile', 'amicable')",-0.4995486,-0.5741147,-0.0745661
37,0.09205866,0.10318186,"('fake', 'genuine')",0.0920587,0.1031819,0.0111232
38,-0.18788566,-0.22588141,"('untruthful', 'truthful')",-0.1878857,-0.2258814,-0.0379957
39,0.9055088,0.80855286,"('exploitative', 'cooperative')",0.9055088,0.8085529,-0.0969559
40,-1.7143093,-1.7280496,"('stingy', 'generous')",-1.7143093,-1.7280496,-0.0137403
41,0.17203744,0.08592796,"('unforgiving', 'forgiving')",0.1720374,0.085928,-0.0861094
