,broadcom_male,broadcom_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.169048,-1.4134458,"('unsociable', 'sociable')",-0.088745564,-0.28899425,-0.6288968,-0.85122,-0.2223232
1,-1.0354398,-1.2182859,"('unfriendly', 'friendly')",1.3229294,1.1950969,0.1437448,-0.0115945,-0.1553393
2,0.5357922,0.4385097,"('unlikable', 'likable')",1.0018187,0.96420693,0.7688054,0.7013583,-0.0674471
3,0.06488232,0.088459924,"('repellent', 'pleasant')",0.8199307,0.6477936,0.4424065,0.3681267,-0.0742798
4,-0.18424089,-0.2641186,"('disliked', 'liked')",-6.3999205,-6.685785,-3.2920806,-3.4749517,-0.1828711
5,-0.5420855,-0.47807214,"('distant', 'outgoing')",-0.8404574,-0.44533768,-0.6912714,-0.4617049,0.2295665
6,-0.77899075,-0.69363284,"('distant', 'open')",-0.72409624,-0.38304192,-0.7515435,-0.5383373,0.2132062
7,-0.6353239,-0.56232804,"('insensitive', 'sensitive')",0.0051699113,-0.046282057,-0.315077,-0.304305,0.010772
8,-1.0160546,-1.2448123,"('unaffectionate', 'affectionate')",0.55494374,0.5511638,-0.2305554,-0.3468242,-0.1162688
9,-0.8519745,-0.9454833,"('unaffectionate', 'caring')",0.98742783,1.1276501,0.0677267,0.0910834,0.0233567
10,-0.76249015,-0.95312154,"('unsympathetic', 'sympathetic')",-0.025327343,-0.238838,-0.3939087,-0.5959798,-0.2020711
11,-0.520313,-0.58963037,"('unhelpful', 'helpful')",2.0248692,2.1441631,0.7522781,0.7772664,0.0249883
12,-0.6079757,-0.46836552,"('unsupportive', 'supportive')",-2.034795,-1.9839187,-1.3213854,-1.226142,0.0952434
13,-0.7208193,-0.9184361,"('impolite', 'polite')",-0.6263873,-0.5599076,-0.6736033,-0.7391719,-0.0655686
14,0.9198421,0.80646336,"('antisocial', 'social')",0.15358134,-0.1755163,0.5367118,0.3154735,-0.2212383
15,-0.23815845,-0.37900078,"('boring', 'funny')",-0.15736671,-0.12890927,-0.1977626,-0.253955,-0.0561924
16,-0.5583346,-0.5026833,"('unpopular', 'popular')",0.18516946,0.12483943,-0.1865826,-0.1889219,-0.0023393
17,-0.46399906,-0.4009701,"('nasty', 'nice')",-0.68058074,-0.58255136,-0.5722899,-0.4917607,0.0805292
18,-0.4552534,-0.4512333,"('disagreeable', 'welcoming')",-0.582848,-0.62479126,-0.5190507,-0.5380123,-0.0189616
19,-0.85147977,-0.97334903,"('inhospitable', 'hospitable')",-0.7140059,-0.54078835,-0.7827429,-0.7570687,0.0256742
20,0.49960425,0.47123992,"('rough', 'thoughtful')",0.9108062,0.7920579,0.7052052,0.6316489,-0.0735563
21,0.31028035,0.16996121,"('immoral', 'moral')",-0.29556936,-0.5046136,0.0073555,-0.1673262,-0.1746817
22,0.11448663,0.01796829,"('untrustworthy', 'trustworthy')",-0.8233818,-0.94278085,-0.3544476,-0.4624063,-0.1079587
23,-0.49035573,-0.55279064,"('insincere', 'sincere')",5.747779,5.8588667,2.6287117,2.653038,0.0243263
24,0.038980097,-0.08625072,"('dishonest', 'honest')",1.0342793,1.0052046,0.5366297,0.4594769,-0.0771528
25,-0.02055623,-0.047901176,"('egoistic', 'altruistic')",0.99977636,0.88516027,0.4896101,0.4186296,-0.0709805
