,drake_male,drake_female,tuple,average_male,average_female,female-male
0,-0.1771683,-0.35813195,"('unsociable', 'sociable')",-0.1771683,-0.3581319,-0.1809636
1,1.6446706,1.7471927,"('unfriendly', 'friendly')",1.6446706,1.7471927,0.1025221
2,0.881977,1.0513381,"('unlikable', 'likable')",0.881977,1.0513381,0.1693611
3,0.5129864,0.38928542,"('repellent', 'pleasant')",0.5129864,0.3892854,-0.123701
4,-7.0579615,-6.957729,"('disliked', 'liked')",-7.0579615,-6.9577289,0.1002326
5,0.24629489,0.27757192,"('distant', 'outgoing')",0.2462949,0.2775719,0.031277
6,0.56432986,0.6641148,"('distant', 'open')",0.5643299,0.6641148,0.0997849
7,1.2081074,1.0391886,"('insensitive', 'sensitive')",1.2081074,1.0391886,-0.1689188
8,1.184083,1.3322415,"('unaffectionate', 'affectionate')",1.184083,1.3322415,0.1481585
9,1.6093363,1.7826633,"('unaffectionate', 'caring')",1.6093363,1.7826633,0.173327
10,0.91432613,0.78828275,"('unsympathetic', 'sympathetic')",0.9143261,0.7882828,-0.1260433
11,1.9009507,1.9217958,"('unhelpful', 'helpful')",1.9009507,1.9217958,0.0208451
12,-1.2341492,-1.285293,"('unsupportive', 'supportive')",-1.2341492,-1.285293,-0.0511438
13,-0.055297382,-0.17166969,"('impolite', 'polite')",-0.0552974,-0.1716697,-0.1163723
14,-0.15106773,-0.33335453,"('antisocial', 'social')",-0.1510677,-0.3333545,-0.1822868
15,0.3711134,0.46664265,"('boring', 'funny')",0.3711134,0.4666426,0.0955292
16,-0.44938058,-0.36779281,"('unpopular', 'popular')",-0.4493806,-0.3677928,0.0815878
17,-0.1377971,-0.14452478,"('nasty', 'nice')",-0.1377971,-0.1445248,-0.0067277
18,-0.25264144,-0.3106703,"('disagreeable', 'welcoming')",-0.2526414,-0.3106703,-0.0580289
19,0.14060716,0.18835574,"('inhospitable', 'hospitable')",0.1406072,0.1883557,0.0477485
20,0.70279783,0.61590225,"('rough', 'thoughtful')",0.7027978,0.6159022,-0.0868956
21,0.05512361,0.0067861453,"('immoral', 'moral')",0.0551236,0.0067861,-0.0483375
22,-0.1664586,-0.24546438,"('untrustworthy', 'trustworthy')",-0.1664586,-0.2454644,-0.0790058
23,6.801695,6.70956,"('insincere', 'sincere')",6.8016949,6.7095599,-0.092135
24,2.337523,2.307009,"('dishonest', 'honest')",2.337523,2.307009,-0.030514
25,0.471279,0.5109719,"('egoistic', 'altruistic')",0.471279,0.5109719,0.0396929
26,0.3081535,0.45157725,"('hardhearted', 'benevolent')",0.3081535,0.4515772,0.1434237
27,1.4269007,1.338373,"('hardhearted', 'softhearted')",1.4269007,1.3383729,-0.0885278
28,1.3421688,1.3375251,"('disloyal', 'loyal')",1.3421688,1.3375251,-0.0046437
29,-0.027871292,-0.1622066,"('unfair', 'fair')",-0.0278713,-0.1622066,-0.1343353
30,0.9700226,0.8813487,"('intolerant', 'tolerant')",0.9700226,0.8813487,-0.0886739
31,-0.96998286,-0.76542115,"('evil', 'good')",-0.9699829,-0.7654212,0.2045617
32,1.1262236,1.0422518,"('unkind', 'kind')",1.1262236,1.0422518,-0.0839718
33,-0.08949494,-0.016547939,"('wrong', 'right')",-0.0894949,-0.0165479,0.072947
34,4.5961933,4.70765,"('mean', 'honorable')",4.5961933,4.7076502,0.1114569
35,-0.44128847,-0.4042785,"('corrupt', 'incorrupt')",-0.4412885,-0.4042785,0.03701
36,-0.6330937,-0.37159896,"('hostile', 'amicable')",-0.6330937,-0.371599,0.2614947
37,0.9732691,0.9239412,"('fake', 'genuine')",0.9732691,0.9239412,-0.0493279
38,0.353469,0.383941,"('untruthful', 'truthful')",0.353469,0.383941,0.030472
39,-0.112185635,-0.117763504,"('exploitative', 'cooperative')",-0.1121856,-0.1177635,-0.0055779
40,-1.3279951,-1.473579,"('stingy', 'generous')",-1.3279951,-1.473579,-0.1455839
41,-0.16368303,-0.120573804,"('unforgiving', 'forgiving')",-0.163683,-0.1205738,0.0431092
42,-1.7494917,-1.8952708,"('unreliable', 'reliable')",-1.7494917,-1.8952708,-0.1457791
43,1.332633,1.1551502,"('irresponsible', 'responsible')",1.332633,1.1551502,-0.1774828
44,-1.3751866,-1.4500147,"('prejudiced', 'unprejudiced')",-1.3751866,-1.4500147,-0.0748281
45,0.4378951,0.30127376,"('incompetent', 'competent')",0.4378951,0.3012738,-0.1366213
46,-0.84038436,-0.97677445,"('uncompetitive', 'competitive')",-0.8403844,-0.9767745,-0.1363901
47,5.6941814,5.824593,"('stupid', 'smart')",5.6941814,5.8245931,0.1304117
48,1.1191552,1.1349603,"('unintelligent', 'intelligent')",1.1191552,1.1349603,0.0158051
49,0.554924,0.6851823,"('unable', 'able')",0.554924,0.6851823,0.1302583
50,0.37956077,0.336988,"('clumsy', 'skillful')",0.3795608,0.336988,-0.0425728
51,0.90716255,0.8724082,"('uneducated', 'educated')",0.9071625,0.8724082,-0.0347543
52,0.0530772,0.2166718,"('irrational', 'rational')",0.0530772,0.2166718,0.1635946
