,masco_male,masco_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.051739193,-0.105948135,"('unsociable', 'sociable')",-0.12546417,-0.35210282,-0.0368625,-0.2290255,-0.192163
1,-1.0298342,-0.9889876,"('unfriendly', 'friendly')",1.4165922,1.3304437,0.193379,0.1707281,-0.0226509
2,0.9954018,1.0226766,"('unlikable', 'likable')",0.9422932,0.94920987,0.9688475,0.9859432,0.0170957
3,0.12238466,0.14850648,"('repellent', 'pleasant')",0.72226065,0.7083513,0.4223227,0.4284289,0.0061062
4,0.056598537,0.05738214,"('disliked', 'liked')",-6.325964,-6.429373,-3.1346827,-3.1859953,-0.0513126
5,-1.1495194,-0.99390095,"('distant', 'outgoing')",-0.5693639,-0.5191225,-0.8594416,-0.7565117,0.1029299
6,-1.8199322,-1.6588608,"('distant', 'open')",-0.7391503,-0.719378,-1.2795413,-1.1891193,0.090422
7,-0.7520703,-0.77014565,"('insensitive', 'sensitive')",-0.0020008693,-0.019530134,-0.3770356,-0.3948379,-0.0178023
8,-0.921168,-0.9037143,"('unaffectionate', 'affectionate')",0.48105612,0.49325535,-0.220056,-0.2052295,0.0148265
9,-1.0442106,-1.0642846,"('unaffectionate', 'caring')",0.66220117,0.66690516,-0.1910047,-0.1986897,-0.007685
10,-0.48097375,-0.5730062,"('unsympathetic', 'sympathetic')",-0.8751462,-0.9406108,-0.67806,-0.7568085,-0.0787485
11,-0.6401933,-0.67193294,"('unhelpful', 'helpful')",1.3368086,1.3638728,0.3483076,0.3459699,-0.0023377
12,-0.35389844,-0.28512812,"('unsupportive', 'supportive')",-2.3030684,-2.3405092,-1.3284835,-1.3128186,0.0156649
13,-0.027460236,-0.09870519,"('impolite', 'polite')",-0.8619137,-0.9284778,-0.4446869,-0.5135915,-0.0689046
14,0.78950506,0.6773475,"('antisocial', 'social')",0.43175134,0.25055608,0.6106282,0.4639518,-0.1466764
15,0.070603,0.024086535,"('boring', 'funny')",0.25634342,0.24676497,0.1634732,0.1354257,-0.0280475
16,-0.3579667,-0.29983002,"('unpopular', 'popular')",0.5128892,0.49111974,0.0774613,0.0956449,0.0181836
17,-0.03912183,0.015423414,"('nasty', 'nice')",-0.5020797,-0.45785344,-0.2706008,-0.221215,0.0493858
18,-0.4708782,-0.4418836,"('disagreeable', 'welcoming')",-0.34859735,-0.45473617,-0.4097378,-0.4483099,-0.0385721
19,-1.5264232,-1.4560752,"('inhospitable', 'hospitable')",-0.6610508,-0.61325884,-1.093737,-1.034667,0.05907
20,0.080498554,0.045496017,"('rough', 'thoughtful')",1.1105894,1.1159555,0.595544,0.5807257,-0.0148183
21,0.46500912,0.33606333,"('immoral', 'moral')",-0.24706575,-0.33019415,0.1089717,0.0029346,-0.1060371
22,0.22098562,0.1608643,"('untrustworthy', 'trustworthy')",-0.8315289,-0.9484066,-0.3052716,-0.3937711,-0.0884995
23,-0.69536173,-0.7505278,"('insincere', 'sincere')",5.330614,5.292647,2.3176262,2.2710595,-0.0465667
24,-0.13216746,-0.21973528,"('dishonest', 'honest')",0.4167611,0.39904192,0.1422968,0.0896533,-0.0526435
25,0.1913754,0.24396658,"('egoistic', 'altruistic')",1.3412015,1.3744804,0.7662885,0.8092235,0.042935
26,0.4812947,0.42841002,"('hardhearted', 'benevolent')",1.7623489,1.7002691,1.1218218,1.0643395,-0.0574823
27,-0.45488006,-0.44361323,"('hardhearted', 'softhearted')",1.0142722,0.92534536,0.2796961,0.2408661,-0.03883
28,-0.5474983,-0.68940735,"('disloyal', 'loyal')",1.0401926,0.9239983,0.2463472,0.1172955,-0.1290517
29,-0.5443637,-0.5661696,"('unfair', 'fair')",-0.20314614,-0.35457927,-0.3737549,-0.4603744,-0.0866195
30,1.1997095,1.0528727,"('intolerant', 'tolerant')",1.0905845,0.9502421,1.1451471,1.0015574,-0.1435897
31,-1.0318168,-0.8182675,"('evil', 'good')",-0.52607393,-0.5564827,-0.7789454,-0.6873751,0.0915703
32,-0.049874686,-0.19334532,"('unkind', 'kind')",0.509231,0.35851514,0.2296781,0.0825849,-0.1470932
33,-0.33716208,-0.35093325,"('wrong', 'right')",-0.648928,-0.66172165,-0.493045,-0.5063275,-0.0132825
34,-0.20058747,-0.038712047,"('mean', 'honorable')",5.3563952,5.527137,2.577904,2.7442124,0.1663084
35,-0.57996327,-0.5712716,"('corrupt', 'incorrupt')",-0.15037295,-0.10220842,-0.3651681,-0.33674,0.0284281
36,-0.6829645,-0.6474051,"('hostile', 'amicable')",-0.041396685,-0.13192692,-0.3621806,-0.389666,-0.0274854
37,-0.44204956,-0.4959964,"('fake', 'genuine')",-0.15482943,-0.14428806,-0.2984395,-0.3201422,-0.0217027
38,-0.68465734,-0.66583997,"('untruthful', 'truthful')",-0.23065059,-0.17221126,-0.457654,-0.4190256,0.0386284
39,1.0077146,0.9967203,"('exploitative', 'cooperative')",0.029625097,0.08553511,0.5186698,0.5411277,0.0224579
40,0.19486065,0.18331006,"('stingy', 'generous')",-1.6234107,-1.7395458,-0.714275,-0.7781179,-0.0638429
41,-0.16398813,-0.17481008,"('unforgiving', 'forgiving')",0.11505313,-0.056057863,-0.0244675,-0.115434,-0.0909665
42,0.4277882,0.40065128,"('unreliable', 'reliable')",-3.506858,-3.5735002,-1.5395349,-1.5864245,-0.0468896
