,cupboard_male,cupboard_female,tuple,average_male,average_female,female-male
0,-0.3055824,-0.4198935,"('unsociable', 'sociable')",-0.3055824,-0.4198935,-0.1143111
1,2.0130796,2.1391308,"('unfriendly', 'friendly')",2.0130796,2.1391308,0.1260512
2,0.36349732,0.57881,"('unlikable', 'likable')",0.3634973,0.57881,0.2153127
3,0.56108886,0.6438895,"('repellent', 'pleasant')",0.5610889,0.6438895,0.0828006
4,-6.9037247,-7.126738,"('disliked', 'liked')",-6.9037247,-7.1267381,-0.2230134
5,0.03416516,0.16108996,"('distant', 'outgoing')",0.0341652,0.16109,0.1269248
6,0.56034327,0.6596376,"('distant', 'open')",0.5603433,0.6596376,0.0992943
7,0.960934,1.0480984,"('insensitive', 'sensitive')",0.960934,1.0480984,0.0871644
8,1.580456,1.604585,"('unaffectionate', 'affectionate')",1.580456,1.6045851,0.0241291
9,1.8193358,1.9831021,"('unaffectionate', 'caring')",1.8193358,1.9831021,0.1637663
10,0.7958015,0.94155735,"('unsympathetic', 'sympathetic')",0.7958015,0.9415573,0.1457558
11,1.6481096,1.8203721,"('unhelpful', 'helpful')",1.6481096,1.8203721,0.1722625
12,-1.4856613,-1.5956014,"('unsupportive', 'supportive')",-1.4856613,-1.5956014,-0.1099401
13,-0.29021934,-0.21244168,"('impolite', 'polite')",-0.2902193,-0.2124417,0.0777776
14,-0.77910393,-0.92757547,"('antisocial', 'social')",-0.7791039,-0.9275755,-0.1484716
15,0.48029897,0.50531197,"('boring', 'funny')",0.480299,0.505312,0.025013
16,-0.17243582,-0.11252751,"('unpopular', 'popular')",-0.1724358,-0.1125275,0.0599083
17,-0.24572456,-0.25553694,"('nasty', 'nice')",-0.2457246,-0.2555369,-0.0098123
18,-0.6347171,-0.76232445,"('disagreeable', 'welcoming')",-0.6347171,-0.7623245,-0.1276074
19,-0.1701261,0.0021910109,"('inhospitable', 'hospitable')",-0.1701261,0.002191,0.1723171
20,1.1545175,0.8732826,"('rough', 'thoughtful')",1.1545175,0.8732826,-0.2812349
21,-0.6042365,-0.3477403,"('immoral', 'moral')",-0.6042365,-0.3477403,0.2564962
22,-0.6816651,-0.7546654,"('untrustworthy', 'trustworthy')",-0.6816651,-0.7546654,-0.0730003
23,6.2721853,6.528858,"('insincere', 'sincere')",6.2721853,6.5288582,0.2566729
24,1.8134457,1.8835961,"('dishonest', 'honest')",1.8134457,1.8835961,0.0701504
25,0.80657446,0.79382,"('egoistic', 'altruistic')",0.8065745,0.79382,-0.0127545
26,0.6608667,0.38929665,"('hardhearted', 'benevolent')",0.6608667,0.3892967,-0.27157
27,1.8887511,1.7257863,"('hardhearted', 'softhearted')",1.8887511,1.7257863,-0.1629648
28,1.1648387,1.2242891,"('disloyal', 'loyal')",1.1648387,1.2242891,0.0594504
29,-0.052600715,-0.32423618,"('unfair', 'fair')",-0.0526007,-0.3242362,-0.2716355
30,0.47869244,0.7085782,"('intolerant', 'tolerant')",0.4786924,0.7085782,0.2298858
31,-0.65537864,-0.73165154,"('evil', 'good')",-0.6553786,-0.7316515,-0.0762729
32,1.5409949,1.5050454,"('unkind', 'kind')",1.5409949,1.5050454,-0.0359495
33,-0.07516694,-0.031454694,"('wrong', 'right')",-0.0751669,-0.0314547,0.0437122
34,4.520548,4.8918996,"('mean', 'honorable')",4.5205479,4.8918996,0.3713517
35,-0.42788923,-0.57574004,"('corrupt', 'incorrupt')",-0.4278892,-0.57574,-0.1478508
36,-0.33309543,-0.50953525,"('hostile', 'amicable')",-0.3330954,-0.5095353,-0.1764399
37,1.1437647,1.1501678,"('fake', 'genuine')",1.1437647,1.1501678,0.0064031
38,0.16810438,0.42629904,"('untruthful', 'truthful')",0.1681044,0.426299,0.2581946
39,-0.18882662,-0.17662732,"('exploitative', 'cooperative')",-0.1888266,-0.1766273,0.0121993
40,-1.5386093,-1.9593364,"('stingy', 'generous')",-1.5386093,-1.9593364,-0.4207271
41,-0.004980799,-0.03700999,"('unforgiving', 'forgiving')",-0.0049808,-0.03701,-0.0320292
42,-2.568503,-2.6822948,"('unreliable', 'reliable')",-2.5685029,-2.6822948,-0.1137919
43,0.9785008,1.261084,"('irresponsible', 'responsible')",0.9785008,1.261084,0.2825832
44,-1.2165716,-1.3521312,"('prejudiced', 'unprejudiced')",-1.2165716,-1.3521312,-0.1355596
45,0.45252112,0.42588556,"('incompetent', 'competent')",0.4525211,0.4258856,-0.0266355
46,-0.9076525,-0.86237895,"('uncompetitive', 'competitive')",-0.9076525,-0.862379,0.0452735
47,5.3892593,5.691178,"('stupid', 'smart')",5.3892593,5.6911778,0.3019185
48,0.1743926,0.21593666,"('unintelligent', 'intelligent')",0.1743926,0.2159367,0.0415441
49,0.18114178,0.40758437,"('unable', 'able')",0.1811418,0.4075844,0.2264426
50,-0.22602001,-0.23929267,"('clumsy', 'skillful')",-0.22602,-0.2392927,-0.0132727
51,-0.051945597,-0.023088798,"('uneducated', 'educated')",-0.0519456,-0.0230888,0.0288568
52,-0.08216461,-0.1430559,"('irrational', 'rational')",-0.0821646,-0.1430559,-0.0608913
53,0.5986187,0.6089886,"('uncreative', 'creative')",0.5986187,0.6089886,0.0103699
54,1.5049032,1.742246,"('incapable', 'capable')",1.5049032,1.742246,0.2373428
55,0.37238148,0.44033593,"('incompetent', 'clever')",0.3723815,0.4403359,0.0679544
56,0.40043485,0.49497494,"('impractical', 'practical')",0.4004349,0.4949749,0.09454
57,-2.4137468,-2.5192409,"('unimaginative', 'imaginative')",-2.4137468,-2.5192409,-0.1054941
58,0.4192647,0.32042557,"('undiscriminating', 'discriminating')",0.4192647,0.3204256,-0.0988391
59,0.11728662,0.17887855,"('foolish', 'wise')",0.1172866,0.1788785,0.0615919
60,0.16206422,0.43592876,"('inefficient', 'efficient')",0.1620642,0.4359288,0.2738646
61,0.339755,0.37173158,"('illogical', 'logical')",0.339755,0.3717316,0.0319766
62,0.52232414,0.73800486,"('incompetent', 'brilliant')",0.5223241,0.7380049,0.2156808
63,0.2183334,0.3454228,"('unperceptive', 'insightful')",0.2183334,0.3454228,0.1270894
64,-6.505359,-6.6559906,"('shy', 'confident')",-6.5053592,-6.6559906,-0.1506314
65,-0.24109969,-0.2420539,"('insecure', 'secure')",-0.2410997,-0.2420539,-0.0009542
66,0.32259396,0.18497941,"('inactive', 'active')",0.322594,0.1849794,-0.1376146
67,-0.3535461,-0.2833669,"('doubtful', 'determined')",-0.3535461,-0.2833669,0.0701792
68,-0.81046474,-0.65015185,"('dependent', 'independent')",-0.8104647,-0.6501518,0.1603129
69,-1.688359,-1.7000031,"('lazy', 'industrious')",-1.688359,-1.7000031,-0.0116441
70,1.1544881,1.1140966,"('lethargic', 'energetic')",1.1544881,1.1140966,-0.0403915
71,0.7107128,0.5648309,"('diffident', 'self-confident')",0.7107128,0.5648309,-0.1458819
72,0.71510464,0.7511169,"('unambitious', 'ambitious')",0.7151046,0.7511169,0.0360123
73,-3.0452902,-3.1338267,"('helpless', 'self-reliant')",-3.0452902,-3.1338267,-0.0885365
74,0.25389147,0.1895897,"('undedicated', 'dedicated')",0.2538915,0.1895897,-0.0643018
75,-0.55173016,-0.5446374,"('meek', 'impulsive')",-0.5517302,-0.5446374,0.0070928
76,0.39951134,0.33840656,"('anxious', 'daring')",0.3995113,0.3384066,-0.0611047
77,-1.4980847,-1.3703059,"('unmotivated', 'motivated')",-1.4980847,-1.3703059,0.1277788
78,-0.7113606,-0.7954419,"('nonresilient', 'resilient')",-0.7113606,-0.7954419,-0.0840813
79,-0.11531051,0.0028145546,"('wavering', 'unwavering')",-0.1153105,0.0028146,0.1181251
80,-0.7032906,-0.91728365,"('dominated', 'dominating')",-0.7032906,-0.9172837,-0.2139931
81,-0.56248,-0.4715761,"('submissive', 'aggressive')",-0.56248,-0.4715761,0.0909039
82,6.9216113,7.3194036,"('poor', 'rich')",6.9216113,7.3194036,0.3977923
83,-0.6099046,-0.6948593,"('powerless', 'powerful')",-0.6099046,-0.6948593,-0.0849547
84,0.5234225,0.51212335,"('inferior', 'superior')",0.5234225,0.5121233,-0.0112992
85,-0.6034854,-0.65053314,"('insignificant', 'prestigious')",-0.6034854,-0.6505331,-0.0470477
86,0.27953225,0.32403088,"('uninfluential', 'influential')",0.2795323,0.3240309,0.0444986
87,-0.08598198,-0.0005293451,"('unsuccessful', 'successful')",-0.085982,-0.0005293,0.0854527
88,0.300582,0.43200007,"('low', 'eminent')",0.300582,0.4320001,0.1314181
