,hurry_male,hurry_female,tuple,average_male,average_female,female-male
0,0.37532675,0.27090073,"('unsociable', 'sociable')",0.3753268,0.2709007,-0.1044261
1,1.3137323,1.2849524,"('unfriendly', 'friendly')",1.3137323,1.2849524,-0.0287799
2,0.74637526,0.8602372,"('unlikable', 'likable')",0.7463753,0.8602372,0.1138619
3,1.0691532,1.102165,"('repellent', 'pleasant')",1.0691532,1.102165,0.0330118
4,-6.9314446,-6.9155164,"('disliked', 'liked')",-6.9314446,-6.9155164,0.0159282
5,0.11266589,0.28938076,"('distant', 'outgoing')",0.1126659,0.2893808,0.1767149
6,0.21195544,0.41630182,"('distant', 'open')",0.2119554,0.4163018,0.2043464
7,0.736758,0.8807844,"('insensitive', 'sensitive')",0.736758,0.8807844,0.1440264
8,0.776258,0.7961557,"('unaffectionate', 'affectionate')",0.776258,0.7961557,0.0198977
9,1.449935,1.5080323,"('unaffectionate', 'caring')",1.449935,1.5080323,0.0580973
10,1.3668625,1.4185354,"('unsympathetic', 'sympathetic')",1.3668625,1.4185354,0.0516729
11,2.2547731,2.271835,"('unhelpful', 'helpful')",2.2547731,2.2718351,0.017062
12,-1.3887167,-1.3149544,"('unsupportive', 'supportive')",-1.3887167,-1.3149544,0.0737623
13,0.8226759,0.710216,"('impolite', 'polite')",0.8226759,0.710216,-0.1124599
14,-0.12761752,-0.21699557,"('antisocial', 'social')",-0.1276175,-0.2169956,-0.0893781
15,0.53031313,0.4877242,"('boring', 'funny')",0.5303131,0.4877242,-0.0425889
16,-0.11615335,-0.060361747,"('unpopular', 'popular')",-0.1161534,-0.0603617,0.0557917
17,0.11902391,0.15560804,"('nasty', 'nice')",0.1190239,0.155608,0.0365841
18,-0.438565,-0.52417415,"('disagreeable', 'welcoming')",-0.438565,-0.5241742,-0.0856092
19,-0.37708455,-0.15348631,"('inhospitable', 'hospitable')",-0.3770846,-0.1534863,0.2235983
20,0.68026197,0.6319138,"('rough', 'thoughtful')",0.680262,0.6319138,-0.0483482
21,0.35383067,0.4181805,"('immoral', 'moral')",0.3538307,0.4181805,0.0643498
22,0.03516207,0.037759274,"('untrustworthy', 'trustworthy')",0.0351621,0.0377593,0.0025972
23,6.3069634,6.3400116,"('insincere', 'sincere')",6.3069634,6.3400116,0.0330482
24,1.91937,2.0339456,"('dishonest', 'honest')",1.9193701,2.0339456,0.1145755
25,0.3948929,0.2759954,"('egoistic', 'altruistic')",0.3948929,0.2759954,-0.1188975
26,0.10484752,0.033727013,"('hardhearted', 'benevolent')",0.1048475,0.033727,-0.0711205
27,1.3410949,1.261352,"('hardhearted', 'softhearted')",1.3410949,1.2613519,-0.079743
28,1.0232484,1.0223426,"('disloyal', 'loyal')",1.0232484,1.0223426,-0.0009058
29,-0.58687353,-0.5039762,"('unfair', 'fair')",-0.5868735,-0.5039762,0.0828973
30,0.9346744,0.87049615,"('intolerant', 'tolerant')",0.9346744,0.8704962,-0.0641782
31,-1.7091221,-1.5567895,"('evil', 'good')",-1.7091221,-1.5567895,0.1523326
32,1.4015076,1.4216563,"('unkind', 'kind')",1.4015076,1.4216563,0.0201487
33,-0.24403071,-0.19584584,"('wrong', 'right')",-0.2440307,-0.1958458,0.0481849
34,4.5407825,4.7195883,"('mean', 'honorable')",4.5407825,4.7195883,0.1788058
35,-1.2392703,-1.2195919,"('corrupt', 'incorrupt')",-1.2392703,-1.2195919,0.0196784
36,-1.066042,-1.07177,"('hostile', 'amicable')",-1.0660419,-1.07177,-0.0057281
37,0.57044315,0.63469136,"('fake', 'genuine')",0.5704432,0.6346914,0.0642482
38,-0.03736359,0.0052867234,"('untruthful', 'truthful')",-0.0373636,0.0052867,0.0426503
39,0.178811,0.20334095,"('exploitative', 'cooperative')",0.178811,0.2033409,0.0245299
40,-1.4010667,-1.4731951,"('stingy', 'generous')",-1.4010667,-1.4731951,-0.0721284
41,-0.07245098,-0.030770605,"('unforgiving', 'forgiving')",-0.072451,-0.0307706,0.0416804
42,-1.7831024,-1.7942401,"('unreliable', 'reliable')",-1.7831024,-1.7942401,-0.0111377
43,1.4953198,1.5371542,"('irresponsible', 'responsible')",1.4953198,1.5371542,0.0418344
44,-1.1974806,-1.2958748,"('prejudiced', 'unprejudiced')",-1.1974806,-1.2958748,-0.0983942
45,0.3921066,0.5251748,"('incompetent', 'competent')",0.3921066,0.5251748,0.1330682
