,ametek_male,ametek_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6101784,-0.7392832,"('unsociable', 'sociable')",-0.5471729,-0.6901,-0.5786756,-0.7146916,-0.136016
1,-0.8503539,-0.88559926,"('unfriendly', 'friendly')",1.5444684,1.4175688,0.3470573,0.2659848,-0.0810725
2,1.0224048,1.0944456,"('unlikable', 'likable')",0.8536747,0.92855275,0.9380398,1.0114992,0.0734594
3,0.27368015,0.35304618,"('repellent', 'pleasant')",0.53401315,0.6046624,0.4038467,0.4788543,0.0750076
4,-0.29247013,-0.37433016,"('disliked', 'liked')",-6.0552917,-6.105945,-3.1738808,-3.2401376,-0.0662568
5,-1.0845476,-0.9271725,"('distant', 'outgoing')",-0.7028296,-0.62473565,-0.8936886,-0.7759541,0.1177345
6,-1.475247,-1.298378,"('distant', 'open')",-0.4463156,-0.36152542,-0.9607813,-0.8299517,0.1308296
7,-0.17020765,-0.16417316,"('insensitive', 'sensitive')",0.5229042,0.5492656,0.1763483,0.1925462,0.0161979
8,-0.85468394,-0.89890593,"('unaffectionate', 'affectionate')",0.658936,0.5762227,-0.097874,-0.1613416,-0.0634676
9,-1.0882876,-1.180092,"('unaffectionate', 'caring')",0.81640494,0.7245075,-0.1359413,-0.2277922,-0.0918509
10,-0.93032044,-0.9675169,"('unsympathetic', 'sympathetic')",-0.67388874,-0.67447233,-0.8021046,-0.8209946,-0.01889
11,0.3303907,0.32480544,"('unhelpful', 'helpful')",1.8919389,1.9151944,1.1111648,1.1199999,0.0088351
12,-0.5798916,-0.47629252,"('unsupportive', 'supportive')",-1.9787977,-1.9451231,-1.2793447,-1.2107078,0.0686369
13,-0.3612816,-0.41766873,"('impolite', 'polite')",-0.4321128,-0.43053216,-0.3966972,-0.4241005,-0.0274033
14,0.26976594,0.22592142,"('antisocial', 'social')",-0.09841533,-0.18064551,0.0856753,0.022638,-0.0630373
15,0.5348147,0.44587308,"('boring', 'funny')",0.7315144,0.7335735,0.6331645,0.5897233,-0.0434412
16,-0.368337,-0.4102673,"('unpopular', 'popular')",0.5738671,0.6098559,0.102765,0.0997943,-0.0029707
17,-0.37834314,-0.28979272,"('nasty', 'nice')",-0.09499678,-0.08076939,-0.23667,-0.1852811,0.0513889
18,-0.03980408,0.073244154,"('disagreeable', 'welcoming')",-0.25042522,-0.24088399,-0.1451146,-0.0838199,0.0612947
19,-1.0356427,-0.9824788,"('inhospitable', 'hospitable')",-0.050832443,-0.0020955317,-0.5432376,-0.4922872,0.0509504
20,-0.17218825,-0.15270077,"('rough', 'thoughtful')",0.9362009,0.9342923,0.3820063,0.3907958,0.0087895
21,0.26143765,0.12620194,"('immoral', 'moral')",-0.116933025,-0.08882418,0.0722523,0.0186889,-0.0535634
22,0.4207696,0.46453235,"('untrustworthy', 'trustworthy')",-0.65664756,-0.7192521,-0.117939,-0.1273599,-0.0094209
23,0.08870976,0.07003506,"('insincere', 'sincere')",5.618224,5.5656304,2.853467,2.8178327,-0.0356343
24,-0.32535022,-0.3416362,"('dishonest', 'honest')",0.46667463,0.43518227,0.0706622,0.046773,-0.0238892
25,-0.094966576,-0.13041374,"('egoistic', 'altruistic')",1.5186641,1.4911199,0.7118488,0.680353,-0.0314958
26,0.40180272,0.29011995,"('hardhearted', 'benevolent')",1.8390837,1.7033296,1.1204432,0.9967247,-0.1237185
27,-0.32256398,-0.22165821,"('hardhearted', 'softhearted')",1.0142246,1.0319701,0.3458303,0.405156,0.0593257
28,-0.5661585,-0.73925245,"('disloyal', 'loyal')",0.90205294,0.7187634,0.1679472,-0.0102445,-0.1781917
29,-0.813422,-0.7877974,"('unfair', 'fair')",-0.5769038,-0.70466286,-0.6951629,-0.7462301,-0.0510672
30,1.0407437,0.9613288,"('intolerant', 'tolerant')",1.4464234,1.4407297,1.2435836,1.2010293,-0.0425543
31,-1.1355951,-0.9384953,"('evil', 'good')",-1.1370633,-1.1388147,-1.1363292,-1.038655,0.0976742
32,0.09415008,-0.06461075,"('unkind', 'kind')",1.2736467,1.0972774,0.6838984,0.5163333,-0.1675651
33,0.17046954,0.08133791,"('wrong', 'right')",-0.45329112,-0.55662054,-0.1414108,-0.2376413,-0.0962305
34,0.27785245,0.45907637,"('mean', 'honorable')",5.8629637,6.084589,3.0704081,3.2718327,0.2014246
35,-0.7371795,-0.7759051,"('corrupt', 'incorrupt')",-0.48156175,-0.6169731,-0.6093706,-0.6964391,-0.0870685
36,-0.84978586,-0.8501464,"('hostile', 'amicable')",0.17868492,-0.0148602,-0.3355505,-0.4325033,-0.0969528
37,-0.3219937,-0.39389813,"('fake', 'genuine')",-0.06341922,-0.05036253,-0.1927065,-0.2221303,-0.0294238
