,dome_male,dome_female,tuple,average_male,average_female,female-male
0,-0.2161895,-0.35693538,"('unsociable', 'sociable')",-0.2161895,-0.3569354,-0.1407459
1,1.5426873,1.5001276,"('unfriendly', 'friendly')",1.5426873,1.5001276,-0.0425597
2,0.0985952,0.14878564,"('unlikable', 'likable')",0.0985952,0.1487856,0.0501904
3,0.7269211,0.77667904,"('repellent', 'pleasant')",0.7269211,0.776679,0.0497579
4,-7.433321,-7.494326,"('disliked', 'liked')",-7.433321,-7.4943261,-0.0610051
5,-0.63373953,-0.5580114,"('distant', 'outgoing')",-0.6337395,-0.5580114,0.0757281
6,-0.021907777,0.042851597,"('distant', 'open')",-0.0219078,0.0428516,0.0647594
7,0.7844583,0.78432167,"('insensitive', 'sensitive')",0.7844583,0.7843217,-0.0001366
8,1.0944208,1.0880712,"('unaffectionate', 'affectionate')",1.0944208,1.0880712,-0.0063496
9,1.6513305,1.6553036,"('unaffectionate', 'caring')",1.6513305,1.6553036,0.0039731
10,0.9295851,0.858479,"('unsympathetic', 'sympathetic')",0.9295851,0.858479,-0.0711061
11,1.5438857,1.5052305,"('unhelpful', 'helpful')",1.5438857,1.5052305,-0.0386552
12,-1.560655,-1.5930694,"('unsupportive', 'supportive')",-1.560655,-1.5930694,-0.0324144
13,-0.30654332,-0.4129511,"('impolite', 'polite')",-0.3065433,-0.4129511,-0.1064078
14,-0.06911982,-0.181493,"('antisocial', 'social')",-0.0691198,-0.181493,-0.1123732
15,0.012461433,-0.026227064,"('boring', 'funny')",0.0124614,-0.0262271,-0.0386885
16,-0.10925192,-0.07127231,"('unpopular', 'popular')",-0.1092519,-0.0712723,0.0379796
17,-0.21447535,-0.19413061,"('nasty', 'nice')",-0.2144753,-0.1941306,0.0203447
18,-0.5119075,-0.50611776,"('disagreeable', 'welcoming')",-0.5119075,-0.5061178,0.0057897
19,-0.44845688,-0.46053794,"('inhospitable', 'hospitable')",-0.4484569,-0.4605379,-0.012081
20,0.8950283,0.88445884,"('rough', 'thoughtful')",0.8950283,0.8844588,-0.0105695
21,-0.39619365,-0.42737576,"('immoral', 'moral')",-0.3961937,-0.4273758,-0.0311821
22,-1.006141,-1.0555687,"('untrustworthy', 'trustworthy')",-1.0061409,-1.0555687,-0.0494278
23,6.418325,6.3726068,"('insincere', 'sincere')",6.4183249,6.3726068,-0.0457181
24,1.5574253,1.4216356,"('dishonest', 'honest')",1.5574253,1.4216356,-0.1357897
25,0.7590163,0.7584388,"('egoistic', 'altruistic')",0.7590163,0.7584388,-0.0005775
26,1.1096983,1.0237314,"('hardhearted', 'benevolent')",1.1096983,1.0237314,-0.0859669
27,1.9090222,1.8111972,"('hardhearted', 'softhearted')",1.9090222,1.8111972,-0.097825
28,1.3592005,1.2350252,"('disloyal', 'loyal')",1.3592005,1.2350252,-0.1241753
29,-0.68140227,-0.77452993,"('unfair', 'fair')",-0.6814023,-0.7745299,-0.0931276
30,0.83889693,0.7512512,"('intolerant', 'tolerant')",0.8388969,0.7512512,-0.0876457
31,-1.2107366,-1.096872,"('evil', 'good')",-1.2107366,-1.096872,0.1138646
32,1.2721621,1.0815173,"('unkind', 'kind')",1.2721621,1.0815173,-0.1906448
33,-0.49926487,-0.545922,"('wrong', 'right')",-0.4992649,-0.545922,-0.0466571
34,4.8462977,4.922495,"('mean', 'honorable')",4.8462977,4.9224949,0.0761972
35,-0.5538032,-0.65435,"('corrupt', 'incorrupt')",-0.5538032,-0.65435,-0.1005468
36,-0.25687602,-0.34315416,"('hostile', 'amicable')",-0.256876,-0.3431542,-0.0862782
37,0.8294998,0.8141326,"('fake', 'genuine')",0.8294998,0.8141326,-0.0153672
38,0.14027043,0.046467796,"('untruthful', 'truthful')",0.1402704,0.0464678,-0.0938026
39,0.3173913,0.31136924,"('exploitative', 'cooperative')",0.3173913,0.3113692,-0.0060221
40,-1.7424524,-1.799009,"('stingy', 'generous')",-1.7424524,-1.799009,-0.0565566
41,0.21528451,0.061952285,"('unforgiving', 'forgiving')",0.2152845,0.0619523,-0.1533322
42,-2.7736678,-2.7282476,"('unreliable', 'reliable')",-2.7736678,-2.7282476,0.0454202
43,0.64198375,0.6309682,"('irresponsible', 'responsible')",0.6419837,0.6309682,-0.0110155
44,-1.5482439,-1.4003423,"('prejudiced', 'unprejudiced')",-1.5482439,-1.4003423,0.1479016
45,-0.44703934,-0.50883824,"('incompetent', 'competent')",-0.4470393,-0.5088382,-0.0617989
46,-1.1914132,-1.2709854,"('uncompetitive', 'competitive')",-1.1914132,-1.2709854,-0.0795722
47,5.132829,5.1719975,"('stupid', 'smart')",5.1328292,5.1719975,0.0391683
48,1.0289346,0.925147,"('unintelligent', 'intelligent')",1.0289346,0.925147,-0.1037876
49,0.37393832,0.41290468,"('unable', 'able')",0.3739383,0.4129047,0.0389664
50,-0.189425,-0.24235782,"('clumsy', 'skillful')",-0.189425,-0.2423578,-0.0529328
51,0.74210733,0.64615464,"('uneducated', 'educated')",0.7421073,0.6461546,-0.0959527
52,-0.21687038,-0.22653198,"('irrational', 'rational')",-0.2168704,-0.226532,-0.0096616
53,0.13315563,0.0785496,"('uncreative', 'creative')",0.1331556,0.0785496,-0.054606
54,1.1517164,1.2366306,"('incapable', 'capable')",1.1517164,1.2366306,0.0849142
55,0.5892655,0.55023414,"('incompetent', 'clever')",0.5892655,0.5502341,-0.0390314
56,0.46670908,0.36191884,"('impractical', 'practical')",0.4667091,0.3619188,-0.1047903
57,-2.948762,-2.9240685,"('unimaginative', 'imaginative')",-2.9487619,-2.9240685,0.0246934
58,0.03737583,0.055397604,"('undiscriminating', 'discriminating')",0.0373758,0.0553976,0.0180218
59,0.1741505,0.1519022,"('foolish', 'wise')",0.1741505,0.1519022,-0.0222483
60,0.3130727,0.2728344,"('inefficient', 'efficient')",0.3130727,0.2728344,-0.0402383
61,0.44435886,0.26180872,"('illogical', 'logical')",0.4443589,0.2618087,-0.1825502
62,0.22788514,0.2946247,"('incompetent', 'brilliant')",0.2278851,0.2946247,0.0667396
63,0.091157645,0.04361403,"('unperceptive', 'insightful')",0.0911576,0.043614,-0.0475436
64,-6.597194,-6.5646396,"('shy', 'confident')",-6.5971942,-6.5646396,0.0325546
65,0.067179516,0.008278601,"('insecure', 'secure')",0.0671795,0.0082786,-0.0589009
66,-0.15317652,-0.08077341,"('inactive', 'active')",-0.1531765,-0.0807734,0.0724031
67,-0.36804852,-0.3309206,"('doubtful', 'determined')",-0.3680485,-0.3309206,0.0371279
68,-0.6691578,-0.67730653,"('dependent', 'independent')",-0.6691578,-0.6773065,-0.0081487
69,-2.0617452,-1.9980861,"('lazy', 'industrious')",-2.0617452,-1.9980861,0.0636591
70,0.78348124,0.78580934,"('lethargic', 'energetic')",0.7834812,0.7858093,0.0023281
71,0.39353532,0.45540774,"('diffident', 'self-confident')",0.3935353,0.4554077,0.0618724
72,0.80165464,0.84982955,"('unambitious', 'ambitious')",0.8016546,0.8498296,0.048175
73,-3.2519293,-3.1506848,"('helpless', 'self-reliant')",-3.2519293,-3.1506848,0.1012445
74,0.3368918,0.20842646,"('undedicated', 'dedicated')",0.3368918,0.2084265,-0.1284653
75,-1.2683797,-1.1411737,"('meek', 'impulsive')",-1.2683797,-1.1411737,0.127206
76,0.45299986,0.48057115,"('anxious', 'daring')",0.4529999,0.4805712,0.0275713
77,-1.2705963,-1.187182,"('unmotivated', 'motivated')",-1.2705963,-1.1871819,0.0834144
78,-0.6160829,-0.60635686,"('nonresilient', 'resilient')",-0.6160829,-0.6063569,0.009726
79,0.06104672,0.056554507,"('wavering', 'unwavering')",0.0610467,0.0565545,-0.0044922
80,-0.45791858,-0.5714026,"('dominated', 'dominating')",-0.4579186,-0.5714026,-0.113484
