,statistic_male,statistic_female,tuple,average_male,average_female,female-male
0,0.32280648,0.21763144,"('unsociable', 'sociable')",0.3228065,0.2176314,-0.1051751
1,1.248174,0.8989643,"('unfriendly', 'friendly')",1.248174,0.8989643,-0.3492097
2,0.7289362,0.7379507,"('unlikable', 'likable')",0.7289362,0.7379507,0.0090145
3,-0.81371164,-0.62834126,"('repellent', 'pleasant')",-0.8137116,-0.6283413,0.1853703
4,-3.4402075,-3.4938722,"('disliked', 'liked')",-3.4402075,-3.4938722,-0.0536647
5,-0.21601875,-0.38235617,"('distant', 'outgoing')",-0.2160188,-0.3823562,-0.1663374
6,-0.25341412,-0.42802107,"('distant', 'open')",-0.2534141,-0.4280211,-0.174607
7,0.19214588,0.2984552,"('insensitive', 'sensitive')",0.1921459,0.2984552,0.1063093
8,0.7734403,0.4617275,"('unaffectionate', 'affectionate')",0.7734403,0.4617275,-0.3117128
9,0.7357456,0.5916956,"('unaffectionate', 'caring')",0.7357456,0.5916956,-0.14405
10,-0.6854818,-0.5365753,"('unsympathetic', 'sympathetic')",-0.6854818,-0.5365753,0.1489065
11,0.37423128,0.5552594,"('unhelpful', 'helpful')",0.3742313,0.5552594,0.1810281
12,-0.6973031,-0.55464023,"('unsupportive', 'supportive')",-0.6973031,-0.5546402,0.1426629
13,-0.1410475,-0.09479806,"('impolite', 'polite')",-0.1410475,-0.0947981,0.0462494
14,0.26798153,0.40568468,"('antisocial', 'social')",0.2679815,0.4056847,0.1377032
15,0.6053766,0.37421176,"('boring', 'funny')",0.6053766,0.3742118,-0.2311648
16,-0.91773856,-1.0971261,"('unpopular', 'popular')",-0.9177386,-1.0971261,-0.1793875
17,0.43645558,0.47810283,"('nasty', 'nice')",0.4364556,0.4781028,0.0416472
18,-0.050135113,-0.15042529,"('disagreeable', 'welcoming')",-0.0501351,-0.1504253,-0.1002902
19,0.009518173,-0.13133842,"('inhospitable', 'hospitable')",0.0095182,-0.1313384,-0.1408566
20,0.6965166,0.7475045,"('rough', 'thoughtful')",0.6965166,0.7475045,0.0509879
21,0.2155011,0.4813766,"('immoral', 'moral')",0.2155011,0.4813766,0.2658755
22,-0.039595023,0.089078195,"('untrustworthy', 'trustworthy')",-0.039595,0.0890782,0.1286732
23,3.001017,3.0003355,"('insincere', 'sincere')",3.0010171,3.0003355,-0.0006816
24,0.44789073,0.5186838,"('dishonest', 'honest')",0.4478907,0.5186838,0.0707931
25,0.9032196,0.6733437,"('egoistic', 'altruistic')",0.9032196,0.6733437,-0.2298759
26,2.3590071,2.055853,"('hardhearted', 'benevolent')",2.3590071,2.0558529,-0.3031542
27,0.6002721,0.53916085,"('hardhearted', 'softhearted')",0.6002721,0.5391608,-0.0611113
28,1.1526849,1.0404139,"('disloyal', 'loyal')",1.1526849,1.0404139,-0.112271
29,-0.79853004,-0.86005104,"('unfair', 'fair')",-0.79853,-0.860051,-0.061521
30,0.4801293,0.64642817,"('intolerant', 'tolerant')",0.4801293,0.6464282,0.1662989
31,-0.9554974,-1.0422989,"('evil', 'good')",-0.9554974,-1.0422989,-0.0868015
32,0.7567114,0.63324827,"('unkind', 'kind')",0.7567114,0.6332483,-0.1234631
33,0.43088558,0.30285573,"('wrong', 'right')",0.4308856,0.3028557,-0.1280299
34,2.3628974,2.5402627,"('mean', 'honorable')",2.3628974,2.5402627,0.1773653
35,-0.10744931,-0.39970207,"('corrupt', 'incorrupt')",-0.1074493,-0.3997021,-0.2922528
36,0.057661805,-0.30169424,"('hostile', 'amicable')",0.0576618,-0.3016942,-0.359356
37,-0.24191913,-0.19540775,"('fake', 'genuine')",-0.2419191,-0.1954077,0.0465114
38,1.3299676,1.2894114,"('untruthful', 'truthful')",1.3299676,1.2894114,-0.0405562
39,-0.25226837,-0.09435262,"('exploitative', 'cooperative')",-0.2522684,-0.0943526,0.1579158
40,-0.7418488,-0.91702867,"('stingy', 'generous')",-0.7418488,-0.9170287,-0.1751799
41,0.92767614,0.88939285,"('unforgiving', 'forgiving')",0.9276761,0.8893929,-0.0382832
42,-0.92664784,-0.75289416,"('unreliable', 'reliable')",-0.9266478,-0.7528942,0.1737536
43,0.007964333,0.19310652,"('irresponsible', 'responsible')",0.0079643,0.1931065,0.1851422
44,-1.5802656,-1.4076197,"('prejudiced', 'unprejudiced')",-1.5802656,-1.4076197,0.1726459
45,-1.0472113,-0.85979813,"('incompetent', 'competent')",-1.0472113,-0.8597981,0.1874132
46,-0.7751365,-0.574666,"('uncompetitive', 'competitive')",-0.7751365,-0.574666,0.2004705
47,2.2358515,2.2515705,"('stupid', 'smart')",2.2358515,2.2515705,0.015719
48,0.12463293,0.22116704,"('unintelligent', 'intelligent')",0.1246329,0.221167,0.0965341
49,-0.08094148,0.06239442,"('unable', 'able')",-0.0809415,0.0623944,0.1433359
50,-0.16389537,-0.20398796,"('clumsy', 'skillful')",-0.1638954,-0.203988,-0.0400926
51,-0.836121,-0.8381603,"('uneducated', 'educated')",-0.836121,-0.8381603,-0.0020393
52,0.23933244,-0.03179857,"('irrational', 'rational')",0.2393324,-0.0317986,-0.271131
53,0.707993,0.29633063,"('uncreative', 'creative')",0.707993,0.2963306,-0.4116624
54,0.6526682,0.53320056,"('incapable', 'capable')",0.6526682,0.5332006,-0.1194676
55,-0.705826,-0.4613755,"('incompetent', 'clever')",-0.705826,-0.4613755,0.2444505
56,1.1922654,1.3668727,"('impractical', 'practical')",1.1922654,1.3668727,0.1746073
57,-2.0693913,-2.1165934,"('unimaginative', 'imaginative')",-2.0693913,-2.1165934,-0.0472021
58,0.7943158,0.64645463,"('undiscriminating', 'discriminating')",0.7943158,0.6464546,-0.1478612
59,-0.029115438,-0.062410936,"('foolish', 'wise')",-0.0291154,-0.0624109,-0.0332955
60,0.19141184,0.5311961,"('inefficient', 'efficient')",0.1914118,0.5311961,0.3397843
61,0.62792546,0.5034466,"('illogical', 'logical')",0.6279255,0.5034466,-0.1244789
62,-0.6408671,-0.27370447,"('incompetent', 'brilliant')",-0.6408671,-0.2737045,0.3671626
63,0.16091673,0.26409155,"('unperceptive', 'insightful')",0.1609167,0.2640916,0.1031749
64,-3.2002249,-2.9035509,"('shy', 'confident')",-3.2002249,-2.9035509,0.296674
65,-0.3289284,-0.12202347,"('insecure', 'secure')",-0.3289284,-0.1220235,0.2069049
66,-0.6084581,-0.7498561,"('inactive', 'active')",-0.6084581,-0.7498561,-0.141398
67,-0.07553084,0.044001617,"('doubtful', 'determined')",-0.0755308,0.0440016,0.1195324
68,-0.78345853,-0.71826726,"('dependent', 'independent')",-0.7834585,-0.7182673,0.0651912
69,-0.025771521,-0.19934282,"('lazy', 'industrious')",-0.0257715,-0.1993428,-0.1735713
70,-0.9419292,-0.7513669,"('lethargic', 'energetic')",-0.9419292,-0.7513669,0.1905623
71,0.845192,0.88308555,"('diffident', 'self-confident')",0.845192,0.8830855,0.0378935
72,0.71283746,0.71119934,"('unambitious', 'ambitious')",0.7128375,0.7111993,-0.0016382
73,-1.1095161,-1.0701802,"('helpless', 'self-reliant')",-1.1095161,-1.0701802,0.0393359
74,-0.0035822093,0.045014992,"('undedicated', 'dedicated')",-0.0035822,0.045015,0.0485972
75,-0.5292252,-0.6030303,"('meek', 'impulsive')",-0.5292252,-0.6030303,-0.0738051
76,-1.286956,-1.1547061,"('anxious', 'daring')",-1.286956,-1.1547061,0.1322499
77,-0.8530181,-0.6245109,"('unmotivated', 'motivated')",-0.8530181,-0.6245109,0.2285072
78,-0.40296358,-0.3880273,"('nonresilient', 'resilient')",-0.4029636,-0.3880273,0.0149363
79,-0.100819066,-0.17941462,"('wavering', 'unwavering')",-0.1008191,-0.1794146,-0.0785955
80,-0.3316643,-0.10663185,"('dominated', 'dominating')",-0.3316643,-0.1066319,0.2250324
81,-0.9070831,-0.66987574,"('submissive', 'aggressive')",-0.9070831,-0.6698757,0.2372074
82,1.4231861,1.2661911,"('poor', 'rich')",1.4231861,1.2661911,-0.156995
83,0.7269634,0.78136146,"('powerless', 'powerful')",0.7269634,0.7813615,0.0543981
84,0.20200658,0.23900184,"('inferior', 'superior')",0.2020066,0.2390018,0.0369952
85,0.04539634,-0.07208267,"('insignificant', 'prestigious')",0.0453963,-0.0720827,-0.117479
86,-0.45379895,-0.55262125,"('uninfluential', 'influential')",-0.4537989,-0.5526212,-0.0988223
87,-0.50211555,-0.40174633,"('unsuccessful', 'successful')",-0.5021155,-0.4017463,0.1003692
88,-0.6891231,-0.6379236,"('low', 'eminent')",-0.6891231,-0.6379236,0.0511995
