,adverb_male,adverb_female,tuple,average_male,average_female,female-male
0,-0.7738573,-1.0089098,"('unsociable', 'sociable')",-0.7738573,-1.0089098,-0.2350525
1,-0.95625037,-1.344447,"('unfriendly', 'friendly')",-0.9562504,-1.344447,-0.3881966
2,-0.5326324,-0.49639738,"('unlikable', 'likable')",-0.5326324,-0.4963974,0.036235
3,-0.7565287,-0.5104855,"('repellent', 'pleasant')",-0.7565287,-0.5104855,0.2460432
4,-1.9751033,-2.02402,"('disliked', 'liked')",-1.9751033,-2.02402,-0.0489167
5,-1.0728089,-1.1518141,"('distant', 'outgoing')",-1.0728089,-1.1518141,-0.0790052
6,-1.0983521,-1.2695537,"('distant', 'open')",-1.0983521,-1.2695537,-0.1712016
7,-0.32538217,-0.3004898,"('insensitive', 'sensitive')",-0.3253822,-0.3004898,0.0248924
8,-1.6508722,-1.932165,"('unaffectionate', 'affectionate')",-1.6508722,-1.932165,-0.2812928
9,-1.5719712,-1.8051585,"('unaffectionate', 'caring')",-1.5719712,-1.8051585,-0.2331873
10,-0.8794638,-0.9063397,"('unsympathetic', 'sympathetic')",-0.8794638,-0.9063397,-0.0268759
11,0.27404803,0.51447725,"('unhelpful', 'helpful')",0.274048,0.5144773,0.2404293
12,-1.6957065,-1.6075207,"('unsupportive', 'supportive')",-1.6957065,-1.6075207,0.0881858
13,-0.5892056,-0.47855484,"('impolite', 'polite')",-0.5892056,-0.4785548,0.1106508
14,-0.26179332,-0.19881102,"('antisocial', 'social')",-0.2617933,-0.198811,0.0629823
15,0.6699115,0.518839,"('boring', 'funny')",0.6699115,0.518839,-0.1510725
16,-1.6631671,-1.6971054,"('unpopular', 'popular')",-1.6631671,-1.6971054,-0.0339383
17,0.14569375,0.24871421,"('nasty', 'nice')",0.1456937,0.2487142,0.1030205
18,-1.2915357,-1.300646,"('disagreeable', 'welcoming')",-1.2915357,-1.3006459,-0.0091102
19,-0.76102763,-0.81106645,"('inhospitable', 'hospitable')",-0.7610276,-0.8110664,-0.0500388
20,0.35739386,0.4263414,"('rough', 'thoughtful')",0.3573939,0.4263414,0.0689475
21,-0.031181626,0.20691818,"('immoral', 'moral')",-0.0311816,0.2069182,0.2380998
22,0.23580047,0.16723889,"('untrustworthy', 'trustworthy')",0.2358005,0.1672389,-0.0685616
23,1.1874449,1.1794018,"('insincere', 'sincere')",1.1874449,1.1794018,-0.0080431
24,-0.0639945,-0.1508458,"('dishonest', 'honest')",-0.0639945,-0.1508458,-0.0868513
25,-0.09739671,-0.26660767,"('egoistic', 'altruistic')",-0.0973967,-0.2666077,-0.169211
26,1.3120859,0.8182074,"('hardhearted', 'benevolent')",1.3120859,0.8182074,-0.4938785
27,0.12995106,-0.11194129,"('hardhearted', 'softhearted')",0.1299511,-0.1119413,-0.2418924
28,-0.35306275,-0.6137333,"('disloyal', 'loyal')",-0.3530627,-0.6137333,-0.2606706
29,-0.5186891,-0.60525405,"('unfair', 'fair')",-0.5186891,-0.6052541,-0.086565
30,-0.05115664,-0.083819866,"('intolerant', 'tolerant')",-0.0511566,-0.0838199,-0.0326633
31,-1.2725958,-1.4692948,"('evil', 'good')",-1.2725958,-1.4692948,-0.196699
32,0.091576725,-0.04736887,"('unkind', 'kind')",0.0915767,-0.0473689,-0.1389456
33,0.0552224,-0.09690432,"('wrong', 'right')",0.0552224,-0.0969043,-0.1521267
34,1.5763327,1.7297674,"('mean', 'honorable')",1.5763327,1.7297674,0.1534347
