,lkq_male,lkq_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6180824,-0.86745006,"('unsociable', 'sociable')",-0.09765992,-0.26298884,-0.3578712,-0.5652195,-0.2073483
1,-1.5309529,-1.557115,"('unfriendly', 'friendly')",1.298634,1.1371485,-0.1161594,-0.2099832,-0.0938238
2,1.0731442,1.0792254,"('unlikable', 'likable')",0.7609485,0.73215836,0.9170463,0.9056919,-0.0113544
3,-0.08892813,-0.060393754,"('repellent', 'pleasant')",0.7513035,0.7978081,0.3311877,0.3687072,0.0375195
4,0.10061746,0.11910145,"('disliked', 'liked')",-5.954872,-6.1226196,-2.9271274,-3.0017591,-0.0746317
5,-0.80770093,-0.69345295,"('distant', 'outgoing')",-0.69212174,-0.6758352,-0.7499113,-0.6846441,0.0652672
6,-1.1465511,-0.9891214,"('distant', 'open')",-0.76355594,-0.77180934,-0.9550536,-0.8804654,0.0745882
7,-0.7200749,-0.78558046,"('insensitive', 'sensitive')",0.25908053,0.23720868,-0.2304972,-0.2741859,-0.0436887
8,-0.91939986,-0.93833876,"('unaffectionate', 'affectionate')",0.36923796,0.2778096,-0.2750809,-0.3302646,-0.0551837
9,-1.0877215,-1.1564626,"('unaffectionate', 'caring')",0.6709085,0.5961852,-0.2084065,-0.2801387,-0.0717322
10,-0.83643025,-0.958517,"('unsympathetic', 'sympathetic')",-1.0424588,-1.0759622,-0.9394445,-1.0172396,-0.0777951
11,-0.3229002,-0.4552002,"('unhelpful', 'helpful')",1.2797593,1.2812973,0.4784296,0.4130486,-0.065381
12,-0.50114095,-0.44922477,"('unsupportive', 'supportive')",-2.2439353,-2.3015172,-1.3725381,-1.375371,-0.0028329
13,-0.5221355,-0.6704092,"('impolite', 'polite')",-1.0724199,-1.0850027,-0.7972777,-0.8777059,-0.0804282
14,0.5412773,0.44257554,"('antisocial', 'social')",0.32869416,0.25307512,0.4349857,0.3478253,-0.0871604
15,0.4880243,0.36380744,"('boring', 'funny')",0.323391,0.2894369,0.4057077,0.3266222,-0.0790855
16,-0.038266025,-0.07083916,"('unpopular', 'popular')",0.54235137,0.46045643,0.2520427,0.1948086,-0.0572341
17,-0.20637286,-0.2075529,"('nasty', 'nice')",-0.26608944,-0.26483893,-0.2362311,-0.2361959,3.52e-05
18,-0.43630916,-0.45825362,"('disagreeable', 'welcoming')",-0.50783926,-0.6285706,-0.4720742,-0.5434121,-0.0713379
19,-0.86818933,-0.7902394,"('inhospitable', 'hospitable')",-0.714386,-0.69708055,-0.7912877,-0.74366,0.0476277
