,dame_male,dame_female,tuple,average_male,average_female,female-male
0,0.40151286,0.22883105,"('unsociable', 'sociable')",0.4015129,0.2288311,-0.1726818
1,1.1484331,0.907747,"('unfriendly', 'friendly')",1.1484331,0.907747,-0.2406861
2,0.015572599,0.15068367,"('unlikable', 'likable')",0.0155726,0.1506837,0.1351111
3,0.8213046,0.7701562,"('repellent', 'pleasant')",0.8213046,0.7701562,-0.0511484
4,-6.953069,-7.031503,"('disliked', 'liked')",-6.9530692,-7.0315032,-0.078434
5,-0.7471594,-0.86723226,"('distant', 'outgoing')",-0.7471594,-0.8672323,-0.1200729
6,-0.23938635,-0.3380432,"('distant', 'open')",-0.2393863,-0.3380432,-0.0986569
7,1.2407646,1.0420945,"('insensitive', 'sensitive')",1.2407646,1.0420945,-0.1986701
8,1.4674429,1.2268486,"('unaffectionate', 'affectionate')",1.4674429,1.2268486,-0.2405943
9,1.7562921,1.7910414,"('unaffectionate', 'caring')",1.7562921,1.7910414,0.0347493
10,1.3355412,1.2687161,"('unsympathetic', 'sympathetic')",1.3355412,1.2687161,-0.0668251
11,1.3154918,1.322491,"('unhelpful', 'helpful')",1.3154918,1.322491,0.0069992
12,-1.3235278,-1.3638419,"('unsupportive', 'supportive')",-1.3235278,-1.3638419,-0.0403141
13,0.1740918,0.060560837,"('impolite', 'polite')",0.1740918,0.0605608,-0.113531
14,0.38451165,0.25983536,"('antisocial', 'social')",0.3845116,0.2598354,-0.1246762
15,0.12956691,0.02304862,"('boring', 'funny')",0.1295669,0.0230486,-0.1065183
16,-0.54221594,-0.44927996,"('unpopular', 'popular')",-0.5422159,-0.44928,0.0929359
17,-0.3020473,-0.12435871,"('nasty', 'nice')",-0.3020473,-0.1243587,0.1776886
18,-0.2235406,-0.42461476,"('disagreeable', 'welcoming')",-0.2235406,-0.4246148,-0.2010742
19,-0.60381556,-0.5172065,"('inhospitable', 'hospitable')",-0.6038156,-0.5172065,0.0866091
20,1.1894658,1.0277581,"('rough', 'thoughtful')",1.1894658,1.0277581,-0.1617077
21,-0.22147834,-0.10109793,"('immoral', 'moral')",-0.2214783,-0.1010979,0.1203804
22,-0.21078067,-0.12512635,"('untrustworthy', 'trustworthy')",-0.2107807,-0.1251263,0.0856544
23,6.33757,6.2779098,"('insincere', 'sincere')",6.3375702,6.2779098,-0.0596604
24,1.4182208,1.3260462,"('dishonest', 'honest')",1.4182208,1.3260462,-0.0921746
25,0.9540354,0.78669304,"('egoistic', 'altruistic')",0.9540354,0.786693,-0.1673424
26,1.1507999,1.1218427,"('hardhearted', 'benevolent')",1.1507999,1.1218427,-0.0289572
27,1.7121208,1.3704803,"('hardhearted', 'softhearted')",1.7121208,1.3704803,-0.3416405
28,0.8949188,0.8465898,"('disloyal', 'loyal')",0.8949188,0.8465898,-0.048329
29,-0.75648904,-0.9572248,"('unfair', 'fair')",-0.756489,-0.9572248,-0.2007358
30,1.2079934,1.1341132,"('intolerant', 'tolerant')",1.2079934,1.1341132,-0.0738802
31,-1.569803,-1.4268137,"('evil', 'good')",-1.569803,-1.4268137,0.1429893
32,1.2487518,1.2085369,"('unkind', 'kind')",1.2487518,1.2085369,-0.0402149
33,-0.97801256,-0.9034175,"('wrong', 'right')",-0.9780126,-0.9034175,0.0745951
34,4.909424,4.9693766,"('mean', 'honorable')",4.9094238,4.9693766,0.0599528
35,-0.49700633,-0.479296,"('corrupt', 'incorrupt')",-0.4970063,-0.479296,0.0177103
36,-0.68997616,-0.53274477,"('hostile', 'amicable')",-0.6899762,-0.5327448,0.1572314
37,1.1016356,0.9841136,"('fake', 'genuine')",1.1016356,0.9841136,-0.117522
38,-0.47043952,-0.44916382,"('untruthful', 'truthful')",-0.4704395,-0.4491638,0.0212757
39,0.90566,0.91117305,"('exploitative', 'cooperative')",0.90566,0.911173,0.005513
40,-0.9855936,-1.3293467,"('stingy', 'generous')",-0.9855936,-1.3293467,-0.3437531
41,-0.02948657,-0.021187784,"('unforgiving', 'forgiving')",-0.0294866,-0.0211878,0.0082988
42,-2.415077,-2.5084305,"('unreliable', 'reliable')",-2.415077,-2.5084305,-0.0933535
43,1.0328399,0.9460537,"('irresponsible', 'responsible')",1.0328399,0.9460537,-0.0867862
44,-1.2873163,-1.2514476,"('prejudiced', 'unprejudiced')",-1.2873163,-1.2514476,0.0358687
45,0.25064668,0.2171324,"('incompetent', 'competent')",0.2506467,0.2171324,-0.0335143
46,-0.1335794,-0.34661004,"('uncompetitive', 'competitive')",-0.1335794,-0.34661,-0.2130306
47,5.0580263,5.2851624,"('stupid', 'smart')",5.0580263,5.2851624,0.2271361
48,0.548003,0.33304393,"('unintelligent', 'intelligent')",0.548003,0.3330439,-0.2149591
49,0.7982444,0.6915026,"('unable', 'able')",0.7982444,0.6915026,-0.1067418
50,-0.38379997,-0.3028274,"('clumsy', 'skillful')",-0.3838,-0.3028274,0.0809726
51,1.12795,0.9005926,"('uneducated', 'educated')",1.12795,0.9005926,-0.2273574
52,-0.9828755,-0.9138739,"('irrational', 'rational')",-0.9828755,-0.9138739,0.0690016
53,0.47095916,0.24628992,"('uncreative', 'creative')",0.4709592,0.2462899,-0.2246693
54,1.142174,1.1404358,"('incapable', 'capable')",1.142174,1.1404358,-0.0017382
55,0.9295343,0.78452456,"('incompetent', 'clever')",0.9295343,0.7845246,-0.1450097
56,0.5424337,0.5577889,"('impractical', 'practical')",0.5424337,0.5577889,0.0153552
57,-2.2482326,-2.441483,"('unimaginative', 'imaginative')",-2.2482326,-2.441483,-0.1932504
58,0.27417403,-0.00943017,"('undiscriminating', 'discriminating')",0.274174,-0.0094302,-0.2836042
59,-0.3435573,-0.22240523,"('foolish', 'wise')",-0.3435573,-0.2224052,0.1211521
60,0.580662,0.43297717,"('inefficient', 'efficient')",0.580662,0.4329772,-0.1476848
61,0.31009737,0.09930562,"('illogical', 'logical')",0.3100974,0.0993056,-0.2107918
62,0.6349656,0.67711294,"('incompetent', 'brilliant')",0.6349656,0.6771129,0.0421473
63,0.2933821,0.25683394,"('unperceptive', 'insightful')",0.2933821,0.2568339,-0.0365482
64,-5.9256144,-5.6198554,"('shy', 'confident')",-5.9256144,-5.6198554,0.305759
65,0.09588551,0.14533755,"('insecure', 'secure')",0.0958855,0.1453376,0.0494521
66,0.4627666,0.38331342,"('inactive', 'active')",0.4627666,0.3833134,-0.0794532
67,-0.4933371,-0.3834761,"('doubtful', 'determined')",-0.4933371,-0.3834761,0.109861
68,-0.48656958,-0.6413422,"('dependent', 'independent')",-0.4865696,-0.6413422,-0.1547726
69,-2.0337515,-1.8793511,"('lazy', 'industrious')",-2.0337515,-1.8793511,0.1544004
70,1.564812,1.4811144,"('lethargic', 'energetic')",1.5648119,1.4811144,-0.0836975
71,0.8089911,0.72961915,"('diffident', 'self-confident')",0.8089911,0.7296191,-0.079372
72,0.6805098,0.7234663,"('unambitious', 'ambitious')",0.6805098,0.7234663,0.0429565
73,-2.9778206,-2.9947212,"('helpless', 'self-reliant')",-2.9778206,-2.9947212,-0.0169006
74,0.7303552,0.5311714,"('undedicated', 'dedicated')",0.7303552,0.5311714,-0.1991838
75,-0.8692924,-0.7086391,"('meek', 'impulsive')",-0.8692924,-0.7086391,0.1606533
76,1.1869838,0.9103129,"('anxious', 'daring')",1.1869838,0.9103129,-0.2766709
77,-1.184465,-0.999504,"('unmotivated', 'motivated')",-1.1844651,-0.999504,0.1849611
78,-0.14158982,-0.22981459,"('nonresilient', 'resilient')",-0.1415898,-0.2298146,-0.0882248
79,-0.044817418,0.10510455,"('wavering', 'unwavering')",-0.0448174,0.1051046,0.149922
80,-0.03649032,-0.19752121,"('dominated', 'dominating')",-0.0364903,-0.1975212,-0.1610309
81,0.050611734,-0.048894703,"('submissive', 'aggressive')",0.0506117,-0.0488947,-0.0995064
82,6.243346,6.3249846,"('poor', 'rich')",6.2433462,6.3249846,0.0816384
83,-0.2098132,-0.12209466,"('powerless', 'powerful')",-0.2098132,-0.1220947,0.0877185
84,0.78414005,0.66845024,"('inferior', 'superior')",0.7841401,0.6684502,-0.1156899
85,-0.094589636,-0.3263275,"('insignificant', 'prestigious')",-0.0945896,-0.3263275,-0.2317379
86,0.9222853,0.7677571,"('uninfluential', 'influential')",0.9222853,0.7677571,-0.1545282
87,0.17852026,0.13162126,"('unsuccessful', 'successful')",0.1785203,0.1316213,-0.046899
88,0.58103764,0.45269164,"('low', 'eminent')",0.5810376,0.4526916,-0.128346
