,hospice_male,hospice_female,tuple,average_male,average_female,female-male
0,-0.03662872,-0.13683793,"('unsociable', 'sociable')",-0.0366287,-0.1368379,-0.1002092
1,1.3868324,1.436309,"('unfriendly', 'friendly')",1.3868324,1.436309,0.0494766
2,-0.043596797,0.106722616,"('unlikable', 'likable')",-0.0435968,0.1067226,0.1503194
3,0.55513227,0.43295664,"('repellent', 'pleasant')",0.5551323,0.4329566,-0.1221757
4,-7.534911,-7.698798,"('disliked', 'liked')",-7.5349112,-7.6987982,-0.163887
5,-0.4797671,-0.40637967,"('distant', 'outgoing')",-0.4797671,-0.4063797,0.0733874
6,0.096030205,0.13685627,"('distant', 'open')",0.0960302,0.1368563,0.0408261
7,0.83009064,0.76032287,"('insensitive', 'sensitive')",0.8300906,0.7603229,-0.0697677
8,1.4259441,1.3571382,"('unaffectionate', 'affectionate')",1.4259441,1.3571382,-0.0688059
9,1.9214659,2.0492125,"('unaffectionate', 'caring')",1.9214659,2.0492125,0.1277466
10,0.93891513,0.8103203,"('unsympathetic', 'sympathetic')",0.9389151,0.8103203,-0.1285948
11,1.6178478,1.7348686,"('unhelpful', 'helpful')",1.6178478,1.7348686,0.1170208
12,-1.5308954,-1.5112895,"('unsupportive', 'supportive')",-1.5308954,-1.5112895,0.0196059
13,-0.26249582,-0.29562873,"('impolite', 'polite')",-0.2624958,-0.2956287,-0.0331329
14,-0.25073925,-0.36909613,"('antisocial', 'social')",-0.2507392,-0.3690961,-0.1183569
15,0.19256553,0.17598222,"('boring', 'funny')",0.1925655,0.1759822,-0.0165833
16,-0.2547675,-0.19963792,"('unpopular', 'popular')",-0.2547675,-0.1996379,0.0551296
17,0.09244092,0.16470195,"('nasty', 'nice')",0.0924409,0.164702,0.0722611
18,-0.5996319,-0.61623985,"('disagreeable', 'welcoming')",-0.5996319,-0.6162398,-0.0166079
19,-0.74274796,-0.61034864,"('inhospitable', 'hospitable')",-0.742748,-0.6103486,0.1323994
20,1.1129405,1.0016881,"('rough', 'thoughtful')",1.1129405,1.0016881,-0.1112524
21,-0.4369625,-0.40308595,"('immoral', 'moral')",-0.4369625,-0.4030859,0.0338766
22,-0.59676844,-0.6919476,"('untrustworthy', 'trustworthy')",-0.5967684,-0.6919476,-0.0951792
23,6.41008,6.5998597,"('insincere', 'sincere')",6.41008,6.5998597,0.1897797
24,1.4379413,1.312363,"('dishonest', 'honest')",1.4379413,1.312363,-0.1255783
25,0.5216743,0.49407303,"('egoistic', 'altruistic')",0.5216743,0.494073,-0.0276013
26,1.1669676,1.2313269,"('hardhearted', 'benevolent')",1.1669676,1.2313269,0.0643593
27,1.8244164,1.5965903,"('hardhearted', 'softhearted')",1.8244164,1.5965903,-0.2278261
28,1.241443,1.215115,"('disloyal', 'loyal')",1.241443,1.215115,-0.026328
29,-0.16669065,-0.3374639,"('unfair', 'fair')",-0.1666906,-0.3374639,-0.1707733
30,0.8659722,0.89799935,"('intolerant', 'tolerant')",0.8659722,0.8979993,0.0320271
31,-1.1279624,-1.154424,"('evil', 'good')",-1.1279624,-1.154424,-0.0264616
32,0.97525656,0.8848345,"('unkind', 'kind')",0.9752566,0.8848345,-0.0904221
33,-0.52492833,-0.36487308,"('wrong', 'right')",-0.5249283,-0.3648731,0.1600552
34,5.0219426,5.3141475,"('mean', 'honorable')",5.0219426,5.3141475,0.2922049
35,-0.5618348,-0.6218659,"('corrupt', 'incorrupt')",-0.5618348,-0.6218659,-0.0600311
36,-0.4000483,-0.42951688,"('hostile', 'amicable')",-0.4000483,-0.4295169,-0.0294686
37,1.100628,0.9987236,"('fake', 'genuine')",1.100628,0.9987236,-0.1019044
38,-0.21460049,-0.016772538,"('untruthful', 'truthful')",-0.2146005,-0.0167725,0.197828
39,0.5131983,0.59151,"('exploitative', 'cooperative')",0.5131983,0.59151,0.0783117
40,-1.647458,-1.9492133,"('stingy', 'generous')",-1.647458,-1.9492133,-0.3017553
41,0.24623992,0.2620936,"('unforgiving', 'forgiving')",0.2462399,0.2620936,0.0158537
42,-2.559481,-2.7380803,"('unreliable', 'reliable')",-2.5594809,-2.7380803,-0.1785994
43,1.197651,1.2459681,"('irresponsible', 'responsible')",1.197651,1.2459681,0.0483171
44,-1.2804921,-1.3556396,"('prejudiced', 'unprejudiced')",-1.2804921,-1.3556396,-0.0751475
45,0.32966748,0.25341287,"('incompetent', 'competent')",0.3296675,0.2534129,-0.0762546
46,-0.8422101,-1.0353211,"('uncompetitive', 'competitive')",-0.8422101,-1.0353211,-0.193111
47,5.2115426,5.4793105,"('stupid', 'smart')",5.2115426,5.4793105,0.2677679
48,0.6437524,0.6330189,"('unintelligent', 'intelligent')",0.6437524,0.6330189,-0.0107335
49,-0.008245293,0.021423664,"('unable', 'able')",-0.0082453,0.0214237,0.029669
50,-0.45733404,-0.5243458,"('clumsy', 'skillful')",-0.457334,-0.5243458,-0.0670118
51,-0.42678404,-0.5659893,"('uneducated', 'educated')",-0.426784,-0.5659893,-0.1392053
52,-0.15216573,-0.17748138,"('irrational', 'rational')",-0.1521657,-0.1774814,-0.0253157
53,0.3018698,0.27150816,"('uncreative', 'creative')",0.3018698,0.2715082,-0.0303616
54,0.89920884,1.0312879,"('incapable', 'capable')",0.8992088,1.0312879,0.1320791
55,0.4309728,0.2875461,"('incompetent', 'clever')",0.4309728,0.2875461,-0.1434267
56,0.5827948,0.6651256,"('impractical', 'practical')",0.5827948,0.6651256,0.0823308
57,-2.7628865,-2.9083505,"('unimaginative', 'imaginative')",-2.7628865,-2.9083505,-0.145464
58,0.14116538,0.03569921,"('undiscriminating', 'discriminating')",0.1411654,0.0356992,-0.1054662
59,0.013397181,0.16524848,"('foolish', 'wise')",0.0133972,0.1652485,0.1518513
