,kimco_male,kimco_female,tuple,realty_male,realty_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.7628993,-0.9144332,"('unsociable', 'sociable')",-0.3784992,-0.51589257,-0.49183738,-0.6151,-0.5444119,-0.6818086,-0.1373967
1,-1.0490658,-1.1035569,"('unfriendly', 'friendly')",0.07759973,-0.050542027,1.7762434,1.6097277,0.2682591,0.1518763,-0.1163828
2,0.8508987,0.86956376,"('unlikable', 'likable')",1.0769024,1.1843805,0.7559817,0.761803,0.8945943,0.9385824,0.0439881
3,0.07853058,0.13759929,"('repellent', 'pleasant')",-0.83231646,-0.7049994,0.83990896,0.8307876,0.0287077,0.0877958,0.0590881
4,-0.4528626,-0.37595007,"('disliked', 'liked')",0.6871139,0.72688377,-7.206053,-7.2302976,-2.3239338,-2.2931213,0.0308125
5,0.0639306,0.121027425,"('distant', 'outgoing')",0.680967,0.720255,0.06862959,0.14136581,0.2711757,0.3275494,0.0563737
6,-0.53358984,-0.45274517,"('distant', 'open')",0.5897803,0.63415414,0.31067562,0.33308062,0.1222887,0.1714965,0.0492078
7,-0.01901795,0.0015798435,"('insensitive', 'sensitive')",-0.5591697,-0.53586394,0.54499006,0.47798014,-0.0110659,-0.018768,-0.0077021
8,-0.41172892,-0.45685142,"('unaffectionate', 'affectionate')",0.14675376,0.13942115,1.4605794,1.3839327,0.3985347,0.3555008,-0.0430339
9,-0.58756757,-0.63145274,"('unaffectionate', 'caring')",0.36126897,0.33881855,1.839722,1.7838514,0.5378078,0.4970724,-0.0407354
10,-0.42753965,-0.5106752,"('unsympathetic', 'sympathetic')",-1.9180524,-2.0061276,-0.6318379,-0.7035323,-0.9924766,-1.073445,-0.0809684
11,0.13960518,0.16897878,"('unhelpful', 'helpful')",-0.6830888,-0.65665156,1.5184811,1.6655121,0.3249992,0.3926131,0.0676139
12,0.10000551,0.15762432,"('unsupportive', 'supportive')",0.34943345,0.40420476,-1.8733473,-1.9175469,-0.4746361,-0.4519059,0.0227302
13,0.09247189,0.014645274,"('impolite', 'polite')",-0.5662368,-0.6733383,-0.7004659,-0.67040586,-0.3914103,-0.443033,-0.0516227
14,-0.57331854,-0.51047057,"('antisocial', 'social')",0.13913639,0.17881715,-0.4380261,-0.51224446,-0.2907361,-0.2812993,0.0094368
15,0.25022513,0.18663092,"('boring', 'funny')",0.79518145,0.7345941,0.029709872,0.06283958,0.3583721,0.3280215,-0.0303506
16,-0.7809814,-0.6948764,"('unpopular', 'popular')",0.3904198,0.4459651,0.42641342,0.41982552,0.0119506,0.0569714,0.0450208
17,-0.100487255,-0.038829975,"('nasty', 'nice')",0.6527676,0.7059407,-0.49796015,-0.46512905,0.0181067,0.0673272,0.0492205
18,-0.63734275,-0.5004555,"('disagreeable', 'welcoming')",0.18581437,0.2453309,-0.4843168,-0.5327535,-0.3119484,-0.2626261,0.0493223
19,-0.40198213,-0.37396404,"('inhospitable', 'hospitable')",-0.39288118,-0.3753103,-0.13367407,-0.05601135,-0.3095125,-0.2684286,0.0410839
20,-0.8739892,-0.77566123,"('rough', 'thoughtful')",-0.12059149,-0.029708201,0.51884264,0.49064714,-0.1585794,-0.1049074,0.053672
21,0.1608589,0.13376522,"('immoral', 'moral')",-0.4694331,-0.52166045,-0.83959836,-0.8499952,-0.3827242,-0.4126302,-0.029906
22,0.26929563,0.32127532,"('untrustworthy', 'trustworthy')",-1.2460985,-1.2140292,-1.0473047,-1.0810257,-0.6747026,-0.6579265,0.0167761
23,-0.0016057687,-0.06112634,"('insincere', 'sincere')",-0.22237365,-0.27350357,6.0107927,6.0093007,1.9289378,1.8915569,-0.0373809
24,0.75077635,0.71927243,"('dishonest', 'honest')",-1.072344,-1.101798,0.4713367,0.5146162,0.049923,0.0440302,-0.0058928
25,-0.19795302,-0.16943091,"('egoistic', 'altruistic')",0.6979655,0.7134687,1.5866334,1.5216746,0.6955487,0.6885708,-0.0069779
26,-0.87198555,-0.9291615,"('hardhearted', 'benevolent')",1.6465764,1.483524,1.6811501,1.4962369,0.8185803,0.6835331,-0.1350472
27,0.10751973,0.16400774,"('hardhearted', 'softhearted')",-0.27938893,-0.3133189,1.5153835,1.3577073,0.4478381,0.4027987,-0.0450394
28,-0.52851737,-0.620733,"('disloyal', 'loyal')",-0.6415228,-0.7517071,0.839462,0.76378655,-0.1101927,-0.2028845,-0.0926918
29,-0.30031332,-0.23015597,"('unfair', 'fair')",-0.6572208,-0.6242214,-0.17715783,-0.32210064,-0.3782307,-0.3921593,-0.0139286
30,0.56574124,0.53854626,"('intolerant', 'tolerant')",-0.2184248,-0.21537182,0.6641152,0.65746456,0.3371439,0.3268797,-0.0102642
31,-1.0116202,-0.85248464,"('evil', 'good')",0.20528753,0.255368,-0.40776527,-0.5042198,-0.4046993,-0.3671122,0.0375871
32,-0.26992783,-0.362159,"('unkind', 'kind')",-0.39922115,-0.5322201,0.70382977,0.520044,0.0115603,-0.1247784,-0.1363387
33,0.45671308,0.4143163,"('wrong', 'right')",1.2185541,1.1869602,-0.22487387,-0.25332126,0.4834644,0.4493184,-0.034146
34,0.069645554,0.11618837,"('mean', 'honorable')",0.27918956,0.3869844,5.6961412,5.8696117,2.0149921,2.1242615,0.1092694
35,-0.3228724,-0.3354384,"('corrupt', 'incorrupt')",0.7339049,0.6777758,-0.016879592,-0.033122707,0.1313843,0.1030716,-0.0283127
36,-0.9845183,-0.96953213,"('hostile', 'amicable')",1.2724,1.2265342,0.32262605,0.13857396,0.2035026,0.1318587,-0.0716439
37,0.11923383,0.039084464,"('fake', 'genuine')",-1.0738313,-1.0610632,0.17214167,0.20333375,-0.2608186,-0.2728817,-0.0120631
38,-0.062214788,0.025852872,"('untruthful', 'truthful')",-0.027756378,-0.046435874,-0.017715704,0.12741685,-0.0358956,0.0356113,0.0715069
39,1.1451262,1.19949,"('exploitative', 'cooperative')",0.041530237,0.07318883,0.057967667,0.09169539,0.4148747,0.4547914,0.0399167
40,-0.34865338,-0.34517148,"('stingy', 'generous')",0.042114757,0.060339786,-1.8964639,-2.0029945,-0.7343342,-0.7626088,-0.0282746
41,-0.48286176,-0.404015,"('unforgiving', 'forgiving')",-0.27617964,-0.3747441,-0.15631469,-0.28427112,-0.3051187,-0.3543434,-0.0492247
42,0.17362112,0.27140203,"('unreliable', 'reliable')",0.07317541,0.21172798,-3.4834363,-3.4566028,-1.0788799,-0.9911576,0.0877223
43,0.07797763,0.08283041,"('irresponsible', 'responsible')",-1.2927773,-1.2322066,0.14754672,0.16310161,-0.355751,-0.3287582,0.0269928
44,-0.02521247,-0.015616704,"('prejudiced', 'unprejudiced')",-0.16803075,-0.033108547,-1.6653372,-1.6883457,-0.6195268,-0.5790236,0.0405032
45,-0.74602807,-0.6605288,"('incompetent', 'competent')",-1.8048403,-1.7769275,-0.30573213,-0.34804568,-0.9522003,-0.9285006,0.0236997
46,0.07369191,0.051886532,"('uncompetitive', 'competitive')",-1.6796597,-1.6393036,-1.4269433,-1.448108,-1.0109704,-1.0118416,-0.0008712
47,-0.3375133,-0.20343643,"('stupid', 'smart')",0.28404686,0.33652234,5.569005,5.651006,1.8385129,1.9280306,0.0895177
48,-0.38187218,-0.4188771,"('unintelligent', 'intelligent')",-0.7408197,-0.80952543,0.21697332,0.186364,-0.3019062,-0.3473461,-0.0454399
49,-0.77623475,-0.6555437,"('unable', 'able')",-1.3598182,-1.2105914,-0.6289945,-0.5041295,-0.9216825,-0.7900882,0.1315943
50,-0.12805265,-0.043851946,"('clumsy', 'skillful')",0.8460307,0.9018512,0.16001177,0.073625535,0.2926633,0.3105416,0.0178783
51,-0.4854023,-0.6018639,"('uneducated', 'educated')",-1.1126081,-1.2165133,0.1863582,0.1330353,-0.4705507,-0.5617807,-0.09123
52,-0.3517584,-0.44759285,"('irrational', 'rational')",0.9665846,0.8468188,0.4921809,0.4144451,0.3690024,0.2712237,-0.0977787
53,-1.0281159,-0.93550014,"('uncreative', 'creative')",0.18743806,0.16696744,0.5212642,0.40174782,-0.1064712,-0.1222616,-0.0157904
54,-0.07032201,-0.1343541,"('incapable', 'capable')",0.9120454,0.8630195,1.1384778,1.134219,0.6600671,0.6209615,-0.0391056
55,-0.010733772,0.022103328,"('incompetent', 'clever')",-1.7719686,-1.6827124,-0.2542871,-0.24297518,-0.6789965,-0.6345281,0.0444684
