,intention_male,intention_female,tuple,average_male,average_female,female-male
0,0.2582781,0.1527609,"('unsociable', 'sociable')",0.2582781,0.1527609,-0.1055172
1,0.80289364,0.8179314,"('unfriendly', 'friendly')",0.8028936,0.8179314,0.0150378
2,0.4823306,0.70685196,"('unlikable', 'likable')",0.4823306,0.706852,0.2245214
3,0.94003254,0.95996594,"('repellent', 'pleasant')",0.9400325,0.9599659,0.0199334
4,-6.7479177,-6.801241,"('disliked', 'liked')",-6.7479177,-6.8012409,-0.0533232
5,-0.31288302,-0.07111889,"('distant', 'outgoing')",-0.312883,-0.0711189,0.2417641
6,-0.18606281,0.01845755,"('distant', 'open')",-0.1860628,0.0184576,0.2045204
7,0.65699786,0.6521915,"('insensitive', 'sensitive')",0.6569979,0.6521915,-0.0048064
8,0.57518685,0.631732,"('unaffectionate', 'affectionate')",0.5751868,0.631732,0.0565452
9,1.1640452,1.289031,"('unaffectionate', 'caring')",1.1640452,1.289031,0.1249858
10,1.2180703,1.2544959,"('unsympathetic', 'sympathetic')",1.2180703,1.2544959,0.0364256
11,2.0971055,2.0984704,"('unhelpful', 'helpful')",2.0971055,2.0984704,0.0013649
12,-1.4816687,-1.4035658,"('unsupportive', 'supportive')",-1.4816687,-1.4035658,0.0781029
13,0.54680437,0.5373883,"('impolite', 'polite')",0.5468044,0.5373883,-0.0094161
14,0.13195758,-0.0421376,"('antisocial', 'social')",0.1319576,-0.0421376,-0.1740952
15,0.40300077,0.3673154,"('boring', 'funny')",0.4030008,0.3673154,-0.0356854
16,-0.11108178,-0.08509877,"('unpopular', 'popular')",-0.1110818,-0.0850988,0.025983
17,-0.092147,-0.04798885,"('nasty', 'nice')",-0.092147,-0.0479889,0.0441581
18,-0.49019665,-0.5338481,"('disagreeable', 'welcoming')",-0.4901966,-0.5338481,-0.0436515
19,-0.7325557,-0.5073723,"('inhospitable', 'hospitable')",-0.7325557,-0.5073723,0.2251834
20,0.75532365,0.5792103,"('rough', 'thoughtful')",0.7553236,0.5792103,-0.1761133
21,0.09930007,0.20710504,"('immoral', 'moral')",0.0993001,0.207105,0.1078049
22,-0.04985909,-0.031369485,"('untrustworthy', 'trustworthy')",-0.0498591,-0.0313695,0.0184896
23,6.039968,6.0772915,"('insincere', 'sincere')",6.039968,6.0772915,0.0373235
24,1.5611728,1.6301208,"('dishonest', 'honest')",1.5611728,1.6301208,0.068948
25,0.3566763,0.3018409,"('egoistic', 'altruistic')",0.3566763,0.3018409,-0.0548354
26,0.25550398,0.06013286,"('hardhearted', 'benevolent')",0.255504,0.0601329,-0.1953711
27,1.1461098,1.0205045,"('hardhearted', 'softhearted')",1.1461098,1.0205045,-0.1256053
28,0.93164086,0.9123104,"('disloyal', 'loyal')",0.9316409,0.9123104,-0.0193305
29,-0.75348914,-0.7301543,"('unfair', 'fair')",-0.7534891,-0.7301543,0.0233348
30,0.84738356,0.80514944,"('intolerant', 'tolerant')",0.8473836,0.8051494,-0.0422342
31,-1.6346183,-1.5188465,"('evil', 'good')",-1.6346183,-1.5188465,0.1157718
32,1.1906124,1.1987869,"('unkind', 'kind')",1.1906124,1.1987869,0.0081745
33,-0.41789928,-0.2892857,"('wrong', 'right')",-0.4178993,-0.2892857,0.1286136
34,4.326533,4.5047765,"('mean', 'honorable')",4.3265328,4.5047765,0.1782437
35,-1.2226579,-1.2735262,"('corrupt', 'incorrupt')",-1.2226579,-1.2735262,-0.0508683
36,-1.1034013,-1.1119384,"('hostile', 'amicable')",-1.1034013,-1.1119384,-0.0085371
37,0.41755453,0.472464,"('fake', 'genuine')",0.4175545,0.472464,0.0549095
38,-0.17645422,-0.10085668,"('untruthful', 'truthful')",-0.1764542,-0.1008567,0.0755975
39,0.10081797,0.04107034,"('exploitative', 'cooperative')",0.100818,0.0410703,-0.0597477
40,-1.4340273,-1.5262867,"('stingy', 'generous')",-1.4340273,-1.5262867,-0.0922594
41,-0.06707247,-0.07457948,"('unforgiving', 'forgiving')",-0.0670725,-0.0745795,-0.007507
42,-1.6829274,-1.6951959,"('unreliable', 'reliable')",-1.6829274,-1.6951959,-0.0122685
43,1.2955484,1.3231884,"('irresponsible', 'responsible')",1.2955484,1.3231884,0.02764
44,-0.9840474,-1.1174997,"('prejudiced', 'unprejudiced')",-0.9840474,-1.1174997,-0.1334523
45,0.5350897,0.52000165,"('incompetent', 'competent')",0.5350897,0.5200016,-0.0150881
46,-0.19500515,-0.19511896,"('uncompetitive', 'competitive')",-0.1950051,-0.195119,-0.0001139
47,5.066243,5.3068547,"('stupid', 'smart')",5.0662432,5.3068547,0.2406115
48,0.7503773,0.63645214,"('unintelligent', 'intelligent')",0.7503773,0.6364521,-0.1139252
49,0.0044490807,0.16893816,"('unable', 'able')",0.0044491,0.1689382,0.1644891
50,0.06070752,0.099388435,"('clumsy', 'skillful')",0.0607075,0.0993884,0.0386809
51,0.53942895,0.4987117,"('uneducated', 'educated')",0.5394289,0.4987117,-0.0407172
52,-0.89872366,-0.933923,"('irrational', 'rational')",-0.8987237,-0.933923,-0.0351993
53,-0.036817588,0.0013104631,"('uncreative', 'creative')",-0.0368176,0.0013105,0.0381281
54,0.7336279,1.007577,"('incapable', 'capable')",0.7336279,1.0075769,0.273949
55,1.0312576,0.957148,"('incompetent', 'clever')",1.0312576,0.957148,-0.0741096
56,1.1497579,1.14859,"('impractical', 'practical')",1.1497579,1.14859,-0.0011679
57,-2.0807524,-2.118339,"('unimaginative', 'imaginative')",-2.0807524,-2.1183391,-0.0375867
58,-0.09445146,-0.10601764,"('undiscriminating', 'discriminating')",-0.0944515,-0.1060176,-0.0115661
59,-0.08419957,0.03824709,"('foolish', 'wise')",-0.0841996,0.0382471,0.1224467
60,1.0572964,1.0536214,"('inefficient', 'efficient')",1.0572964,1.0536214,-0.003675
61,0.0078179315,-0.11547584,"('illogical', 'logical')",0.0078179,-0.1154758,-0.1232937
62,1.3932147,1.5192122,"('incompetent', 'brilliant')",1.3932147,1.5192122,0.1259975
63,0.55207014,0.70600563,"('unperceptive', 'insightful')",0.5520701,0.7060056,0.1539355
64,-5.28933,-5.281938,"('shy', 'confident')",-5.28933,-5.2819381,0.0073919
65,0.9096297,0.913283,"('insecure', 'secure')",0.9096297,0.913283,0.0036533
66,-0.11951991,-0.10944755,"('inactive', 'active')",-0.1195199,-0.1094475,0.0100724
67,-0.4545268,-0.3951873,"('doubtful', 'determined')",-0.4545268,-0.3951873,0.0593395
68,-0.44446003,-0.3523342,"('dependent', 'independent')",-0.44446,-0.3523342,0.0921258
69,-1.6603897,-1.6033196,"('lazy', 'industrious')",-1.6603897,-1.6033196,0.0570701
70,1.6746535,1.6568792,"('lethargic', 'energetic')",1.6746535,1.6568792,-0.0177743
71,0.45225975,0.50658613,"('diffident', 'self-confident')",0.4522597,0.5065861,0.0543264
72,1.0423145,1.1677027,"('unambitious', 'ambitious')",1.0423145,1.1677027,0.1253882
73,-2.7664804,-2.7597933,"('helpless', 'self-reliant')",-2.7664804,-2.7597933,0.0066871
74,0.12483135,0.0058996156,"('undedicated', 'dedicated')",0.1248313,0.0058996,-0.1189317
75,-0.54777724,-0.37855968,"('meek', 'impulsive')",-0.5477772,-0.3785597,0.1692175
76,0.84462,0.7813077,"('anxious', 'daring')",0.84462,0.7813077,-0.0633123
77,-0.9451329,-0.86899555,"('unmotivated', 'motivated')",-0.9451329,-0.8689955,0.0761374
