,keysight_male,keysight_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,1.0169971,1.0311189,"('unsociable', 'sociable')",-0.08453926,-0.3025235,-0.57823074,-0.78187746,0.1180757,-0.0177607,-0.1358364
1,-1.2676977,-1.367473,"('unfriendly', 'friendly')",-0.03306588,-0.080723636,1.5621423,1.4905899,0.0871262,0.0141311,-0.0729951
2,0.2654708,0.23488757,"('unlikable', 'likable')",0.20989731,0.2828219,0.94560254,1.051146,0.4736569,0.5229518,0.0492949
3,0.30120823,0.47042933,"('repellent', 'pleasant')",0.4322811,0.50350225,-0.14043395,-0.051300153,0.1976851,0.3075438,0.1098587
4,-1.523947,-1.6035421,"('disliked', 'liked')",-0.70043063,-0.70253235,-5.496329,-5.7339163,-2.5735688,-2.6799968,-0.106428
5,-1.8304054,-1.8644668,"('distant', 'outgoing')",-0.6833737,-0.47259486,0.07899678,0.20073839,-0.8115942,-0.7121077,0.0994865
6,-2.1331286,-2.166947,"('distant', 'open')",-1.2585713,-1.0353154,0.52295786,0.66020155,-0.9562473,-0.8473536,0.1088937
7,1.4793068,1.6339166,"('insensitive', 'sensitive')",0.62500334,0.6638037,0.103688896,0.15090777,0.7359997,0.8162094,0.0802097
8,-1.569048,-1.6744957,"('unaffectionate', 'affectionate')",-0.46976495,-0.45470196,0.59160334,0.5987628,-0.4824033,-0.5101449,-0.0277416
9,-0.7426708,-0.7669973,"('unaffectionate', 'caring')",-0.25428668,-0.23915479,1.0169177,1.0687017,0.0066534,0.0208499,0.0141965
10,1.6870615,1.9047418,"('unsympathetic', 'sympathetic')",-0.3760817,-0.43778744,-0.871864,-0.9438525,0.1463719,0.1743673,0.0279954
11,1.5846562,1.6417037,"('unhelpful', 'helpful')",1.1231527,1.127736,1.5951993,1.6348487,1.434336,1.4680961,0.0337601
12,0.49744463,0.6219411,"('unsupportive', 'supportive')",0.42406496,0.65730876,-1.8662986,-1.7969779,-0.3149296,-0.172576,0.1423536
13,1.4039502,1.4669979,"('impolite', 'polite')",-0.14920552,-0.22275281,-0.56275547,-0.64892423,0.2306631,0.1984403,-0.0322228
14,1.1415988,1.2543125,"('antisocial', 'social')",0.89659435,0.8658855,-0.8322409,-0.88857317,0.4019841,0.4105416,0.0085575
15,0.26623368,0.1737076,"('boring', 'funny')",-0.27407467,-0.29340637,0.74211,0.64534503,0.2447563,0.1752154,-0.0695409
16,-1.611407,-1.6491077,"('unpopular', 'popular')",-0.18745466,-0.18132293,0.7258,0.7685387,-0.3576872,-0.353964,0.0037232
